CMS slug,Region Name,Sub-region Name,Country or Area,World Bank Income Level,Score,Pillar,Sub-Pillar
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,4.0,Business,Startup Environment
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,1.0,Business,
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,5.0,Business,
venezuela,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),,1.0,Business,
moldova,Europe,Eastern Europe,Republic of Moldova (the),Upper Middle Income,6.0,Business,Startup Environment
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,6.0,Business,
rwanda,Africa,Sub-Saharan Africa,Rwanda,Low Income,6.0,Business,Startup Environment
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,6.0,Business,Startup Environment
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,3.0,Business,
germany,Europe,Western Europe,Germany,High Income,4.5,Business,Startup Environment
venezuela,Americas,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),,1.0,Business,Startup Environment
poland,Europe,Eastern Europe,Poland,High income,1.5,Business,
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,5.0,Business,Startup Environment
libya,Africa,Northern Africa,Libya,Upper Middle Income,1.0,Business,
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,6.0,Business,
poland,Europe,Eastern Europe,Poland,High income,1.5,Business,Startup Environment
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,4.0,Business,
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,2.5,Business,Startup Environment
moldova,Europe,Eastern Europe,Republic of Moldova (the),Upper Middle Income,6.0,Business,
greece,Europe,Southern Europe,Greece,High Income,3.5,Business,Startup Environment
germany,Europe,Western Europe,Germany,High Income,4.5,Business,
greece,Europe,Southern Europe,Greece,High Income,3.5,Business,
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,2.5,Business,
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,1.0,Business,
libya,Africa,Northern Africa,Libya,Upper Middle Income,1.0,Business,Startup Environment
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,2.0,Business,
rwanda,Africa,Sub-Saharan Africa,Rwanda,Low Income,6.0,Business,
kuwait,Asia,Western Asia,Kuwait,High Income,3.0,Business,Startup Environment
kazakhstan,Asia,Central Asia,Kazakhstan,Upper Middle Income,6.0,Business,
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,4.0,Business,
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,1.0,Business,Startup Environment
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,1.0,Business,Startup Environment
kazakhstan,Asia,Central Asia,Kazakhstan,Upper Middle Income,6.0,Business,Startup Environment
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,5.0,Business,
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,5.5,Business,
united-arab-emirates,Asia,Western Asia,United Arab Emirates (the),High Income,6.0,Business,Startup Environment
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,2.0,Business,Startup Environment
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,1.0,Business,Startup Environment
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,4.0,Business,Startup Environment
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,3.0,Business,Startup Environment
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,6.0,Business,Startup Environment
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,6.0,Government,
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,1.0,Government,
united-states,Americas,Northern America,United States of America (the),High Income,4.0,Government,
germany,Europe,Western Europe,Germany,High Income,3.0,Government,Digital Public Services
israel,Asia,Western Asia,Israel,High Income,1.0,Government,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,3.0,Government,
japan,Asia,Eastern Asia,Japan,High income,4.0,Government,
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,2.0,Government,Digital Public Services
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,2.0,Government,
china,Asia,Eastern Asia,China,Upper Middle Income,6.0,Government,Digital Public Services
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,6.0,Government,Digital Public Services
india,Asia,Southern Asia,India,Lower Middle Income,6.0,Government,
japan,Asia,Eastern Asia,Japan,High income,4.0,Government,Digital Public Services
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,2.0,Government,Digital Public Services
germany,Europe,Western Europe,Germany,High Income,3.0,Government,
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,2.0,Government,
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,5.0,Government,
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,6.0,Government,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,3.0,Government,Digital Public Services
france,Europe,Western Europe,France,High Income,4.0,Government,Digital Public Services
israel,Asia,Western Asia,Israel,High Income,1.0,Government,Digital Public Services
united-states,Americas,Northern America,United States of America (the),High Income,4.0,Government,Digital Public Services
australia,Oceania,Australia and New Zealand,Australia,High Income,1.0,Government,
north-korea,Asia,Eastern Asia,Democratic People's Republic of Korea (the),Low Income,5.0,Government,Digital Public Services
china,Asia,Eastern Asia,China,Upper Middle Income,6.0,Government,
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,2.0,Government,
turkey,Asia,Western Asia,Turkey,Upper Middle Income,5.0,Government,
canada,Americas,Northern America,Canada,High Income,3.0,Government,
france,Europe,Western Europe,France,High Income,4.0,Government,
australia,Oceania,Australia and New Zealand,Australia,High Income,1.0,Government,Digital Public Services
north-korea,Asia,Eastern Asia,Democratic People's Republic of Korea (the),Low Income,5.0,Government,
turkey,Asia,Western Asia,Turkey,Upper Middle Income,5.0,Government,Digital Public Services
saudi-arabia,Asia,Western Asia,Saudi Arabia,High Income,1.0,Government,Digital Public Services
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,5.0,Government,Digital Public Services
canada,Americas,Northern America,Canada,High Income,3.0,Government,Digital Public Services
south-korea,Asia,Eastern Asia,Republic of Korea (the),High income,2.0,Government,Digital Public Services
india,Asia,Southern Asia,India,Lower Middle Income,6.0,Government,Digital Public Services
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,6.0,Government,Digital Public Services
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,4.0,Infrastructure,Connectivity Technology
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,3.875,Infrastructure,
bahrain,Asia,Western Asia,Bahrain,High Income,5.666666666666667,Infrastructure,Connectivity Technology
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.25,Infrastructure,
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,3.0,Infrastructure,Connectivity Technology
bahrain,Asia,Western Asia,Bahrain,High Income,4.458333333333334,Infrastructure,
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,4.333333333333333,Infrastructure,Innovation Ecosystem
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,3.6666666666666665,Infrastructure,Innovation Ecosystem
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,1.3333333333333333,Infrastructure,Connectivity Technology
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,4.333333333333333,Infrastructure,Innovation Ecosystem
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,4.0,Infrastructure,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,1.0,Infrastructure,
slovenia,Europe,Southern Europe,Slovenia,High Income,4.666666666666667,Infrastructure,Innovation Ecosystem
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,2.0,Infrastructure,Connectivity Technology
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,5.0,Infrastructure,Connectivity Technology
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,3.0,Infrastructure,
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,1.8333333333333335,Infrastructure,
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,1.6666666666666667,Infrastructure,Innovation Ecosystem
china,Asia,Eastern Asia,China,Upper Middle Income,3.75,Infrastructure,
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,2.75,Infrastructure,Innovation Ecosystem
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,1.6666666666666667,Infrastructure,Connectivity Technology
switzerland,Europe,Western Europe,Switzerland,High Income,5.857142857142857,Infrastructure,Innovation Ecosystem
china,Asia,Eastern Asia,China,Upper Middle Income,4.333333333333333,Infrastructure,Connectivity Technology
chad,Africa,Sub-Saharan Africa,Chad,Low Income,1.0,Infrastructure,Connectivity Technology
china,Asia,Eastern Asia,China,Upper Middle Income,3.1666666666666665,Infrastructure,Innovation Ecosystem
slovenia,Europe,Southern Europe,Slovenia,High Income,4.833333333333334,Infrastructure,
switzerland,Europe,Western Europe,Switzerland,High Income,5.928571428571429,Infrastructure,
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,4.0,Infrastructure,Innovation Ecosystem
slovenia,Europe,Southern Europe,Slovenia,High Income,5.0,Infrastructure,Connectivity Technology
switzerland,Europe,Western Europe,Switzerland,High Income,6.0,Infrastructure,Connectivity Technology
lithuania,Europe,Northern Europe,Lithuania,High Income,4.714285714285714,Infrastructure,
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,4.0,Infrastructure,Connectivity Technology
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,3.6666666666666665,Infrastructure,
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,3.357142857142857,Infrastructure,
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,2.9166666666666665,Infrastructure,
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,4.0,Infrastructure,Connectivity Technology
nicaragua,Americas,Latin America and the Caribbean,Nicaragua,Lower Middle Income,1.5,Infrastructure,Innovation Ecosystem
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,4.0,Infrastructure,Connectivity Technology
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,2.0,Infrastructure,Innovation Ecosystem
nicaragua,Americas,Latin America and the Caribbean,Nicaragua,Lower Middle Income,1.9166666666666667,Infrastructure,
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,2.7142857142857144,Infrastructure,Innovation Ecosystem
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,3.0,Infrastructure,
afghanistan,Asia,Southern Asia,Afghanistan,Low Income,3.0,Infrastructure,Innovation Ecosystem
afghanistan,Asia,Southern Asia,Afghanistan,Low Income,1.0,Infrastructure,Connectivity Technology
liberia,Africa,Sub-Saharan Africa,Liberia,Low Income,2.5,Infrastructure,
armenia,Asia,Western Asia,Armenia,Upper Middle Income,3.166666666666667,Infrastructure,
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.5,Infrastructure,Connectivity Technology
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,3.0,Infrastructure,Connectivity Technology
suriname,Americas,Latin America and the Caribbean,Suriname,Upper Middle Income,2.5,Infrastructure,Connectivity Technology
liberia,Africa,Sub-Saharan Africa,Liberia,Low Income,2.5,Infrastructure,Connectivity Technology
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,3.625,Infrastructure,
suriname,Americas,Latin America and the Caribbean,Suriname,Upper Middle Income,2.5,Infrastructure,
singapore,Asia,South-eastern Asia,Singapore,High Income,5.75,Infrastructure,
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.5,Infrastructure,
el-salvador,Americas,Latin America and the Caribbean,El Salvador,Lower Middle Income,2.75,Infrastructure,Innovation Ecosystem
el-salvador,Americas,Latin America and the Caribbean,El Salvador,Lower Middle Income,3.0,Infrastructure,Connectivity Technology
singapore,Asia,South-eastern Asia,Singapore,High Income,6.0,Infrastructure,Connectivity Technology
el-salvador,Americas,Latin America and the Caribbean,El Salvador,Lower Middle Income,2.875,Infrastructure,
singapore,Asia,South-eastern Asia,Singapore,High Income,5.5,Infrastructure,Innovation Ecosystem
afghanistan,Asia,Southern Asia,Afghanistan,Low Income,2.0,Infrastructure,
armenia,Asia,Western Asia,Armenia,Upper Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
armenia,Asia,Western Asia,Armenia,Upper Middle Income,3.0,Infrastructure,Innovation Ecosystem
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,1.5,Infrastructure,Innovation Ecosystem
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,2.1666666666666665,Infrastructure,Innovation Ecosystem
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.1666666666666665,Infrastructure,Innovation Ecosystem
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,4.0,Infrastructure,Innovation Ecosystem
ukraine,Europe,Eastern Europe,Ukraine,Lower Middle Income,3.6666666666666665,Infrastructure,Connectivity Technology
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
lithuania,Europe,Northern Europe,Lithuania,High Income,5.0,Infrastructure,Connectivity Technology
lithuania,Europe,Northern Europe,Lithuania,High Income,4.428571428571429,Infrastructure,Innovation Ecosystem
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,3.166666666666667,Infrastructure,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,1.75,Infrastructure,
cyprus,Asia,Western Asia,Cyprus,High Income,5.285714285714286,Infrastructure,Innovation Ecosystem
cyprus,Asia,Western Asia,Cyprus,High Income,5.0,Infrastructure,Connectivity Technology
malawi,Africa,Sub-Saharan Africa,Malawi,Low Income,3.1666666666666665,Infrastructure,
cyprus,Asia,Western Asia,Cyprus,High Income,5.142857142857142,Infrastructure,
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,3.25,Infrastructure,Innovation Ecosystem
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,2.0,Infrastructure,Connectivity Technology
malawi,Africa,Sub-Saharan Africa,Malawi,Low Income,2.0,Infrastructure,Connectivity Technology
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,2.25,Infrastructure,Innovation Ecosystem
malawi,Africa,Sub-Saharan Africa,Malawi,Low Income,4.333333333333333,Infrastructure,Innovation Ecosystem
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,2.791666666666667,Infrastructure,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,1.5,Infrastructure,Innovation Ecosystem
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,1.25,Infrastructure,
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,1.0,Infrastructure,Innovation Ecosystem
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,1.0,Infrastructure,Connectivity Technology
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,3.0,Infrastructure,
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,1.0,Infrastructure,
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,1.0,Infrastructure,Connectivity Technology
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
nicaragua,Americas,Latin America and the Caribbean,Nicaragua,Lower Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
lesotho,Africa,Sub-Saharan Africa,Lesotho,Lower Middle Income,3.5,Infrastructure,Connectivity Technology
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,2.5,Infrastructure,
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,1.5,Infrastructure,Innovation Ecosystem
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,4.0,Infrastructure,
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,3.0,Infrastructure,
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,2.5,Infrastructure,
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,3.0,Infrastructure,Connectivity Technology
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,2.0,Infrastructure,Innovation Ecosystem
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,3.5,Infrastructure,
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,2.0,Infrastructure,Connectivity Technology
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,3.0,Infrastructure,Innovation Ecosystem
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,2.0,Infrastructure,
antigua-and-barbuda,Americas,Latin America and the Caribbean,Antigua and Barbuda,High Income,4.0,Infrastructure,
antigua-and-barbuda,Americas,Latin America and the Caribbean,Antigua and Barbuda,High Income,2.0,Infrastructure,Connectivity Technology
antigua-and-barbuda,Americas,Latin America and the Caribbean,Antigua and Barbuda,High Income,6.0,Infrastructure,Innovation Ecosystem
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,4.5,Infrastructure,Innovation Ecosystem
cameroon,Africa,Sub-Saharan Africa,Cameroon,Lower Middle Income,1.8333333333333335,Infrastructure,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,4.0,Infrastructure,Connectivity Technology
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,3.6666666666666665,Infrastructure,Connectivity Technology
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.0,Infrastructure,Connectivity Technology
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.416666666666667,Infrastructure,
yemen,Asia,Western Asia,Yemen,Low Income,2.125,Infrastructure,
malaysia,Asia,South-eastern Asia,Malaysia,Upper Middle Income,3.6666666666666665,Infrastructure,Connectivity Technology
malaysia,Asia,South-eastern Asia,Malaysia,Upper Middle Income,2.0,Infrastructure,Innovation Ecosystem
angola,Africa,Sub-Saharan Africa,Angola,Lower Middle Income,3.1666666666666665,Infrastructure,
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,4.5,Infrastructure,Connectivity Technology
angola,Africa,Sub-Saharan Africa,Angola,Lower Middle Income,1.3333333333333333,Infrastructure,Connectivity Technology
angola,Africa,Sub-Saharan Africa,Angola,Lower Middle Income,5.0,Infrastructure,Innovation Ecosystem
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,4.0,Infrastructure,Innovation Ecosystem
north-korea,Asia,Eastern Asia,Democratic People's Republic of Korea (the),Low Income,2.0,Infrastructure,
north-korea,Asia,Eastern Asia,Democratic People's Republic of Korea (the),Low Income,2.0,Infrastructure,Innovation Ecosystem
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,5.333333333333333,Infrastructure,Innovation Ecosystem
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,1.6666666666666667,Infrastructure,Connectivity Technology
sri-lanka,Asia,Southern Asia,Sri Lanka,Lower Middle Income,1.9583333333333333,Infrastructure,
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,3.5,Infrastructure,
sri-lanka,Asia,Southern Asia,Sri Lanka,Lower Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
sri-lanka,Asia,Southern Asia,Sri Lanka,Lower Middle Income,1.25,Infrastructure,Innovation Ecosystem
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,4.5,Infrastructure,
malaysia,Asia,South-eastern Asia,Malaysia,Upper Middle Income,2.833333333333333,Infrastructure,
cameroon,Africa,Sub-Saharan Africa,Cameroon,Lower Middle Income,2.0,Infrastructure,Connectivity Technology
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,4.083333333333333,Infrastructure,
czechia,Europe,Eastern Europe,Czechia,High income,5.0,Infrastructure,
poland,Europe,Eastern Europe,Poland,High income,3.857142857142857,Infrastructure,Innovation Ecosystem
czechia,Europe,Eastern Europe,Czechia,High income,5.0,Infrastructure,Connectivity Technology
czechia,Europe,Eastern Europe,Czechia,High income,5.0,Infrastructure,Innovation Ecosystem
poland,Europe,Eastern Europe,Poland,High income,5.0,Infrastructure,Connectivity Technology
uruguay,Americas,Latin America and the Caribbean,Uruguay,High Income,3.5,Infrastructure,
poland,Europe,Eastern Europe,Poland,High income,4.428571428571429,Infrastructure,
andorra,Europe,Southern Europe,Andorra,High Income,5.0,Infrastructure,Innovation Ecosystem
uruguay,Americas,Latin America and the Caribbean,Uruguay,High Income,3.5,Infrastructure,Connectivity Technology
united-arab-emirates,Asia,Western Asia,United Arab Emirates (the),High Income,4.833333333333333,Infrastructure,Innovation Ecosystem
georgia,Asia,Western Asia,Georgia,Upper Middle Income,3.75,Infrastructure,
united-arab-emirates,Asia,Western Asia,United Arab Emirates (the),High Income,5.666666666666667,Infrastructure,Connectivity Technology
georgia,Asia,Western Asia,Georgia,Upper Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
georgia,Asia,Western Asia,Georgia,Upper Middle Income,4.166666666666667,Infrastructure,Innovation Ecosystem
lesotho,Africa,Sub-Saharan Africa,Lesotho,Lower Middle Income,3.5,Infrastructure,
united-arab-emirates,Asia,Western Asia,United Arab Emirates (the),High Income,5.25,Infrastructure,
uruguay,Americas,Latin America and the Caribbean,Uruguay,High Income,3.5,Infrastructure,Innovation Ecosystem
cameroon,Africa,Sub-Saharan Africa,Cameroon,Lower Middle Income,1.6666666666666667,Infrastructure,Innovation Ecosystem
andorra,Europe,Southern Europe,Andorra,High Income,6.0,Infrastructure,Connectivity Technology
andorra,Europe,Southern Europe,Andorra,High Income,5.5,Infrastructure,
france,Europe,Western Europe,France,High Income,5.166666666666666,Infrastructure,
germany,Europe,Western Europe,Germany,High Income,5.571428571428571,Infrastructure,Innovation Ecosystem
france,Europe,Western Europe,France,High Income,5.333333333333333,Infrastructure,Connectivity Technology
france,Europe,Western Europe,France,High Income,5.0,Infrastructure,Innovation Ecosystem
germany,Europe,Western Europe,Germany,High Income,5.0,Infrastructure,Connectivity Technology
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,2.625,Infrastructure,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,2.0,Infrastructure,Connectivity Technology
kazakhstan,Asia,Central Asia,Kazakhstan,Upper Middle Income,2.4166666666666665,Infrastructure,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,3.25,Infrastructure,Innovation Ecosystem
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,5.0,Infrastructure,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,5.0,Infrastructure,Connectivity Technology
kazakhstan,Asia,Central Asia,Kazakhstan,Upper Middle Income,2.1666666666666665,Infrastructure,Innovation Ecosystem
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,2.75,Infrastructure,
kazakhstan,Asia,Central Asia,Kazakhstan,Upper Middle Income,2.6666666666666665,Infrastructure,Connectivity Technology
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,2.0,Infrastructure,Connectivity Technology
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,3.5,Infrastructure,Innovation Ecosystem
germany,Europe,Western Europe,Germany,High Income,5.285714285714286,Infrastructure,
bahrain,Asia,Western Asia,Bahrain,High Income,3.25,Infrastructure,Innovation Ecosystem
mexico,Americas,Latin America and the Caribbean,Mexico,Upper Middle Income,2.5,Infrastructure,Innovation Ecosystem
yemen,Asia,Western Asia,Yemen,Low Income,1.0,Infrastructure,Connectivity Technology
samoa,Oceania,Polynesia,Samoa,Lower Middle Income,1.0,Infrastructure,Connectivity Technology
belgium,Europe,Western Europe,Belgium,High Income,5.0,Infrastructure,Connectivity Technology
samoa,Oceania,Polynesia,Samoa,Lower Middle Income,4.0,Infrastructure,Innovation Ecosystem
dominican-republic,Americas,Latin America and the Caribbean,Dominican Republic (the),Upper Middle Income,2.75,Infrastructure,
belgium,Europe,Western Europe,Belgium,High Income,5.142857142857142,Infrastructure,
dominican-republic,Americas,Latin America and the Caribbean,Dominican Republic (the),Upper Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
dominican-republic,Americas,Latin America and the Caribbean,Dominican Republic (the),Upper Middle Income,2.1666666666666665,Infrastructure,Innovation Ecosystem
belgium,Europe,Western Europe,Belgium,High Income,5.285714285714286,Infrastructure,Innovation Ecosystem
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,2.0,Infrastructure,Innovation Ecosystem
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
lebanon,Asia,Western Asia,Lebanon,Upper Middle Income,1.5,Infrastructure,Innovation Ecosystem
saint-vincent-and-the-grenadines,Americas,Latin America and the Caribbean,Saint Vincent and the Grenadines,Upper Middle Income,5.0,Infrastructure,
saint-vincent-and-the-grenadines,Americas,Latin America and the Caribbean,Saint Vincent and the Grenadines,Upper Middle Income,5.0,Infrastructure,Connectivity Technology
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,2.166666666666667,Infrastructure,
romania,Europe,Eastern Europe,Romania,Upper Middle Income,3.666666666666667,Infrastructure,
spain,Europe,Southern Europe,Spain,High Income,5.0,Infrastructure,Innovation Ecosystem
lebanon,Asia,Western Asia,Lebanon,Upper Middle Income,2.75,Infrastructure,
romania,Europe,Eastern Europe,Romania,Upper Middle Income,5.0,Infrastructure,Connectivity Technology
samoa,Oceania,Polynesia,Samoa,Lower Middle Income,2.5,Infrastructure,
syria,Asia,Western Asia,Syrian Arab Republic (the),Low Income,1.8333333333333333,Infrastructure,Innovation Ecosystem
turkey,Asia,Western Asia,Turkey,Upper Middle Income,2.7142857142857144,Infrastructure,
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,2.5,Infrastructure,Innovation Ecosystem
turkey,Asia,Western Asia,Turkey,Upper Middle Income,3.0,Infrastructure,Connectivity Technology
turkey,Asia,Western Asia,Turkey,Upper Middle Income,2.4285714285714284,Infrastructure,Innovation Ecosystem
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,3.166666666666667,Infrastructure,
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,2.416666666666667,Infrastructure,
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,2.4166666666666665,Infrastructure,
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,3.3333333333333335,Infrastructure,Connectivity Technology
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,2.666666666666667,Infrastructure,
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,2.3333333333333335,Infrastructure,Connectivity Technology
peru,Americas,Latin America and the Caribbean,Peru,Upper Middle Income,3.0,Infrastructure,Innovation Ecosystem
