Pillar,Sub-Pillar,Indicator,Country Name,data_col,new_rank_score,higher_is_better
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Dominican Republic (the),-11097.62,2.4607142326027147,True
Business,Startup Environment,Time required to start a business (days),Dominican Republic (the),16.5,3.106071428571428,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Dominican Republic (the),32.13,3.1172767011511,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Dominican Republic (the),-1328.0500000000002,2.593547368883809,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Dominican Republic (the),4.13992962119644e-05,4.718696905704668,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Dominican Republic (the),9.311891275847365e-08,2.095701413834458,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Dominican Republic (the),5.254471278506889,3.5378335203207514,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Dominican Republic (the),1.2105458658601576e-06,3.0051226239019897,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Dominican Republic (the),9.311891275847365e-08,1.9680670034828336,True
Business,Startup Environment,Time required to start a business (days),Early-demographic dividend,30.8311475409836,1.9644454553192645,False
Business,Startup Environment,Time required to start a business (days),East Asia & Pacific,22.851724137931,2.3164359449028966,False
Business,Startup Environment,Time required to start a business (days),East Asia & Pacific (IDA & IBRD countries),29.647619047619,1.9701765154854185,False
Business,Startup Environment,Time required to start a business (days),East Asia & Pacific (excluding high income),29.73,1.969777598013395,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ecuador,25.17,2.44492774566474,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Ecuador,-258.86,3.3515280482442367,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Ecuador,-3317.800000000001,3.4217845387233488,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Ecuador,2.0132066355290708e-05,3.8522302156366295,True
,Connectivity Technology,ISP internet download speed average ,Ecuador,34.81,3.191198248998368,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Ecuador,1.540000000000001,3.988086956521739,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Ecuador,1.0360513045699014e-06,2.8561346710855062,True
Business,Startup Environment,Time required to start a business (days),Ecuador,48.5,1.878886673188352,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Ecuador,4.137604247789215,3.9201721329284194,False
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Egypt,0.0,1.0,True
,Connectivity Technology,ISP internet download speed average ,Egypt,41.45,3.435062323786912,True
People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),Egypt,7.36,2.8808365019011406,False
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Egypt,0.0,1.0,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Egypt,4.3829906651463276e-07,2.3370281521784726,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Egypt,24.99,2.426533856317093,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Egypt,3.0137123913807826e-06,1.8269375572503403,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Egypt,4.856626759233647,3.674028176756041,False
Business,Startup Environment,Time required to start a business (days),Egypt,12.5,3.813214285714286,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Egypt,-3573.4099999999985,1.9663223087021529,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Egypt,-12.01,2.7208056071609525,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Egypt,-17678.580000000005,1.9821966610140165,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",El Salvador,-4633.080000000001,3.185117015386976,True
,Connectivity Technology,ISP internet download speed average ,El Salvador,26.11,2.7042689575417147,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",El Salvador,-296.01,3.269015462205989,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),El Salvador,3.0990695043813097e-07,2.2255284702225886,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",El Salvador,4.640620911994556,3.747973752797864,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,El Salvador,23.22,2.245660611065235,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",El Salvador,-8.99,2.9732798513764567,True
Business,Startup Environment,Time required to start a business (days),El Salvador,16.5,3.106071428571428,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,El Salvador,4.826254826254826e-05,4.97274152193418,True
Business,Startup Environment,Time required to start a business (days),Equatorial Guinea,33.0,1.9539431108435557,False
Business,Startup Environment,Time required to start a business (days),Eritrea,84.0,1.7069832192038534,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Estonia,2.8638222380318606e-05,4.409929625138811,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Estonia,17.770000000000003,4.982604702424688,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Estonia,4.521824586366096e-06,3.712169161340576,True
Business,Startup Environment,Time required to start a business (days),Estonia,3.5,5.533076923076923,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Estonia,2087.82,4.806819297879009,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Estonia,25.778009506730367,1.759916615205423,False
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Estonia,6.993755360246229,5.528627610788412,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Estonia,65.12,4.775502474876256,True
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",Estonia,30.18953724116601,4.051743560901268,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Estonia,9.201748332183116e-05,5.003389094120128,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Estonia,21077.24,5.186740901263564,True
,Connectivity Technology,ISP internet download speed average ,Estonia,81.4,4.351198194853047,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Estonia,4.521824586366096e-06,4.782007964812043,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Eswatini,0.0001162790697674,5.005288546764679,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Eswatini,4.913098492971684,3.654696131190083,False
Business,Startup Environment,Time required to start a business (days),Eswatini,21.5,2.474731574158328,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Ethiopia,-3770.000000000002,3.3404170321447437,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ethiopia,21.92,2.1128158546655658,True
,Connectivity Technology,ISP internet download speed average ,Ethiopia,15.71,1.852653631284916,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Ethiopia,8.922299768804476e-09,1.1759210937458855,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Ethiopia,-254.25,3.361767160535928,True
Business,Startup Environment,Time required to start a business (days),Ethiopia,32.0,1.95878546166002,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Ethiopia,0.4262219280343759,5.484395805028798,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Ethiopia,-2.56,3.595913043478261,True
Business,Startup Environment,Time required to start a business (days),Euro area,9.81578947368421,4.370526315789474,False
Business,Startup Environment,Time required to start a business (days),Europe & Central Asia,11.762,3.943682142857143,False
Business,Startup Environment,Time required to start a business (days),Europe & Central Asia (IDA & IBRD countries),13.2772727272727,3.675803571428576,False
Business,Startup Environment,Time required to start a business (days),Europe & Central Asia (excluding high income),11.78,3.9405,False
Business,Startup Environment,Time required to start a business (days),European Union,12.1666666666667,3.872142857142852,False
,Connectivity Technology,ISP internet download speed average ,Fiji,19.58,2.170261027589625,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Fiji,1.1236523194993006e-06,2.93221010003023,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Fiji,22.33,2.154713047068538,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Fiji,-254.56,3.3610786302082865,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Fiji,-19.9,2.0611957439621684,True
Business,Startup Environment,Time required to start a business (days),Fiji,40.0,1.920046655128302,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Fiji,-5304.15,3.064366699951981,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Fiji,5.131385786507579,3.579969544528493,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Finland,76.78,5.048880065809354,True
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Finland,9.7797633514597,5.99,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Finland,38.50385456212836,1.539757794823565,False
Business,Startup Environment,Time required to start a business (days),Finland,13.0,3.724821428571429,False
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Finland,8.33090952161382e-06,4.224296456576885,True
,Connectivity Technology,ISP internet download speed average ,Finland,128.04,5.011093161591786,True
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",Finland,58.2378656320029,5.037330739857049,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Finland,8793.300000000001,5.026160509027577,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Finland,0.0002997316360493,5.471468076471106,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Finland,2148.1800000000003,4.830468864277504,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Finland,11.199999999999996,4.5843497428361495,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Finland,2.3032376941300343e-05,4.038841798673105,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Finland,4.52766821826838e-06,4.7837244969004455,True
Business,Startup Environment,Time required to start a business (days),Fragile and conflict affected situations,34.6105263157895,1.9461443774233544,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",France,32.92224242487734,1.636320430830594,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),France,0.0001179795793318,5.1111490558195705,True
Business,Startup Environment,Time required to start a business (days),France,4.0,5.456923076923077,False
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,France,0.6394154160915522,2.3701999717090696,True
Government,Digital Public Services,Security incidents (# of relevant issues),France,0.1187091883374988,3.67148230816516,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",France,9.409999999999991,4.475844966936076,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),France,1.9301423490391504e-05,5.005906818503858,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,France,6.392028592457041e-05,5.001189349432354,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,France,73.27,5.01971158043179,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",France,2865.149999999999,5.015472676802797,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",France,11087.110000000004,5.0561460763223405,True
,Connectivity Technology,ISP internet download speed average ,France,199.68,5.556164558323983,True
People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),France,5.37,5.045536626916525,False
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",France,32.19299651661485,4.184672784363661,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),France,6.9443488212733686e-06,5.026170689956497,True
Business,Startup Environment,Time required to start a business (days),Gabon,10.0,4.33,False
,Connectivity Technology,ISP internet download speed average ,Gabon,20.22,2.222598711382785,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Gabon,6.2900767748799495,3.18331327950236,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Gabon,33.28,5.074846564277924,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Gabon,3.8809329762875e-06,2.068292758332811,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Gabon,7497.360000000001,5.009219482490953,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Gabon,513.3199999999999,4.189916675373524,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Gambia (the),9.881422924901186e-05,5.0039212150123324,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Gambia (the),0.9103458321057458,4.9648052429937,False
Business,Startup Environment,Time required to start a business (days),Gambia (the),8.0,4.77,False
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Georgia,2.688055705115988e-07,2.5359453984590883,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Georgia,1.612833423069593e-06,3.1063970384805795,True
,Connectivity Technology,ISP internet download speed average ,Georgia,27.46,2.8146687592929127,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Georgia,1.439055979277594e-05,3.424881837372149,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Georgia,37684.490000000005,5.403837266026097,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Georgia,38.01,3.5413769488561853,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Georgia,5.654281098546042,3.4009660797961034,False
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Georgia,2.688055705115988e-07,2.1182724161802917,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Georgia,2686.63,5.006556774287544,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Georgia,76.82000000000001,5.286623234973322,True
Business,Startup Environment,Time required to start a business (days),Georgia,1.0,5.913846153846154,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Germany,29.614001113039592,1.6935534477015477,False
Government,Digital Public Services,Security incidents (# of relevant issues),Germany,0.2042274481089589,3.0887996344715694,False
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Germany,0.9840785312238598,2.99,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Germany,9.290798900633726e-06,5.061988678027206,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Germany,15391.609999999988,5.641087152610599,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Germany,44.32999999999999,5.128593284792029,True
Business,Startup Environment,Time required to start a business (days),Germany,8.0,4.77,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Germany,0.0001087640963993,5.004700195460044,True
,Connectivity Technology,ISP internet download speed average ,Germany,126.44,4.987992345262917,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Germany,70.48,4.974482525873706,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Germany,5.399975993153307e-05,5.112247733016748,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Germany,53410.95,5.60941960485904,True
People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),Germany,5.26,5.138296422487224,False
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",Germany,28.63868047815361,3.9401776171210097,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Germany,0.0002329078123367,5.338991475374102,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Ghana,-13.18,2.6229927377132243,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Ghana,1.2551111585979378,4.854781929008246,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Ghana,-12742.460000000005,2.300554166130633,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Ghana,-3347.62,1.9723866317563743,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Ghana,4.394831677946735e-06,2.166946920606132,True
Business,Startup Environment,Time required to start a business (days),Ghana,13.0,3.724821428571429,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Ghana,13.38,1.4681199489578902,True
,Connectivity Technology,ISP internet download speed average ,Ghana,52.52,3.841624870158778,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Gibraltar,5.979044848772669,3.289789262617497,False
,Connectivity Technology,ISP internet download speed average ,Greece,36.42,3.250327941831132,True
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Greece,0.4122525948129669,1.9357822132229567,True
Business,Startup Environment,Time required to start a business (days),Greece,4.0,5.456923076923077,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Greece,-23.62,1.9634764364105877,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Greece,8.39428360478892e-07,2.5070852826947263,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Greece,76.36,5.045389819695799,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Greece,5.59618906985928e-07,3.0769851193510167,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Greece,17.587526313397476,1.901613069181714,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Greece,-12400.62,2.333839541682551,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Greece,3.103180760279286e-05,4.334942288277095,True
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",Greece,2.5236799033592336,1.7304320090346623,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Greece,-2605.99,2.0373594759748537,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Greece,1.1472187593211525e-05,4.110685817258988,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Grenada,7.10991032625601,2.9402019295636963,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Grenada,0.0029411764705882,5.226451282787854,True
Business,Startup Environment,Time required to start a business (days),Grenada,12.0,3.901607142857143,False
,Connectivity Technology,ISP internet download speed average ,Grenada,53.14,3.8643953108769855,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Guam,0.0018518518518518,5.1411674728246535,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Guatemala,-4630.0,3.1856712213141365,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Guatemala,28.9,2.826090008257638,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Guatemala,-325.82,3.2028054974738183,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Guatemala,0.0,1.0,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Guatemala,3.262481527681296,4.214179399021068,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Guatemala,-5.14,3.3491304347826087,True
,Connectivity Technology,ISP internet download speed average ,Guatemala,22.91,2.4425805385759127,True
Business,Startup Environment,Time required to start a business (days),Guatemala,15.0,3.3712499999999994,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Guatemala,9.33184023889511e-06,3.048354252859748,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Guinea,0.6091621644506362,5.265686359710887,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Guinea,4.069672798307016e-06,2.1045255197093864,True
Business,Startup Environment,Time required to start a business (days),Guinea,15.0,3.3712499999999994,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Guinea-Bissau,0.5081305976936968,5.386472023695334,False
Business,Startup Environment,Time required to start a business (days),Guinea-Bissau,8.5,4.66,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Guyana,0.0,1.0,True
,Connectivity Technology,ISP internet download speed average ,Guyana,62.22,4.080023421210477,True
Business,Startup Environment,Time required to start a business (days),Guyana,18.0,2.884604185623294,False
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Guyana,6.356802223355146,3.160471065797441,False
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Haiti,19.95,1.9292216078264568,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Haiti,-14901.4,2.090335558904863,True
Business,Startup Environment,Time required to start a business (days),Haiti,97.0,1.6440326585898113,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Haiti,-27.6,1.9281471917366044,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Haiti,-508.67,2.950159757330637,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Haiti,3.62844702467344e-05,4.529370622793776,True
,Connectivity Technology,ISP internet download speed average ,Haiti,15.2,1.8134776536312849,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Haiti,0.526198871776999,5.364870968181121,False
Business,Startup Environment,Time required to start a business (days),Heavily indebted poor countries (HIPC),22.5384615384615,2.353121019108287,False
Business,Startup Environment,Time required to start a business (days),High income,10.9689655172414,4.116827586206892,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Holy See,,0.0,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Honduras,27.18,2.65032617671346,True
Business,Startup Environment,Time required to start a business (days),Honduras,42.0,1.9103619534953724,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Honduras,-4928.88,3.13189165394082,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Honduras,0.1716372823639259,5.788757861904834,False
,Connectivity Technology,ISP internet download speed average ,Honduras,25.26,2.634757971253924,True
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Honduras,8.93734918223255e-06,3.018991730764024,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Honduras,-7.52,3.1214782608695653,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Honduras,-61.64,3.789566600558184,True
People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),"China, Hong Kong Special Administrative Region",7.15,3.1038616071428566,False
,Connectivity Technology,ISP internet download speed average ,"China, Hong Kong Special Administrative Region",248.59,5.928295239705498,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,"China, Hong Kong Special Administrative Region",78.06,5.059517006345902,True
Business,Startup Environment,Time required to start a business (days),"China, Hong Kong Special Administrative Region",1.5,5.837692307692308,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)","China, Hong Kong Special Administrative Region",951.13,4.3614543934803045,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)","China, Hong Kong Special Administrative Region",10.420000000000002,4.537068332108744,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)","China, Hong Kong Special Administrative Region",4847.920000000002,4.713141006996797,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Hungary,7.266295717153197e-06,4.134153329030343,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Hungary,-4935.910000000003,3.1306266969057743,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,Hungary,57.13,4.4788885555722215,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Hungary,-912.87,2.77424293313404,True
Business,Startup Environment,"Amount invested into startups yearly from private, public, blended sources (respectively)",Hungary,15.849573445747124,3.1137365733092066,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Hungary,5.13509918138523,3.5786983329996924,False
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Hungary,1.1257641251927488e-06,3.4746006710120594,True
Business,Startup Environment,Time required to start a business (days),Hungary,7.0,5.0,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Hungary,1.0957703265395572e-05,3.169369516029773,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Hungary,-15.28,2.447431177166019,True
,Connectivity Technology,ISP internet download speed average ,Hungary,199.47,5.5545667778478,True
Infrastructure,Innovation Ecosystem,Angel Ecosystem size,Hungary,0.2179888715145959,1.4412778714042331,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Hungary,,0.0,True
Business,Startup Environment,Time required to start a business (days),IBRD only,23.4367647058824,2.247923914788843,False
Business,Startup Environment,Time required to start a business (days),IDA & IBRD total,22.9673758865248,2.3028923779838597,False
Business,Startup Environment,Time required to start a business (days),IDA blend,19.18,2.7464185623293917,False
Business,Startup Environment,Time required to start a business (days),IDA only,23.3965517241379,2.252633114743817,False
Business,Startup Environment,Time required to start a business (days),IDA total,22.5301369863014,2.3540958779463264,False
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),Iceland,1.1093761700451794e-05,5.089510465353455,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",Iceland,-160.52,3.56994763669649,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",Iceland,20.74094289418025,1.8470585408517264,False
Business,Startup Environment,Time required to start a business (days),Iceland,11.5,4.0,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,Iceland,9.91768322919766e-06,3.091959367492544,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Iceland,-20.41,2.0185593649721327,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),Iceland,1.1093761700451794e-05,4.458233059038478,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",Iceland,-53.5299999999998,4.015153524764968,True
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),Iceland,0.0001137110574296,5.102686815230817,True
Business,Startup Environment,Time required to start a business (days),India,17.5,2.943157415832575,False
,Connectivity Technology,ISP internet download speed average ,India,60.06,4.0494844477449945,True
Infrastructure,Innovation Ecosystem,International industrial designs by origin (Hague System),India,2.195521821073291e-09,1.022824710549621,True
People,Digital Wellbeing,"E-waste generated, kilograms per inhabitant",India,1.2318801436272249,4.862195531995325,False
Infrastructure,Innovation Ecosystem,International patent applications by origin (PCT System),India,1.5024687662211556e-06,3.078613141583481,True
Infrastructure,Innovation Ecosystem,International industrial applications by origin (Hague System),India,1.4636812140488606e-09,1.0263809515515376,True
Government,Digital Public Services,Security incidents (# of relevant issues),India,0.0130434368148764,5.838519813857044,False
Infrastructure,Connectivity Technology,Internet Exchange Points (IXPs) map,India,1.0426511591926516e-05,3.1298321754845824,True
Infrastructure,Connectivity Technology,ISP Speeds - Mobile,India,17.77,1.7762228838792002,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Skill)",India,-35723.239999999976,1.906060693688401,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",India,-30.35,1.9037362814719172,True
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Industry)",India,-15104.569999999998,1.6566155925946122,True
People,Digital Wellbeing,Device Addiction (time of use on internet / on devices),India,6.36,3.976741071428571,False
Infrastructure,Innovation Ecosystem,"Country, Industry, Skill Migration Data (Country)",Indonesia,2.44,4.053343130051433,True
Business,Startup Environment,Time required to start a business (days),Indonesia,12.6,3.795535714285714,False
,Connectivity Technology,ISP internet download speed average ,Indonesia,25.58,2.660926813150504,True
