CMS slug,Region Name,Sub-region Name,Country or Area,World Bank Income Level,Score,Pillar,Sub-Pillar
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,2.3375,Foundations,
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.311111111111112,Foundations,Digital Legal Identity
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,,Foundations,Digital Payments
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,2.225,Foundations,
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,1.1999999999999995,Foundations,Data Exchange
canada,Americas,Northern America,Canada,High Income,2.862499999999999,Foundations,Digital Legal Identity
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,4.422222222222221,Foundations,
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,2.1875,Foundations,
hungary,Europe,Eastern Europe,Hungary,High income,4.185714285714287,Foundations,
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,3.411607142857143,Foundations,
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,2.735714285714286,Foundations,Digital Payments
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,4.0875,Foundations,Digital Legal Identity
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,,Foundations,Data Exchange
switzerland,Europe,Western Europe,Switzerland,High Income,5.128571428571427,Foundations,Digital Payments
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,2.375,Foundations,
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,,Foundations,Digital Payments
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,2.375,Foundations,Digital Legal Identity
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,,Foundations,Data Exchange
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,4.006547619047619,Foundations,
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,3.834821428571429,Foundations,
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,4.4,Foundations,Data Exchange
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.207142857142856,Foundations,Digital Payments
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,2.7815476190476187,Foundations,
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.5571428571428576,Foundations,Digital Payments
india,Asia,Southern Asia,India,Lower Middle Income,3.742261904761906,Foundations,
india,Asia,Southern Asia,India,Lower Middle Income,2.614285714285715,Foundations,Digital Payments
india,Asia,Southern Asia,India,Lower Middle Income,5.262500000000001,Foundations,Digital Legal Identity
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,2.574107142857143,Foundations,
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,4.8375,Foundations,Digital Legal Identity
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.9499999999999995,Foundations,Data Exchange
spain,Europe,Southern Europe,Spain,High Income,4.9785714285714295,Foundations,Digital Payments
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,4.412500000000001,Foundations,Digital Legal Identity
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,4.422222222222221,Foundations,Digital Legal Identity
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.2071428571428564,Foundations,Digital Payments
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,,Foundations,Data Exchange
hungary,Europe,Eastern Europe,Hungary,High income,,Foundations,Data Exchange
hungary,Europe,Eastern Europe,Hungary,High income,4.5,Foundations,Digital Legal Identity
hungary,Europe,Eastern Europe,Hungary,High income,3.8714285714285728,Foundations,Digital Payments
denmark,Europe,Northern Europe,Denmark,High Income,4.794249999999999,Foundations,
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.311111111111112,Foundations,
kuwait,Asia,Western Asia,Kuwait,High Income,3.9785714285714295,Foundations,Digital Payments
kuwait,Asia,Western Asia,Kuwait,High Income,,Foundations,Data Exchange
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,3.0964285714285715,Foundations,
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,2.3000000000000003,Foundations,Data Exchange
kuwait,Asia,Western Asia,Kuwait,High Income,4.220535714285714,Foundations,
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,5.462500000000002,Foundations,Digital Legal Identity
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,2.1499999999999995,Foundations,Data Exchange
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,5.275,Foundations,Digital Legal Identity
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,3.7125,Foundations,
cyprus,Asia,Western Asia,Cyprus,High Income,,Foundations,Data Exchange
cyprus,Asia,Western Asia,Cyprus,High Income,4.0875,Foundations,Digital Legal Identity
cyprus,Asia,Western Asia,Cyprus,High Income,4.214285714285714,Foundations,Digital Payments
cyprus,Asia,Western Asia,Cyprus,High Income,4.150892857142857,Foundations,
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.4571428571428573,Foundations,
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.25,Foundations,Digital Legal Identity
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,,Foundations,Data Exchange
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.6642857142857144,Foundations,Digital Payments
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,,Foundations,Digital Payments
kuwait,Asia,Western Asia,Kuwait,High Income,4.462499999999999,Foundations,Digital Legal Identity
chad,Africa,Sub-Saharan Africa,Chad,Low Income,2.59375,Foundations,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,,Foundations,Data Exchange
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,,Foundations,Data Exchange
denmark,Europe,Northern Europe,Denmark,High Income,4.399999999999999,Foundations,Digital Legal Identity
senegal,Africa,Sub-Saharan Africa,Senegal,,3.157142857142857,Foundations,
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,,Foundations,Data Exchange
denmark,Europe,Northern Europe,Denmark,High Income,5.732749999999998,Foundations,Digital Payments
australia,Oceania,Australia and New Zealand,Australia,High Income,4.3799375000000005,Foundations,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.950000000000001,Foundations,Data Exchange
australia,Oceania,Australia and New Zealand,Australia,High Income,2.850000000000001,Foundations,Digital Legal Identity
australia,Oceania,Australia and New Zealand,Australia,High Income,5.339812499999998,Foundations,Digital Payments
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,4.167857142857143,Foundations,
bahrain,Asia,Western Asia,Bahrain,High Income,4.3,Foundations,
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,2.711904761904762,Foundations,
bahrain,Asia,Western Asia,Bahrain,High Income,,Foundations,Data Exchange
bahrain,Asia,Western Asia,Bahrain,High Income,4.150000000000001,Foundations,Digital Payments
senegal,Africa,Sub-Saharan Africa,Senegal,,4.15,Foundations,Digital Legal Identity
senegal,Africa,Sub-Saharan Africa,Senegal,,,Foundations,Data Exchange
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,4.0,Foundations,Data Exchange
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,4.5,Foundations,Digital Legal Identity
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,2.185714285714284,Foundations,Digital Payments
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,4.449999999999998,Foundations,Digital Legal Identity
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,,Foundations,Data Exchange
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.8125,Foundations,Digital Legal Identity
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.848214285714286,Foundations,
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,2.7000000000000006,Foundations,Data Exchange
bahrain,Asia,Western Asia,Bahrain,High Income,4.449999999999998,Foundations,Digital Legal Identity
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,5.387500000000002,Foundations,Digital Legal Identity
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,1.9499999999999995,Foundations,Data Exchange
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,2.385714285714285,Foundations,Digital Payments
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.5,Foundations,Data Exchange
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,2.407142857142857,Foundations,Digital Payments
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,4.5,Foundations,Digital Legal Identity
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,4.200000000000001,Foundations,Data Exchange
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,3.702380952380953,Foundations,
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,2.3,Foundations,Data Exchange
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,4.5,Foundations,Digital Legal Identity
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,2.8142857142857136,Foundations,Digital Payments
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,2.614285714285715,Foundations,Digital Payments
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,3.704761904761906,Foundations,
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.25,Foundations,Data Exchange
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,3.8000000000000007,Foundations,Digital Legal Identity
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,4.375,Foundations,Digital Legal Identity
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,2.071428571428572,Foundations,Digital Payments
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,4.1000000000000005,Foundations,Digital Legal Identity
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.461309523809524,Foundations,
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.0,Foundations,Data Exchange
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,4.162500000000001,Foundations,Digital Legal Identity
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.2214285714285724,Foundations,Digital Payments
turkey,Asia,Western Asia,Turkey,Upper Middle Income,2.850000000000001,Foundations,Data Exchange
turkey,Asia,Western Asia,Turkey,Upper Middle Income,4.725,Foundations,Digital Legal Identity
turkey,Asia,Western Asia,Turkey,Upper Middle Income,3.5,Foundations,Digital Payments
turkey,Asia,Western Asia,Turkey,Upper Middle Income,3.691666666666667,Foundations,
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.986904761904762,Foundations,
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.3357142857142854,Foundations,Digital Payments
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.457142857142856,Foundations,Digital Payments
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,2.3357142857142854,Foundations,Digital Payments
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,6.0,Foundations,Digital Legal Identity
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,,Foundations,Data Exchange
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,,Foundations,Data Exchange
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,1.65,Foundations,Digital Legal Identity
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,2.0857142857142854,Foundations,Digital Payments
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,1.8285714285714287,Foundations,Digital Payments
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,,Foundations,Data Exchange
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,4.644444444444446,Foundations,Digital Legal Identity
egypt,Africa,Northern Africa,Egypt,Lower Middle Income,3.236507936507937,Foundations,
turkmenistan,Asia,Central Asia,Turkmenistan,Upper Middle Income,1.8678571428571429,Foundations,
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,2.675,Foundations,
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,3.8,Foundations,
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,3.037499999999999,Foundations,Digital Legal Identity
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,,Foundations,Data Exchange
sudan,Africa,Northern Africa,Sudan (the),Low Income,2.7750000000000004,Foundations,
sudan,Africa,Northern Africa,Sudan (the),Low Income,,Foundations,Data Exchange
sudan,Africa,Northern Africa,Sudan (the),Low Income,2.7750000000000004,Foundations,Digital Legal Identity
sudan,Africa,Northern Africa,Sudan (the),Low Income,,Foundations,Digital Payments
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,2.25,Foundations,Digital Payments
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,,Foundations,Digital Payments
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,2.675,Foundations,Digital Legal Identity
djibouti,Africa,Sub-Saharan Africa,Djibouti,Lower Middle Income,,Foundations,Data Exchange
denmark,Europe,Northern Europe,Denmark,High Income,4.25,Foundations,Data Exchange
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,2.5044642857142856,Foundations,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,1.35,Foundations,Digital Payments
honduras,Americas,Latin America and the Caribbean,Honduras,Lower Middle Income,5.349999999999999,Foundations,Digital Legal Identity
benin,Africa,Sub-Saharan Africa,Benin,Lower Middle Income,1.971428571428572,Foundations,Digital Payments
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,2.0,Foundations,Digital Payments
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,3.899999999999999,Foundations,Digital Legal Identity
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,,Foundations,Data Exchange
slovenia,Europe,Southern Europe,Slovenia,High Income,3.450000000000001,Foundations,Data Exchange
slovenia,Europe,Southern Europe,Slovenia,High Income,4.5,Foundations,Digital Legal Identity
slovenia,Europe,Southern Europe,Slovenia,High Income,4.878571428571427,Foundations,Digital Payments
slovenia,Europe,Southern Europe,Slovenia,High Income,4.276190476190476,Foundations,
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.014285714285714,Foundations,Digital Payments
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.4422619047619047,Foundations,
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,,Foundations,Digital Payments
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,1.6999999999999995,Foundations,Digital Legal Identity
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,1.6642857142857148,Foundations,Digital Payments
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,2.0,Foundations,Data Exchange
guyana,Americas,Latin America and the Caribbean,Guyana,Upper Middle Income,1.85,Foundations,
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,3.1,Foundations,Digital Legal Identity
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,,Foundations,Data Exchange
congo,Africa,Sub-Saharan Africa,Congo (the),Lower Middle Income,2.3821428571428576,Foundations,
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,3.396428571428573,Foundations,
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,4.300000000000002,Foundations,Digital Legal Identity
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,2.492857142857145,Foundations,Digital Payments
tajikistan,Asia,Central Asia,Tajikistan,Lower Middle Income,,Foundations,Data Exchange
palau,Oceania,Micronesia,Palau,High Income,1.75,Foundations,
palau,Oceania,Micronesia,Palau,High Income,,Foundations,Digital Payments
palau,Oceania,Micronesia,Palau,High Income,1.75,Foundations,Digital Legal Identity
palau,Oceania,Micronesia,Palau,High Income,,Foundations,Data Exchange
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,2.9499999999999997,Foundations,
haiti,Americas,Latin America and the Caribbean,Haiti,Lower Middle Income,,Foundations,Data Exchange
chad,Africa,Sub-Saharan Africa,Chad,Low Income,3.8375,Foundations,Digital Legal Identity
spain,Europe,Southern Europe,Spain,High Income,4.449999999999998,Foundations,Digital Legal Identity
niger,Africa,Sub-Saharan Africa,Niger (the),Low Income,2.0625,Foundations,
india,Asia,Southern Asia,India,Lower Middle Income,3.350000000000001,Foundations,Data Exchange
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,2.5499999999999994,Foundations,Data Exchange
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,4.875,Foundations,Digital Legal Identity
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.4285714285714284,Foundations,Digital Payments
north-macedonia,Europe,Southern Europe,North Macedonia,Upper Middle Income,3.6178571428571424,Foundations,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,,Foundations,Data Exchange
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,2.975,Foundations,
mali,Africa,Sub-Saharan Africa,Mali,Low Income,3.464285714285714,Foundations,
mali,Africa,Sub-Saharan Africa,Mali,Low Income,,Foundations,Data Exchange
mali,Africa,Sub-Saharan Africa,Mali,Low Income,5.049999999999999,Foundations,Digital Legal Identity
mali,Africa,Sub-Saharan Africa,Mali,Low Income,1.878571428571429,Foundations,Digital Payments
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,3.356250000000001,Foundations,
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,,Foundations,Digital Payments
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,4.412500000000001,Foundations,Digital Legal Identity
jamaica,Americas,Latin America and the Caribbean,Jamaica,Upper Middle Income,2.3000000000000003,Foundations,Data Exchange
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.5491071428571423,Foundations,
togo,Africa,Sub-Saharan Africa,Togo,Low Income,,Foundations,Data Exchange
togo,Africa,Sub-Saharan Africa,Togo,Low Income,3.0125,Foundations,Digital Legal Identity
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.0857142857142854,Foundations,Digital Payments
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,4.950000000000002,Foundations,Data Exchange
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,5.335714285714287,Foundations,Digital Payments
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,2.862499999999999,Foundations,Digital Legal Identity
malta,Europe,Southern Europe,Malta,High Income,4.800000000000002,Foundations,Digital Payments
malta,Europe,Southern Europe,Malta,High Income,4.449999999999998,Foundations,Digital Legal Identity
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,2.975,Foundations,Digital Legal Identity
finland,Europe,Northern Europe,Finland,High Income,4.450000000000001,Foundations,Data Exchange
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,,Foundations,Digital Payments
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,1.6625,Foundations,Digital Legal Identity
singapore,Asia,South-eastern Asia,Singapore,High Income,4.037500000000001,Foundations,Digital Legal Identity
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,4.462499999999999,Foundations,Digital Legal Identity
latvia,Europe,Northern Europe,Latvia,High Income,4.200000000000001,Foundations,Data Exchange
latvia,Europe,Northern Europe,Latvia,High Income,4.54047619047619,Foundations,
ghana,Africa,Sub-Saharan Africa,Ghana,Lower Middle Income,2.8922619047619045,Foundations,
united-states,Americas,Northern America,United States of America (the),High Income,4.461250000000001,Foundations,
serbia,Europe,Southern Europe,Serbia,Upper Middle Income,3.049999999999999,Foundations,Data Exchange
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,5.498312499999998,Foundations,Digital Payments
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,2.912500000000001,Foundations,Digital Legal Identity
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,4.4,Foundations,Data Exchange
new-zealand,Oceania,Australia and New Zealand,New Zealand,High income,4.270270833333332,Foundations,
malta,Europe,Southern Europe,Malta,High Income,,Foundations,Data Exchange
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,4.028571428571428,Foundations,
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,4.449999999999998,Foundations,Digital Legal Identity
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,3.607142857142857,Foundations,Digital Payments
trinidad-and-tobago,Americas,Latin America and the Caribbean,Trinidad and Tobago,High Income,3.3172619047619047,Foundations,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,,Foundations,Digital Payments
yemen,Asia,Western Asia,Yemen,Low Income,,Foundations,Data Exchange
yemen,Asia,Western Asia,Yemen,Low Income,2.444444444444444,Foundations,
finland,Europe,Northern Europe,Finland,High Income,4.874895833333333,Foundations,
finland,Europe,Northern Europe,Finland,High Income,5.6746875,Foundations,Digital Payments
finland,Europe,Northern Europe,Finland,High Income,4.5,Foundations,Digital Legal Identity
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,1.6625,Foundations,
burundi,Africa,Sub-Saharan Africa,Burundi,Low Income,,Foundations,Data Exchange
mauritius,Africa,Sub-Saharan Africa,Mauritius,Upper Middle Income,,Foundations,Data Exchange
singapore,Asia,South-eastern Asia,Singapore,High Income,4.0,Foundations,Data Exchange
malta,Europe,Southern Europe,Malta,High Income,4.625,Foundations,
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,,Foundations,Data Exchange
china,Asia,Eastern Asia,China,Upper Middle Income,4.266071428571429,Foundations,
china,Asia,Eastern Asia,China,Upper Middle Income,,Foundations,Data Exchange
china,Asia,Eastern Asia,China,Upper Middle Income,4.057142857142857,Foundations,Digital Payments
china,Asia,Eastern Asia,China,Upper Middle Income,4.475000000000001,Foundations,Digital Legal Identity
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,1.75,Foundations,Data Exchange
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,5.1,Foundations,Digital Legal Identity
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,3.0625,Foundations,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,3.0625,Foundations,Digital Legal Identity
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,,Foundations,Data Exchange
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,,Foundations,Digital Payments
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,1.4625,Foundations,Digital Legal Identity
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,,Foundations,Data Exchange
vanuatu,Oceania,Melanesia,Vanuatu,Lower Middle Income,1.4625,Foundations,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,,Foundations,Digital Payments
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,1.6571428571428568,Foundations,Digital Payments
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,2.4375,Foundations,Digital Legal Identity
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,,Foundations,Data Exchange
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,3.4000000000000004,Foundations,
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,2.0500000000000003,Foundations,Digital Payments
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,4.75,Foundations,Digital Legal Identity
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,,Foundations,Data Exchange
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,,Foundations,Digital Payments
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,3.25,Foundations,
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,3.721428571428573,Foundations,Digital Payments
kenya,Africa,Sub-Saharan Africa,Kenya,Lower Middle Income,3.523809523809524,Foundations,
ethiopia,Africa,Sub-Saharan Africa,Ethiopia,Low Income,2.0473214285714283,Foundations,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,3.6666666666666665,Foundations,
singapore,Asia,South-eastern Asia,Singapore,High Income,4.907142857142858,Foundations,Digital Payments
singapore,Asia,South-eastern Asia,Singapore,High Income,4.314880952380953,Foundations,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,3.175661375661375,Foundations,
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,2.049999999999999,Foundations,Data Exchange
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,4.52142857142857,Foundations,Digital Payments
iran,Asia,Southern Asia,Iran (Islamic Republic of),Lower Middle Income,2.955555555555557,Foundations,Digital Legal Identity
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,4.382738095238096,Foundations,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,3.150000000000001,Foundations,Digital Payments
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,5.1,Foundations,Digital Legal Identity
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,4.449999999999999,Foundations,Digital Legal Identity
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,2.164285714285714,Foundations,Digital Payments
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.307142857142857,Foundations,
montenegro,Europe,Southern Europe,Montenegro,Upper Middle Income,2.75,Foundations,Data Exchange
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,3.1499999999999995,Foundations,Digital Legal Identity
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,2.25,Foundations,Data Exchange
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,2.6,Foundations,
italy,Europe,Southern Europe,Italy,High Income,4.97857142857143,Foundations,Digital Payments
italy,Europe,Southern Europe,Italy,High Income,4.4375,Foundations,Digital Legal Identity
italy,Europe,Southern Europe,Italy,High Income,3.350000000000001,Foundations,Data Exchange
italy,Europe,Southern Europe,Italy,High Income,4.255357142857144,Foundations,
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.042857142857144,Foundations,Digital Payments
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.1000000000000005,Foundations,Data Exchange
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,4.162500000000001,Foundations,Digital Legal Identity
tunisia,Africa,Northern Africa,Tunisia,Lower Middle Income,2.768452380952382,Foundations,
indonesia,Asia,South-eastern Asia,Indonesia,Lower Middle Income,2.400000000000001,Foundations,Digital Payments
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,2.4250000000000003,Foundations,
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,,Foundations,Data Exchange
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,2.4250000000000003,Foundations,Digital Legal Identity
switzerland,Europe,Western Europe,Switzerland,High Income,4.262499999999999,Foundations,Digital Legal Identity
switzerland,Europe,Western Europe,Switzerland,High Income,2.7999999999999994,Foundations,Data Exchange
