Country Name,Score,Pillar,Sub-Pillar
North America,5.270014285714287,Foundations,
Lesotho,1.8000000000000005,Foundations,Data Exchange
Lesotho,4.825666666666668,Foundations,Digital Legal Identity
Niue,,Foundations,
Turkey,3.4949999999999988,Foundations,Digital Payments
Taiwan,5.5,Foundations,Data Exchange
Lesotho,2.325914285714285,Foundations,Digital Payments
Nigeria Lagos,,Foundations,
North Cyprus,,Foundations,
Taiwan,3.9434333333333327,Foundations,Digital Legal Identity
Nigeria Kano,,Foundations,
Nigeria,2.443202380952381,Foundations,
Late-demographic dividend,,Foundations,
Niger (the),1.5401071428571427,Foundations,
Turkey,4.2934,Foundations,Digital Legal Identity
Monaco,,Foundations,Digital Payments
Nicaragua,2.807947619047619,Foundations,
Turkey,2.850000000000001,Foundations,Data Exchange
Monaco,2.9121666666666663,Foundations,Digital Legal Identity
Taiwan,4.3290428571428565,Foundations,Digital Payments
Mongolia,,Foundations,Data Exchange
North Macedonia,3.4889047619047626,Foundations,
Kyrgyzstan,3.739747619047619,Foundations,
Pakistan Lahore,,Foundations,
Pakistan Karachi,,Foundations,
Kosovo (UNSCR 1244),2.9237746031746035,Foundations,
Pakistan,2.649709523809523,Foundations,
Switzerland,2.7999999999999994,Foundations,Data Exchange
Switzerland,3.6773000000000007,Foundations,Digital Legal Identity
Switzerland,5.120314285714286,Foundations,Digital Payments
Pacific island small states,,Foundations,
Lebanon,,Foundations,Data Exchange
Syrian Arab Republic (the),,Foundations,Digital Payments
Other small states,,Foundations,
Lebanon,2.333042857142857,Foundations,Digital Payments
Oman,2.4890499999999998,Foundations,
Oceania,,Foundations,
Kuwait,3.9580238095238096,Foundations,
OECD members,,Foundations,
Norway,4.6981430555555574,Foundations,
Syrian Arab Republic (the),,Foundations,Data Exchange
Syrian Arab Republic (the),3.8269999999999986,Foundations,Digital Legal Identity
Northern Mariana Islands,,Foundations,
Lebanon,3.7604666666666664,Foundations,Digital Legal Identity
Afghanistan,1.3492999999999997,Foundations,Digital Payments
Argentina,2.6110571428571427,Foundations,Digital Payments
Kuwait,,Foundations,Data Exchange
Slovenia,4.870814285714287,Foundations,Digital Payments
United Kingdom of Great Britain and Northern Ireland (the),1.8136999999999996,Foundations,Digital Legal Identity
Andorra,,Foundations,Digital Payments
Slovakia,4.521514285714288,Foundations,Digital Payments
Guam,,Foundations,
Kosovo (UNSCR 1244),2.3000000000000003,Foundations,Data Exchange
Mozambique,2.1975999999999996,Foundations,Digital Payments
Slovakia,3.9933333333333345,Foundations,Digital Legal Identity
Angola,,Foundations,Digital Payments
Kuwait,3.972614285714287,Foundations,Digital Payments
Slovenia,3.9933333333333327,Foundations,Digital Legal Identity
Lower-middle-income Countries,,Foundations,Digital Payments
Kosovo (UNSCR 1244),3.960066666666666,Foundations,Digital Legal Identity
American Samoa,,Foundations,Data Exchange
American Samoa,,Foundations,Digital Legal Identity
Guadeloupe,,Foundations,
Africa Eastern and Southern,,Foundations,Digital Legal Identity
Small Island Developing States,,Foundations,Digital Payments
Small Island Developing States,,Foundations,Digital Legal Identity
Guinea-Bissau,3.194933333333334,Foundations,
United Arab Emirates (the),3.6939333333333337,Foundations,Digital Legal Identity
Heavily indebted poor countries (HIPC),,Foundations,
Africa,,Foundations,Data Exchange
Guinea,2.594090476190477,Foundations,
United Arab Emirates (the),4.5357714285714295,Foundations,Digital Payments
Albania,2.7999999999999994,Foundations,Data Exchange
Algeria,2.033642857142857,Foundations,Digital Payments
Africa Western and Central,,Foundations,Digital Payments
Africa Eastern and Southern,,Foundations,Data Exchange
Small Island Developing States,,Foundations,Data Exchange
Africa,,Foundations,Digital Legal Identity
Small states,,Foundations,Data Exchange
Haiti,3.428466666666667,Foundations,
Andorra,1.1151,Foundations,Digital Legal Identity
Small states,,Foundations,Digital Legal Identity
Andorra,,Foundations,Data Exchange
High income,4.999128571428571,Foundations,
Slovenia,3.450000000000001,Foundations,Data Exchange
Albania,2.1120571428571426,Foundations,Digital Payments
Africa,,Foundations,Digital Payments
Lower-middle-income Countries,,Foundations,Data Exchange
Mozambique,3.344633333333334,Foundations,Digital Legal Identity
Guatemala,2.786022222222222,Foundations,
Kosovo (UNSCR 1244),2.511257142857143,Foundations,Digital Payments
Kuwait,3.9434333333333327,Foundations,Digital Legal Identity
American Samoa,,Foundations,Digital Payments
Angola,,Foundations,Data Exchange
Algeria,,Foundations,Data Exchange
Lower-middle-income Countries,,Foundations,Digital Legal Identity
Algeria,3.810366666666667,Foundations,Digital Legal Identity
Angola,3.061866666666667,Foundations,Digital Legal Identity
Mozambique,1.6000000000000003,Foundations,Data Exchange
United Kingdom of Great Britain and Northern Ireland (the),5.327042857142859,Foundations,Digital Payments
Slovakia,3.35,Foundations,Data Exchange
United Kingdom of Great Britain and Northern Ireland (the),4.950000000000002,Foundations,Data Exchange
Guyana,1.965066666666667,Foundations,
Africa Western and Central,,Foundations,Data Exchange
Albania,4.792399999999999,Foundations,Digital Legal Identity
Africa Eastern and Southern,,Foundations,Digital Payments
Africa Western and Central,,Foundations,Digital Legal Identity
Switzerland,0.9617419404500004,Government,Funding and procurement
Switzerland,5.050549333333332,Government,Digital Public Services
Mexico Mexico City,,Government,Funding and procurement
Germany,3.8246981489333334,Government,
Belize,2.4029385000000008,Government,
Mexico Mexico City,,Government,Digital Public Services
Kenya,,Government,Leadership and coordination
Other small states,1.0352887877864,Government,
Lebanon,2.6217499999999996,Government,Capabilities
Oceania,,Government,
Lebanon,2.8734954999999993,Government,Digital Public Services
Switzerland,5.491,Government,Capabilities
Niger (the),,Government,Capabilities
Kosovo (UNSCR 1244),,Government,Monitoring
Belgium Estonia,,Government,
Niger (the),2.476291500000001,Government,Digital Public Services
Niger (the),,Government,Funding and procurement
Kenya,4.381057666666666,Government,Digital Public Services
Europe & Central Asia (IDA & IBRD countries),,Government,Monitoring
Mexico Mexico City,,Government,Leadership and coordination
Niger (the),,Government,Leadership and coordination
Niger (the),,Government,Monitoring
Pakistan Lahore,,Government,Monitoring
Oman,2.6887768443333346,Government,
Pakistan Lahore,,Government,Leadership and coordination
Europe & Central Asia (IDA & IBRD countries),1.0428388797416,Government,Funding and procurement
Europe & Central Asia (IDA & IBRD countries),,Government,Digital Public Services
Europe & Central Asia (IDA & IBRD countries),,Government,Capabilities
Switzerland,,Government,Monitoring
Pakistan Lahore,,Government,Funding and procurement
Switzerland,,Government,Leadership and coordination
Pakistan Lahore,,Government,Digital Public Services
Kenya,,Government,Funding and procurement
Europe & Central Asia (IDA & IBRD countries),,Government,Leadership and coordination
Pacific island small states,,Government,
Austria,5.565849999999998,Government,Capabilities
Europe & Central Asia,,Government,Monitoring
India Mumbai,,Government,Capabilities
India Mumbai,,Government,Digital Public Services
India Mumbai,,Government,Funding and procurement
Bermuda,1.012973002,Government,
Palau,2.4917605000000003,Government,
Serbia,,Government,Monitoring
India Mumbai,,Government,Leadership and coordination
India Mumbai,,Government,Monitoring
Euro area,,Government,Monitoring
Euro area,,Government,Leadership and coordination
Euro area,1.1106610522143,Government,Funding and procurement
Euro area,,Government,Digital Public Services
Euro area,,Government,Capabilities
Mozambique,,Government,Monitoring
Sweden,,Government,Monitoring
Serbia,,Government,Leadership and coordination
Bhutan,2.8505415,Government,
Serbia,1.0458930299999998,Government,Funding and procurement
Panama,2.754982999999999,Government,
Sweden,1.165307722,Government,Funding and procurement
Panama,1.4989999999999999,Government,Capabilities
Panama,4.010965999999998,Government,Digital Public Services
Panama,,Government,Funding and procurement
Panama,,Government,Leadership and coordination
Panama,,Government,Monitoring
Ethiopia,,Government,Monitoring
Ethiopia,,Government,Leadership and coordination
Ethiopia,,Government,Funding and procurement
Sweden,,Government,Leadership and coordination
Wallis and Futuna,,Government,Monitoring
Kenya,2.0229500000000007,Government,Capabilities
Austria,,Government,Monitoring
Europe & Central Asia,,Government,Leadership and coordination
Europe & Central Asia,1.0986187175495,Government,Funding and procurement
Europe & Central Asia,,Government,Digital Public Services
Europe & Central Asia,,Government,Capabilities
Pakistan,3.424142,Government,
Kosovo (UNSCR 1244),,Government,
Benin,3.643203,Government,
Mexico Mexico City,,Government,Monitoring
Wallis and Futuna,,Government,Leadership and coordination
Europe & Central Asia (excluding high income),,Government,Capabilities
Palau,,Government,Capabilities
Palau,2.4917605000000003,Government,Digital Public Services
Palau,,Government,Funding and procurement
Wallis and Futuna,,Government,Capabilities
Palau,,Government,Leadership and coordination
Wallis and Futuna,,Government,Funding and procurement
Wallis and Futuna,,Government,Digital Public Services
Austria,5.266949000000001,Government,Digital Public Services
Pakistan Karachi,,Government,
Europe,,Government,Monitoring
Europe,,Government,Leadership and coordination
Europe,,Government,Funding and procurement
Europe,,Government,Digital Public Services
Europe,,Government,Capabilities
Kiribati,3.628732,Government,
Austria,1.158428009,Government,Funding and procurement
Pakistan Lahore,,Government,
Austria,,Government,Leadership and coordination
Palau,,Government,Monitoring
Europe & Central Asia (excluding high income),,Government,Digital Public Services
Belize,,Government,Monitoring
Europe & Central Asia (excluding high income),,Government,Leadership and coordination
Finland,1.4559749225999996,Government,Funding and procurement
Finland,5.797885000000003,Government,Digital Public Services
Finland,5.740499999999998,Government,Capabilities
Lao People's Democratic Republic (the),2.0189579999999996,Government,
Martinique,,Government,Monitoring
Bangladesh Chittagong,,Government,
Martinique,,Government,Leadership and coordination
North America,1.1364325926407,Government,
Australia,4.3682500000000015,Government,Capabilities
Turkey,,Government,Funding and procurement
Pakistan,2.971049999999999,Government,Capabilities
Pakistan,3.8772340000000005,Government,Digital Public Services
Pakistan,,Government,Funding and procurement
Pakistan,,Government,Leadership and coordination
Pakistan,,Government,Monitoring
India,,Government,Leadership and coordination
India,,Government,Monitoring
Fiji,,Government,Monitoring
Fiji,,Government,Leadership and coordination
Fiji,,Government,Funding and procurement
Fiji,3.4206490000000005,Government,Digital Public Services
Fiji,,Government,Capabilities
Turkey,,Government,Leadership and coordination
Turkey,,Government,Monitoring
Australia,5.418478666666666,Government,Digital Public Services
Martinique,,Government,Funding and procurement
Martinique,,Government,Digital Public Services
Finland,,Government,Leadership and coordination
Finland,,Government,Monitoring
India,1.0325757180000001,Government,Funding and procurement
India,5.276430000000003,Government,Digital Public Services
Nigeria Kano,,Government,
Lesotho,,Government,Capabilities
Pacific island small states,,Government,Capabilities
Pacific island small states,,Government,Digital Public Services
Pacific island small states,,Government,Funding and procurement
Pacific island small states,,Government,Leadership and coordination
Pacific island small states,,Government,Monitoring
Taiwan,4.8423,Government,Capabilities
Bahrain,4.89719,Government,
American Samoa,,Government,Digital Public Services
United Republic of Tanzania (the),,Government,Funding and procurement
Fragile and conflict affected situations,,Government,Monitoring
Fragile and conflict affected situations,,Government,Leadership and coordination
Western Sahara,,Government,Monitoring
Fragile and conflict affected situations,,Government,Funding and procurement
Fragile and conflict affected situations,,Government,Capabilities
United Republic of Tanzania (the),,Government,Leadership and coordination
Nigeria Lagos,,Government,
Germany France,,Government,
American Samoa,,Government,Capabilities
Turkey,3.095799999999999,Government,Capabilities
United Republic of Tanzania (the),,Government,Monitoring
Niue,,Government,
Turkey,5.3704915,Government,Digital Public Services
Low & middle income,,Government,Monitoring
India,2.8962000000000003,Government,Capabilities
Bangladesh,3.479364666666667,Government,
Mexico Mexico City,,Government,Capabilities
Fragile and conflict affected situations,,Government,Digital Public Services
Europe & Central Asia (excluding high income),1.0387168836049,Government,Funding and procurement
North Cyprus,,Government,
Martinique,,Government,Capabilities
Belarus,3.8010438523333328,Government,
Australia,,Government,Monitoring
Myanmar,,Government,Leadership and coordination
Northern Mariana Islands,,Government,
Pakistan Karachi,,Government,Leadership and coordination
Pakistan Karachi,,Government,Monitoring
Myanmar,,Government,Monitoring
India Delhi,,Government,Capabilities
India Delhi,,Government,Digital Public Services
India Delhi,,Government,Funding and procurement
India Delhi,,Government,Leadership and coordination
India Delhi,,Government,Monitoring
European Union,,Government,Monitoring
European Union,,Government,Leadership and coordination
European Union,1.1092127685364,Government,Funding and procurement
European Union,,Government,Capabilities
Kosovo (UNSCR 1244),,Government,Leadership and coordination
Norway,3.6571634675555558,Government,
Kuwait,3.0768775873333336,Government,
Belgium,3.668748140666666,Government,
Lebanon,,Government,Monitoring
OECD members,1.1280273858924,Government,
Lebanon,,Government,Leadership and coordination
Lebanon,,Government,Funding and procurement
Kenya,,Government,Monitoring
Pakistan Lahore,,Government,Capabilities
Europe & Central Asia (excluding high income),,Government,Monitoring
Australia,,Government,Leadership and coordination
Syrian Arab Republic (the),,Government,Capabilities
Syrian Arab Republic (the),3.627484500000001,Government,Digital Public Services
Falkland Islands,,Government,Capabilities
Western Sahara,,Government,Leadership and coordination
Western Sahara,,Government,Funding and procurement
Western Sahara,,Government,Digital Public Services
Monaco,3.094802,Government,Digital Public Services
Faroe Islands,,Government,Monitoring
Faroe Islands,,Government,Leadership and coordination
Faroe Islands,,Government,Funding and procurement
Faroe Islands,,Government,Digital Public Services
Faroe Islands,,Government,Capabilities
Monaco,,Government,Funding and procurement
Monaco,,Government,Leadership and coordination
Australia,,Government,Funding and procurement
Barbados,3.99612075,Government,
Bangladesh Dhaka,,Government,
North Macedonia,2.9733012384999986,Government,
Monaco,,Government,Monitoring
Syrian Arab Republic (the),,Government,Monitoring
Syrian Arab Republic (the),,Government,Leadership and coordination
Syrian Arab Republic (the),,Government,Funding and procurement
Kyrgyzstan,2.5580621310000002,Government,
Pakistan Karachi,,Government,Capabilities
Pakistan Karachi,,Government,Digital Public Services
Pakistan Karachi,,Government,Funding and procurement
Northern Ireland,,Government,
Falkland Islands,,Government,Monitoring
Falkland Islands,,Government,Leadership and coordination
Falkland Islands,,Government,Funding and procurement
Falkland Islands,,Government,Digital Public Services
Western Sahara,,Government,Capabilities
European Union,,Government,Digital Public Services
Luxembourg,4.66765,Government,Capabilities
Ethiopia,3.8941999999999997,Government,Capabilities
Low income,,Government,Leadership and coordination
Venezuela (Bolivarian Republic of),,Government,Monitoring
Slovenia,,Government,Capabilities
Romania,3.339491141,Government,
Latvia,1.031977417,Government,Funding and procurement
Slovenia,5.266450000000001,Government,Digital Public Services
Philippines (the),2.8213500000000002,Government,Capabilities
Philippines (the),4.691102999999999,Government,Digital Public Services
Philippines (the),,Government,Funding and procurement
Philippines (the),,Government,Leadership and coordination
Philippines (the),,Government,Monitoring
Slovenia,1.0973244609999997,Government,Funding and procurement
Mozambique,,Government,Funding and procurement
East and South Asia,,Government,Monitoring
East and South Asia,,Government,Leadership and coordination
East and South Asia,,Government,Funding and procurement
East and South Asia,,Government,Digital Public Services
East and South Asia,,Government,Capabilities
Low income,,Government,Monitoring
Bahamas (the),,Government,Capabilities
Russian Federation (the),3.8748401861111126,Government,
Latvia,3.908421500000001,Government,Digital Public Services
Burundi,1.861351844,Government,
Venezuela (Bolivarian Republic of),,Government,Leadership and coordination
Venezuela (Bolivarian Republic of),,Government,Funding and procurement
Venezuela (Bolivarian Republic of),2.3864714999999994,Government,Digital Public Services
Cabo Verde,3.2871665,Government,
Sudan (the),2.0728499999999994,Government,Capabilities
Sudan (the),2.2978990000000006,Government,Digital Public Services
Sudan (the),,Government,Funding and procurement
Eastern Europe and Central Asia,,Government,Capabilities
Bulgaria,3.8098798116666663,Government,
Mongolia,,Government,Monitoring
Peru,3.3203499999999995,Government,Capabilities
Peru,4.779426,Government,Digital Public Services
Peru,1.0063447849999998,Government,Funding and procurement
Peru,,Government,Leadership and coordination
Peru,,Government,Monitoring
Indonesia Jakarta,,Government,Capabilities
Ecuador,,Government,Monitoring
Ecuador,,Government,Leadership and coordination
Ecuador,,Government,Funding and procurement
Ecuador,5.015452999999999,Government,Digital Public Services
Ecuador,2.3722500000000006,Government,Capabilities
Malta,,Government,Monitoring
Republic of Korea (the),3.356751129622223,Government,
Sudan (the),,Government,Monitoring
Sudan (the),,Government,Leadership and coordination
Indonesia Jakarta,,Government,Digital Public Services
Indonesia Jakarta,,Government,Funding and procurement
Indonesia Jakarta,,Government,Leadership and coordination
Indonesia Jakarta,,Government,Monitoring
Republic of Moldova (the),2.895992416,Government,
Burkina Faso,3.4366169999999987,Government,
Latvia,,Government,Leadership and coordination
Eastern Europe and Central Asia,,Government,Monitoring
Eastern Europe and Central Asia,,Government,Leadership and coordination
Eastern Europe and Central Asia,,Government,Funding and procurement
Eastern Europe and Central Asia,,Government,Digital Public Services
Latvia,,Government,Monitoring
Venezuela (Bolivarian Republic of),3.569850000000001,Government,Capabilities
Japan Tokyo,,Government,
Bahamas (the),4.2322725000000005,Government,Digital Public Services
Poland,,Government,Monitoring
Sub-Saharan Africa (excluding high income),,Government,Digital Public Services
Indonesia Surabaya,,Government,Capabilities
Belize,,Government,Leadership and coordination
Indonesia Surabaya,,Government,Funding and procurement
Indonesia Surabaya,,Government,Leadership and coordination
Indonesia Surabaya,,Government,Monitoring
East Asia & Pacific,,Government,Monitoring
East Asia & Pacific,,Government,Leadership and coordination
East Asia & Pacific,1.1219407365365,Government,Funding and procurement
East Asia & Pacific,,Government,Digital Public Services
East Asia & Pacific,,Government,Capabilities
Senegal,,Government,Leadership and coordination
Poland,,Government,Leadership and coordination
Sub-Saharan Africa (excluding high income),,Government,Capabilities
Senegal,3.331826999999999,Government,Digital Public Services
Saint Helena,,Government,
Malta,5.104524499999998,Government,Digital Public Services
Senegal,,Government,Capabilities
Albania,,Government,Monitoring
Canada,3.6781987321611105,Government,
Malta,,Government,Capabilities
Gabon,2.4902635000000006,Government,
Albania,,Government,Leadership and coordination
Saint Kitts and Nevis,2.8148629999999994,Government,
Portugal,4.3682500000000015,Government,Capabilities
Early-demographic dividend,,Government,Monitoring
Early-demographic dividend,,Government,Leadership and coordination
Senegal,,Government,Funding and procurement
Qatar,2.7386658663333328,Government,
Malta,1.0285657540000002,Government,Funding and procurement
Sub-Saharan Africa (excluding high income),,Government,Funding and procurement
Russian Federation Moscow,,Government,
East Asia & Pacific (excluding high income),,Government,Monitoring
East Asia & Pacific (excluding high income),,Government,Leadership and coordination
East Asia & Pacific (excluding high income),1.0989380109829,Government,Funding and procurement
East Asia & Pacific (excluding high income),,Government,Digital Public Services
East Asia & Pacific (excluding high income),,Government,Capabilities
Latvia,4.717550000000001,Government,Capabilities
Bahamas (the),,Government,Funding and procurement
Bahamas (the),,Government,Leadership and coordination
Bahamas (the),,Government,Monitoring
Cambodia,3.1696519999999997,Government,
Malta,,Government,Leadership and coordination
Russian Federation Saint Petersburg,,Government,
Cameroon,3.8409317499999993,Government,
Mozambique,3.5982929999999986,Government,Digital Public Services
Poland,4.493000000000001,Government,Capabilities
Poland,5.283249666666667,Government,Digital Public Services
Poland,1.0603555470000001,Government,Funding and procurement
Japan Osaka,,Government,
East Asia & Pacific (IDA & IBRD countries),,Government,Monitoring
East Asia & Pacific (IDA & IBRD countries),,Government,Leadership and coordination
East Asia & Pacific (IDA & IBRD countries),1.0989380109829,Government,Funding and procurement
East Asia & Pacific (IDA & IBRD countries),,Government,Digital Public Services
East Asia & Pacific (IDA & IBRD countries),,Government,Capabilities
Sub-Saharan Africa (excluding high income),,Government,Monitoring
Sub-Saharan Africa (excluding high income),,Government,Leadership and coordination
Senegal,,Government,Monitoring
Réunion,,Government,
Rwanda,3.3061285,Government,
Gambia (the),1.0829819535,Government,
Jersey,,Government,
Mongolia,,Government,Leadership and coordination
Papua New Guinea,,Government,Capabilities
Papua New Guinea,2.092311,Government,Digital Public Services
Papua New Guinea,,Government,Funding and procurement
Turkmenistan,1.9453555,Government,Digital Public Services
Least developed countries: UN classification,,Government,Digital Public Services
Estonia,,Government,Monitoring
Estonia,,Government,Leadership and coordination
Estonia,1.0700800590000001,Government,Funding and procurement
Estonia,5.552709666666668,Government,Digital Public Services
Estonia,4.043900000000001,Government,Capabilities
Least developed countries: UN classification,,Government,Capabilities
Algeria,,Government,Funding and procurement
Algeria,2.0760934999999994,Government,Digital Public Services
Least developed countries: UN classification,,Government,Funding and procurement
Philippines (the),3.7562264999999995,Government,
Viet Nam,,Government,Monitoring
Azerbaijan,1.92315,Government,Capabilities
Papua New Guinea,,Government,Leadership and coordination
Papua New Guinea,,Government,Monitoring
Azerbaijan,4.484018,Government,Digital Public Services
Indonesia,4.093800000000001,Government,Capabilities
Indonesia,4.6100986666666675,Government,Digital Public Services
Indonesia,1.0112938669999996,Government,Funding and procurement
Indonesia,,Government,Leadership and coordination
Indonesia,,Government,Monitoring
Eritrea,,Government,Monitoring
Eritrea,,Government,Leadership and coordination
Eritrea,,Government,Funding and procurement
Algeria,2.2974000000000006,Government,Capabilities
Eritrea,1.029441,Government,Digital Public Services
Peru,3.0353735949999994,Government,
Marshall Islands,,Government,Capabilities
Sweden,4.9876753333333355,Government,Digital Public Services
Sweden,5.441100000000001,Government,Capabilities
Serbia,5.030672499999999,Government,Digital Public Services
Serbia,4.592799999999999,Government,Capabilities
Papua New Guinea,2.092311,Government,
Least developed countries: UN classification,,Government,Monitoring
Mozambique,,Government,Leadership and coordination
Bolivia (Plurinational State of),2.805881,Government,
Algeria,,Government,Monitoring
Algeria,,Government,Leadership and coordination
Kenya,3.2020038333333334,Government,
American Samoa,,Government,Funding and procurement
Bosnia and Herzegovina,2.4300055074999998,Government,
Luxembourg,,Government,Leadership and coordination
Marshall Islands,,Government,Monitoring
Eswatini,,Government,Monitoring
Eswatini,,Government,Leadership and coordination
Eswatini,,Government,Funding and procurement
Eswatini,3.3467970000000005,Government,Digital Public Services
Eswatini,,Government,Capabilities
Paraguay,2.362956291333333,Government,
Least developed countries: UN classification,,Government,Leadership and coordination
Luxembourg,4.660414500000001,Government,Digital Public Services
Marshall Islands,,Government,Funding and procurement
Marshall Islands,2.920651,Government,Digital Public Services
Luxembourg,1.0604418740000001,Government,Funding and procurement
Turkmenistan,,Government,Capabilities
Botswana,2.04004075,Government,
Marshall Islands,,Government,Leadership and coordination
Ethiopia,2.741509999999999,Government,Digital Public Services
Eritrea,,Government,Capabilities
Azerbaijan,1.0091895839999998,Government,Funding and procurement
Nicaragua,1.7235499999999997,Government,Capabilities
El Salvador,,Government,Monitoring
El Salvador,,Government,Leadership and coordination
El Salvador,1.0082185300000002,Government,Funding and procurement
El Salvador,4.131474500000001,Government,Digital Public Services
El Salvador,2.5469000000000004,Government,Capabilities
Georgia,2.5275308160000005,Government,
Guinea,2.3151145,Government,
Post-demographic dividend,1.1309385481499,Government,
Brazil São Paulo,,Government,
Luxembourg,,Government,Monitoring
Jordan,2.5245697500000004,Government,
Lower-middle-income Countries,,Government,Monitoring
Nicaragua,3.6718954999999998,Government,Digital Public Services
Pre-demographic dividend,,Government,
Low income,,Government,Capabilities
Brunei Darussalam,2.4825946185,Government,
Mongolia,,Government,Capabilities
Low income,,Government,Digital Public Services
Puerto Rico,2.1477,Government,
Mongolia,3.835567499999998,Government,Digital Public Services
Egypt,,Government,Monitoring
Egypt,,Government,Leadership and coordination
Egypt,1.0361216119999999,Government,Funding and procurement
Egypt,3.7008375000000004,Government,Digital Public Services
Egypt,3.4450999999999987,Government,Capabilities
Low income,,Government,Funding and procurement
Mongolia,1.005097285,Government,Funding and procurement
Lower-middle-income Countries,,Government,Leadership and coordination
Kazakhstan,2.829669383444445,Government,
Nicaragua,,Government,Funding and procurement
Nicaragua,,Government,Monitoring
Azerbaijan,,Government,Leadership and coordination
Poland,3.6122017378888898,Government,
Brazil,3.078008654000001,Government,
Turkmenistan,,Government,Funding and procurement
Viet Nam,,Government,Leadership and coordination
Viet Nam,,Government,Funding and procurement
Viet Nam,4.381473499999999,Government,Digital Public Services
Suriname,,Government,Monitoring
Brazil Rio de Janeiro,,Government,
Suriname,,Government,Leadership and coordination
Turkmenistan,,Government,Leadership and coordination
Azerbaijan,,Government,Monitoring
Paraguay,1.4491000000000003,Government,Capabilities
Nicaragua,,Government,Leadership and coordination
Equatorial Guinea,,Government,Monitoring
Equatorial Guinea,,Government,Funding and procurement
Equatorial Guinea,1.3395694999999999,Government,Digital Public Services
Equatorial Guinea,,Government,Capabilities
Portugal,3.522986082333334,Government,
Turkmenistan,,Government,Monitoring
Suriname,,Government,Funding and procurement
Suriname,2.3428089999999995,Government,Digital Public Services
Viet Nam,4.717550000000001,Government,Capabilities
Suriname,,Government,Capabilities
Paraguay,4.632470499999998,Government,Digital Public Services
Paraguay,1.0072983739999999,Government,Funding and procurement
Paraguay,,Government,Leadership and coordination
Paraguay,,Government,Monitoring
Equatorial Guinea,,Government,Leadership and coordination
Taiwan,,Government,Digital Public Services
Lesotho,,Government,Leadership and coordination
Taiwan,,Government,Leadership and coordination
North Macedonia,,Government,Monitoring
Middle East and North Africa,,Government,Capabilities
Kiribati,,Government,Monitoring
Mauritania,1.2437817094999999,Government,
Guinea-Bissau,,Government,Monitoring
Guinea-Bissau,,Government,Leadership and coordination
Guinea-Bissau,,Government,Funding and procurement
Guinea-Bissau,1.3692600000000001,Government,Digital Public Services
Guinea-Bissau,,Government,Capabilities
Kiribati,,Government,Leadership and coordination
Lesotho,2.7417595,Government,
Kiribati,,Government,Funding and procurement
Kiribati,3.628732,Government,Digital Public Services
Afghanistan,3.1858695,Government,
Mauritius,,Government,Monitoring
Mauritius,2.6839231545,Government,
Mauritius,,Government,Leadership and coordination
Mauritius,1.0173108089999998,Government,Funding and procurement
Kiribati,,Government,Capabilities
Middle East & North Africa (IDA & IBRD countries),,Government,Capabilities
Sierra Leone,,Government,Monitoring
Sierra Leone,,Government,Leadership and coordination
Africa,,Government,
Mauritius,4.3505355,Government,Digital Public Services
Mayotte,,Government,
IDA blend,,Government,Capabilities
Guinea,,Government,Monitoring
North Macedonia,,Government,Leadership and coordination
North Macedonia,1.0182249769999996,Government,Funding and procurement
North Macedonia,4.928377499999998,Government,Digital Public Services
North Macedonia,,Government,Capabilities
Haiti,2.033928,Government,Digital Public Services
Haiti,,Government,Capabilities
Tokelau,,Government,Funding and procurement
Malta,3.0665451269999995,Government,
Tokelau,,Government,Digital Public Services
Tokelau,,Government,Capabilities
United Kingdom of Great Britain and Northern Ireland (the),,Government,Leadership and coordination
Middle East and North Africa,,Government,Monitoring
United Kingdom of Great Britain and Northern Ireland (the),1.0849667260000002,Government,Funding and procurement
Marshall Islands,2.920651,Government,
Mexico,1.8981999999999997,Government,Capabilities
Mexico,5.104025500000001,Government,Digital Public Services
Antigua and Barbuda,,Government,Capabilities
Guinea,,Government,Leadership and coordination
Antigua and Barbuda,3.333324,Government,Digital Public Services
Guyana,,Government,Monitoring
Guyana,,Government,Leadership and coordination
Guyana,,Government,Funding and procurement
Guyana,3.2881645,Government,Digital Public Services
Guyana,1.2494999999999998,Government,Capabilities
Antigua and Barbuda,,Government,Funding and procurement
Middle East and North Africa,,Government,Leadership and coordination
Middle East and North Africa,,Government,Funding and procurement
Antigua and Barbuda,,Government,Leadership and coordination
Martinique,,Government,
Liberia,2.2105740000000007,Government,
Antigua and Barbuda,,Government,Monitoring
Middle East and North Africa,,Government,Digital Public Services
Mexico,1.015614209,Government,Funding and procurement
Guinea,,Government,Funding and procurement
Guinea,2.3151145,Government,Digital Public Services
Guinea,,Government,Capabilities
Nigeria Kano,,Government,Leadership and coordination
Guam,,Government,Monitoring
Guam,,Government,Leadership and coordination
Guam,,Government,Funding and procurement
Guam,,Government,Digital Public Services
Guam,,Government,Capabilities
Greece,3.4576967560000003,Government,
Mexico Monterrey,,Government,
Africa Western and Central,,Government,
Zambia,,Government,Funding and procurement
Zambia,2.4179085000000002,Government,Digital Public Services
Zambia,,Government,Capabilities
Lebanon,2.7476227499999997,Government,
Nigeria Kano,,Government,Monitoring
Guam,,Government,
Micronesia (Federated States of),2.712069,Government,
Northern Mariana Islands,,Government,Capabilities
Northern Mariana Islands,,Government,Digital Public Services
Northern Mariana Islands,,Government,Funding and procurement
Nigeria Kano,,Government,Funding and procurement
Nigeria Kano,,Government,Digital Public Services
