Country,Pillar,Sub-pillar,Source,Link,Availability
El Salvador,People,Digital literacy skills,A source used for this project 2474,https://www.undp.org/,1
El Salvador,People,Digital wellbeing,A source used for this project 2010,https://www.undp.org/,1
El Salvador,People,Usage and ownership,A source used for this project 6431,https://www.undp.org/,
Equatorial Guinea,People,Culture,A source used for this project 1407,https://www.undp.org/,
Equatorial Guinea,People,Digital literacy skills,A source used for this project 8347,https://www.undp.org/,1
Equatorial Guinea,People,Digital wellbeing,A source used for this project 1325,https://www.undp.org/,1
Equatorial Guinea,People,Usage and ownership,A source used for this project 1189,https://www.undp.org/,1
Eritrea,People,Culture,A source used for this project 8009,https://www.undp.org/,1
Eritrea,People,Digital literacy skills,A source used for this project 4007,https://www.undp.org/,1
Eritrea,People,Digital wellbeing,A source used for this project 5800,https://www.undp.org/,1
Eritrea,People,Usage and ownership,A source used for this project 7887,https://www.undp.org/,1
Estonia,People,Culture,A source used for this project 7839,https://www.undp.org/,
Estonia,People,Digital literacy skills,A source used for this project 9123,https://www.undp.org/,
Estonia,People,Digital wellbeing,A source used for this project 1935,https://www.undp.org/,1
Estonia,People,Usage and ownership,A source used for this project 6079,https://www.undp.org/,1
Eswatini,People,Culture,A source used for this project 9888,https://www.undp.org/,1
Eswatini,People,Digital literacy skills,A source used for this project 5500,https://www.undp.org/,1
Eswatini,People,Digital wellbeing,A source used for this project 1824,https://www.undp.org/,
Eswatini,People,Usage and ownership,A source used for this project 9439,https://www.undp.org/,
Ethiopia,People,Culture,A source used for this project 6084,https://www.undp.org/,
Ethiopia,People,Digital literacy skills,A source used for this project 1661,https://www.undp.org/,1
Ethiopia,People,Digital wellbeing,A source used for this project 1269,https://www.undp.org/,1
Ethiopia,People,Usage and ownership,A source used for this project 1420,https://www.undp.org/,
Falkland Islands (Malvinas),People,Culture,A source used for this project 3562,https://www.undp.org/,1
Falkland Islands (Malvinas),People,Digital literacy skills,A source used for this project 8713,https://www.undp.org/,
Falkland Islands (Malvinas),People,Digital wellbeing,A source used for this project 6584,https://www.undp.org/,1
Falkland Islands (Malvinas),People,Usage and ownership,A source used for this project 5305,https://www.undp.org/,
Faroe Islands,People,Culture,A source used for this project 3008,https://www.undp.org/,1
Faroe Islands,People,Digital literacy skills,A source used for this project 1611,https://www.undp.org/,
Faroe Islands,People,Digital wellbeing,A source used for this project 4500,https://www.undp.org/,
Faroe Islands,People,Usage and ownership,A source used for this project 7377,https://www.undp.org/,1
Fiji,People,Culture,A source used for this project 4790,https://www.undp.org/,1
Fiji,People,Digital literacy skills,A source used for this project 8374,https://www.undp.org/,
Fiji,People,Digital wellbeing,A source used for this project 1067,https://www.undp.org/,
Fiji,People,Usage and ownership,A source used for this project 7979,https://www.undp.org/,
Finland,People,Culture,A source used for this project 7890,https://www.undp.org/,
Finland,People,Digital literacy skills,A source used for this project 3994,https://www.undp.org/,1
Finland,People,Digital wellbeing,A source used for this project 1783,https://www.undp.org/,
Finland,People,Usage and ownership,A source used for this project 4327,https://www.undp.org/,1
France,People,Culture,A source used for this project 3830,https://www.undp.org/,
France,People,Digital literacy skills,A source used for this project 8401,https://www.undp.org/,1
France,People,Digital wellbeing,A source used for this project 9079,https://www.undp.org/,
France,People,Usage and ownership,A source used for this project 1763,https://www.undp.org/,
French Guiana,People,Culture,A source used for this project 1192,https://www.undp.org/,
French Guiana,People,Digital literacy skills,A source used for this project 1718,https://www.undp.org/,
French Guiana,People,Digital wellbeing,A source used for this project 8424,https://www.undp.org/,1
French Guiana,People,Usage and ownership,A source used for this project 2019,https://www.undp.org/,1
French Polynesia,People,Culture,A source used for this project 4682,https://www.undp.org/,
French Polynesia,People,Digital literacy skills,A source used for this project 9326,https://www.undp.org/,1
French Polynesia,People,Digital wellbeing,A source used for this project 7958,https://www.undp.org/,1
French Polynesia,People,Usage and ownership,A source used for this project 6271,https://www.undp.org/,1
French Southern Territories,People,Culture,A source used for this project 2876,https://www.undp.org/,1
French Southern Territories,People,Digital literacy skills,A source used for this project 8945,https://www.undp.org/,
French Southern Territories,People,Digital wellbeing,A source used for this project 1950,https://www.undp.org/,1
French Southern Territories,People,Usage and ownership,A source used for this project 5778,https://www.undp.org/,
Gabon,People,Culture,A source used for this project 1380,https://www.undp.org/,1
Gabon,People,Digital literacy skills,A source used for this project 8035,https://www.undp.org/,1
Gabon,People,Digital wellbeing,A source used for this project 4486,https://www.undp.org/,
Gabon,People,Usage and ownership,A source used for this project 2815,https://www.undp.org/,1
Gambia,People,Culture,A source used for this project 3558,https://www.undp.org/,1
Gambia,People,Digital literacy skills,A source used for this project 2192,https://www.undp.org/,
Gambia,People,Digital wellbeing,A source used for this project 7722,https://www.undp.org/,
Gambia,People,Usage and ownership,A source used for this project 3791,https://www.undp.org/,1
Georgia,People,Culture,A source used for this project 4153,https://www.undp.org/,1
Georgia,People,Digital literacy skills,A source used for this project 2761,https://www.undp.org/,1
Georgia,People,Digital wellbeing,A source used for this project 4330,https://www.undp.org/,1
Georgia,People,Usage and ownership,A source used for this project 5682,https://www.undp.org/,
Germany,People,Culture,A source used for this project 4633,https://www.undp.org/,
Germany,People,Digital literacy skills,A source used for this project 5808,https://www.undp.org/,
Germany,People,Digital wellbeing,A source used for this project 3375,https://www.undp.org/,
Germany,People,Usage and ownership,A source used for this project 4056,https://www.undp.org/,1
Ghana,People,Culture,A source used for this project 7174,https://www.undp.org/,
Ghana,People,Digital literacy skills,A source used for this project 2131,https://www.undp.org/,
Ghana,People,Digital wellbeing,A source used for this project 8374,https://www.undp.org/,
Ghana,People,Usage and ownership,A source used for this project 5306,https://www.undp.org/,1
Gibraltar,People,Culture,A source used for this project 1715,https://www.undp.org/,
Gibraltar,People,Digital literacy skills,A source used for this project 5040,https://www.undp.org/,1
Gibraltar,People,Digital wellbeing,A source used for this project 2800,https://www.undp.org/,1
Gibraltar,People,Usage and ownership,A source used for this project 1752,https://www.undp.org/,
Greece,People,Culture,A source used for this project 4943,https://www.undp.org/,1
Greece,People,Digital literacy skills,A source used for this project 6350,https://www.undp.org/,
Greece,People,Digital wellbeing,A source used for this project 6606,https://www.undp.org/,1
Greece,People,Usage and ownership,A source used for this project 8127,https://www.undp.org/,
Greenland,People,Culture,A source used for this project 2513,https://www.undp.org/,
Greenland,People,Digital literacy skills,A source used for this project 7695,https://www.undp.org/,
Greenland,People,Digital wellbeing,A source used for this project 4043,https://www.undp.org/,1
Greenland,People,Usage and ownership,A source used for this project 3893,https://www.undp.org/,
Grenada,People,Culture,A source used for this project 7850,https://www.undp.org/,
Grenada,People,Digital literacy skills,A source used for this project 5254,https://www.undp.org/,
Grenada,People,Digital wellbeing,A source used for this project 7910,https://www.undp.org/,1
Grenada,People,Usage and ownership,A source used for this project 6596,https://www.undp.org/,
Guadeloupe,People,Culture,A source used for this project 2933,https://www.undp.org/,1
Guadeloupe,People,Digital literacy skills,A source used for this project 7488,https://www.undp.org/,
Guadeloupe,People,Digital wellbeing,A source used for this project 3292,https://www.undp.org/,1
Guadeloupe,People,Usage and ownership,A source used for this project 7859,https://www.undp.org/,1
Guam,People,Culture,A source used for this project 7028,https://www.undp.org/,
Guam,People,Digital literacy skills,A source used for this project 4337,https://www.undp.org/,
Guam,People,Digital wellbeing,A source used for this project 3250,https://www.undp.org/,
Guam,People,Usage and ownership,A source used for this project 5721,https://www.undp.org/,
Guatemala,People,Culture,A source used for this project 5919,https://www.undp.org/,1
Guatemala,People,Digital literacy skills,A source used for this project 1651,https://www.undp.org/,
Guatemala,People,Digital wellbeing,A source used for this project 4631,https://www.undp.org/,1
Guatemala,People,Usage and ownership,A source used for this project 6081,https://www.undp.org/,1
Guernsey,People,Culture,A source used for this project 2973,https://www.undp.org/,
Guernsey,People,Digital literacy skills,A source used for this project 3405,https://www.undp.org/,1
Guernsey,People,Digital wellbeing,A source used for this project 1136,https://www.undp.org/,
Guernsey,People,Usage and ownership,A source used for this project 6477,https://www.undp.org/,
Guinea,People,Culture,A source used for this project 2634,https://www.undp.org/,
Guinea,People,Digital literacy skills,A source used for this project 7389,https://www.undp.org/,1
Guinea,People,Digital wellbeing,A source used for this project 5537,https://www.undp.org/,1
Guinea,People,Usage and ownership,A source used for this project 9029,https://www.undp.org/,
Guinea-Bissau,People,Culture,A source used for this project 7866,https://www.undp.org/,1
Guinea-Bissau,People,Digital literacy skills,A source used for this project 2770,https://www.undp.org/,1
Guinea-Bissau,People,Digital wellbeing,A source used for this project 6543,https://www.undp.org/,
Guinea-Bissau,People,Usage and ownership,A source used for this project 1392,https://www.undp.org/,1
Guyana,People,Culture,A source used for this project 6906,https://www.undp.org/,
Guyana,People,Digital literacy skills,A source used for this project 2789,https://www.undp.org/,
Guyana,People,Digital wellbeing,A source used for this project 5948,https://www.undp.org/,
Guyana,People,Usage and ownership,A source used for this project 6959,https://www.undp.org/,
Haiti,People,Culture,A source used for this project 4036,https://www.undp.org/,1
Haiti,People,Digital literacy skills,A source used for this project 7932,https://www.undp.org/,1
Haiti,People,Digital wellbeing,A source used for this project 1117,https://www.undp.org/,
Haiti,People,Usage and ownership,A source used for this project 4997,https://www.undp.org/,1
Heard Island and McDonald Islands,People,Culture,A source used for this project 3515,https://www.undp.org/,
Heard Island and McDonald Islands,People,Digital literacy skills,A source used for this project 3732,https://www.undp.org/,1
Heard Island and McDonald Islands,People,Digital wellbeing,A source used for this project 5327,https://www.undp.org/,1
Heard Island and McDonald Islands,People,Usage and ownership,A source used for this project 8616,https://www.undp.org/,
Holy See,People,Culture,A source used for this project 4808,https://www.undp.org/,1
Holy See,People,Digital literacy skills,A source used for this project 7015,https://www.undp.org/,
Holy See,People,Digital wellbeing,A source used for this project 6124,https://www.undp.org/,
Holy See,People,Usage and ownership,A source used for this project 9449,https://www.undp.org/,
Honduras,People,Culture,A source used for this project 8128,https://www.undp.org/,
Honduras,People,Digital literacy skills,A source used for this project 2533,https://www.undp.org/,1
Honduras,People,Digital wellbeing,A source used for this project 3246,https://www.undp.org/,1
Honduras,People,Usage and ownership,A source used for this project 6767,https://www.undp.org/,
Hungary,People,Culture,A source used for this project 3890,https://www.undp.org/,
Hungary,People,Digital literacy skills,A source used for this project 9388,https://www.undp.org/,1
Hungary,People,Digital wellbeing,A source used for this project 5646,https://www.undp.org/,
Hungary,People,Usage and ownership,A source used for this project 4125,https://www.undp.org/,
Iceland,People,Culture,A source used for this project 7874,https://www.undp.org/,1
Iceland,People,Digital literacy skills,A source used for this project 3248,https://www.undp.org/,
Iceland,People,Digital wellbeing,A source used for this project 5039,https://www.undp.org/,
Iceland,People,Usage and ownership,A source used for this project 8559,https://www.undp.org/,
India,People,Culture,A source used for this project 4598,https://www.undp.org/,1
India,People,Digital literacy skills,A source used for this project 7335,https://www.undp.org/,1
India,People,Digital wellbeing,A source used for this project 4773,https://www.undp.org/,1
India,People,Usage and ownership,A source used for this project 6209,https://www.undp.org/,
Indonesia,People,Culture,A source used for this project 6095,https://www.undp.org/,
Indonesia,People,Digital literacy skills,A source used for this project 5891,https://www.undp.org/,
Indonesia,People,Digital wellbeing,A source used for this project 3755,https://www.undp.org/,1
Indonesia,People,Usage and ownership,A source used for this project 3315,https://www.undp.org/,
Iran (Islamic Republic of),People,Culture,A source used for this project 6970,https://www.undp.org/,1
Iran (Islamic Republic of),People,Digital literacy skills,A source used for this project 5320,https://www.undp.org/,
Iran (Islamic Republic of),People,Digital wellbeing,A source used for this project 3765,https://www.undp.org/,1
Iran (Islamic Republic of),People,Usage and ownership,A source used for this project 1246,https://www.undp.org/,1
Iraq,People,Culture,A source used for this project 4030,https://www.undp.org/,
Iraq,People,Digital literacy skills,A source used for this project 4151,https://www.undp.org/,1
Iraq,People,Digital wellbeing,A source used for this project 5505,https://www.undp.org/,
Iraq,People,Usage and ownership,A source used for this project 7283,https://www.undp.org/,1
Ireland,People,Culture,A source used for this project 2272,https://www.undp.org/,
Ireland,People,Digital literacy skills,A source used for this project 7938,https://www.undp.org/,
Ireland,People,Digital wellbeing,A source used for this project 5567,https://www.undp.org/,1
Ireland,People,Usage and ownership,A source used for this project 9181,https://www.undp.org/,1
Isle of Man,People,Culture,A source used for this project 3116,https://www.undp.org/,1
Isle of Man,People,Digital literacy skills,A source used for this project 2537,https://www.undp.org/,1
Isle of Man,People,Digital wellbeing,A source used for this project 2363,https://www.undp.org/,
Isle of Man,People,Usage and ownership,A source used for this project 4595,https://www.undp.org/,1
Israel,People,Culture,A source used for this project 3824,https://www.undp.org/,
Israel,People,Digital literacy skills,A source used for this project 2812,https://www.undp.org/,
Israel,People,Digital wellbeing,A source used for this project 3944,https://www.undp.org/,1
Israel,People,Usage and ownership,A source used for this project 7580,https://www.undp.org/,1
Italy,People,Culture,A source used for this project 5993,https://www.undp.org/,1
Italy,People,Digital literacy skills,A source used for this project 1321,https://www.undp.org/,1
Italy,People,Digital wellbeing,A source used for this project 4616,https://www.undp.org/,
Italy,People,Usage and ownership,A source used for this project 8598,https://www.undp.org/,
Jamaica,People,Culture,A source used for this project 3166,https://www.undp.org/,
Jamaica,People,Digital literacy skills,A source used for this project 6058,https://www.undp.org/,
Jamaica,People,Digital wellbeing,A source used for this project 4152,https://www.undp.org/,1
Jamaica,People,Usage and ownership,A source used for this project 9955,https://www.undp.org/,
Japan,People,Culture,A source used for this project 6165,https://www.undp.org/,
Japan,People,Digital literacy skills,A source used for this project 1375,https://www.undp.org/,
Japan,People,Digital wellbeing,A source used for this project 4472,https://www.undp.org/,
Japan,People,Usage and ownership,A source used for this project 7826,https://www.undp.org/,
Jersey,People,Culture,A source used for this project 6888,https://www.undp.org/,1
Jersey,People,Digital literacy skills,A source used for this project 2589,https://www.undp.org/,1
Jersey,People,Digital wellbeing,A source used for this project 1743,https://www.undp.org/,
Jersey,People,Usage and ownership,A source used for this project 4487,https://www.undp.org/,
Jordan,People,Culture,A source used for this project 3674,https://www.undp.org/,
Jordan,People,Digital literacy skills,A source used for this project 9825,https://www.undp.org/,
Jordan,People,Digital wellbeing,A source used for this project 2035,https://www.undp.org/,
Jordan,People,Usage and ownership,A source used for this project 8235,https://www.undp.org/,
Kazakhstan,People,Culture,A source used for this project 3206,https://www.undp.org/,1
Kazakhstan,People,Digital literacy skills,A source used for this project 4034,https://www.undp.org/,1
Kazakhstan,People,Digital wellbeing,A source used for this project 2505,https://www.undp.org/,1
Kazakhstan,People,Usage and ownership,A source used for this project 4596,https://www.undp.org/,1
Kenya,People,Culture,A source used for this project 4078,https://www.undp.org/,1
Kenya,People,Digital literacy skills,A source used for this project 3728,https://www.undp.org/,
Kenya,People,Digital wellbeing,A source used for this project 1325,https://www.undp.org/,
Kenya,People,Usage and ownership,A source used for this project 6276,https://www.undp.org/,
Kiribati,People,Culture,A source used for this project 6365,https://www.undp.org/,1
Kiribati,People,Digital literacy skills,A source used for this project 6215,https://www.undp.org/,
Kiribati,People,Digital wellbeing,A source used for this project 4877,https://www.undp.org/,
Kiribati,People,Usage and ownership,A source used for this project 7616,https://www.undp.org/,1
Kuwait,People,Culture,A source used for this project 5600,https://www.undp.org/,
Kuwait,People,Digital literacy skills,A source used for this project 2300,https://www.undp.org/,1
Kuwait,People,Digital wellbeing,A source used for this project 1371,https://www.undp.org/,1
Kuwait,People,Usage and ownership,A source used for this project 5332,https://www.undp.org/,1
Kyrgyzstan,People,Culture,A source used for this project 9454,https://www.undp.org/,1
Kyrgyzstan,People,Digital literacy skills,A source used for this project 7725,https://www.undp.org/,
Kyrgyzstan,People,Digital wellbeing,A source used for this project 5448,https://www.undp.org/,1
Kyrgyzstan,People,Usage and ownership,A source used for this project 3566,https://www.undp.org/,1
Lao People's Democratic Republic,People,Culture,A source used for this project 1297,https://www.undp.org/,
Lao People's Democratic Republic,People,Digital literacy skills,A source used for this project 3437,https://www.undp.org/,
Lao People's Democratic Republic,People,Digital wellbeing,A source used for this project 5833,https://www.undp.org/,
Lao People's Democratic Republic,People,Usage and ownership,A source used for this project 8144,https://www.undp.org/,
Latvia,People,Culture,A source used for this project 2103,https://www.undp.org/,1
Latvia,People,Digital literacy skills,A source used for this project 9734,https://www.undp.org/,
Latvia,People,Digital wellbeing,A source used for this project 4670,https://www.undp.org/,1
Latvia,People,Usage and ownership,A source used for this project 8918,https://www.undp.org/,
Lebanon,People,Culture,A source used for this project 4261,https://www.undp.org/,1
Lebanon,People,Digital literacy skills,A source used for this project 3683,https://www.undp.org/,1
Lebanon,People,Digital wellbeing,A source used for this project 3191,https://www.undp.org/,1
Lebanon,People,Usage and ownership,A source used for this project 9597,https://www.undp.org/,1
Lesotho,People,Culture,A source used for this project 8516,https://www.undp.org/,
Lesotho,People,Digital literacy skills,A source used for this project 9514,https://www.undp.org/,
Lesotho,People,Digital wellbeing,A source used for this project 3516,https://www.undp.org/,1
Lesotho,People,Usage and ownership,A source used for this project 3623,https://www.undp.org/,1
Liberia,People,Culture,A source used for this project 5380,https://www.undp.org/,
Liberia,People,Digital literacy skills,A source used for this project 9157,https://www.undp.org/,1
Liberia,People,Digital wellbeing,A source used for this project 7214,https://www.undp.org/,1
Liberia,People,Usage and ownership,A source used for this project 9768,https://www.undp.org/,1
Libya,People,Culture,A source used for this project 2215,https://www.undp.org/,
Libya,People,Digital literacy skills,A source used for this project 7612,https://www.undp.org/,1
Libya,People,Digital wellbeing,A source used for this project 4978,https://www.undp.org/,
Libya,People,Usage and ownership,A source used for this project 2241,https://www.undp.org/,
Liechtenstein,People,Culture,A source used for this project 5298,https://www.undp.org/,
Liechtenstein,People,Digital literacy skills,A source used for this project 6865,https://www.undp.org/,1
Liechtenstein,People,Digital wellbeing,A source used for this project 7083,https://www.undp.org/,1
Liechtenstein,People,Usage and ownership,A source used for this project 1448,https://www.undp.org/,1
Lithuania,People,Culture,A source used for this project 9928,https://www.undp.org/,
Lithuania,People,Digital literacy skills,A source used for this project 3288,https://www.undp.org/,
Lithuania,People,Digital wellbeing,A source used for this project 7009,https://www.undp.org/,1
Lithuania,People,Usage and ownership,A source used for this project 9236,https://www.undp.org/,1
Luxembourg,People,Culture,A source used for this project 9423,https://www.undp.org/,1
Luxembourg,People,Digital literacy skills,A source used for this project 8068,https://www.undp.org/,1
Luxembourg,People,Digital wellbeing,A source used for this project 3207,https://www.undp.org/,
Luxembourg,People,Usage and ownership,A source used for this project 4829,https://www.undp.org/,
Madagascar,People,Culture,A source used for this project 2323,https://www.undp.org/,
Madagascar,People,Digital literacy skills,A source used for this project 3310,https://www.undp.org/,
Madagascar,People,Digital wellbeing,A source used for this project 5859,https://www.undp.org/,1
Madagascar,People,Usage and ownership,A source used for this project 2337,https://www.undp.org/,
Malawi,People,Culture,A source used for this project 1930,https://www.undp.org/,1
Malawi,People,Digital literacy skills,A source used for this project 7667,https://www.undp.org/,
Malawi,People,Digital wellbeing,A source used for this project 9872,https://www.undp.org/,1
Malawi,People,Usage and ownership,A source used for this project 8641,https://www.undp.org/,1
Malaysia,People,Culture,A source used for this project 6295,https://www.undp.org/,1
Malaysia,People,Digital literacy skills,A source used for this project 9747,https://www.undp.org/,1
Malaysia,People,Digital wellbeing,A source used for this project 9536,https://www.undp.org/,1
Malaysia,People,Usage and ownership,A source used for this project 9765,https://www.undp.org/,1
Maldives,People,Culture,A source used for this project 6477,https://www.undp.org/,
Maldives,People,Digital literacy skills,A source used for this project 4943,https://www.undp.org/,
Maldives,People,Digital wellbeing,A source used for this project 5678,https://www.undp.org/,1
Maldives,People,Usage and ownership,A source used for this project 2446,https://www.undp.org/,
Mali,People,Culture,A source used for this project 4781,https://www.undp.org/,1
Mali,People,Digital literacy skills,A source used for this project 9182,https://www.undp.org/,1
Mali,People,Digital wellbeing,A source used for this project 3797,https://www.undp.org/,
Mali,People,Usage and ownership,A source used for this project 1984,https://www.undp.org/,1
Malta,People,Culture,A source used for this project 9206,https://www.undp.org/,
Malta,People,Digital literacy skills,A source used for this project 1956,https://www.undp.org/,1
Malta,People,Digital wellbeing,A source used for this project 2404,https://www.undp.org/,
Malta,People,Usage and ownership,A source used for this project 2381,https://www.undp.org/,
Marshall Islands,People,Culture,A source used for this project 9066,https://www.undp.org/,
Marshall Islands,People,Digital literacy skills,A source used for this project 1644,https://www.undp.org/,1
Marshall Islands,People,Digital wellbeing,A source used for this project 9283,https://www.undp.org/,1
Marshall Islands,People,Usage and ownership,A source used for this project 9137,https://www.undp.org/,1
Martinique,People,Culture,A source used for this project 9035,https://www.undp.org/,1
Martinique,People,Digital literacy skills,A source used for this project 9733,https://www.undp.org/,
Martinique,People,Digital wellbeing,A source used for this project 9218,https://www.undp.org/,1
Martinique,People,Usage and ownership,A source used for this project 2958,https://www.undp.org/,
Mauritania,People,Culture,A source used for this project 8665,https://www.undp.org/,
Mauritania,People,Digital literacy skills,A source used for this project 1738,https://www.undp.org/,1
Mauritania,People,Digital wellbeing,A source used for this project 6958,https://www.undp.org/,
Mauritania,People,Usage and ownership,A source used for this project 2135,https://www.undp.org/,
Mauritius,People,Culture,A source used for this project 7748,https://www.undp.org/,
Mauritius,People,Digital literacy skills,A source used for this project 8645,https://www.undp.org/,
Mauritius,People,Digital wellbeing,A source used for this project 3789,https://www.undp.org/,
Mauritius,People,Usage and ownership,A source used for this project 1391,https://www.undp.org/,
Mayotte,People,Culture,A source used for this project 3822,https://www.undp.org/,
Mayotte,People,Digital literacy skills,A source used for this project 1425,https://www.undp.org/,
Mayotte,People,Digital wellbeing,A source used for this project 7196,https://www.undp.org/,
Mayotte,People,Usage and ownership,A source used for this project 3627,https://www.undp.org/,1
Mexico,People,Culture,A source used for this project 2410,https://www.undp.org/,1
Mexico,People,Digital literacy skills,A source used for this project 8022,https://www.undp.org/,
Mexico,People,Digital wellbeing,A source used for this project 7717,https://www.undp.org/,1
Mexico,People,Usage and ownership,A source used for this project 6696,https://www.undp.org/,
Micronesia (Federated States of),People,Culture,A source used for this project 2786,https://www.undp.org/,
Micronesia (Federated States of),People,Digital literacy skills,A source used for this project 7231,https://www.undp.org/,1
Micronesia (Federated States of),People,Digital wellbeing,A source used for this project 6066,https://www.undp.org/,1
Micronesia (Federated States of),People,Usage and ownership,A source used for this project 9911,https://www.undp.org/,
Monaco,People,Culture,A source used for this project 7056,https://www.undp.org/,1
Monaco,People,Digital literacy skills,A source used for this project 7952,https://www.undp.org/,1
Monaco,People,Digital wellbeing,A source used for this project 7143,https://www.undp.org/,
Monaco,People,Usage and ownership,A source used for this project 1477,https://www.undp.org/,1
Mongolia,People,Culture,A source used for this project 7698,https://www.undp.org/,1
Mongolia,People,Digital literacy skills,A source used for this project 8844,https://www.undp.org/,
Mongolia,People,Digital wellbeing,A source used for this project 7903,https://www.undp.org/,
Mongolia,People,Usage and ownership,A source used for this project 3698,https://www.undp.org/,1
Montenegro,People,Culture,A source used for this project 9326,https://www.undp.org/,1
Montenegro,People,Digital literacy skills,A source used for this project 2620,https://www.undp.org/,1
Montenegro,People,Digital wellbeing,A source used for this project 2415,https://www.undp.org/,
Montenegro,People,Usage and ownership,A source used for this project 9830,https://www.undp.org/,
Montserrat,People,Culture,A source used for this project 9239,https://www.undp.org/,
Montserrat,People,Digital literacy skills,A source used for this project 6726,https://www.undp.org/,1
Montserrat,People,Digital wellbeing,A source used for this project 4663,https://www.undp.org/,
Montserrat,People,Usage and ownership,A source used for this project 8237,https://www.undp.org/,
Morocco,People,Culture,A source used for this project 8630,https://www.undp.org/,
Morocco,People,Digital literacy skills,A source used for this project 3235,https://www.undp.org/,
Morocco,People,Digital wellbeing,A source used for this project 1520,https://www.undp.org/,
Morocco,People,Usage and ownership,A source used for this project 9362,https://www.undp.org/,
Mozambique,People,Culture,A source used for this project 4512,https://www.undp.org/,
Mozambique,People,Digital literacy skills,A source used for this project 9136,https://www.undp.org/,1
Mozambique,People,Digital wellbeing,A source used for this project 5896,https://www.undp.org/,
Mozambique,People,Usage and ownership,A source used for this project 9397,https://www.undp.org/,1
Myanmar,People,Culture,A source used for this project 2016,https://www.undp.org/,
Myanmar,People,Digital literacy skills,A source used for this project 8229,https://www.undp.org/,1
Myanmar,People,Digital wellbeing,A source used for this project 6582,https://www.undp.org/,
Myanmar,People,Usage and ownership,A source used for this project 8922,https://www.undp.org/,1
Namibia,People,Culture,A source used for this project 7253,https://www.undp.org/,1
Namibia,People,Digital literacy skills,A source used for this project 5065,https://www.undp.org/,
Namibia,People,Digital wellbeing,A source used for this project 3276,https://www.undp.org/,
Namibia,People,Usage and ownership,A source used for this project 7056,https://www.undp.org/,
Nauru,People,Culture,A source used for this project 4340,https://www.undp.org/,
Nauru,People,Digital literacy skills,A source used for this project 2939,https://www.undp.org/,
Nauru,People,Digital wellbeing,A source used for this project 4518,https://www.undp.org/,
Nauru,People,Usage and ownership,A source used for this project 6134,https://www.undp.org/,1
Nepal,People,Culture,A source used for this project 5823,https://www.undp.org/,
Nepal,People,Digital literacy skills,A source used for this project 9118,https://www.undp.org/,
Nepal,People,Digital wellbeing,A source used for this project 4585,https://www.undp.org/,1
Nepal,People,Usage and ownership,A source used for this project 3434,https://www.undp.org/,1
Netherlands,People,Culture,A source used for this project 5250,https://www.undp.org/,1
Netherlands,People,Digital literacy skills,A source used for this project 4000,https://www.undp.org/,1
Netherlands,People,Digital wellbeing,A source used for this project 5970,https://www.undp.org/,
Netherlands,People,Usage and ownership,A source used for this project 2251,https://www.undp.org/,1
New Caledonia,People,Culture,A source used for this project 3164,https://www.undp.org/,1
New Caledonia,People,Digital literacy skills,A source used for this project 4564,https://www.undp.org/,1
New Caledonia,People,Digital wellbeing,A source used for this project 1616,https://www.undp.org/,
New Caledonia,People,Usage and ownership,A source used for this project 9122,https://www.undp.org/,
New Zealand,People,Culture,A source used for this project 8700,https://www.undp.org/,
New Zealand,People,Digital literacy skills,A source used for this project 3154,https://www.undp.org/,
New Zealand,People,Digital wellbeing,A source used for this project 7038,https://www.undp.org/,1
New Zealand,People,Usage and ownership,A source used for this project 6100,https://www.undp.org/,1
Nicaragua,People,Culture,A source used for this project 4600,https://www.undp.org/,1
Nicaragua,People,Digital literacy skills,A source used for this project 1629,https://www.undp.org/,
Nicaragua,People,Digital wellbeing,A source used for this project 3988,https://www.undp.org/,1
Nicaragua,People,Usage and ownership,A source used for this project 7916,https://www.undp.org/,1
Niger,People,Culture,A source used for this project 4809,https://www.undp.org/,
Niger,People,Digital literacy skills,A source used for this project 9173,https://www.undp.org/,
Niger,People,Digital wellbeing,A source used for this project 8249,https://www.undp.org/,1
Niger,People,Usage and ownership,A source used for this project 6431,https://www.undp.org/,1
Nigeria,People,Culture,A source used for this project 6478,https://www.undp.org/,1
Nigeria,People,Digital literacy skills,A source used for this project 2218,https://www.undp.org/,
Nigeria,People,Digital wellbeing,A source used for this project 9107,https://www.undp.org/,
Nigeria,People,Usage and ownership,A source used for this project 2680,https://www.undp.org/,
Niue,People,Culture,A source used for this project 1757,https://www.undp.org/,
Niue,People,Digital literacy skills,A source used for this project 9561,https://www.undp.org/,
Niue,People,Digital wellbeing,A source used for this project 3139,https://www.undp.org/,1
Niue,People,Usage and ownership,A source used for this project 6253,https://www.undp.org/,
Norfolk Island,People,Culture,A source used for this project 5378,https://www.undp.org/,1
Norfolk Island,People,Digital literacy skills,A source used for this project 9595,https://www.undp.org/,
Norfolk Island,People,Digital wellbeing,A source used for this project 8351,https://www.undp.org/,
Norfolk Island,People,Usage and ownership,A source used for this project 9601,https://www.undp.org/,1
North Macedonia,People,Culture,A source used for this project 2906,https://www.undp.org/,
North Macedonia,People,Digital literacy skills,A source used for this project 8299,https://www.undp.org/,
North Macedonia,People,Digital wellbeing,A source used for this project 2745,https://www.undp.org/,1
North Macedonia,People,Usage and ownership,A source used for this project 3301,https://www.undp.org/,1
Northern Mariana Islands,People,Culture,A source used for this project 2865,https://www.undp.org/,
