CMS slug,Region Name,Sub-region Name,Country or Area,World Bank Income Level,Score,Pillar,Sub-Pillar
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,,Business,Impact commitments
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.3887336915500006,Business,Financing Incentives
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,3.0959743312751105,Business,
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.7273384000000003,Business,Technology Adoption
spain,Europe,Southern Europe,Spain,High Income,3.869367569944446,Business,Technology Adoption
spain,Europe,Southern Europe,Spain,High Income,3.9865563099027175,Business,Startup Environment
spain,Europe,Southern Europe,Spain,High Income,,Business,Impact commitments
spain,Europe,Southern Europe,Spain,High Income,3.351293696916668,Business,Financing Incentives
spain,Europe,Southern Europe,Spain,High Income,3.7357391922546106,Business,
albania,Europe,Southern Europe,Albania,Upper Middle Income,3.300930267212605,Business,
albania,Europe,Southern Europe,Albania,Upper Middle Income,2.879832799999998,Business,Technology Adoption
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,,Business,Financing Incentives
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,4.171850902275331,Business,Startup Environment
belgium,Europe,Western Europe,Belgium,High Income,3.8827196927223753,Business,
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,,Business,Impact commitments
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,2.6453038928099994,Business,Financing Incentives
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,1.87992224377,Business,Financing Incentives
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,,Business,Impact commitments
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,2.165664,Business,Technology Adoption
zimbabwe,Africa,Sub-Saharan Africa,Zimbabwe,Lower Middle Income,3.146716671097408,Business,Startup Environment
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,2.6594744,Business,Technology Adoption
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,,Business,Impact commitments
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,3.3123912261319117,Business,Startup Environment
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,2.6686763151216657,Business,Financing Incentives
namibia,Africa,Sub-Saharan Africa,Namibia,Upper Middle Income,2.8801806470845257,Business,
libya,Africa,Northern Africa,Libya,Upper Middle Income,2.6755007348684376,Business,
libya,Africa,Northern Africa,Libya,Upper Middle Income,1.8709714697368751,Business,Startup Environment
libya,Africa,Northern Africa,Libya,Upper Middle Income,,Business,Impact commitments
libya,Africa,Northern Africa,Libya,Upper Middle Income,,Business,Financing Incentives
libya,Africa,Northern Africa,Libya,Upper Middle Income,3.48003,Business,Technology Adoption
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,3.3721422718543006,Business,
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,,Business,Financing Incentives
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,,Business,Impact commitments
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,3.528924943708601,Business,Startup Environment
belarus,Europe,Eastern Europe,Belarus,Upper Middle Income,3.2153596,Business,Technology Adoption
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,3.07983188110037,Business,
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,3.089911799999999,Business,Technology Adoption
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,3.284419282702428,Business,
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,2.4613267428266665,Business,Financing Incentives
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,,Business,Impact commitments
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,3.8797156052806177,Business,Startup Environment
russia,Europe,Eastern Europe,Russian Federation (the),Upper Middle Income,3.5122155,Business,Technology Adoption
morocco,Africa,Northern Africa,Morocco,Lower Middle Income,3.50427995049111,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,3.4251399999999994,Business,Technology Adoption
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,2.798476060643305,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,3.1118080303216527,Business,
switzerland,Europe,Western Europe,Switzerland,High Income,3.8089606050000007,Business,Technology Adoption
latvia,Europe,Northern Europe,Latvia,High Income,3.5541169577142866,Business,Technology Adoption
latvia,Europe,Northern Europe,Latvia,High Income,4.406449998018492,Business,Startup Environment
latvia,Europe,Northern Europe,Latvia,High Income,,Business,Impact commitments
latvia,Europe,Northern Europe,Latvia,High Income,3.095964164346668,Business,Financing Incentives
latvia,Europe,Northern Europe,Latvia,High Income,3.685510373359816,Business,
yemen,Asia,Western Asia,Yemen,Low Income,1.7692584000000005,Business,Technology Adoption
yemen,Asia,Western Asia,Yemen,Low Income,1.8741474132866784,Business,Startup Environment
yemen,Asia,Western Asia,Yemen,Low Income,,Business,Impact commitments
yemen,Asia,Western Asia,Yemen,Low Income,1.967800870131668,Business,Financing Incentives
yemen,Asia,Western Asia,Yemen,Low Income,1.870402227806116,Business,
switzerland,Europe,Western Europe,Switzerland,High Income,,Business,Impact commitments
switzerland,Europe,Western Europe,Switzerland,High Income,4.594503460281449,Business,Startup Environment
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,3.8146667142857136,Business,
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,3.8113700000000006,Business,Startup Environment
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,,Business,Impact commitments
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,,Business,Financing Incentives
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,3.8113700000000006,Business,
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,,Business,Impact commitments
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,,Business,Financing Incentives
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,3.8146667142857136,Business,Startup Environment
dominica,Americas,Latin America and the Caribbean,Dominica,Upper Middle Income,,Business,Technology Adoption
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,2.7481664215573343,Business,Startup Environment
myanmar,Asia,South-eastern Asia,Myanmar,Lower Middle Income,2.1976000000000004,Business,Technology Adoption
india,Asia,Southern Asia,India,Lower Middle Income,3.6321976049,Business,Financing Incentives
india,Asia,Southern Asia,India,Lower Middle Income,,Business,Impact commitments
bahamas,Americas,Latin America and the Caribbean,Bahamas (the),High Income,,Business,Technology Adoption
togo,Africa,Sub-Saharan Africa,Togo,Low Income,3.050110047602061,Business,
togo,Africa,Sub-Saharan Africa,Togo,Low Income,,Business,Financing Incentives
togo,Africa,Sub-Saharan Africa,Togo,Low Income,,Business,Impact commitments
albania,Europe,Southern Europe,Albania,Upper Middle Income,4.347908813637816,Business,Startup Environment
albania,Europe,Southern Europe,Albania,Upper Middle Income,,Business,Impact commitments
albania,Europe,Southern Europe,Albania,Upper Middle Income,2.6750491880000005,Business,Financing Incentives
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.293071333333335,Business,Technology Adoption
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.952102813180659,Business,Startup Environment
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,,Business,Impact commitments
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,2.8858041034600013,Business,Financing Incentives
viet-nam,Asia,South-eastern Asia,Viet Nam,Lower Middle Income,3.376992749991332,Business,
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,,Business,Impact commitments
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,1.8273966039066656,Business,Financing Incentives
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,2.374046400000001,Business,Technology Adoption
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,3.977649491491745,Business,Startup Environment
cote-divoire,Africa,Sub-Saharan Africa,Côte d'Ivoire,Lower Middle Income,2.726364165132804,Business,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,3.675612047619049,Business,
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,,Business,Technology Adoption
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,3.675612047619049,Business,Startup Environment
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,,Business,Impact commitments
grenada,Americas,Latin America and the Caribbean,Grenada,Upper Middle Income,,Business,Financing Incentives
switzerland,Europe,Western Europe,Switzerland,High Income,4.06596820883215,Business,
switzerland,Europe,Western Europe,Switzerland,High Income,3.794440561214999,Business,Financing Incentives
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,4.19444119021754,Business,
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,3.890534126440001,Business,Financing Incentives
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,,Business,Impact commitments
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,4.930758355323729,Business,Startup Environment
united-kingdom,Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland (the),High Income,3.762031088888889,Business,Technology Adoption
togo,Africa,Sub-Saharan Africa,Togo,Low Income,2.15768,Business,Technology Adoption
togo,Africa,Sub-Saharan Africa,Togo,Low Income,3.9425400952041234,Business,Startup Environment
belize,Americas,Latin America and the Caribbean,Belize,Lower Middle Income,,Business,Impact commitments
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Technology Adoption
japan,Asia,Eastern Asia,Japan,High income,,Business,Impact commitments
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,,Business,Impact commitments
denmark,Europe,Northern Europe,Denmark,High Income,,Business,Impact commitments
andorra,Europe,Southern Europe,Andorra,High Income,,Business,Impact commitments
andorra,Europe,Southern Europe,Andorra,High Income,,Business,Startup Environment
andorra,Europe,Southern Europe,Andorra,High Income,,Business,Financing Incentives
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Financing Incentives
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,2.6002204761904766,Business,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,,Business,Financing Incentives
united-states,Americas,Northern America,United States of America (the),High Income,3.575323234693876,Business,Technology Adoption
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,,Business,Financing Incentives
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,2.8463,Business,Technology Adoption
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,2.1622729901588573,Business,
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Impact commitments
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,
denmark,Europe,Northern Europe,Denmark,High Income,3.320425117796667,Business,Financing Incentives
denmark,Europe,Northern Europe,Denmark,High Income,4.306373333333332,Business,Technology Adoption
denmark,Europe,Northern Europe,Denmark,High Income,4.197125657104423,Business,
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,,Business,Technology Adoption
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,,Business,Impact commitments
timor-leste,Asia,South-eastern Asia,Timor-Leste,Lower Middle Income,2.6002204761904766,Business,Startup Environment
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,2.725547826646181,Business,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,1.5800367999999998,Business,Technology Adoption
denmark,Europe,Northern Europe,Denmark,High Income,4.964578520183269,Business,Startup Environment
andorra,Europe,Southern Europe,Andorra,High Income,,Business,
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,3.9171634875149537,Business,Startup Environment
united-states,Americas,Northern America,United States of America (the),High Income,5.443697343378744,Business,Startup Environment
united-states,Americas,Northern America,United States of America (the),High Income,4.513621371243096,Business,
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,,Business,Impact commitments
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,1.6018506348366668,Business,Financing Incentives
andorra,Europe,Southern Europe,Andorra,High Income,,Business,Technology Adoption
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,3.304931535639905,Business,Startup Environment
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,2.398344555468334,Business,Financing Incentives
united-states,Americas,Northern America,United States of America (the),High Income,,Business,Impact commitments
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,3.3817317437574768,Business,
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Technology Adoption
united-states,Americas,Northern America,United States of America (the),High Income,4.521843535656668,Business,Financing Incentives
tuvalu,Oceania,Polynesia,Tuvalu,Upper Middle Income,,Business,Startup Environment
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.211566666666668,Foundations,
nauru,Oceania,Micronesia,Nauru,High income,1.8636,Foundations,Digital Legal Identity
nauru,Oceania,Micronesia,Nauru,High income,,Foundations,Data Exchange
nauru,Oceania,Micronesia,Nauru,High income,,Foundations,Digital Payments
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,3.2000000000000006,Foundations,Data Exchange
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,2.3187857142857147,Foundations,Digital Payments
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,,Foundations,Digital Payments
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,1.4499999999999995,Foundations,Data Exchange
spain,Europe,Southern Europe,Spain,High Income,4.448707142857144,Foundations,
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,3.660666666666666,Foundations,Digital Legal Identity
botswana,Africa,Sub-Saharan Africa,Botswana,Upper Middle Income,2.5540285714285718,Foundations,Digital Payments
nauru,Oceania,Micronesia,Nauru,High income,1.8636,Foundations,
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,1.7649999999999997,Foundations,
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,1.9124571428571435,Foundations,Digital Payments
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,3.6274,Foundations,Digital Legal Identity
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,2.0,Foundations,Data Exchange
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,2.835085714285715,Foundations,
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,,Foundations,Digital Payments
nepal,Asia,Southern Asia,Nepal,Lower Middle Income,4.592800000000001,Foundations,Digital Legal Identity
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,1.8500000000000003,Foundations,Data Exchange
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,1.5631571428571431,Foundations,Digital Payments
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,3.7604666666666655,Foundations,Digital Legal Identity
cambodia,Asia,South-eastern Asia,Cambodia,Lower Middle Income,2.391207936507937,Foundations,
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,1.1151,Foundations,
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,,Foundations,Digital Payments
canada,Americas,Northern America,Canada,High Income,3.8985436250000016,Foundations,
canada,Americas,Northern America,Canada,High Income,1.8137000000000003,Foundations,Digital Legal Identity
paraguay,Americas,Latin America and the Caribbean,Paraguay,Upper Middle Income,3.059817460317461,Foundations,
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,1.1151,Foundations,Digital Legal Identity
canada,Americas,Northern America,Canada,High Income,5.431930875000003,Foundations,Digital Payments
equatorial-guinea,Africa,Sub-Saharan Africa,Equatorial Guinea,Upper Middle Income,,Foundations,Data Exchange
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,3.211566666666668,Foundations,Digital Legal Identity
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,,Foundations,Digital Payments
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,1.1999999999999995,Foundations,Data Exchange
barbados,Americas,Latin America and the Caribbean,Barbados,High Income,2.329999999999999,Foundations,Digital Legal Identity
canada,Americas,Northern America,Canada,High Income,4.450000000000001,Foundations,Data Exchange
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,3.6274,Foundations,
mozambique,Africa,Sub-Saharan Africa,Mozambique,Low Income,2.3807444444444443,Foundations,
hungary,Europe,Eastern Europe,Hungary,High income,,Foundations,Data Exchange
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,,Foundations,Data Exchange
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,3.444433333333334,Foundations,Digital Legal Identity
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,2.7322428571428565,Foundations,Digital Payments
gabon,Africa,Sub-Saharan Africa,Gabon,Upper Middle Income,3.088338095238095,Foundations,
switzerland,Europe,Western Europe,Switzerland,High Income,3.865871428571429,Foundations,
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,,Foundations,Digital Payments
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,2.829,Foundations,Digital Legal Identity
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,,Foundations,Data Exchange
eritrea,Africa,Sub-Saharan Africa,Eritrea,Low Income,2.829,Foundations,
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,4.4,Foundations,Data Exchange
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,,Foundations,Data Exchange
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.8769,Foundations,Digital Legal Identity
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.826542857142858,Foundations,
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,2.649709523809523,Foundations,
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.5560285714285715,Foundations,Digital Payments
india,Asia,Southern Asia,India,Lower Middle Income,3.350000000000001,Foundations,Data Exchange
india,Asia,Southern Asia,India,Lower Middle Income,5.008633333333335,Foundations,Digital Legal Identity
india,Asia,Southern Asia,India,Lower Middle Income,2.6110571428571427,Foundations,Digital Payments
algeria,Africa,Northern Africa,Algeria,Lower Middle Income,2.033642857142857,Foundations,Digital Payments
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,4.443099999999999,Foundations,Digital Legal Identity
pakistan,Asia,Southern Asia,Pakistan,Lower Middle Income,1.9499999999999995,Foundations,Data Exchange
spain,Europe,Southern Europe,Spain,High Income,3.9268,Foundations,Digital Legal Identity
brazil,Americas,Latin America and the Caribbean,Brazil,Upper Middle Income,3.202728571428573,Foundations,Digital Payments
gambia,Africa,Sub-Saharan Africa,Gambia (the),Low Income,,Foundations,Data Exchange
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,2.204728571428572,Foundations,Digital Payments
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,3.739747619047619,Foundations,
hungary,Europe,Eastern Europe,Hungary,High income,3.9933333333333327,Foundations,Digital Legal Identity
hungary,Europe,Eastern Europe,Hungary,High income,3.9295095238095232,Foundations,
hungary,Europe,Eastern Europe,Hungary,High income,3.865685714285714,Foundations,Digital Payments
denmark,Europe,Northern Europe,Denmark,High Income,4.25,Foundations,Data Exchange
eswatini,Africa,Sub-Saharan Africa,Eswatini,Lower Middle Income,,Foundations,Data Exchange
kuwait,Asia,Western Asia,Kuwait,High Income,3.9434333333333327,Foundations,Digital Legal Identity
kuwait,Asia,Western Asia,Kuwait,High Income,3.972614285714287,Foundations,Digital Payments
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,2.511257142857143,Foundations,Digital Payments
kosovo,Europe,Southern Europe,Kosovo (UNSCR 1244),Upper Middle Income,2.3000000000000003,Foundations,Data Exchange
kuwait,Asia,Western Asia,Kuwait,High Income,,Foundations,Data Exchange
kyrgyzstan,Asia,Central Asia,Kyrgyzstan,Lower Middle Income,5.2747666666666655,Foundations,Digital Legal Identity
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,3.587633333333334,Foundations,
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,5.025266666666669,Foundations,Digital Legal Identity
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,,Foundations,Digital Payments
cyprus,Asia,Western Asia,Cyprus,High Income,3.444433333333334,Foundations,Digital Legal Identity
cyprus,Asia,Western Asia,Cyprus,High Income,,Foundations,Data Exchange
cyprus,Asia,Western Asia,Cyprus,High Income,3.826145238095237,Foundations,
cyprus,Asia,Western Asia,Cyprus,High Income,4.207857142857141,Foundations,Digital Payments
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.6629571428571428,Foundations,Digital Payments
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.3313333333333337,Foundations,Digital Legal Identity
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,,Foundations,Data Exchange
democratic-republic-of-the-congo,Africa,Sub-Saharan Africa,Democratic Republic of the Congo (the),Low Income,1.497145238095238,Foundations,
bhutan,Asia,Southern Asia,Bhutan,Lower Middle Income,2.1499999999999995,Foundations,Data Exchange
kuwait,Asia,Western Asia,Kuwait,High Income,3.9580238095238096,Foundations,
chad,Africa,Sub-Saharan Africa,Chad,Low Income,3.1117666666666675,Foundations,Digital Legal Identity
chad,Africa,Sub-Saharan Africa,Chad,Low Income,,Foundations,Data Exchange
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,2.0692857142857157,Foundations,Digital Payments
denmark,Europe,Northern Europe,Denmark,High Income,4.611183722222223,Foundations,
senegal,Africa,Sub-Saharan Africa,Senegal,,2.161957142857143,Foundations,Digital Payments
brunei,Asia,South-eastern Asia,Brunei Darussalam,High income,3.9933333333333327,Foundations,Digital Legal Identity
denmark,Europe,Northern Europe,Denmark,High Income,5.723284500000001,Foundations,Digital Payments
australia,Oceania,Australia and New Zealand,Australia,High Income,4.026066513888889,Foundations,
australia,Oceania,Australia and New Zealand,Australia,High Income,4.950000000000001,Foundations,Data Exchange
australia,Oceania,Australia and New Zealand,Australia,High Income,1.797066666666666,Foundations,Digital Legal Identity
australia,Oceania,Australia and New Zealand,Australia,High Income,5.331132875,Foundations,Digital Payments
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,5.989999999999999,Foundations,Digital Legal Identity
bahrain,Asia,Western Asia,Bahrain,High Income,4.03525,Foundations,
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,2.464936507936508,Foundations,
bahrain,Asia,Western Asia,Bahrain,High Income,,Foundations,Data Exchange
bahrain,Asia,Western Asia,Bahrain,High Income,4.1437,Foundations,Digital Payments
senegal,Africa,Sub-Saharan Africa,Senegal,,,Foundations,Data Exchange
senegal,Africa,Sub-Saharan Africa,Senegal,,2.844778571428572,Foundations,
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,3.993333333333333,Foundations,Digital Legal Identity
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,4.0,Foundations,Data Exchange
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,3.9268,Foundations,Digital Legal Identity
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,2.1833428571428573,Foundations,Digital Payments
uzbekistan,Asia,Central Asia,Uzbekistan,Lower Middle Income,,Foundations,Data Exchange
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.5,Foundations,Data Exchange
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,5.174966666666667,Foundations,Digital Legal Identity
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,2.7000000000000006,Foundations,Data Exchange
bahrain,Asia,Western Asia,Bahrain,High Income,3.9268,Foundations,Digital Legal Identity
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.452228571428571,Foundations,Digital Payments
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,3.061866666666667,Foundations,Digital Legal Identity
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,1.9499999999999995,Foundations,Data Exchange
philippines,Asia,South-eastern Asia,Philippines (the),Lower Middle Income,2.086474603174603,Foundations,
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,3.993333333333333,Foundations,Digital Legal Identity
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,4.200000000000001,Foundations,Data Exchange
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,2.404328571428572,Foundations,Digital Payments
colombia,Americas,Latin America and the Caribbean,Colombia,Upper Middle Income,3.532553968253969,Foundations,
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,3.9933333333333327,Foundations,Digital Legal Identity
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,2.8106571428571425,Foundations,Digital Payments
bosnia-and-herzegovina,Europe,Southern Europe,Bosnia and Herzegovina,Upper Middle Income,3.034663492063492,Foundations,
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,3.534796825396825,Foundations,
argentina,Americas,Latin America and the Caribbean,Argentina,Upper Middle Income,2.6110571428571427,Foundations,Digital Payments
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.333042857142857,Foundations,Digital Payments
zambia,Africa,Sub-Saharan Africa,Zambia,Lower Middle Income,2.382942857142857,Foundations,Digital Payments
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,3.826999999999999,Foundations,Digital Legal Identity
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,3.461066666666667,Foundations,Digital Legal Identity
burkina-faso,Africa,Sub-Saharan Africa,Burkina Faso,Low Income,,Foundations,Data Exchange
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.5442333333333327,Foundations,Digital Legal Identity
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.216985714285716,Foundations,Digital Payments
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.0,Foundations,Data Exchange
south-africa,Africa,Sub-Saharan Africa,South Africa,Upper Middle Income,3.253739682539683,Foundations,
turkey,Asia,Western Asia,Turkey,Upper Middle Income,3.5461333333333336,Foundations,
turkey,Asia,Western Asia,Turkey,Upper Middle Income,2.850000000000001,Foundations,Data Exchange
turkey,Asia,Western Asia,Turkey,Upper Middle Income,4.2934,Foundations,Digital Legal Identity
turkey,Asia,Western Asia,Turkey,Upper Middle Income,3.4949999999999988,Foundations,Digital Payments
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.8033476190476185,Foundations,
panama,Americas,Latin America and the Caribbean,Panama,Upper Middle Income,2.25,Foundations,Data Exchange
thailand,Asia,South-eastern Asia,Thailand,Upper Middle Income,3.7757317460317465,Foundations,
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,2.333042857142857,Foundations,Digital Payments
ecuador,Americas,Latin America and the Caribbean,Ecuador,Upper Middle Income,,Foundations,Data Exchange
