Country Name,Year,Pillar,Sub-Pillar,Indicator,data_col,new_rank_score,higher_is_better
France,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8824,5.403176,True
Gabon,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3235,2.614265,True
Gambia (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.0294,1.146706,True
Georgia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5882,3.935118,True
Germany,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7353,4.669147,True
Ghana,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6353,4.170147,True
Greece,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7059,4.522441000000001,True
Grenada,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3412,2.702588,True
Guatemala,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5118,3.553882,True
Guinea,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2176,2.085824,True
Haiti,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.1882,1.939118,True
Honduras,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.4647,3.3188530000000003,True
Hungary,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7471,4.728029,True
Iceland,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7941,4.962559000000001,True
India,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8529,5.255971,True
Indonesia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6824,4.405176,True
Iran (Islamic Republic of),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5882,3.935118,True
Slovenia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8529,5.255971,True
Solomon Islands,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3235,2.614265,True
Somalia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2941,2.467559,True
South Africa,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7471,4.728029,True
Sri Lanka,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7176,4.580824,True
Sudan (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3059,2.526441,True
Suriname,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2882,2.438118,True
Eswatini,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.4882,3.436118,True
Uzbekistan,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7824,4.904176,True
Vanuatu,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3353,2.673147,True
Venezuela (Bolivarian Republic of),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3176,2.584824,True
Viet Nam,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6529,4.257971,True
Sweden,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9,5.4910000000000005,True
Switzerland,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8294,5.138706,True
Syrian Arab Republic (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5412,3.700588,True
Tajikistan,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3176,2.584824,True
Thailand,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7941,4.962559000000001,True
North Macedonia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7412,4.698588,True
Timor-Leste,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.4412,3.201588,True
Togo,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5,3.495,True
Tonga,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3765,2.878735,True
Trinidad and Tobago,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6118,4.052882,True
Tunisia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6235,4.111265,True
Turkey,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8588,5.285412,True
Turkmenistan,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.1765,1.880735,True
Tuvalu,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3,2.497,True
Uganda,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5824,3.906176,True
Ukraine,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6824,4.405176,True
United Arab Emirates (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9,5.4910000000000005,True
United Kingdom of Great Britain and Northern Ireland (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9588,5.7844120000000006,True
United Republic of Tanzania (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5529,3.758971,True
United States of America (the),2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9471,5.7260290000000005,True
Uruguay,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.8412,5.197588,True
Yemen,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3235,2.614265,True
Zambia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2588,2.291412,True
Zimbabwe,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.5235,3.612265,True
South Sudan,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.0,1.0,True
Rwanda,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6176,4.081824,True
Saint Kitts and Nevis,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3941,2.966559,True
Saint Lucia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.3824,2.908176,True
Saint Vincent and the Grenadines,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.4706,3.348294,True
Samoa,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2647,2.320853,True
San Marino,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2824,2.409176,True
Sao Tome and Principe,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.2471,2.233029,True
Saudi Arabia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6882,4.434118,True
Senegal,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.4941,3.465559,True
Serbia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7941,4.962559000000001,True
Seychelles,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.6176,4.081824,True
Singapore,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.9647,5.813853,True
Slovakia,2020.0,Government,Digital Public Services,Online-Service-Index (OSI),0.7176,4.580824,True
United Arab Emirates (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.27836,1.063790164,True
Argentina,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.4936,1.02463064,True
Armenia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.18876,1.009419124,True
Austria,2018.0,Government,Funding and procurement,R&D spending (% of GDP),3.17491,1.158428009,True
Azerbaijan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.18416,1.009189584,True
Burundi,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.21312,1.010634688,True
Belgium,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.76578,1.138012422,True
Bulgaria,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.75565,1.037706935,True
Bosnia and Herzegovina,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.19485,1.009723015,True
Belarus,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.60443,1.030161057,True
Bermuda,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.25998,1.012973002,True
Brazil,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.16038,1.057902962,True
Brunei Darussalam,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.27763,1.013853737,True
Canada,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.56287,1.077987213,True
Central Europe and the Baltics,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.202383376,1.0599989304624,True
China,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.14058,1.106814942,True
Colombia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.23462,1.011707538,True
Costa Rica,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.38288,1.019105712,True
Cuba,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.53706,1.026799294,True
Cyprus,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.54783,1.027336717,True
Czechia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.93017,1.096315483,True
Germany,2018.0,Government,Funding and procurement,R&D spending (% of GDP),3.13267,1.156320233,True
Denmark,2018.0,Government,Funding and procurement,R&D spending (% of GDP),3.03292,1.151342708,True
East Asia & Pacific (excluding high income),2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.982725671,1.0989380109829,True
East Asia & Pacific,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.443702135,1.1219407365365,True
Europe & Central Asia (excluding high income),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.775889451,1.0387168836049,True
Europe & Central Asia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.976327005,1.0986187175495,True
Egypt,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.72388,1.036121612,True
Euro area,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.217656357,1.1106610522143,True
Spain,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.24323,1.062037177,True
Estonia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.40441,1.070080059,True
European Union,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.188632636,1.1092127685364,True
Finland,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.75572,1.137510428,True
France,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.19294,1.109427706,True
United Kingdom of Great Britain and Northern Ireland (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.70274,1.084966726,True
Georgia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.28052,1.013997948,True
Gambia (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.07093,1.003539407,True
Greece,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.17732,1.058748268,True
Guatemala,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.02947,1.001470553,True
High income,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.586617171,1.1290721968329,True
"China, Hong Kong Special Administrative Region",2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.8634,1.04308366,True
Croatia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.97192,1.048498808,True
Hungary,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.53337,1.076515163,True
IBRD only,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.45480658,1.072594848342,True
IDA & IBRD total,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.450710751,1.0723904664749,True
Indonesia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.22633,1.011293867,True
India,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.65282,1.032575718,True
Ireland,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.14647,1.057208853,True
Iraq,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.04342,1.002166658,True
Iceland,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.04135,1.101863365,True
Israel,2018.0,Government,Funding and procurement,R&D spending (% of GDP),4.94079,1.246545421,True
Italy,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.39181,1.069451319,True
Japan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),3.27512,1.163428488,True
Kazakhstan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.11683,1.005829817,True
Kyrgyzstan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.10107,1.005043393,True
Republic of Korea (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),4.52753,1.225923747,True
Kuwait,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.06238,1.003112762,True
Latin America & Caribbean (excluding high income),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.677136874,1.0337891300126,True
Latin America & Caribbean,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.670474199,1.0334566625301,True
Low & middle income,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.457687008,1.0727385816992,True
Late-demographic dividend,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.732467175,1.0864501120325,True
Lithuania,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.94181,1.046996319,True
Luxembourg,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.21126,1.060441874,True
Latvia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.64083,1.031977417,True
"China, Macao Special Administrative Region",2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.20152,1.010055848,True
Republic of Moldova (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.25168,1.012558832,True
Mexico,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.31291,1.015614209,True
Middle income,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.457906759,1.0727495472741,True
North Macedonia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.36523,1.018224977,True
Malta,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.57246,1.028565754,True
Montenegro,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.36415,1.018171085,True
Mongolia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.10215,1.005097285,True
Mauritania,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.01081,1.000539419,True
Mauritius,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.34691,1.017310809,True
Malaysia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.04086,1.051938914,True
North America,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.734120093,1.1364325926407,True
Netherlands (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.16374,1.107970626,True
Norway,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.07264,1.103424736,True
OECD members,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.565679076,1.1280273858924,True
Oman,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.21967,1.010961533,True
Other small states,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.707190136,1.0352887877864,True
Peru,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.12715,1.006344785,True
Poland,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.20953,1.060355547,True
Portugal,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.34753,1.067241747,True
Paraguay,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.14626,1.007298374,True
Post-demographic dividend,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.624019001,1.1309385481499,True
Qatar,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.50901,1.025399599,True
Romania,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.50077,1.024988423,True
Russian Federation (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.98275,1.049039225,True
South Asia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.65282,1.032575718,True
El Salvador,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.1647,1.00821853,True
Serbia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.9197,1.04589303,True
Slovakia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.83806,1.041819194,True
Slovenia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.95039,1.097324461,True
Sweden,2018.0,Government,Funding and procurement,R&D spending (% of GDP),3.31278,1.165307722,True
East Asia & Pacific (IDA & IBRD countries),2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.982725671,1.0989380109829,True
Europe & Central Asia (IDA & IBRD countries),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.858494584,1.0428388797416,True
Tajikistan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.09703,1.004841797,True
Latin America & the Caribbean (IDA & IBRD countries),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.673433205,1.0336043169295,True
South Asia (IDA & IBRD),2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.65282,1.032575718,True
Trinidad and Tobago,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.08399,1.004191101,True
Tunisia,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.60132,1.030005868,True
Ukraine,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.47109,1.023507391,True
Upper middle income,2018.0,Government,Funding and procurement,R&D spending (% of GDP),1.643225591,1.0819969569909,True
Uruguay,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.41865,1.020890635,True
United States of America (the),2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.83283,1.141358217,True
Uzbekistan,2018.0,Government,Funding and procurement,R&D spending (% of GDP),0.13003,1.006488497,True
World,2018.0,Government,Funding and procurement,R&D spending (% of GDP),2.202960062,1.1099277070938,True
India,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",86.1,5.29639,True
Saudi Arabia,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",84.2,5.20158,True
China,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",81.8,5.08182,True
Singapore,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",80.9,5.036910000000001,True
France,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",79.1,4.94709,True
Chile,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",78.3,4.90717,True
"China, Hong Kong Special Administrative Region",2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",76.6,4.82234,True
Kenya,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",76.1,4.79739,True
Poland,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",75.2,4.75248,True
Australia,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",74.5,4.71755,True
Estonia,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",74.3,4.7075700000000005,True
Indonesia,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",73.8,4.68262,True
Qatar,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",72.7,4.62773,True
United Kingdom of Great Britain and Northern Ireland (the),2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",72.0,4.5928,True
New Zealand,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",71.9,4.587810000000001,True
Canada,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",71.5,4.56785,True
United States of America (the),2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",70.7,4.52793,True
Malaysia,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",70.6,4.52294,True
Switzerland,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",70.1,4.49799,True
Ukraine,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",69.5,4.46805,True
South Africa,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",69.5,4.46805,True
Norway,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",68.4,4.41316,True
Sweden,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",67.6,4.37324,True
Argentina,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",66.8,4.3333200000000005,True
Nigeria,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",66.8,4.3333200000000005,True
Denmark,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",66.7,4.32833,True
Bangladesh,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",65.8,4.28342,True
Kazakhstan,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",65.2,4.25348,True
Austria,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",64.2,4.2035800000000005,True
Russian Federation (the),2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",63.4,4.16366,True
Germany,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",62.7,4.128730000000001,True
Netherlands (the),2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",62.7,4.128730000000001,True
Morocco,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",62.3,4.10877,True
Republic of Korea (the),2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",59.7,3.97903,True
Japan,2020.0,Government,Digital Public Services,"Use of public services online (% of services online, penetration, frequency of use)",45.7,3.2804300000000004,True
Aruba,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Africa Eastern and Southern,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,43.64066111,3.177668989389,True
Afghanistan,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,97.7,5.87523,True
Africa Western and Central,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,51.34142147,3.5619369313530003,True
Angola,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,45.67031479,3.278948708021,True
Albania,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Andorra,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
World,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,89.51228232,5.466662887768,True
United Arab Emirates (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Argentina,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Armenia,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Antigua and Barbuda,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Australia,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Austria,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Azerbaijan,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Burundi,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,11.0647974,1.55213339026,True
Belgium,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Benin,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,40.31874084,3.011905167916,True
Burkina Faso,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,18.3791523,1.91711969977,True
Bangladesh,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,92.2,5.60078,True
Bulgaria,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Bahrain,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Bahamas (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Bosnia and Herzegovina,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Belarus,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Belize,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,92.72,5.626728,True
Bermuda,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Bolivia (Plurinational State of),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,96.30310059,5.805524719441,True
Brazil,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.8,5.98002,True
Barbados,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Brunei Darussalam,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Bhutan,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Botswana,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,70.18318176,4.502140769824,True
Central African Republic (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,14.3,1.7135700000000005,True
Canada,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Central Europe and the Baltics,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Switzerland,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Channel Islands,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Chile,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
China,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Côte d'Ivoire,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,68.55010986,4.4206504820140005,True
Cameroon,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,63.45231247,4.166270392253001,True
Democratic Republic of the Congo (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,19.1,1.95309,True
Congo (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,48.32972336,3.4116531956640004,True
Colombia,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.7662735,5.97833704765,True
Comoros (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,84.04824066,5.194007208934,True
Cabo Verde,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,95.53353882,5.767123587118,True
Costa Rica,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.71,5.975529,True
Caribbean small states,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,98.28050491,5.904197195009001,True
Cuba,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.8,5.98002,True
Curaçao,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Cayman Islands,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Cyprus,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Czechia,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Germany,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Djibouti,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,61.27593613,4.057669212887,True
Dominica,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Denmark,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Dominican Republic (the),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Algeria,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.5,5.96505,True
East Asia & Pacific (excluding high income),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,97.93834985,5.887123657515,True
Early-demographic dividend,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,92.54255259,5.617873374241,True
East Asia & Pacific,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,98.13627724,5.897000234276,True
Europe & Central Asia (excluding high income),2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.98532513,5.989267723987001,True
Europe & Central Asia,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,99.99332627,5.989666980873,True
Ecuador,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Egypt,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
Euro area,2019.0,Infrastructure,Connectivity Technology,% of population covered by electricity,100.0,5.99,True
