,Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Sub-Pillar,Unnamed: 0
96,Norway,2019.0,% of population using internet (all),98.00000439,5.890200219061,True,Digital Literacy Skills,
97,Poland,2019.0,% of population using internet (all),80.43590724,5.0137517712760005,True,Digital Literacy Skills,
98,Portugal,2019.0,% of population using internet (all),75.34637155,4.759783940345001,True,Digital Literacy Skills,
99,Romania,2019.0,% of population using internet (all),73.65747575,4.675508039925001,True,Digital Literacy Skills,
100,San Marino,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
101,Serbia,2019.0,% of population using internet (all),77.41677362,4.863097003638,True,Digital Literacy Skills,
102,Slovakia,2019.0,% of population using internet (all),82.8536605,5.13439765895,True,Digital Literacy Skills,
103,Slovenia,2019.0,% of population using internet (all),83.1083578,5.14710705422,True,Digital Literacy Skills,
104,Spain,2019.0,% of population using internet (all),90.71866533,5.526861399967,True,Digital Literacy Skills,
105,Sweden,2019.0,% of population using internet (all),94.49344341,5.715222826159,True,Digital Literacy Skills,
106,Switzerland,2019.0,% of population using internet (all),93.14608695,5.647989738805,True,Digital Literacy Skills,
107,Turkey,2019.0,% of population using internet (all),73.97670281,4.691437470219,True,Digital Literacy Skills,
108,Ukraine,2019.0,% of population using internet (all),70.1248443,4.499229730570001,True,Digital Literacy Skills,
109,United Kingdom,2019.0,% of population using internet (all),92.51662855,5.616579764645,True,Digital Literacy Skills,
110,Vatican,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
111,Antigua and Barbuda,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
112,Argentina,2019.0,% of population using internet (all),79.9,4.98701,True,Digital Literacy Skills,
113,Barbados,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
114,Bolivia (Plurinational State of),2019.0,% of population using internet (all),47.47481911,3.368993473589,True,Digital Literacy Skills,
115,Brazil,2019.0,% of population using internet (all),73.91244005,4.688230758495,True,Digital Literacy Skills,
116,Colombia,2019.0,% of population using internet (all),65.00690072,4.243844345928,True,Digital Literacy Skills,
117,Costa Rica,2019.0,% of population using internet (all),81.20259644,5.052009562356,True,Digital Literacy Skills,
118,Cuba,2019.0,% of population using internet (all),67.97080866,4.391743352134,True,Digital Literacy Skills,
119,Dominica,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
120,El Salvador,2019.0,% of population using internet (all),50.49119319,3.519510540181,True,Digital Literacy Skills,
121,Grenada,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
122,Guatemala,2019.0,% of population using internet (all),44.40104984,3.215612387016,True,Digital Literacy Skills,
123,Guyana,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
124,Honduras,2019.0,% of population using internet (all),39.39,2.965561,True,Digital Literacy Skills,
125,Jamaica,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
126,Mexico,2019.0,% of population using internet (all),70.06991047,4.496488532453,True,Digital Literacy Skills,
127,Panama,2019.0,% of population using internet (all),63.62841477,4.175057897023001,True,Digital Literacy Skills,
128,Paraguay,2019.0,% of population using internet (all),68.51762842,4.419029658157999,True,Digital Literacy Skills,
129,Peru,2019.0,% of population using internet (all),59.95050106,3.9915300028940006,True,Digital Literacy Skills,
130,Saint Kitts and Nevis,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
131,Saint Lucia,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
132,Saint Vincent and the Grenadines,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
133,Trinidad and Tobago,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
134,United States,2019.0,% of population using internet (all),89.43028486,5.462571214514,True,Digital Literacy Skills,
135,Uruguay,2019.0,% of population using internet (all),83.35153377,5.159241535123001,True,Digital Literacy Skills,
136,Venezuela,2019.0,% of population using internet (all),,,True,Digital Literacy Skills,
0,Cabo Verde,2019.0,% of population using internet (female),60.965017,4.0421543483,True,Digital Literacy Skills,
1,Côte d'Ivoire,2019.0,% of population using internet (female),32.92444456,2.642929783544,True,Digital Literacy Skills,
2,Kenya,2019.0,% of population using internet (female),20.12512243,2.004243609257,True,Digital Literacy Skills,
3,Lesotho,2019.0,% of population using internet (female),44.92276804,3.241646125196,True,Digital Literacy Skills,
4,Mauritius,2019.0,% of population using internet (female),60.13064467,4.000519169033,True,Digital Literacy Skills,
5,Bahrain,2019.0,% of population using internet (female),99.31640309,5.955888514191,True,Digital Literacy Skills,
6,Egypt,2019.0,% of population using internet (female),52.98698988,3.644050795012,True,Digital Literacy Skills,
7,Kuwait,2019.0,% of population using internet (female),99.57995943,5.969039975557,True,Digital Literacy Skills,
8,Morocco,2019.0,% of population using internet (female),70.16712968,4.501339771032001,True,Digital Literacy Skills,
9,Oman,2019.0,% of population using internet (female),97.15346632,5.847957969368,True,Digital Literacy Skills,
10,Palestine,2019.0,% of population using internet (female),68.93449038,4.4398310699620005,True,Digital Literacy Skills,
11,Qatar,2019.0,% of population using internet (female),99.3194985,5.95604297515,True,Digital Literacy Skills,
12,Saudi Arabia,2019.0,% of population using internet (female),94.56689044,5.718887832956,True,Digital Literacy Skills,
13,Tunisia,2019.0,% of population using internet (female),61.11255938,4.049516713062,True,Digital Literacy Skills,
14,United Arab Emirates,2019.0,% of population using internet (female),99.50150764,5.965125231236001,True,Digital Literacy Skills,
15,Brunei Darussalam,2019.0,% of population using internet (female),99.75022604,5.977536279396,True,Digital Literacy Skills,
16,Cambodia,2019.0,% of population using internet (female),77.78378557,4.881410899943001,True,Digital Literacy Skills,
17,China,2019.0,% of population using internet (female),63.52405152,4.169850170848,True,Digital Literacy Skills,
18,"Hong Kong, China",2019.0,% of population using internet (female),90.47216801,5.5145611836990005,True,Digital Literacy Skills,
19,Indonesia,2019.0,% of population using internet (female),44.86402159,3.238714677341,True,Digital Literacy Skills,
20,Iran (Islamic Republic of),2019.0,% of population using internet (female),71.61635451,4.573656090048999,True,Digital Literacy Skills,
21,Japan,2019.0,% of population using internet (female),90.9524801,5.538528756990001,True,Digital Literacy Skills,
22,Korea (Rep. of),2019.0,% of population using internet (female),95.31349602,5.7561434513980005,True,Digital Literacy Skills,
23,"Macao, China",2019.0,% of population using internet (female),85.75598365,5.279223584135,True,Digital Literacy Skills,
24,Malaysia,2019.0,% of population using internet (female),82.36896816,5.110211511184,True,Digital Literacy Skills,
25,Mongolia,2019.0,% of population using internet (female),55.04734908,3.746862719092,True,Digital Literacy Skills,
26,Pakistan,2019.0,% of population using internet (female),12.92844227,1.645129269273,True,Digital Literacy Skills,
27,Singapore,2019.0,% of population using internet (female),87.80582903,5.381510868597,True,Digital Literacy Skills,
28,Thailand,2019.0,% of population using internet (female),65.57296567,4.272090986933,True,Digital Literacy Skills,
29,Viet Nam,2019.0,% of population using internet (female),65.50475236,4.268687142764,True,Digital Literacy Skills,
30,Armenia,2019.0,% of population using internet (female),67.22694118,4.354624364882,True,Digital Literacy Skills,
31,Azerbaijan,2019.0,% of population using internet (female),78.03007612,4.893700798388,True,Digital Literacy Skills,
32,Belarus,2019.0,% of population using internet (female),83.03013958,5.143203965042,True,Digital Literacy Skills,
33,Kazakhstan,2019.0,% of population using internet (female),80.99023385,5.041412669115,True,Digital Literacy Skills,
34,Russian Federation,2019.0,% of population using internet (female),81.98767073,5.0911847694270005,True,Digital Literacy Skills,
35,Uzbekistan,2019.0,% of population using internet (female),65.91775518,4.289295983482,True,Digital Literacy Skills,
36,Albania,2019.0,% of population using internet (female),65.96156004,4.291481845996,True,Digital Literacy Skills,
37,Austria,2019.0,% of population using internet (female),85.26650739,5.254798718761,True,Digital Literacy Skills,
38,Belgium,2019.0,% of population using internet (female),89.2103486,5.45159639514,True,Digital Literacy Skills,
39,Bosnia and Herzegovina,2019.0,% of population using internet (female),67.45225822,4.365867685178,True,Digital Literacy Skills,
40,Bulgaria,2019.0,% of population using internet (female),66.69928025,4.328294084475001,True,Digital Literacy Skills,
41,Croatia,2019.0,% of population using internet (female),76.1521023,4.799989904769999,True,Digital Literacy Skills,
42,Cyprus,2019.0,% of population using internet (female),85.84730878,5.283780708122,True,Digital Literacy Skills,
43,Czech Republic,2019.0,% of population using internet (female),78.33164069,4.908748870431,True,Digital Literacy Skills,
44,Denmark,2019.0,% of population using internet (female),98.05809938,5.893099159062,True,Digital Literacy Skills,
45,Estonia,2019.0,% of population using internet (female),89.48928179,5.465515161321001,True,Digital Literacy Skills,
46,Finland,2019.0,% of population using internet (female),88.88643491,5.435433102009001,True,Digital Literacy Skills,
47,France,2019.0,% of population using internet (female),82.16576693,5.100071769807,True,Digital Literacy Skills,
48,Georgia,2019.0,% of population using internet (female),67.7768481,4.38206472019,True,Digital Literacy Skills,
49,Germany,2019.0,% of population using internet (female),85.2831396,5.25562866604,True,Digital Literacy Skills,
50,Greece,2019.0,% of population using internet (female),73.99621178,4.692410967821999,True,Digital Literacy Skills,
51,Hungary,2019.0,% of population using internet (female),79.65167855,4.974618759645,True,Digital Literacy Skills,
52,Ireland,2019.0,% of population using internet (female),87.98193266,5.390298439734,True,Digital Literacy Skills,
53,Israel,2019.0,% of population using internet (female),86.06911373,5.294848775127,True,Digital Literacy Skills,
54,Latvia,2019.0,% of population using internet (female),85.01046862,5.242022384138,True,Digital Literacy Skills,
55,Lithuania,2019.0,% of population using internet (female),82.34446641,5.108988873859,True,Digital Literacy Skills,
56,Luxembourg,2019.0,% of population using internet (female),96.88050643,5.8343372708570005,True,Digital Literacy Skills,
57,Malta,2019.0,% of population using internet (female),85.81534372,5.282185651628001,True,Digital Literacy Skills,
58,Montenegro,2019.0,% of population using internet (female),71.08089856,4.546936838144,True,Digital Literacy Skills,
59,Netherlands,2019.0,% of population using internet (female),92.0,5.590800000000001,True,Digital Literacy Skills,
60,North Macedonia,2019.0,% of population using internet (female),80.76745136,5.030295822864,True,Digital Literacy Skills,
61,Norway,2019.0,% of population using internet (female),97.00000891,5.840300444609,True,Digital Literacy Skills,
62,Poland,2019.0,% of population using internet (female),79.96973525,4.990489788975,True,Digital Literacy Skills,
63,Portugal,2019.0,% of population using internet (female),74.05943938,4.695566025062,True,Digital Literacy Skills,
64,Romania,2019.0,% of population using internet (female),72.04119809,4.594855784691,True,Digital Literacy Skills,
65,Serbia,2019.0,% of population using internet (female),73.73677398,4.679465021602001,True,Digital Literacy Skills,
66,Slovakia,2019.0,% of population using internet (female),82.31635059,5.107585894441001,True,Digital Literacy Skills,
67,Slovenia,2019.0,% of population using internet (female),81.96276645,5.089942045855,True,Digital Literacy Skills,
68,Spain,2019.0,% of population using internet (female),90.74373116,5.528112184884,True,Digital Literacy Skills,
69,Sweden,2019.0,% of population using internet (female),94.07715545,5.6944500569550005,True,Digital Literacy Skills,
70,Switzerland,2019.0,% of population using internet (female),91.25823773,5.553786062727,True,Digital Literacy Skills,
71,Turkey,2019.0,% of population using internet (female),67.59839643,4.373159981857,True,Digital Literacy Skills,
72,Ukraine,2019.0,% of population using internet (female),68.17509986,4.401937483014001,True,Digital Literacy Skills,
73,United Kingdom,2019.0,% of population using internet (female),91.401132,5.5609164868,True,Digital Literacy Skills,
74,Bolivia (Plurinational State of),2019.0,% of population using internet (female),44.43076351,3.217095099149,True,Digital Literacy Skills,
75,Brazil,2019.0,% of population using internet (female),73.47293867,4.666299639633,True,Digital Literacy Skills,
76,Colombia,2019.0,% of population using internet (female),65.89683719,4.288252175781,True,Digital Literacy Skills,
77,Costa Rica,2019.0,% of population using internet (female),81.97330054,5.090467696946,True,Digital Literacy Skills,
78,Cuba,2019.0,% of population using internet (female),75.11275379,4.748126414121,True,Digital Literacy Skills,
79,El Salvador,2019.0,% of population using internet (female),48.87095779,3.438660793721,True,Digital Literacy Skills,
80,Guatemala,2019.0,% of population using internet (female),41.84880108,3.088255173892,True,Digital Literacy Skills,
81,Mexico,2019.0,% of population using internet (female),68.5746531,4.421875189690001,True,Digital Literacy Skills,
82,Panama,2019.0,% of population using internet (female),63.81149369,4.184193535131,True,Digital Literacy Skills,
83,Paraguay,2019.0,% of population using internet (female),69.01722958,4.443959756042,True,Digital Literacy Skills,
84,Peru,2019.0,% of population using internet (female),56.99214438,3.843908004562,True,Digital Literacy Skills,
85,Uruguay,2019.0,% of population using internet (female),83.83570588,5.1834017234120005,True,Digital Literacy Skills,
0,Cabo Verde,2019.0,% of population using internet (male),62.92116582,4.139766174418,True,Digital Literacy Skills,
1,Côte d'Ivoire,2019.0,% of population using internet (male),39.8088708,2.98646265292,True,Digital Literacy Skills,
2,Kenya,2019.0,% of population using internet (male),25.07166819,2.251076242681,True,Digital Literacy Skills,
3,Lesotho,2019.0,% of population using internet (male),38.34998472,2.913664237528,True,Digital Literacy Skills,
4,Mauritius,2019.0,% of population using internet (male),63.39309304,4.163315342696,True,Digital Literacy Skills,
5,Bahrain,2019.0,% of population using internet (male),99.91031436,5.985524686564,True,Digital Literacy Skills,
6,Egypt,2019.0,% of population using internet (male),61.54134657,4.070913193843,True,Digital Literacy Skills,
7,Kuwait,2019.0,% of population using internet (male),99.52150649,5.966123173851,True,Digital Literacy Skills,
8,Morocco,2019.0,% of population using internet (male),78.63683328,4.923977980672,True,Digital Literacy Skills,
9,Oman,2019.0,% of population using internet (male),94.40484852,5.710801941148,True,Digital Literacy Skills,
10,Palestine,2019.0,% of population using internet (male),72.26256321,4.605901904179,True,Digital Literacy Skills,
11,Qatar,2019.0,% of population using internet (male),99.99971232,5.989985644768001,True,Digital Literacy Skills,
12,Saudi Arabia,2019.0,% of population using internet (male),96.53120657,5.816907207842999,True,Digital Literacy Skills,
13,Tunisia,2019.0,% of population using internet (male),72.46203289,4.615855441211,True,Digital Literacy Skills,
14,United Arab Emirates,2019.0,% of population using internet (male),99.03001421,5.941597709079001,True,Digital Literacy Skills,
15,Brunei Darussalam,2019.0,% of population using internet (male),91.83318264,5.582475813736,True,Digital Literacy Skills,
16,Cambodia,2019.0,% of population using internet (male),78.78837064,4.931539694936,True,Digital Literacy Skills,
17,China,2019.0,% of population using internet (male),65.56964503,4.271925286997,True,Digital Literacy Skills,
18,"Hong Kong, China",2019.0,% of population using internet (male),93.15081776,5.648225806224,True,Digital Literacy Skills,
19,Indonesia,2019.0,% of population using internet (male),50.49711344,3.519805960656,True,Digital Literacy Skills,
20,Iran (Islamic Republic of),2019.0,% of population using internet (male),83.78693025,5.180967819475,True,Digital Literacy Skills,
21,Japan,2019.0,% of population using internet (male),94.64445824,5.722758466176001,True,Digital Literacy Skills,
22,Korea (Rep. of),2019.0,% of population using internet (male),96.97363291,5.838984282209,True,Digital Literacy Skills,
23,"Macao, China",2019.0,% of population using internet (male),87.28614559,5.355578664941,True,Digital Literacy Skills,
24,Malaysia,2019.0,% of population using internet (male),85.85378926,5.284104084074,True,Digital Literacy Skills,
25,Mongolia,2019.0,% of population using internet (male),46.86097056,3.338362430944,True,Digital Literacy Skills,
26,Pakistan,2019.0,% of population using internet (male),21.34217835,2.064974699665,True,Digital Literacy Skills,
27,Singapore,2019.0,% of population using internet (male),90.15701416,5.498835006584,True,Digital Literacy Skills,
28,Thailand,2019.0,% of population using internet (male),67.79570691,4.383005774809001,True,Digital Literacy Skills,
29,Viet Nam,2019.0,% of population using internet (male),71.84789925,4.585210172575,True,Digital Literacy Skills,
30,Armenia,2019.0,% of population using internet (male),65.78686376,4.282764501624,True,Digital Literacy Skills,
31,Azerbaijan,2019.0,% of population using internet (male),84.22680357,5.202917498143,True,Digital Literacy Skills,
32,Belarus,2019.0,% of population using internet (male),82.47130676,5.115318207324,True,Digital Literacy Skills,
33,Kazakhstan,2019.0,% of population using internet (male),82.83816486,5.133624426514,True,Digital Literacy Skills,
34,Russian Federation,2019.0,% of population using internet (male),83.38778535,5.161050488965,True,Digital Literacy Skills,
35,Uzbekistan,2019.0,% of population using internet (male),74.90000359,4.737510179140999,True,Digital Literacy Skills,
36,Albania,2019.0,% of population using internet (male),71.1593949,4.55085380551,True,Digital Literacy Skills,
37,Austria,2019.0,% of population using internet (male),90.27679005,5.504811823495,True,Digital Literacy Skills,
38,Belgium,2019.0,% of population using internet (male),91.34650963,5.558190830537,True,Digital Literacy Skills,
39,Bosnia and Herzegovina,2019.0,% of population using internet (male),72.82014769,4.633725369731,True,Digital Literacy Skills,
40,Bulgaria,2019.0,% of population using internet (male),69.22861566,4.454507921434001,True,Digital Literacy Skills,
41,Croatia,2019.0,% of population using internet (male),82.16524377,5.100045664123001,True,Digital Literacy Skills,
42,Cyprus,2019.0,% of population using internet (male),86.29089082,5.3059154519180005,True,Digital Literacy Skills,
43,Czech Republic,2019.0,% of population using internet (male),83.59206539,5.171244062961,True,Digital Literacy Skills,
44,Denmark,2019.0,% of population using internet (male),98.03487264,5.891940144736,True,Digital Literacy Skills,
45,Estonia,2019.0,% of population using internet (male),89.57777452,5.469930948548001,True,Digital Literacy Skills,
46,Finland,2019.0,% of population using internet (male),90.34867249,5.508398757251,True,Digital Literacy Skills,
47,France,2019.0,% of population using internet (male),84.61802334,5.222439364665999,True,Digital Literacy Skills,
48,Georgia,2019.0,% of population using internet (male),70.08479839,4.497231439661,True,Digital Literacy Skills,
49,Germany,2019.0,% of population using internet (male),91.06423778,5.5441054652220005,True,Digital Literacy Skills,
50,Greece,2019.0,% of population using internet (male),77.47060538,4.865783208462,True,Digital Literacy Skills,
51,Hungary,2019.0,% of population using internet (male),81.13416272,5.048594719728,True,Digital Literacy Skills,
52,Ireland,2019.0,% of population using internet (male),86.00033447,5.291416690053,True,Digital Literacy Skills,
53,Israel,2019.0,% of population using internet (male),87.54480219,5.368485629281,True,Digital Literacy Skills,
54,Latvia,2019.0,% of population using internet (male),87.40104146,5.361311968854,True,Digital Literacy Skills,
55,Lithuania,2019.0,% of population using internet (male),80.74266099,5.029058783401001,True,Digital Literacy Skills,
56,Luxembourg,2019.0,% of population using internet (male),97.35199554,5.8578645774460005,True,Digital Literacy Skills,
57,Malta,2019.0,% of population using internet (male),85.74470371,5.278660715129,True,Digital Literacy Skills,
58,Montenegro,2019.0,% of population using internet (male),75.30926591,4.757932368909,True,Digital Literacy Skills,
59,Netherlands,2019.0,% of population using internet (male),94.59459459,5.720270270041,True,Digital Literacy Skills,
60,North Macedonia,2019.0,% of population using internet (male),82.05136341,5.094363034159,True,Digital Literacy Skills,
61,Norway,2019.0,% of population using internet (male),98.00000288,5.890200143712,True,Digital Literacy Skills,
62,Poland,2019.0,% of population using internet (male),80.91981478,5.037898757522,True,Digital Literacy Skills,
63,Portugal,2019.0,% of population using internet (male),76.75698704,4.830173653296001,True,Digital Literacy Skills,
64,Romania,2019.0,% of population using internet (male),75.2957356,4.75725720644,True,Digital Literacy Skills,
65,Serbia,2019.0,% of population using internet (male),81.2243024,5.05309268976,True,Digital Literacy Skills,
66,Slovakia,2019.0,% of population using internet (male),83.40166355,5.161743011145,True,Digital Literacy Skills,
67,Slovenia,2019.0,% of population using internet (male),84.20519889,5.201839424611,True,Digital Literacy Skills,
68,Spain,2019.0,% of population using internet (male),90.69319108,5.525590234892,True,Digital Literacy Skills,
69,Sweden,2019.0,% of population using internet (male),94.9044586,5.735732484140001,True,Digital Literacy Skills,
70,Switzerland,2019.0,% of population using internet (male),95.07423806,5.744204479194,True,Digital Literacy Skills,
71,Turkey,2019.0,% of population using internet (male),80.40202063,5.012060829437,True,Digital Literacy Skills,
72,Ukraine,2019.0,% of population using internet (male),72.38620178,4.612071468822,True,Digital Literacy Skills,
73,United Kingdom,2019.0,% of population using internet (male),93.67270047,5.674267753453,True,Digital Literacy Skills,
74,Bolivia (Plurinational State of),2019.0,% of population using internet (male),50.66480672,3.528173855328,True,Digital Literacy Skills,
75,Brazil,2019.0,% of population using internet (male),74.3905486,4.7120883751400005,True,Digital Literacy Skills,
76,Colombia,2019.0,% of population using internet (male),64.08817987,4.198000175513,True,Digital Literacy Skills,
77,Costa Rica,2019.0,% of population using internet (male),80.37777561,5.010851002939001,True,Digital Literacy Skills,
78,Cuba,2019.0,% of population using internet (male),60.73264352,4.030558911648001,True,Digital Literacy Skills,
79,El Salvador,2019.0,% of population using internet (male),52.3796127,3.61374267373,True,Digital Literacy Skills,
80,Guatemala,2019.0,% of population using internet (male),47.28337686,3.359440505314,True,Digital Literacy Skills,
81,Mexico,2019.0,% of population using internet (male),71.74032396,4.579842165604,True,Digital Literacy Skills,
82,Panama,2019.0,% of population using internet (male),63.43383517,4.165348374983,True,Digital Literacy Skills,
83,Paraguay,2019.0,% of population using internet (male),68.0062587,4.393512309130001,True,Digital Literacy Skills,
84,Peru,2019.0,% of population using internet (male),62.91570295,4.139493577205,True,Digital Literacy Skills,
85,Uruguay,2019.0,% of population using internet (male),82.83156997,5.1332953415030005,True,Digital Literacy Skills,
0,China,2020.0,% of population with a smartphone,0.64,4.1936,True,Usage and ownership,
1,India,2020.0,% of population with a smartphone,0.32,2.5968,True,Usage and ownership,
2,United States,2020.0,% of population with a smartphone,0.82,5.0918,True,Usage and ownership,
3,Indonesia,2020.0,% of population with a smartphone,0.59,3.9441,True,Usage and ownership,
4,Brazil,2020.0,% of population with a smartphone,0.51,3.5449,True,Usage and ownership,
5,Russia,2020.0,% of population with a smartphone,0.69,4.443099999999999,True,Usage and ownership,
6,Japan,2020.0,% of population with a smartphone,0.63,4.1437,True,Usage and ownership,
7,Mexico,2020.0,% of population with a smartphone,0.54,3.6946,True,Usage and ownership,
8,Germany,2020.0,% of population with a smartphone,0.78,4.892200000000001,True,Usage and ownership,
9,Vietnam,2020.0,% of population with a smartphone,0.63,4.1437,True,Usage and ownership,
10,United Kingdom,2020.0,% of population with a smartphone,0.79,4.9421,True,Usage and ownership,
11,Bangladesh,2020.0,% of population with a smartphone,0.32,2.5968,True,Usage and ownership,
12,Iran,2020.0,% of population with a smartphone,0.63,4.1437,True,Usage and ownership,
13,Turkey,2020.0,% of population with a smartphone,0.62,4.0938,True,Usage and ownership,
14,France,2020.0,% of population with a smartphone,0.78,4.892200000000001,True,Usage and ownership,
15,Italy,2020.0,% of population with a smartphone,0.76,4.792400000000001,True,Usage and ownership,
16,Philippines,2020.0,% of population with a smartphone,0.38,2.8962000000000003,True,Usage and ownership,
17,Pakistan,2020.0,% of population with a smartphone,0.18,1.8982,True,Usage and ownership,
18,South Korea,2020.0,% of population with a smartphone,0.77,4.8423,True,Usage and ownership,
19,Thailand,2020.0,% of population with a smartphone,0.54,3.6946,True,Usage and ownership,
0,Japan,2018.0,Automation-led unemployment,55.71,3.210071,False,Digital Wellbeing,
1,Thailand,2018.0,Automation-led unemployment,54.69,3.260969,False,Digital Wellbeing,
2,Senegal,2018.0,Automation-led unemployment,54.0,3.2954,False,Digital Wellbeing,
3,Colombia,2018.0,Automation-led unemployment,53.14,3.338314,False,Digital Wellbeing,
4,Peru,2018.0,Automation-led unemployment,53.08,3.3413080000000006,False,Digital Wellbeing,
5,Taiwan,2018.0,Automation-led unemployment,53.06,3.342306,False,Digital Wellbeing,
6,Kenya,2018.0,Automation-led unemployment,52.11,3.389711,False,Digital Wellbeing,
7,South Korea,2018.0,Automation-led unemployment,52.08,3.391208,False,Digital Wellbeing,
8,Sweden,2018.0,Automation-led unemployment,52.0,3.3952,False,Digital Wellbeing,
9,Costa Rica,2018.0,Automation-led unemployment,52.0,3.3952,False,Digital Wellbeing,
10,Qatar,2018.0,Automation-led unemployment,52.0,3.3952,False,Digital Wellbeing,
11,Indonesia,2018.0,Automation-led unemployment,51.82,3.4041820000000005,False,Digital Wellbeing,
12,India,2018.0,Automation-led unemployment,51.76,3.407176,False,Digital Wellbeing,
13,Mexico,2018.0,Automation-led unemployment,51.72,3.409172,False,Digital Wellbeing,
14,Malaysia,2018.0,Automation-led unemployment,51.64,3.413164,False,Digital Wellbeing,
15,China,2018.0,Automation-led unemployment,51.17,3.436617,False,Digital Wellbeing,
16,Ghana,2018.0,Automation-led unemployment,50.79,3.455579,False,Digital Wellbeing,
17,Tanzania,2018.0,Automation-led unemployment,50.5,3.47005,False,Digital Wellbeing,
18,Morroco,2018.0,Automation-led unemployment,50.45,3.472545,False,Digital Wellbeing,
19,Italy,2018.0,Automation-led unemployment,50.43,3.4735430000000003,False,Digital Wellbeing,
20,Mozambique,2018.0,Automation-led unemployment,50.41,3.4745410000000003,False,Digital Wellbeing,
21,Russia,2018.0,Automation-led unemployment,50.28,3.481028,False,Digital Wellbeing,
22,Turkey,2018.0,Automation-led unemployment,50.21,3.484521,False,Digital Wellbeing,
23,Brazil,2018.0,Automation-led unemployment,50.05,3.4925050000000004,False,Digital Wellbeing,
24,Ethiopia,2018.0,Automation-led unemployment,49.89,3.500489,False,Digital Wellbeing,
25,Poland,2018.0,Automation-led unemployment,49.67,3.511467,False,Digital Wellbeing,
26,Barbados,2018.0,Automation-led unemployment,49.0,3.5449,False,Digital Wellbeing,
27,Egypt,2018.0,Automation-led unemployment,48.64,3.5628640000000003,False,Digital Wellbeing,
28,Spain,2018.0,Automation-led unemployment,48.6,3.56486,False,Digital Wellbeing,
29,Argentina,2018.0,Automation-led unemployment,48.55,3.567355,False,Digital Wellbeing,
30,Chile,2018.0,Automation-led unemployment,48.48,3.570848,False,Digital Wellbeing,
31,Germany,2018.0,Automation-led unemployment,48.01,3.594301,False,Digital Wellbeing,
32,Greece,2018.0,Automation-led unemployment,48.0,3.5948,False,Digital Wellbeing,
33,Philippines,2018.0,Automation-led unemployment,47.89,3.600289,False,Digital Wellbeing,
34,Austria,2018.0,Automation-led unemployment,47.0,3.6447,False,Digital Wellbeing,
35,Switzerland,2018.0,Automation-led unemployment,47.0,3.6447,False,Digital Wellbeing,
36,UAE,2018.0,Automation-led unemployment,47.0,3.6447,False,Digital Wellbeing,
37,Oman,2018.0,Automation-led unemployment,47.0,3.6447,False,Digital Wellbeing,
38,Canada,2018.0,Automation-led unemployment,46.75,3.657175,False,Digital Wellbeing,
39,Saudi Arabia,2018.0,Automation-led unemployment,46.51,3.669151,False,Digital Wellbeing,
40,Czech Republic,2018.0,Automation-led unemployment,46.0,3.6946,False,Digital Wellbeing,
41,Bahrain,2018.0,Automation-led unemployment,46.0,3.6946,False,Digital Wellbeing,
42,Bermuda,2018.0,Automation-led unemployment,46.0,3.6946,False,Digital Wellbeing,
43,United States,2018.0,Automation-led unemployment,45.8,3.70458,False,Digital Wellbeing,
44,Nigeria,2018.0,Automation-led unemployment,45.71,3.709071,False,Digital Wellbeing,
45,Netherlands,2018.0,Automation-led unemployment,44.83,3.752983,False,Digital Wellbeing,
46,Australia,2018.0,Automation-led unemployment,44.74,3.757474,False,Digital Wellbeing,
47,Ivory Coast,2018.0,Automation-led unemployment,44.58,3.765458,False,Digital Wellbeing,
48,Singapore,2018.0,Automation-led unemployment,44.0,3.7944,False,Digital Wellbeing,
49,United Kingdom,2018.0,Automation-led unemployment,42.96,3.846296,False,Digital Wellbeing,
50,France,2018.0,Automation-led unemployment,42.92,3.848292,False,Digital Wellbeing,
51,Norway,2018.0,Automation-led unemployment,42.0,3.8942,False,Digital Wellbeing,
52,Kuwait,2018.0,Automation-led unemployment,41.0,3.9441,False,Digital Wellbeing,
53,South Africa,2018.0,Automation-led unemployment,40.85,3.951585,False,Digital Wellbeing,
0,India,2018.0,Cyberbullying,37.0,4.1437,False,Digital Wellbeing,
1,Brazil,2018.0,Cyberbullying,29.0,4.5429,False,Digital Wellbeing,
2,United States,2018.0,Cyberbullying,26.0,4.6926000000000005,False,Digital Wellbeing,
3,Belgium,2018.0,Cyberbullying,25.0,4.7425,False,Digital Wellbeing,
4,South Africa,2018.0,Cyberbullying,26.0,4.6926000000000005,False,Digital Wellbeing,
5,Malaysia,2018.0,Cyberbullying,23.0,4.8423,False,Digital Wellbeing,
6,Sweden,2018.0,Cyberbullying,23.0,4.8423,False,Digital Wellbeing,
7,Canada,2018.0,Cyberbullying,20.0,4.992,False,Digital Wellbeing,
