Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tonga,TON,..,..,..,..,10,10,10,10,10,10,10,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Trinidad and Tobago,TTO,..,..,..,..,6,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tunisia,TUN,..,..,..,..,3,3,3,3,3,3,3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkey,TUR,..,..,..,..,2,2,2,2,4,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uganda,UGA,..,..,..,..,5,5,5,5,5,5,5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Ukraine,UKR,..,..,..,..,8,8,8,8,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Arab Emirates,ARE,..,..,..,..,2,2,2,2,2,6,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Kingdom,GBR,..,..,..,..,7,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United States,USA,..,..,..,..,11,11,11,11,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uruguay,URY,..,..,..,..,4,4,4,4,4,4,4,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uzbekistan,UZB,..,..,..,..,1,1,6,6,6,6,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vanuatu,VUT,..,..,..,..,10,10,10,11,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Venezuela, RB",VEN,..,..,..,..,1,1,1,1,1,1,1,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vietnam,VNM,..,..,..,..,7,7,7,7,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,West Bank and Gaza,PSE,..,..,..,..,0,0,0,0,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Yemen, Rep.",YEM,..,..,..,..,0,0,0,0,0,0,0,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zambia,ZMB,..,..,..,..,7,7,7,7,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zimbabwe,ZWE,..,..,..,..,5,5,5,5,5,5,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Africa Eastern and Southern,AFE,..,..,..,..,4,4.04,3.92307692307692,4.07692307692308,4.30769230769231,4.53846153846154,4.53846153846154,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Africa Western and Central,AFW,..,..,..,..,5.40909090909091,5.40909090909091,5.59090909090909,5.68181818181818,5.86363636363636,5.86363636363636,5.86363636363636,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Arab World,ARB,..,..,..,..,1.47619047619048,1.47619047619048,1.40909090909091,1.40909090909091,1.77272727272727,2.36363636363636,3.13636363636364,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Caribbean small states,CSS,..,..,..,..,5,5.38461538461539,5.30769230769231,5.30769230769231,5.30769230769231,5.30769230769231,5.30769230769231,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Central Europe and the Baltics,CEB,..,..,..,..,6.54545454545455,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Early-demographic dividend,EAR,..,..,..,..,3.78688524590164,3.90163934426229,4.13114754098361,4.26229508196721,4.60655737704918,4.81967213114754,5.31147540983607,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific,EAS,..,..,..,..,6.13793103448276,6.27586206896552,6.3448275862069,6.58620689655172,7.27586206896552,7.27586206896552,7.27586206896552,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (excluding high income),EAP,..,..,..,..,5.6,5.8,5.85,6.25,6.9,6.9,6.9,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,5.80952380952381,6,6.04761904761905,6.42857142857143,7.04761904761905,7.04761904761905,7.04761904761905,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Euro area,EMU,..,..,..,..,4.63157894736842,4.63157894736842,4.63157894736842,4.63157894736842,4.63157894736842,4.84210526315789,4.84210526315789,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia,ECS,..,..,..,..,5.3469387755102,5.42857142857143,5.61224489795918,5.71428571428571,5.97959183673469,6.18,6.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (excluding high income),ECA,..,..,..,..,5.75,5.7,6.15,6.4,7.05,7.5,8.3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,5.77272727272727,5.72727272727273,6.13636363636364,6.36363636363636,6.95454545454545,7.36363636363636,8.09090909090909,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,European Union,EUU,..,..,..,..,5.2962962962963,5.48148148148148,5.48148148148148,5.48148148148148,5.48148148148148,5.62962962962963,5.62962962962963,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Fragile and conflict affected situations,FCS,..,..,..,..,4.13513513513514,4.24324324324324,4.23684210526316,4.44736842105263,4.81578947368421,4.89473684210526,4.86842105263158,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,4.65789473684211,4.65789473684211,4.66666666666667,4.82051282051282,5,5.12820512820513,5.07692307692308,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,High income,HIC,..,..,..,..,5.21052631578947,5.31578947368421,5.33333333333333,5.31578947368421,5.45614035087719,5.55172413793103,5.63793103448276,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IBRD only,IBD,..,..,..,..,4.26470588235294,4.48529411764706,4.77941176470588,4.86764705882353,5.19117647058824,5.38235294117647,5.63235294117647,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA & IBRD total,IBT,..,..,..,..,4.54285714285714,4.67857142857143,4.85815602836879,4.99290780141844,5.29787234042553,5.47517730496454,5.68794326241135,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA blend,IDB,..,..,..,..,4.26666666666667,4.26666666666667,4.6,5,5.2,5.4,5.53333333333333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA only,IDX,..,..,..,..,4.94736842105263,5.01754385964912,5.01724137931035,5.13793103448276,5.44827586206897,5.60344827586207,5.79310344827586,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA total,IDA,..,..,..,..,4.80555555555556,4.86111111111111,4.93150684931507,5.10958904109589,5.3972602739726,5.56164383561644,5.73972602739726,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Late-demographic dividend,LTE,..,..,..,..,5,5.25,5.47916666666667,5.60416666666667,6.10416666666667,6.3125,6.4375,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean,LCN,..,..,..,..,4.24242424242424,4.6969696969697,5.15151515151515,5.15151515151515,5.21212121212121,5.24242424242424,5.24242424242424,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,3.72,4.28,4.88,4.88,4.92,4.96,4.96,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,3.9,4.4,4.9,4.9,4.93333333333333,4.96666666666667,4.96666666666667,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Least developed countries: UN classification,LDC,..,..,..,..,4.48888888888889,4.6,4.60869565217391,4.76086956521739,5,5.17391304347826,5.19565217391304,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low & middle income,LMY,..,..,..,..,4.45454545454545,4.59090909090909,4.78195488721805,4.92481203007519,5.30827067669173,5.49624060150376,5.7218045112782,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low income,LIC,..,..,..,..,4.36,4.4,4.42307692307692,4.65384615384615,4.76923076923077,4.92307692307692,4.84615384615385,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lower middle income,LMC,..,..,..,..,4.21818181818182,4.27272727272727,4.49090909090909,4.63636363636364,5.2,5.41818181818182,5.69090909090909,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa,MEA,..,..,..,..,1.42857142857143,1.42857142857143,1.42857142857143,1.42857142857143,1.80952380952381,2.33333333333333,3.23809523809524,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (excluding high income),MNA,..,..,..,..,1.15384615384615,1.15384615384615,1.15384615384615,1.15384615384615,1.76923076923077,2.30769230769231,3.38461538461538,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,1.25,1.25,1.25,1.25,1.25,1.83333333333333,3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle income,MIC,..,..,..,..,4.47663551401869,4.63551401869159,4.86915887850467,4.99065420560748,5.4392523364486,5.63551401869159,5.93457943925234,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,North America,NAC,..,..,..,..,10,10,10,10,10,10,10,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,OECD members,OED,..,..,..,..,5.55263157894737,5.92105263157895,6.18421052631579,6.18421052631579,6.23684210526316,6.42105263157895,6.42105263157895,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Other small states,OSS,..,..,..,..,3.92307692307692,3.92307692307692,3.92307692307692,4.03846153846154,4.30769230769231,4.46153846153846,4.65384615384615,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pacific island small states,PSS,..,..,..,..,8.22222222222222,8.22222222222222,8.22222222222222,8.33333333333333,8.77777777777778,8.77777777777778,8.77777777777778,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Post-demographic dividend,PST,..,..,..,..,5.63888888888889,5.77777777777778,5.80555555555556,5.80555555555556,5.86111111111111,5.97222222222222,5.97222222222222,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pre-demographic dividend,PRE,..,..,..,..,4.61111111111111,4.61111111111111,4.62162162162162,4.78378378378378,5.05405405405405,5.21621621621622,5.18918918918919,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Small states,SST,..,..,..,..,5.02083333333333,5.125,5.10416666666667,5.1875,5.41666666666667,5.5,5.60416666666667,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia,SAS,..,..,..,..,4.5,4.5,4.5,4.5,5.25,5.5,5.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia (IDA & IBRD),TSA,..,..,..,..,4.5,4.5,4.5,4.5,5.25,5.5,5.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa,SSF,..,..,..,..,4.65957446808511,4.68085106382979,4.6875,4.8125,5.02083333333333,5.14583333333333,5.14583333333333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,4.71739130434783,4.73913043478261,4.74468085106383,4.87234042553191,5.08510638297872,5.21276595744681,5.21276595744681,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,4.65957446808511,4.68085106382979,4.6875,4.8125,5.02083333333333,5.14583333333333,5.14583333333333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Upper middle income,UMC,..,..,..,..,4.75,5.01923076923077,5.26923076923077,5.36538461538461,5.69230769230769,5.86538461538461,6.19230769230769,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,World,WLD,..,..,..,..,4.68253968253968,4.80952380952381,4.94736842105263,5.04210526315789,5.35263157894737,5.5130890052356,5.69633507853403,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/30/2021,,,,,,,,,,,,,,,
