Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Cote d'Ivoire,CIV,Rule of Law: Estimate,RL.EST,-1.177384,-1.295482,-1.370619,-1.372084,-1.479573,-1.449099,-1.455051,-1.421531,-1.234531,-1.21725,-1.269172,-1.079259,-0.9050444,-0.5914158,-0.6297165
Cote d'Ivoire,CIV,Rule of Law: Percentile Rank,RL.PER.RNK,12.87129,8.415842,7.425743,7.655502,4.784689,4.30622,4.784689,5.288462,9.952606,9.952606,8.920188,14.55399,19.71831,32.69231,30.76923
Cote d'Ivoire,CIV,Rule of Law: Number of Sources,RL.NO.SRC,9,10,10,11,11,12,11,13,15,14,16,17,18,16,16
Croatia,HRV,Rule of Law: Estimate,RL.EST,0.030786,-0.1457034,-0.023264,0.085003,0.1285327,0.0060766,0.0876414,0.0863836,0.1621467,0.2019465,0.217893,0.2456077,0.2916495,0.3196851,0.2003541
Croatia,HRV,Rule of Law: Percentile Rank,RL.PER.RNK,52.9703,48.51485,52.47525,56.9378,57.41627,54.06699,55.98086,58.17308,60.18958,61.61137,61.03286,60.56338,61.03286,65.86539,62.5
Croatia,HRV,Rule of Law: Number of Sources,RL.NO.SRC,9,12,12,13,13,15,15,14,14,14,15,16,16,15,15
Cuba,CUB,Rule of Law: Estimate,RL.EST,-1.041968,-1.166926,-1.215304,-1.106403,-1.080982,-0.7590932,-0.6848091,-0.8249094,-0.7082311,-0.718004,-0.6907415,-0.7055269,-0.6972642,-0.657769,-0.7014594
Cuba,CUB,Rule of Law: Percentile Rank,RL.PER.RNK,17.82178,11.88119,10.39604,14.83254,14.83254,25.83732,29.1866,22.59615,28.43602,28.90995,30.04695,29.10798,30.04695,29.80769,28.36539
Cuba,CUB,Rule of Law: Number of Sources,RL.NO.SRC,6,8,8,9,9,11,11,10,10,10,10,11,11,10,9
Cyprus,CYP,Rule of Law: Estimate,RL.EST,1.039934,1.015691,0.9688059,0.9229077,0.8870873,1.105021,1.119864,1.216479,1.212835,1.216249,1.07301,1.09963,1.036581,1.077018,1.039911
Cyprus,CYP,Rule of Law: Percentile Rank,RL.PER.RNK,83.66337,81.68317,80.19802,79.42583,79.9043,87.08134,85.64594,87.5,86.72986,87.20379,83.09859,84.03756,82.15962,82.69231,81.73077
Cyprus,CYP,Rule of Law: Number of Sources,RL.NO.SRC,6,6,7,8,8,9,9,9,10,10,10,10,10,9,9
Czech Republic,CZE,Rule of Law: Estimate,RL.EST,0.6365668,0.864072,0.8710438,0.7831998,0.8675278,0.8726435,0.9059033,0.914494,0.9625925,0.9494792,1.036918,1.041853,1.039771,1.152181,1.148088
Czech Republic,CZE,Rule of Law: Percentile Rank,RL.PER.RNK,71.28713,77.72277,78.71287,72.72727,79.42583,76.55502,79.9043,80.76923,81.04266,80.09479,82.15962,82.15962,82.6291,84.61539,84.13461
Czech Republic,CZE,Rule of Law: Number of Sources,RL.NO.SRC,12,13,13,13,12,14,15,15,14,15,16,16,15,14,14
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.838745,1.916299,1.960584,1.951609,1.948244,1.997572,2.01373,1.966503,1.924757,1.897532,1.922708,1.8739,1.900482,2.096355,2.042371
Denmark,DNK,Rule of Law: Percentile Rank,RL.PER.RNK,97.52475,99.0099,99.50495,99.04306,99.04306,100,100,99.51923,98.5782,99.05213,99.06104,98.12206,98.59155,99.51923,99.51923
Denmark,DNK,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,9,9,10,10,10,11,11,11,12,12,11,11
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-0.8863206,-0.9174076,-0.8672841,-0.8505027,-0.9570376,-0.8768257,-0.7562746,-0.644799,-0.676524,-0.7291497,-0.8070534,-0.7914565,-0.7720865,-0.8739326,-0.9221799
Djibouti,DJI,Rule of Law: Percentile Rank,RL.PER.RNK,23.76238,19.30693,21.28713,22.00957,19.13876,22.48804,25.35885,32.21154,30.33175,28.43602,24.88263,24.88263,26.29108,19.23077,17.78846
Djibouti,DJI,Rule of Law: Number of Sources,RL.NO.SRC,6,6,6,7,8,8,8,9,10,10,10,10,11,10,9
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.6349266,0.761684,0.7400781,0.621063,0.6193435,0.6960428,0.6465367,0.6365636,0.7120466,0.7056356,0.6488097,0.6370018,0.6489149,0.4929031,0.6734655
Dominica,DMA,Rule of Law: Percentile Rank,RL.PER.RNK,70.79208,74.25742,74.75247,69.37799,68.42105,69.85646,70.8134,70.19231,69.19431,69.66824,68.5446,69.01408,70.89202,70.19231,74.03846
Dominica,DMA,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.6103399,-0.6727703,-0.6085726,-0.6721057,-0.6704072,-0.5758091,-0.6136354,-0.6602893,-0.7726221,-0.8083335,-0.7734064,-0.6877707,-0.5323906,-0.4056694,-0.5126879
Dominican Republic,DOM,Rule of Law: Percentile Rank,RL.PER.RNK,31.68317,29.70297,31.18812,30.62201,31.10048,33.97129,32.05742,30.76923,26.06635,24.64455,26.29108,30.04695,36.61972,39.42308,35.09615
Dominican Republic,DOM,Rule of Law: Number of Sources,RL.NO.SRC,8,10,10,13,13,15,15,15,15,15,16,16,16,14,15
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-0.6403912,-0.7208155,-0.738097,-0.7466743,-0.7937143,-1.033067,-1.035035,-1.167481,-1.251499,-1.204076,-1.205298,-1.134688,-0.9682715,-1.058418,-1.028903
Ecuador,ECU,Rule of Law: Percentile Rank,RL.PER.RNK,30.19802,28.21782,27.22772,26.79426,25.83732,14.83254,14.35407,10.57692,9.00474,10.90047,10.79812,12.67606,17.37089,12.01923,13.94231
Ecuador,ECU,Rule of Law: Number of Sources,RL.NO.SRC,9,10,11,14,14,15,16,16,17,17,16,17,17,14,15
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.0107841,0.0123453,0.0213656,0.0195379,-0.0241827,-0.2578102,-0.2299755,-0.1292502,-0.1051766,-0.1794199,-0.452047,-0.4723835,-0.633282,-0.6625163,-0.6012825
"Egypt, Arab Rep.",EGY,Rule of Law: Percentile Rank,RL.PER.RNK,50.9901,54.45544,53.9604,52.63158,52.63158,47.36842,48.32536,51.44231,52.60664,49.76303,41.78404,40.37559,33.33333,29.32692,31.25
"Egypt, Arab Rep.",EGY,Rule of Law: Number of Sources,RL.NO.SRC,9,10,11,13,13,15,15,16,16,16,17,18,18,16,16
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.7398564,-0.5101756,-0.4557933,-0.3811761,-0.4540862,-0.6216832,-0.6450427,-0.6676517,-0.7476089,-0.8126204,-0.7222229,-0.6986933,-0.6190593,-0.4763274,-0.5850651
El Salvador,SLV,Rule of Law: Percentile Rank,RL.PER.RNK,27.22772,36.63366,39.60396,40.19139,38.27751,32.05742,31.10048,30.28846,27.48815,24.17062,29.10798,29.57747,33.80282,36.53846,31.73077
El Salvador,SLV,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,13,13,14,14,14,15,15,16,17,17,15,15
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.418807,-1.461439,-1.405076,-1.484361,-1.459867,-1.371016,-1.303462,-1.268905,-1.27054,-1.300993,-1.265436,-1.295617,-1.349341,-1.44876,-1.456293
Equatorial Guinea,GNQ,Rule of Law: Percentile Rank,RL.PER.RNK,4.455446,5.445545,6.435644,6.220096,6.220096,7.177033,8.133971,9.134615,8.056872,7.582938,9.389671,7.511737,7.042253,3.846154,4.326923
Equatorial Guinea,GNQ,Rule of Law: Number of Sources,RL.NO.SRC,7,8,8,9,9,9,8,8,8,9,9,9,10,8,8
Eritrea,ERI,Rule of Law: Estimate,RL.EST,-0.5635292,-0.5620815,-0.6582244,-0.8641899,-1.041639,-1.188965,-1.277803,-1.302218,-1.310356,-1.34867,-1.350914,-1.387417,-1.407486,-1.530384,-1.487501
Eritrea,ERI,Rule of Law: Percentile Rank,RL.PER.RNK,33.66337,34.65347,29.70297,21.05263,16.26794,11.00478,9.090909,7.692307,7.109005,6.161138,6.57277,5.633803,4.225352,2.403846,3.846154
Eritrea,ERI,Rule of Law: Number of Sources,RL.NO.SRC,5,6,6,8,8,9,9,11,11,11,11,11,12,9,10
Estonia,EST,Rule of Law: Estimate,RL.EST,0.65367,0.8249481,0.8059077,0.9466917,0.9697641,1.1409,1.173005,1.199121,1.131253,1.159709,1.183798,1.157107,1.19848,1.372891,1.33191
Estonia,EST,Rule of Law: Percentile Rank,RL.PER.RNK,72.27723,75.24753,75.24753,81.33971,80.86124,88.03828,86.60287,87.01923,84.36019,85.30806,85.44601,85.91549,86.38498,86.53846,86.53846
Estonia,EST,Rule of Law: Number of Sources,RL.NO.SRC,10,13,13,13,13,14,15,15,14,14,15,15,15,14,14
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.9293213,-0.9398389,-0.8281424,-0.8613823,-0.9361214,-0.6598365,-0.6488339,-0.6970953,-0.8270875,-0.8016505,-0.7395577,-0.6774848,-0.6474136,-0.4715633,-0.5090271
Ethiopia,ETH,Rule of Law: Percentile Rank,RL.PER.RNK,21.28713,18.31683,23.76238,21.5311,19.61723,30.14354,30.14354,26.44231,22.27488,26.06635,26.76056,31.4554,32.39437,37.5,35.57692
Ethiopia,ETH,Rule of Law: Number of Sources,RL.NO.SRC,9,10,11,13,13,16,16,16,16,16,17,17,17,15,15
Fiji,FJI,Rule of Law: Estimate,RL.EST,-0.4197477,-0.325182,-0.0493926,0.0260307,-0.04661,-0.0644722,-0.6009282,-0.5614722,-0.7710723,-0.8484214,-0.8245313,-0.7912169,-0.8229526,-0.5114864,-0.4041028
Fiji,FJI,Rule of Law: Percentile Rank,RL.PER.RNK,38.61386,43.06931,51.48515,54.06699,52.15311,52.15311,32.53588,35.57692,26.54029,23.22275,23.47418,25.35211,22.53521,34.61538,40.38462
Fiji,FJI,Rule of Law: Number of Sources,RL.NO.SRC,5,5,5,5,5,6,6,6,7,8,8,8,7,6,6
Finland,FIN,Rule of Law: Estimate,RL.EST,1.984539,1.938037,1.999097,1.961037,1.963109,1.973505,1.914936,1.922676,1.970258,1.968725,1.949499,1.951503,1.936688,2.100273,2.063105
Finland,FIN,Rule of Law: Percentile Rank,RL.PER.RNK,100,99.50495,100,99.52153,100,99.04306,98.56459,98.07692,100,100,100,99.06104,99.06104,100,100
Finland,FIN,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,9,9,10,10,10,11,11,11,12,12,11,11
France,FRA,Rule of Law: Estimate,RL.EST,1.459405,1.240936,1.367351,1.44289,1.418815,1.474472,1.472339,1.507125,1.452676,1.519731,1.446996,1.454164,1.426773,1.474639,1.413305
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,91.08911,85.64356,89.60396,91.86603,90.43062,90.43062,90.43062,90.86539,90.04739,90.52132,90.14085,90.14085,89.20188,88.46154,88.46154
France,FRA,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,12,12,12,11,12,12,12,11,11
French Guiana,GUF,Rule of Law: Estimate,RL.EST,0.9941204,0.9745916,0.996154,0.5476086,0.8572026,0.820513,0.5736641,0.5841159,1.162105,1.177471,1.199742,1.161049,1.129532,1.06606,1.295745
French Guiana,GUF,Rule of Law: Percentile Rank,RL.PER.RNK,82.17822,80.19802,82.17822,66.98565,78.4689,73.20574,67.46411,67.78846,85.78199,85.78199,86.38498,86.38498,85.91549,82.21154,86.05769
French Guiana,GUF,Rule of Law: Number of Sources,RL.NO.SRC,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
Gabon,GAB,Rule of Law: Estimate,RL.EST,-0.2058136,-0.2236328,-0.3695136,-0.5157501,-0.4499162,-0.7371077,-0.7019255,-0.6269711,-0.5456265,-0.5173583,-0.4613029,-0.469428,-0.539849,-0.5088869,-0.5499371
Gabon,GAB,Rule of Law: Percentile Rank,RL.PER.RNK,44.55445,48.0198,43.06931,36.36364,38.75598,26.79426,28.22967,33.17308,36.49289,36.49289,39.90611,40.84507,36.15023,35.09615,33.17308
Gabon,GAB,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,10,10,11,11,11,11,11,11,13,14,12,13
"Gambia, The",GMB,Rule of Law: Estimate,RL.EST,-0.2040494,-0.3446021,0.1027908,-0.4006834,-0.3793815,-0.3600653,-0.3124894,-0.4131199,-0.5058881,-0.5554091,-0.5431542,-0.5765143,-0.6429921,-0.6891257,-0.7213259
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,45.54456,41.58416,56.43564,39.71292,40.66986,44.49761,45.93301,40.38462,37.44076,34.59716,35.21127,33.80282,32.86385,27.88461,27.40385
"Gambia, The",GMB,Rule of Law: Number of Sources,RL.NO.SRC,7,8,9,10,10,11,11,11,11,11,11,11,12,11,11
Georgia,GEO,Rule of Law: Estimate,RL.EST,-0.9332339,-1.056167,-0.8983058,-0.6579159,-0.7093209,-0.4639046,-0.346999,-0.2673092,-0.2049277,-0.2096161,-0.1242783,-0.0145615,-0.0059614,0.1909297,0.2715182
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,20.79208,15.34653,18.81188,32.05742,29.66507,40.19139,45.45454,47.59615,49.2891,47.8673,51.17371,54.92958,53.99061,64.90385,64.42308
Georgia,GEO,Rule of Law: Number of Sources,RL.NO.SRC,8,9,9,11,11,14,15,15,15,15,15,17,16,15,15
Germany,DEU,Rule of Law: Estimate,RL.EST,1.637887,1.666165,1.674761,1.639209,1.663715,1.783433,1.772996,1.745706,1.655951,1.631237,1.616171,1.664948,1.6495,1.856834,1.794997
Germany,DEU,Rule of Law: Percentile Rank,RL.PER.RNK,93.56435,93.56435,93.56435,93.77991,94.25837,95.21531,95.21531,94.23077,92.891,92.41706,91.54929,92.01878,92.01878,93.75,93.26923
Germany,DEU,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,11,11,11,11,13,13,12,11,11
Ghana,GHA,Rule of Law: Estimate,RL.EST,0.1546091,0.0424118,0.0689031,-0.1190322,-0.1162843,0.0544558,0.035718,-0.0680184,-0.0420598,-0.0280696,-0.0048789,0.010495,0.1491421,0.052245,0.1423959
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,57.42574,55.44555,54.45544,48.80383,49.2823,55.98086,54.54546,53.36538,54.02843,54.50237,54.92958,55.86855,58.21596,60.09615,60.57692
Ghana,GHA,Rule of Law: Number of Sources,RL.NO.SRC,9,11,12,13,13,15,15,16,17,17,18,18,18,16,16
Greece,GRC,Rule of Law: Estimate,RL.EST,0.8837191,0.7476032,0.8182082,0.9133037,0.7945819,0.8736634,0.8723755,0.8622125,0.6528149,0.6305012,0.5728871,0.4265072,0.4650219,0.3625999,0.2671453
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,80.19802,73.76237,75.74258,77.99043,75.11961,77.03349,77.51196,78.36539,68.24644,67.29858,67.13615,63.84977,64.31925,66.34615,63.94231
Greece,GRC,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,11,11,11,12,12,13,13,11,11
Greenland,GRL,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,1.723482,1.735893,1.74257,1.719516,1.697371,1.738286,1.701277
Greenland,GRL,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,93.83886,93.83886,95.30516,93.89671,93.42723,91.82692,92.30769
Greenland,GRL,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1
Grenada,GRD,Rule of Law: Estimate,RL.EST,0.4345086,0.4097639,0.3833368,0.3192535,0.319001,0.2294423,0.153192,0.0846414,0.1339727,0.1084426,0.1373424,0.1254379,0.1333706,-0.1674847,0.1446672
Grenada,GRD,Rule of Law: Percentile Rank,RL.PER.RNK,64.85149,64.35644,64.85149,60.28708,60.28708,59.33014,58.85167,57.21154,59.71564,58.29384,59.62441,58.68545,57.74648,50.48077,61.05769
Grenada,GRD,Rule of Law: Number of Sources,RL.NO.SRC,3,3,3,4,4,4,4,4,4,4,4,4,4,2,4
Guam,GUM,Rule of Law: Estimate,RL.EST,..,..,..,1.006246,1.11975,1.080184,1.105124,1.127511,1.13165,1.117741,1.098715,1.102443,1.108083,1.410083,1.34524
Guam,GUM,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,83.25359,85.64594,85.64594,85.16747,85.09615,85.30806,84.83412,84.97652,85.44601,85.44601,87.5,87.98077
Guam,GUM,Rule of Law: Number of Sources,RL.NO.SRC,..,..,..,1,1,1,1,1,1,1,1,1,1,1,1
Guatemala,GTM,Rule of Law: Estimate,RL.EST,-0.881475,-0.9738187,-1.072579,-1.010165,-1.051119,-1.094119,-1.11538,-1.109739,-1.018172,-0.9600777,-1.036425,-1.076314,-1.083479,-0.962234,-0.9472803
Guatemala,GTM,Rule of Law: Percentile Rank,RL.PER.RNK,24.25743,17.32673,15.34653,16.26794,15.78947,12.91866,12.91866,12.5,16.11374,17.53555,15.49296,15.02347,13.61502,15.38461,16.34615
Guatemala,GTM,Rule of Law: Number of Sources,RL.NO.SRC,10,11,12,14,14,17,17,17,16,17,18,18,17,15,15
Guinea,GIN,Rule of Law: Estimate,RL.EST,-1.386433,-1.028834,-1.090067,-1.25957,-1.372001,-1.404667,-1.444714,-1.529195,-1.537978,-1.479179,-1.445123,-1.407584,-1.375401,-1.360495,-1.16077
Guinea,GIN,Rule of Law: Percentile Rank,RL.PER.RNK,6.930693,16.83168,14.35644,10.04785,7.655502,6.220096,5.263158,3.846154,2.843602,4.265403,4.225352,4.694836,6.57277,6.25,10.09615
Guinea,GIN,Rule of Law: Number of Sources,RL.NO.SRC,7,8,9,10,10,11,11,12,12,12,13,15,16,15,15
Guinea-Bissau,GNB,Rule of Law: Estimate,RL.EST,-1.315098,-1.168983,-1.140698,-1.170883,-1.250436,-1.245838,-1.313853,-1.385676,-1.335598,-1.331444,-1.306377,-1.522778,-1.585554,-1.325206,-1.283541
Guinea-Bissau,GNB,Rule of Law: Percentile Rank,RL.PER.RNK,8.910892,11.38614,12.87129,12.44019,9.569378,10.04785,7.655502,6.25,5.21327,6.635071,7.042253,2.347418,1.877934,7.211538,6.730769
Guinea-Bissau,GNB,Rule of Law: Number of Sources,RL.NO.SRC,7,7,7,8,9,9,9,9,9,9,9,9,10,9,9
Guyana,GUY,Rule of Law: Estimate,RL.EST,-0.4741174,-0.490685,-0.5414923,-0.6200503,-0.6667885,-0.5645602,-0.4588728,-0.5824051,-0.555844,-0.4743801,-0.5108989,-0.5237053,-0.5301958,-0.616555,-0.5274675
Guyana,GUY,Rule of Law: Percentile Rank,RL.PER.RNK,37.62376,37.62376,33.16832,33.97129,31.57895,34.92823,40.19139,35.09615,36.01896,38.86256,37.55869,38.49765,38.02817,31.73077,34.13462
Guyana,GUY,Rule of Law: Number of Sources,RL.NO.SRC,6,6,7,8,10,12,13,12,12,12,12,13,13,11,11
Haiti,HTI,Rule of Law: Estimate,RL.EST,-1.463397,-1.767751,-1.794591,-1.71606,-1.638938,-1.405267,-1.344052,-1.27686,-1.319445,-1.370327,-1.407701,-1.327451,-1.294263,-1.18546,-1.180637
Haiti,HTI,Rule of Law: Percentile Rank,RL.PER.RNK,2.970297,0.990099,0.4950495,1.913876,2.392344,5.741627,6.698565,8.653846,6.635071,5.687204,5.164319,7.042253,7.981221,8.653846,9.134615
Haiti,HTI,Rule of Law: Number of Sources,RL.NO.SRC,7,9,9,10,9,12,12,12,13,13,15,15,15,13,13
Honduras,HND,Rule of Law: Estimate,RL.EST,-0.9886417,-0.8364114,-0.8814018,-0.7617976,-0.7792091,-0.9913117,-0.9304911,-0.9648281,-0.8969461,-0.8780162,-0.9038631,-1.140215,-1.164663,-0.9445819,-0.9256243
Honduras,HND,Rule of Law: Percentile Rank,RL.PER.RNK,19.80198,23.76238,19.80198,25.83732,26.79426,16.26794,19.61723,18.26923,18.95735,21.80095,18.77934,11.73709,11.73709,16.34615,16.82692
Honduras,HND,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,14,14,15,15,15,16,16,16,16,16,15,15
"Hong Kong SAR, China",HKG,Rule of Law: Estimate,RL.EST,0.81868,1.29407,1.573022,1.586487,1.613014,1.55219,1.526227,1.489005,1.49594,1.543033,1.554641,1.580427,1.573812,1.860729,1.82561
"Hong Kong SAR, China",HKG,Rule of Law: Percentile Rank,RL.PER.RNK,74.75247,87.12872,91.58416,92.82297,92.82297,90.90909,90.90909,90.38461,90.99526,90.99526,90.61033,90.61033,91.07981,94.23077,95.19231
"Hong Kong SAR, China",HKG,Rule of Law: Number of Sources,RL.NO.SRC,7,7,7,7,7,9,9,9,9,9,10,10,10,10,9
Hungary,HUN,Rule of Law: Estimate,RL.EST,0.9061415,0.9750017,0.9326175,0.9132501,0.8648534,0.9977335,0.9641744,0.9260617,0.7964902,0.7802678,0.764692,0.6152842,0.5826928,0.5019311,0.399936
Hungary,HUN,Rule of Law: Percentile Rank,RL.PER.RNK,80.69307,80.69307,79.20792,77.51196,78.94736,82.77512,81.81818,81.25,72.51185,72.98578,72.76995,68.07512,67.60564,71.15385,66.34615
Hungary,HUN,Rule of Law: Number of Sources,RL.NO.SRC,12,13,13,13,13,15,15,16,16,15,15,16,15,14,14
Iceland,ISL,Rule of Law: Estimate,RL.EST,1.826714,1.892914,1.958809,1.927046,1.951466,1.895821,1.845549,1.865286,1.714271,1.713807,1.697878,1.685005,1.662148,1.708532,1.66733
Iceland,ISL,Rule of Law: Percentile Rank,RL.PER.RNK,96.53465,98.0198,99.0099,98.56459,99.52153,98.08612,97.12919,97.59615,93.36493,93.36493,93.42723,92.48827,92.48827,90.86539,90.86539
Iceland,ISL,Rule of Law: Number of Sources,RL.NO.SRC,7,7,7,7,7,8,8,9,9,10,10,11,11,10,10
India,IND,Rule of Law: Estimate,RL.EST,0.330215,0.0033842,0.1309935,0.0400426,0.1279031,0.1773311,0.0937817,0.0860389,0.013824,-0.0373948,-0.0906937,-0.0719619,-0.0573186,-0.0632454,-0.0473227
India,IND,Rule of Law: Percentile Rank,RL.PER.RNK,62.37624,53.9604,58.91089,55.02392,56.9378,58.37321,56.45933,57.69231,54.9763,54.02843,52.58216,52.58216,53.05164,54.80769,55.76923
India,IND,Rule of Law: Number of Sources,RL.NO.SRC,10,11,11,12,12,15,15,15,15,15,16,16,15,14,14
Indonesia,IDN,Rule of Law: Estimate,RL.EST,-0.7173401,-0.9140038,-0.8508331,-0.7736328,-0.8215282,-0.7190338,-0.6814666,-0.6538706,-0.6026188,-0.6399979,-0.5930304,-0.5756818,-0.5307681,-0.3421807,-0.4220982
Indonesia,IDN,Rule of Law: Percentile Rank,RL.PER.RNK,28.71287,19.80198,22.27723,24.88038,23.92344,27.27273,29.66507,31.25,33.17535,31.27962,31.4554,34.2723,37.0892,42.78846,39.42308
Indonesia,IDN,Rule of Law: Number of Sources,RL.NO.SRC,11,12,13,14,14,17,17,16,16,16,17,17,16,14,14
"Iran, Islamic Rep.",IRN,Rule of Law: Estimate,RL.EST,-0.5075057,-0.7775793,-0.6429739,-0.664923,-0.8289269,-0.9469782,-0.9749994,-0.9099693,-0.9743366,-1.022496,-0.9653564,-0.9158937,-0.995814,-1.056348,-0.9234835
"Iran, Islamic Rep.",IRN,Rule of Law: Percentile Rank,RL.PER.RNK,34.65347,26.73267,30.19802,31.57895,23.44498,19.13876,15.78947,20.67308,17.53555,15.63981,17.37089,19.71831,16.43192,12.5,17.30769
"Iran, Islamic Rep.",IRN,Rule of Law: Number of Sources,RL.NO.SRC,6,8,9,11,11,13,13,13,12,12,13,13,13,11,12
Iraq,IRQ,Rule of Law: Estimate,RL.EST,-1.388172,-1.508719,-1.641042,-1.828362,-1.712717,-1.679221,-1.837934,-1.768708,-1.698137,-1.558279,-1.452956,-1.457863,-1.449636,-1.334788,-1.41777
Iraq,IRQ,Rule of Law: Percentile Rank,RL.PER.RNK,5.940594,4.455446,2.970297,0.4784689,1.435407,1.435407,0.4784689,1.442308,1.421801,2.369668,3.286385,3.286385,3.755868,6.730769,5.769231
Iraq,IRQ,Rule of Law: Number of Sources,RL.NO.SRC,6,6,5,5,6,6,6,9,10,11,10,11,11,10,10
Ireland,IRL,Rule of Law: Estimate,RL.EST,1.567611,1.626757,1.518056,1.52895,1.595653,1.722037,1.745495,1.715704,1.750502,1.768064,1.755929,1.734317,1.731723,1.779153,1.774898
Ireland,IRL,Rule of Law: Percentile Rank,RL.PER.RNK,92.57426,93.06931,90.59406,92.3445,92.3445,93.77991,93.77991,93.75,95.26067,95.7346,96.24413,94.83568,94.83568,92.78846,92.78846
Ireland,IRL,Rule of Law: Number of Sources,RL.NO.SRC,8,8,8,8,9,10,11,11,11,11,12,12,11,10,10
Israel,ISR,Rule of Law: Estimate,RL.EST,1.02476,1.096627,0.9407241,0.862099,0.8173937,0.9015248,0.829284,0.846117,0.8413505,0.9160219,1.012864,0.9345552,0.9780432,1.107663,1.162278
Israel,ISR,Rule of Law: Percentile Rank,RL.PER.RNK,82.67326,83.66337,79.70297,76.55502,75.59808,77.99043,74.64115,75.48077,74.40759,79.62085,80.28169,78.87324,80.75117,83.65385,85.09615
Israel,ISR,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,12,12,12,11,11,11,11,11,10,10
Italy,ITA,Rule of Law: Estimate,RL.EST,0.8606026,0.7640434,0.7158915,0.6021007,0.5182708,0.3876202,0.4787489,0.4551162,0.4047396,0.4303287,0.4665138,0.4033195,0.4029013,0.3773912,0.275051
Italy,ITA,Rule of Law: Percentile Rank,RL.PER.RNK,77.22772,74.75247,73.26733,68.42105,64.11483,62.20096,64.11483,63.46154,62.55924,63.03318,63.38028,63.38028,63.38028,67.30769,64.90385
Italy,ITA,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,12,12,12,13,14,14,13,11,11
Jamaica,JAM,Rule of Law: Estimate,RL.EST,-0.3993404,-0.2676177,-0.4393104,-0.3706679,-0.4230192,-0.4037552,-0.364632,-0.3324659,-0.4252043,-0.4536849,-0.3988419,-0.3757891,-0.3500251,-0.2820428,-0.2273221
Jamaica,JAM,Rule of Law: Percentile Rank,RL.PER.RNK,39.10891,45.54456,40.59406,41.14833,39.71292,43.0622,44.01914,45.19231,41.23223,39.81042,43.19249,43.19249,44.13145,45.67308,47.59615
Jamaica,JAM,Rule of Law: Number of Sources,RL.NO.SRC,8,10,10,11,11,13,13,13,13,13,14,15,15,14,14
Japan,JPN,Rule of Law: Estimate,RL.EST,1.315753,1.176049,1.196319,1.265991,1.234982,1.363448,1.335137,1.318866,1.293836,1.326372,1.312013,1.357861,1.443707,1.601542,1.518716
Japan,JPN,Rule of Law: Percentile Rank,RL.PER.RNK,87.12872,84.15842,84.65347,88.03828,87.55981,89.95216,89.47369,88.94231,87.67773,87.67773,87.32394,87.79343,90.14085,89.42308,89.42308
Japan,JPN,Rule of Law: Number of Sources,RL.NO.SRC,9,9,9,9,9,11,12,12,12,12,12,12,12,11,11
"Jersey, Channel Islands",JEY,Rule of Law: Estimate,RL.EST,..,..,..,..,..,..,..,..,..,..,1.74257,1.719516,1.697371,1.738286,1.701277
"Jersey, Channel Islands",JEY,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..,..,..,..,..,..,95.30516,93.89671,93.42723,91.82692,92.30769
