ISO2,Economy,IndCode,IndNum,IndName,Rank,Score,Value,MinDatCov,Outdated,OverallStreWeak,IncomeStreWeak,DataYear
KHM,Cambodia,c_HiTechManufIND2,6.2.5,"High-tech manufacturing, %",,,,,,,,
KHM,Cambodia,SP63,6.3.,Knowledge diffusion,106,7.363331746,,0,,,,
KHM,Cambodia,IntelPropRec,6.3.1,"Intellectual property receipts, % total trade",90,0.524713713,0.017057424,,0,,,2019
KHM,Cambodia,c_EcComplexity,6.3.2,Production and export complexity,89,30.91174022,-0.5606,,0,,,2018
KHM,Cambodia,c_HTExpHKG,6.3.3,"High-tech exports, % total trade",83,2.905294079,0.700577485,,0,,,2019
KHM,Cambodia,ICTServExp,6.3.4,"ICT services exports, % total trade",103,3.466474195,0.417481792,,0,,,2019
KHM,Cambodia,P7,7,Creative outputs,98,16.31484418,,0,,,,
KHM,Cambodia,SP71,7.1.,Intangible assets,82,26.54705986,,0,,,,
KHM,Cambodia,TradmkOrig,7.1.1,Trademarks by origin/bn PPP$ GDP,59,31.85299079,39.52779,,0,,,2019
KHM,Cambodia,BrandVal,7.1.2,"Global brand value, top 5,000, % GDP",80,0,0,,0,W,W,2020
KHM,Cambodia,IndustDes,7.1.3,Industrial designs by origin/bn PPP$ GDP,104,0.828128383,0.17110917,,1,,,2015
KHM,Cambodia,ICTOrgMod,7.1.4,ICTs and organizational model creation†,41,60.64765453,4.638859272,,0,S,S,2018
KHM,Cambodia,SP72,7.2.,Creative goods and services,99,6.155172436,,1,,,,
KHM,Cambodia,CultServExp,7.2.1,"Cultural and creative services exports, % total trade",,,,,,,,
KHM,Cambodia,NatFeatFilm,7.2.2,National feature films/mn pop. 15–69,57,10.49518796,3.206454253,,0,,,2017
KHM,Cambodia,EntMedia,7.2.3,Entertainment and media market/th pop. 15–69,,,,,,,,
KHM,Cambodia,PrintMedia,7.2.4,"Printing and other media, % manufacturing",,,,,,,,
KHM,Cambodia,CreaGoodExp,7.2.5,"Creative goods exports, % total trade",69,3.985164676,0.351264026,,0,,,2019
KHM,Cambodia,SP73,7.3.,Online creativity,117,6.010084564,,0,,,,
KHM,Cambodia,GenTLD,7.3.1,Generic top-level domains (TLDs)/th pop. 15–69,100,0.761873696,2.304751704,,0,,,2020
KHM,Cambodia,CCTLD,7.3.2,Country-code TLDs/th pop. 15–69,118,0.08747326,0.331425169,,0,,,2020
KHM,Cambodia,WikiEdit,7.3.3,Wikipedia edits/mn pop. 15–69,113,21.46188226,24.95438271,,0,,,2020
KHM,Cambodia,AppCrea,7.3.4,Mobile app creation/bn PPP$ GDP,71,1.729109035,0.061815117,,0,,,2020
CMR,Cameroon,Inputs,.1,Innovation Input Sub-index,124,28.08433197,,,,W,W,
CMR,Cameroon,Outputs,.2,Innovation Output Sub-index,117,11.24588543,,,,,,
CMR,Cameroon,Index,0,Global Innovation Index,123,19.6651087,,,,W,,
CMR,Cameroon,P1,1,Institutions,113,49.89090278,,0,,,,
CMR,Cameroon,SP11,1.1.,Political environment,118,40.18733648,,0,,,,
CMR,Cameroon,PolStab,1.1.1,Political and operational stability*,112,55.35714117,2.9000001,,0,,,2020
CMR,Cameroon,GovEff,1.1.2,Government effectiveness*,119,32.60243414,-0.812146544,,0,,,2019
CMR,Cameroon,SP12,1.2.,Regulatory environment,110,48.03661186,,0,,,,
CMR,Cameroon,RegQua,1.2.1,Regulatory quality*,120,21.87863959,-0.82700479,,0,,,2019
CMR,Cameroon,RuleOL,1.2.2,Rule of law*,127,17.24250533,-1.118908525,,0,W,W,2019
CMR,Cameroon,CostRedu,1.2.3,Cost of redudancy dismissal,84,76.51265127,19.86111111,,0,,,2019
CMR,Cameroon,SP13,1.3.,Business environment,103,61.44876,,0,,,,
CMR,Cameroon,EaseStartBus,1.3.1,Ease of starting a business*,80,86.27056,86.27056,,0,,,2019
CMR,Cameroon,EaseInsol,1.3.2,Ease of resolving insolvency*,110,36.62696,36.62696,,0,,,2019
CMR,Cameroon,P2,2,Human capital and research,105,18.22491725,,0,,,,
CMR,Cameroon,SP21,2.1.,Education,103,35.6900668,,0,,,,
CMR,Cameroon,ExpEdu,2.1.1,"Expenditure on education, % GDP",93,25.6984967,3.1312001,,0,,,2018
CMR,Cameroon,GovFundPup,2.1.2,"Government funding/pupil, secondary, % GDP/cap",60,26.10693488,17.7737,,1,S,,2012
CMR,Cameroon,SchLifeExp,2.1.3,"School life expectancy, years",91,40.40065322,12.10426,,1,,,2016
CMR,Cameroon,PISA,2.1.4,"PISA scales in reading, maths and science",,,,,,,,
CMR,Cameroon,PupTeachR,2.1.5,"Pupil-teacher ratio, secondary",94,65.418298,19.25705709,,1,,,2016
CMR,Cameroon,SP22,2.2.,Tertiary education,96,18.98468496,,0,,,,
CMR,Cameroon,TertEnrol,2.2.1,"Tertiary enrolment, % gross",104,9.465299661,14.26727,,0,,,2018
CMR,Cameroon,SciEngGrad,2.2.2,"Graduates in science and engineering, %",66,34.0463214,21.33558,,1,,,2010
CMR,Cameroon,TertMob,2.2.3,"Tertiary inbound mobility, %",69,7.900182669,2.81384,,0,,,2018
CMR,Cameroon,SP23,2.3.,Research and development (R&D),123,0,,1,,,,
CMR,Cameroon,ResPPop,2.3.1,"Researchers, FTE/mn pop.",,,,,,,,
CMR,Cameroon,RDExp,2.3.2,"Gross expenditure on R&D, % GDP",,,,,,,,
CMR,Cameroon,RDCompExp,2.3.3,"Global corporate R&D investors, top 3, mn US$",41,0,0,,0,W,W,2020
CMR,Cameroon,QSRank,2.3.4,"QS university ranking, top 3*",74,0,0,,0,W,W,2020
CMR,Cameroon,P3,3,Infrastructure,115,25.83084579,,0,,,,
CMR,Cameroon,SP31,3.1.,Information and communication technologies (ICTs),120,34.15179656,,0,,,W,
CMR,Cameroon,ICTAcc,3.1.1,ICT access*,117,34.40559916,3.440559916,,0,,,2019
CMR,Cameroon,ICTUse,3.1.2,ICT use*,124,13.47158709,1.347158709,,0,W,W,2019
CMR,Cameroon,GovOLServ,3.1.3,Government's online service*,110,47.06,0.4706,,0,,,2020
CMR,Cameroon,Epart,3.1.4,E-participation*,111,41.67,0.4167,,0,,,2020
CMR,Cameroon,SP32,3.2.,General infrastructure,87,24.14970613,,0,,,,
CMR,Cameroon,ElecOut,3.2.1,"Electricity output, GWh/mn pop.",114,1.179949325,342.08438,,0,,,2018
CMR,Cameroon,LogPerf,3.2.2,Logistics performance*,91,25.49030616,2.595547,,0,,,2018
CMR,Cameroon,GroCap,3.2.3,"Gross capital formation, % GDP",32,34.96428452,27.24,,0,S,,2020
CMR,Cameroon,SP33,3.3.,Ecological sustainability,108,19.19103467,,0,,,,
CMR,Cameroon,GDPEner,3.3.1,GDP/unit of energy use,76,23.13841467,9.3660002,,0,,,2018
CMR,Cameroon,EnvPerf,3.3.2,Environmental performance*,108,33.6,33.6,,0,,,2020
CMR,Cameroon,ISOEnv,3.3.3,ISO 14001 environmental certificates/bn PPP$ GDP,118,0.83468934,0.172834486,,0,,,2019
CMR,Cameroon,P4,4,Market sophistication,129,26.11559261,,0,,W,W,
CMR,Cameroon,SP41,4.1.,Credit,112,28.2040437,,0,,,,
CMR,Cameroon,EaseCred,4.1.1,Ease of getting credit*,74,60,60,,0,,,2019
CMR,Cameroon,DomCred2Priv,4.1.2,"Domestic credit to private sector, % GDP",119,4.142346709,15.16763914,,1,,,2018
CMR,Cameroon,MicroLoan,4.1.3,"Microfinance gross loans, % GDP",28,12.73552508,0.719887247,,0,S,,2018
CMR,Cameroon,SP42,4.2.,Investment,127,15.59639413,,1,,,,
CMR,Cameroon,EaseProtInv,4.2.1,Ease of protecting minority investors*,124,28,28,,0,W,W,2019
CMR,Cameroon,MarkCap,4.2.2,"Market capitalization, % GDP",,,,,,,,
CMR,Cameroon,r_VenCapDeal,4.2.3,"Venture capital investors, deals/bn PPP$ GDP",,,,,,,,
CMR,Cameroon,c_VenCapDeal,4.2.4,"Venture capital recipients, deals/bn PPP$ GDP",73,3.192788263,0.010310342,,0,,,2020
CMR,Cameroon,SP43,4.3.,"Trade, diversification, and market scale",128,34.54634001,,0,,W,W,
CMR,Cameroon,AppTarriff,4.3.1,"Applied tariff rate, weighted avg., %",131,13.58300244,15.46,,0,W,W,2019
CMR,Cameroon,c_HHI,4.3.2,Domestic industry diversification,,,,,,,,
CMR,Cameroon,DomMarkSc,4.3.3,"Domestic market scale, bn PPP$",86,45.02800879,96.989998,,0,,,2020
CMR,Cameroon,P5,5,Business sophistication,93,20.3594014,,0,,,,
CMR,Cameroon,SP51,5.1.,Knowledge workers,88,23.66562565,,1,,,,
CMR,Cameroon,KnowIntsEmp,5.1.1,"Knowledge-intensive employment, %",108,13.06895531,10.86808635,,1,,,2014
CMR,Cameroon,FirmTrain,5.1.2,"Firms offering formal training, %",35,43.24693042,37.6,,1,S,,2016
CMR,Cameroon,GERDPerf,5.1.3,"GERD performed by business, % GDP",,,,,,,,
CMR,Cameroon,GERDFinBus,5.1.4,"GERD financed by business, %",,,,,,,,
CMR,Cameroon,FemEmpDeg,5.1.5,"Females employed w/advanced degrees, %",106,5.696356776,1.99417223,,1,,,2014
CMR,Cameroon,SP52,5.2.,Innovation linkages,76,18.59587097,,0,,S,,
CMR,Cameroon,UniResColl,5.2.1,University-industry R&D collaboration†,75,40.01158477,3.400695086,,0,,,2020
CMR,Cameroon,StatClustDev,5.2.2,State of cluster development and depth†,96,42.03813473,3.522288084,,0,,,2020
CMR,Cameroon,GERDFinAbr,5.2.3,"GERD financed by abroad, % GDP",,,,,,,,
CMR,Cameroon,JVStratAll,5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,102,2.840655195,0.011001307,,1,,,2019
CMR,Cameroon,PatFam,5.2.5,Patent families/bn PPP$ GDP,91,0.200966069,0.011451999,,0,,,2017
CMR,Cameroon,SP53,5.3.,Knowledge absorption,99,18.81670759,,0,,,,
CMR,Cameroon,IntelPropPay,5.3.1,"Intellectual property payments, % total trade",117,0.701352979,0.031238882,,0,W,,2019
CMR,Cameroon,HiTechImp,5.3.2,"High-tech imports, % total trade",102,16.32127059,5.717841652,,1,,,2017
CMR,Cameroon,ICTSevImp,5.3.3,"ICT services imports, % total trade",45,36.68405983,1.639748655,,0,S,,2019
CMR,Cameroon,FDINetInfl,5.3.4,"FDI net inflows, % GDP",71,42.17093859,2.310278002,,0,S,,2019
CMR,Cameroon,ResTalBus,5.3.5,"Research talent, % in businesses",,,,,,,,
CMR,Cameroon,P6,6,Knowledge and technology outputs,98,12.93884123,,0,,,,
CMR,Cameroon,SP61,6.1.,Knowledge creation,95,7.234455309,,0,,,,
CMR,Cameroon,PatOrig,6.1.1,Patents by origin/bn PPP$ GDP,85,2.36926567,0.31516877,,0,,,2019
CMR,Cameroon,PCTPatOrig,6.1.2,PCT patents by origin/bn PPP$ GDP,90,0.382113238,0.020620896,,0,,,2020
CMR,Cameroon,UtilModOrig,6.1.3,Utility models by origin/bn PPP$ GDP ,62,1.06980764,0.040666938,,0,,,2019
CMR,Cameroon,c_SciTechArt,6.1.4,Scientific and technical articles/bn PPP$ GDP,61,21.51242754,14.331374,,0,S,,2020
CMR,Cameroon,CitDoc,6.1.5,Citable documents H-index,89,7.412491421,138,,0,,,2020
CMR,Cameroon,SP62,6.2.,Knowledge impact,81,26.09588074,,1,,,,
CMR,Cameroon,r_GrowPPP20,6.2.1,"Labor productivity growth, %",37,64.85530283,1.256116295,,0,S,,2020
CMR,Cameroon,NewBus,6.2.2,New businesses/th pop. 15–64,,,,,,,,
CMR,Cameroon,CompSoftSpend,6.2.3,"Software spending, % GDP",81,11.92681496,0.13515161,,0,,,2020
CMR,Cameroon,ISOQual,6.2.4,ISO 9001 quality certificates/bn PPP$ GDP,116,1.505524437,0.721838146,,0,,,2019
CMR,Cameroon,c_HiTechManufIND2,6.2.5,"High-tech manufacturing, %",,,,,,,,
CMR,Cameroon,SP63,6.3.,Knowledge diffusion,118,5.486187642,,0,,,,
CMR,Cameroon,IntelPropRec,6.3.1,"Intellectual property receipts, % total trade",71,1.455006757,0.047295154,,0,,,2019
CMR,Cameroon,c_EcComplexity,6.3.2,Production and export complexity,119,6.843833842,-1.6012,,0,W,W,2018
CMR,Cameroon,c_HTExpHKG,6.3.3,"High-tech exports, % total trade",107,0.917075411,0.221142671,,1,,,2017
CMR,Cameroon,ICTServExp,6.3.4,"ICT services exports, % total trade",70,11.39206722,1.344037091,,0,S,,2019
CMR,Cameroon,P7,7,Creative outputs,124,9.55292963,,0,,W,W,
CMR,Cameroon,SP71,7.1.,Intangible assets,122,13.34814799,,0,,,,
CMR,Cameroon,TradmkOrig,7.1.1,Trademarks by origin/bn PPP$ GDP,118,3.454297129,6.3235803,,0,W,,2019
CMR,Cameroon,BrandVal,7.1.2,"Global brand value, top 5,000, % GDP",80,0,0,,0,W,W,2020
CMR,Cameroon,IndustDes,7.1.3,Industrial designs by origin/bn PPP$ GDP,93,1.722126564,0.35582846,,0,,,2019
CMR,Cameroon,ICTOrgMod,7.1.4,ICTs and organizational model creation†,107,42.40315755,3.544189453,,0,,,2018
CMR,Cameroon,SP72,7.2.,Creative goods and services,103,5.322776935,,1,,,,
CMR,Cameroon,CultServExp,7.2.1,"Cultural and creative services exports, % total trade",45,15.67396285,0.555606259,,0,S,,2019
CMR,Cameroon,NatFeatFilm,7.2.2,National feature films/mn pop. 15–69,,,,,,,,
CMR,Cameroon,EntMedia,7.2.3,Entertainment and media market/th pop. 15–69,,,,,,,,
CMR,Cameroon,PrintMedia,7.2.4,"Printing and other media, % manufacturing",,,,,,,,
CMR,Cameroon,CreaGoodExp,7.2.5,"Creative goods exports, % total trade",121,0.147183978,0.014662294,,1,,,2017
CMR,Cameroon,SP73,7.3.,Online creativity,116,6.192645608,,0,,,,
CMR,Cameroon,GenTLD,7.3.1,Generic top-level domains (TLDs)/th pop. 15–69,119,0.16482581,0.535016603,,0,,,2020
CMR,Cameroon,CCTLD,7.3.2,Country-code TLDs/th pop. 15–69,81,1.243995809,4.209532005,,0,,,2020
CMR,Cameroon,WikiEdit,7.3.3,Wikipedia edits/mn pop. 15–69,118,17.16911521,21.1838513,,0,,,2020
CMR,Cameroon,AppCrea,7.3.4,Mobile app creation/bn PPP$ GDP,,,,,,,,
CAN,Canada,Inputs,.1,Innovation Input Sub-index,8,66.20514204,,,,S,,
CAN,Canada,Outputs,.2,Innovation Output Sub-index,23,40.0684533,,,,,,
CAN,Canada,Index,0,Global Innovation Index,16,53.13679767,,,,,,
CAN,Canada,P1,1,Institutions,5,90.13689015,,0,,S,,
CAN,Canada,SP11,1.1.,Political environment,10,87.39267019,,0,,S,,
CAN,Canada,PolStab,1.1.1,Political and operational stability*,13,83.92857158,1.3,,0,,,2020
CAN,Canada,GovEff,1.1.2,Government effectiveness*,10,89.12471949,1.7316432,,0,S,,2019
CAN,Canada,SP12,1.2.,Regulatory environment,8,93.38262527,,0,,S,,
CAN,Canada,RegQua,1.2.1,Regulatory quality*,10,88.35963929,1.716097236,,0,S,,2019
CAN,Canada,RuleOL,1.2.2,Rule of law*,12,93.09165387,1.75993979,,0,,,2019
CAN,Canada,CostRedu,1.2.3,Cost of redudancy dismissal,29,96.03960396,10,,0,,,2019
CAN,Canada,SP13,1.3.,Business environment,4,89.635375,,0,,S,,
CAN,Canada,EaseStartBus,1.3.1,Ease of starting a business*,3,98.23581,98.23581,,0,S,S,2019
CAN,Canada,EaseInsol,1.3.2,Ease of resolving insolvency*,12,81.03494,81.03494,,0,,,2019
CAN,Canada,P2,2,Human capital and research,18,52.42907942,,0,,,,
CAN,Canada,SP21,2.1.,Education,33,58.90485186,,0,,,,
CAN,Canada,ExpEdu,2.1.1,"Expenditure on education, % GDP",29,56.21467414,5.2744398,,1,,,2011
CAN,Canada,GovFundPup,2.1.2,"Government funding/pupil, secondary, % GDP/cap",58,27.29248768,18.32883,,1,W,,2011
CAN,Canada,SchLifeExp,2.1.3,"School life expectancy, years",32,69.61815909,16.22465,,0,,,2018
CAN,Canada,PISA,2.1.4,"PISA scales in reading, maths and science",7,74.55074917,516.7000415,,0,,,2018
CAN,Canada,PupTeachR,2.1.5,"Pupil-teacher ratio, secondary",28,90.43742386,9.922052857,,1,,,2018
CAN,Canada,SP22,2.2.,Tertiary education,35,42.14931213,,0,,,,
CAN,Canada,TertEnrol,2.2.1,"Tertiary enrolment, % gross",34,48.7854978,70.11302,,0,,,2018
CAN,Canada,SciEngGrad,2.2.2,"Graduates in science and engineering, %",56,37.00768815,22.37562,,0,,,2018
CAN,Canada,TertMob,2.2.3,"Tertiary inbound mobility, %",14,39.16018876,13.838,,0,,,2018
CAN,Canada,SP23,2.3.,Research and development (R&D),18,56.23307426,,0,,,,
CAN,Canada,ResPPop,2.3.1,"Researchers, FTE/mn pop.",23,51.3738148,4325.644916,,1,,,2017
CAN,Canada,RDExp,2.3.2,"Gross expenditure on R&D, % GDP",23,30.99240443,1.538097348,,0,,,2019
CAN,Canada,RDCompExp,2.3.3,"Global corporate R&D investors, top 3, mn US$",21,63.39941115,543.9368411,,0,,,2020
CAN,Canada,QSRank,2.3.4,"QS university ranking, top 3*",6,79.16666667,79.16666667,,0,S,,2020
CAN,Canada,P3,3,Infrastructure,30,53.710078,,0,,,W,
CAN,Canada,SP31,3.1.,Information and communication technologies (ICTs),21,84.89803198,,0,,,,
CAN,Canada,ICTAcc,3.1.1,ICT access*,31,80.27220851,8.027220851,,0,,,2019
CAN,Canada,ICTUse,3.1.2,ICT use*,24,81.14991942,8.114991942,,0,,,2019
CAN,Canada,GovOLServ,3.1.3,Government's online service*,31,84.12,0.8412,,0,,,2020
CAN,Canada,Epart,3.1.4,E-participation*,16,94.05,0.9405,,0,,,2020
CAN,Canada,SP32,3.2.,General infrastructure,13,48.11358962,,0,,,,
CAN,Canada,ElecOut,3.2.1,"Electricity output, GWh/mn pop.",5,64.13688264,17655.783,,0,S,S,2018
CAN,Canada,LogPerf,3.2.2,Logistics performance*,20,77.97373527,3.726715,,0,,,2018
CAN,Canada,GroCap,3.2.3,"Gross capital formation, % GDP",75,25.17187028,21.4,,0,W,,2020
CAN,Canada,SP33,3.3.,Ecological sustainability,66,28.11861239,,0,,,W,
CAN,Canada,GDPEner,3.3.1,GDP/unit of energy use,111,10.8453965,5.7059999,,0,W,W,2019
CAN,Canada,EnvPerf,3.3.2,Environmental performance*,20,71,71,,0,,,2020
CAN,Canada,ISOEnv,3.3.3,ISO 14001 environmental certificates/bn PPP$ GDP,89,2.510440678,0.443519001,,0,W,W,2019
CAN,Canada,P4,4,Market sophistication,1,84.69101815,,0,,S,S,
CAN,Canada,SP41,4.1.,Credit,3,85,,1,,,,
CAN,Canada,EaseCred,4.1.1,Ease of getting credit*,14,85,85,,0,,S,2019
CAN,Canada,DomCred2Priv,4.1.2,"Domestic credit to private sector, % GDP",,,,,,,,
CAN,Canada,MicroLoan,4.1.3,"Microfinance gross loans, % GDP",,,,,,,,
CAN,Canada,SP42,4.2.,Investment,3,81.88336092,,0,,S,S,
CAN,Canada,EaseProtInv,4.2.1,Ease of protecting minority investors*,7,84,84,,0,,S,2019
CAN,Canada,MarkCap,4.2.2,"Market capitalization, % GDP",7,43.53344368,128.9427591,,1,,,2018
CAN,Canada,r_VenCapDeal,4.2.3,"Venture capital investors, deals/bn PPP$ GDP",1,100,0.41625381,,0,S,S,2020
CAN,Canada,c_VenCapDeal,4.2.4,"Venture capital recipients, deals/bn PPP$ GDP",1,100,0.34032321,,0,S,S,2020
CAN,Canada,SP43,4.3.,"Trade, diversification, and market scale",9,87.18969354,,0,,S,,
CAN,Canada,AppTarriff,4.3.1,"Applied tariff rate, weighted avg., %",18,91.55952999,1.51,,0,,,2019
CAN,Canada,c_HHI,4.3.2,Domestic industry diversification,11,97.89167347,0.092861658,,0,,,2018
CAN,Canada,DomMarkSc,4.3.3,"Domestic market scale, bn PPP$",15,74.30279539,1809,,0,,,2020
CAN,Canada,P5,5,Business sophistication,20,50.05864447,,0,,,,
CAN,Canada,SP51,5.1.,Knowledge workers,27,48.02534249,,0,,,W,
CAN,Canada,KnowIntsEmp,5.1.1,"Knowledge-intensive employment, %",21,70.36515145,43.72380942,,1,,,2014
CAN,Canada,FirmTrain,5.1.2,"Firms offering formal training, %",,,,,,,,
CAN,Canada,GERDPerf,5.1.3,"GERD performed by business, % GDP",30,17.88915317,0.789929684,,0,,W,2019
CAN,Canada,GERDFinBus,5.1.4,"GERD financed by business, %",42,50.72185312,41.00334825,,0,,W,2019
CAN,Canada,FemEmpDeg,5.1.5,"Females employed w/advanced degrees, %",33,58.22508196,19.04608933,,0,,,2020
CAN,Canada,SP52,5.2.,Innovation linkages,9,56.05312919,,0,,S,,
CAN,Canada,UniResColl,5.2.1,University-industry R&D collaboration†,10,67.8737243,5.072423458,,0,,,2020
CAN,Canada,StatClustDev,5.2.2,State of cluster development and depth†,22,62.45845158,4.747507095,,0,,,2020
CAN,Canada,GERDFinAbr,5.2.3,"GERD financed by abroad, % GDP",30,21.36362025,0.151598295,,0,,,2019
CAN,Canada,JVStratAll,5.2.4,Joint venture/strategic alliance deals/bn PPP$ GDP,1,100,0.35082605,,0,S,S,2020
CAN,Canada,PatFam,5.2.5,Patent families/bn PPP$ GDP,21,34.4801474,1.9648422,,0,,,2017
CAN,Canada,SP53,5.3.,Knowledge absorption,19,46.09746172,,0,,,,
CAN,Canada,IntelPropPay,5.3.1,"Intellectual property payments, % total trade",13,47.31942796,2.107498955,,0,,,2019
CAN,Canada,HiTechImp,5.3.2,"High-tech imports, % total trade",27,35.58571692,10.56213377,,0,,,2019
CAN,Canada,ICTSevImp,5.3.3,"ICT services imports, % total trade",72,23.33046907,1.048691732,,0,W,W,2019
CAN,Canada,FDINetInfl,5.3.4,"FDI net inflows, % GDP",74,41.96276957,2.216094681,,0,W,,2019
CAN,Canada,ResTalBus,5.3.5,"Research talent, % in businesses",18,68.83808269,56.66813519,,1,,,2017
CAN,Canada,P6,6,Knowledge and technology outputs,23,38.26978452,,0,,,,
CAN,Canada,SP61,6.1.,Knowledge creation,16,48.70151768,,0,,,,
CAN,Canada,PatOrig,6.1.1,Patents by origin/bn PPP$ GDP,32,16.58456884,2.2061427,,0,,W,2019
CAN,Canada,PCTPatOrig,6.1.2,PCT patents by origin/bn PPP$ GDP,23,26.8686258,1.4499763,,0,,W,2020
CAN,Canada,UtilModOrig,6.1.3,Utility models by origin/bn PPP$ GDP ,,,,,,,,
CAN,Canada,c_SciTechArt,6.1.4,Scientific and technical articles/bn PPP$ GDP,20,60.61487901,39.592041,,0,,,2020
CAN,Canada,CitDoc,6.1.5,Citable documents H-index,4,79.82155113,1193,,0,S,S,2020
CAN,Canada,SP62,6.2.,Knowledge impact,32,37.80886854,,0,,,,
CAN,Canada,r_GrowPPP20,6.2.1,"Labor productivity growth, %",61,58.85689248,0.218048942,,0,,,2020
CAN,Canada,NewBus,6.2.2,New businesses/th pop. 15–64,113,0.434837044,0.163967238,,0,W,W,2018
CAN,Canada,CompSoftSpend,6.2.3,"Software spending, % GDP",5,56.65250915,0.62058258,,0,S,,2020
CAN,Canada,ISOQual,6.2.4,ISO 9001 quality certificates/bn PPP$ GDP,82,5.94157231,2.401353462,,0,W,W,2019
CAN,Canada,c_HiTechManufIND2,6.2.5,"High-tech manufacturing, %",31,48.47151597,37.57636547,,0,,,2018
CAN,Canada,SP63,6.3.,Knowledge diffusion,41,28.29896732,,0,,,,
CAN,Canada,IntelPropRec,6.3.1,"Intellectual property receipts, % total trade",21,29.16340012,0.94791343,,0,,,2019
CAN,Canada,c_EcComplexity,6.3.2,Production and export complexity,39,58.82366546,0.6462,,0,,W,2018
CAN,Canada,c_HTExpHKG,6.3.3,"High-tech exports, % total trade",28,27.49260326,6.629508843,,0,,,2019
CAN,Canada,ICTServExp,6.3.4,"ICT services exports, % total trade",67,13.41076592,1.58003659,,0,W,,2019
CAN,Canada,P7,7,Creative outputs,19,41.86712207,,0,,,,
CAN,Canada,SP71,7.1.,Intangible assets,24,46.2669068,,0,,,,
CAN,Canada,TradmkOrig,7.1.1,Trademarks by origin/bn PPP$ GDP,46,38.96643888,47.844948,,0,,,2019
CAN,Canada,BrandVal,7.1.2,"Global brand value, top 5,000, % GDP",13,44.99457381,138.2103521,,0,,,2020
CAN,Canada,IndustDes,7.1.3,Industrial designs by origin/bn PPP$ GDP,92,1.849242008,0.38209325,,0,W,,2019
CAN,Canada,ICTOrgMod,7.1.4,ICTs and organizational model creation†,11,77.04854012,5.622912407,,0,,,2018
CAN,Canada,SP72,7.2.,Creative goods and services,40,24.13378139,,0,,,W,
CAN,Canada,CultServExp,7.2.1,"Cultural and creative services exports, % total trade",29,27.26336361,0.966423921,,0,,,2019
CAN,Canada,NatFeatFilm,7.2.2,National feature films/mn pop. 15–69,54,11.28946888,3.441075914,,0,,,2017
CAN,Canada,EntMedia,7.2.3,Entertainment and media market/th pop. 15–69,9,59.09879583,1.6802768,,0,,,2020
CAN,Canada,PrintMedia,7.2.4,"Printing and other media, % manufacturing",32,25.46897604,1.375800771,,0,,,2018
CAN,Canada,CreaGoodExp,7.2.5,"Creative goods exports, % total trade",45,10.841042,0.952543804,,0,,,2019
CAN,Canada,SP73,7.3.,Online creativity,20,50.8008933,,0,,,,
CAN,Canada,GenTLD,7.3.1,Generic top-level domains (TLDs)/th pop. 15–69,6,78.58137836,232.9728645,,0,S,S,2020
CAN,Canada,CCTLD,7.3.2,Country-code TLDs/th pop. 15–69,21,33.178945,111.2953341,,0,,,2020
CAN,Canada,WikiEdit,7.3.3,Wikipedia edits/mn pop. 15–69,29,76.43804173,73.24242939,,0,,,2020
CAN,Canada,AppCrea,7.3.4,Mobile app creation/bn PPP$ GDP,36,15.00520812,0.5364303,,0,,,2020
CHL,Chile,Inputs,.1,Innovation Input Sub-index,44,46.45905565,,,,,,
CHL,Chile,Outputs,.2,Innovation Output Sub-index,61,23.81461083,,,,,W,
CHL,Chile,Index,0,Global Innovation Index,53,35.13683324,,,,,,
CHL,Chile,P1,1,Institutions,40,72.68213627,,0,,,,
CHL,Chile,SP11,1.1.,Political environment,35,73.87832159,,0,,,,
CHL,Chile,PolStab,1.1.1,Political and operational stability*,44,73.21428585,1.9,,0,,,2020
CHL,Chile,GovEff,1.1.2,Government effectiveness*,29,74.21033946,1.060420394,,0,,,2019
CHL,Chile,SP12,1.2.,Regulatory environment,55,68.42241722,,0,,,W,
CHL,Chile,RegQua,1.2.1,Regulatory quality*,25,75.49980449,1.224169135,,0,S,,2019
CHL,Chile,RuleOL,1.2.2,Rule of law*,26,75.00897487,1.073613167,,0,,,2019
CHL,Chile,CostRedu,1.2.3,Cost of redudancy dismissal,110,61.59044475,27.3968254,,0,W,W,2019
CHL,Chile,SP13,1.3.,Business environment,46,75.74567,,0,,,,
CHL,Chile,EaseStartBus,1.3.1,Ease of starting a business*,50,91.42747,91.42747,,0,,,2019
CHL,Chile,EaseInsol,1.3.2,Ease of resolving insolvency*,48,60.06387,60.06387,,0,,,2019
CHL,Chile,P2,2,Human capital and research,51,35.22926708,,0,,,,
CHL,Chile,SP21,2.1.,Education,55,53.52659063,,0,,,,
CHL,Chile,ExpEdu,2.1.1,"Expenditure on education, % GDP",22,58.27951834,5.4194598,,0,S,,2017
CHL,Chile,GovFundPup,2.1.2,"Government funding/pupil, secondary, % GDP/cap",57,28.11412897,18.71356,,0,,,2017
CHL,Chile,SchLifeExp,2.1.3,"School life expectancy, years",22,72.18012164,16.58595,,0,S,,2018
CHL,Chile,PISA,2.1.4,"PISA scales in reading, maths and science",46,42.31582993,437.7538912,,0,,W,2018
CHL,Chile,PupTeachR,2.1.5,"Pupil-teacher ratio, secondary",87,68.74935722,18.01418985,,1,W,W,2018
CHL,Chile,SP22,2.2.,Tertiary education,44,38.78355283,,0,,,,
