Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (27 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,25.9168,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (27 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,28.165,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (27 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,18.8299,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (27 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,18.50458,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,26.4501,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,18.5435,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,16.4416,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,17.25651,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,23.3167,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,17.8886,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,11.87665,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,13.03347,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,28.0353,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,18.6668,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,18.39996,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",European Union (28 countries),"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,19.02961,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,33.3811,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,44.8899,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,36.7744,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,32.3739,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,47.05085,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,46.96071,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,29.5545,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,40.1437,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,36.3935,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,29.6094,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,35.38621,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,33.31721,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,35.5258,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,47.2909,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,42.0942,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,32.0987,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,48.39823,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,52.43952,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,12.7537,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,55.4536,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,18.7058,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,14.64922,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,14.23637,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,10.5673,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,50.1651,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,22.4114,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,15.05772,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,20.97513,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,58.4258,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,20.5981,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,16.51129,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,12.36386,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,20.6843,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,54.628,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,27.118,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,21.9707,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,19.19171,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,16.45007,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,14.5277,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,46.2491,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,14.5354,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,12.1871,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,4.687161,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,5.073425,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,58.7962,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,31.8723,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,24.9449,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,23.13905,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,18.95255,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,10.1693,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,28.4846,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,12.695,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,10.1509,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,8.13797,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,9.599324,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,8.6118,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,26.1811,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,11.7181,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,11.0103,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,4.117471,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,10.79716,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2005,10.1904,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2006,17.0004,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,12.6467,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,9.1964,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,9.74104,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,8.015154,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2005,26.1503,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2006,39.2862,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,47.9332,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,36.1931,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,38.15517,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,37.60756,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2005,23.9359,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2006,34.9371,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,39.9971,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't ordered goods or services over the internet, because of trust concerns about receiving or returning goods, complaint / redress concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,35.8988,
