Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Djibouti,DJI,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.849587
Djibouti,DJI,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,135
Djibouti,DJI,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.249587
Djibouti,DJI,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,118
Djibouti,DJI,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.454545
Djibouti,DJI,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,113
Djibouti,DJI,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.347337
Djibouti,DJI,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,85
Djibouti,DJI,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.150413
Djibouti,DJI,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,90
Djibouti,DJI,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,61
Djibouti,DJI,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,130
Djibouti,DJI,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.634621
Djibouti,DJI,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.366299
Djibouti,DJI,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.902943
Djibouti,DJI,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,51.058865936746
Djibouti,DJI,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,60
Djibouti,DJI,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.791781
Dominican Republic,DOM,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,65
Dominican Republic,DOM,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.974905
Dominican Republic,DOM,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,108
Dominican Republic,DOM,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.441572
Dominican Republic,DOM,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,77
Dominican Republic,DOM,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.770082
Dominican Republic,DOM,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,103
Dominican Republic,DOM,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.405002
Dominican Republic,DOM,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,101
Dominican Republic,DOM,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.980595
Dominican Republic,DOM,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,87
Dominican Republic,DOM,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,66
Dominican Republic,DOM,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,115
Dominican Republic,DOM,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.661765
Dominican Republic,DOM,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.485613
Dominican Republic,DOM,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.837918
Dominican Republic,DOM,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,51.9067333365819
Dominican Republic,DOM,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,105
Dominican Republic,DOM,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.357383
Ecuador,ECU,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,55
Ecuador,ECU,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.070736
Ecuador,ECU,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,70
Ecuador,ECU,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.750736
Ecuador,ECU,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,80
Ecuador,ECU,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.751355
Ecuador,ECU,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,48
Ecuador,ECU,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.801656
Ecuador,ECU,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,75
Ecuador,ECU,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.189954
Ecuador,ECU,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,62
Ecuador,ECU,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,52
Ecuador,ECU,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,79
Ecuador,ECU,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.881649
Ecuador,ECU,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.716391
Ecuador,ECU,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.046907
Ecuador,ECU,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,58.7750090271765
Ecuador,ECU,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,69
Ecuador,ECU,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.721777
"Egypt, Arab Rep.",EGY,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,89
"Egypt, Arab Rep.",EGY,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.724389
"Egypt, Arab Rep.",EGY,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,63
"Egypt, Arab Rep.",EGY,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.817778
"Egypt, Arab Rep.",EGY,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,73
"Egypt, Arab Rep.",EGY,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.791889
"Egypt, Arab Rep.",EGY,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,77
"Egypt, Arab Rep.",EGY,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.6
"Egypt, Arab Rep.",EGY,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,74
"Egypt, Arab Rep.",EGY,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.194389
"Egypt, Arab Rep.",EGY,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,67
"Egypt, Arab Rep.",EGY,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,45
"Egypt, Arab Rep.",EGY,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,115
"Egypt, Arab Rep.",EGY,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.824902
"Egypt, Arab Rep.",EGY,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.483564
"Egypt, Arab Rep.",EGY,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.16624
"Egypt, Arab Rep.",EGY,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,57.0024651376066
"Egypt, Arab Rep.",EGY,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,58
"Egypt, Arab Rep.",EGY,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.817778
El Salvador,SLV,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,117
El Salvador,SLV,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.471675
El Salvador,SLV,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,91
El Salvador,SLV,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.560868
El Salvador,SLV,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,86
El Salvador,SLV,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.710675
El Salvador,SLV,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,120
El Salvador,SLV,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.301136
El Salvador,SLV,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,90
El Salvador,SLV,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.098685
El Salvador,SLV,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,101
El Salvador,SLV,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,82
El Salvador,SLV,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,118
El Salvador,SLV,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.575521
El Salvador,SLV,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.447198
El Salvador,SLV,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.703845
El Salvador,SLV,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,49.2128239631866
El Salvador,SLV,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,114
El Salvador,SLV,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.249457
Equatorial Guinea,GNQ,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,149
Equatorial Guinea,GNQ,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.125
Equatorial Guinea,GNQ,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,133
Equatorial Guinea,GNQ,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.25
Equatorial Guinea,GNQ,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,62
Equatorial Guinea,GNQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.875
Equatorial Guinea,GNQ,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,151
Equatorial Guinea,GNQ,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,1.910268
Equatorial Guinea,GNQ,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,126
Equatorial Guinea,GNQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.75
Equatorial Guinea,GNQ,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,136
Equatorial Guinea,GNQ,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,82
Equatorial Guinea,GNQ,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,160
Equatorial Guinea,GNQ,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.317643
Equatorial Guinea,GNQ,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,1.934691
Equatorial Guinea,GNQ,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.700594
Equatorial Guinea,GNQ,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,41.1577713056983
Equatorial Guinea,GNQ,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,151
Equatorial Guinea,GNQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,1.875
Eritrea,ERI,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,145
Eritrea,ERI,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.167262
Eritrea,ERI,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,146
Eritrea,ERI,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.167262
Eritrea,ERI,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,154
Eritrea,ERI,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.0875
Eritrea,ERI,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,137
Eritrea,ERI,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.133929
Eritrea,ERI,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,159
Eritrea,ERI,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.081548
Eritrea,ERI,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,155
Eritrea,ERI,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,130
Eritrea,ERI,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,160
Eritrea,ERI,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.087142
Eritrea,ERI,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,1.789646
Eritrea,ERI,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.384639
Eritrea,ERI,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,33.9578640138637
Eritrea,ERI,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,152
Eritrea,ERI,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,1.8625
Estonia,EST,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,43
Estonia,EST,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.206675
Estonia,EST,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,40
Estonia,EST,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.147851
Estonia,EST,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,39
Estonia,EST,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.262154
Estonia,EST,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,28
Estonia,EST,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.322037
Estonia,EST,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,30
Estonia,EST,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.798684
Estonia,EST,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,36
Estonia,EST,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,28
Estonia,EST,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,50
Estonia,EST,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.311613
Estonia,EST,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.064361
Estonia,EST,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.558865
Estonia,EST,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,72.2053235977265
Estonia,EST,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,44
Estonia,EST,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.098638
Ethiopia,ETH,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,..
Ethiopia,ETH,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,..
Ethiopia,ETH,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,..
Ethiopia,ETH,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,..
Ethiopia,ETH,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,..
Ethiopia,ETH,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,..
Ethiopia,ETH,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,..
Ethiopia,ETH,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,..
Ethiopia,ETH,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,..
Ethiopia,ETH,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,..
Ethiopia,ETH,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,..
Ethiopia,ETH,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..
Ethiopia,ETH,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..
Ethiopia,ETH,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,..
Ethiopia,ETH,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..
Ethiopia,ETH,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..
Ethiopia,ETH,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,..
Ethiopia,ETH,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,..
Ethiopia,ETH,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,..
Fiji,FJI,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,132
Fiji,FJI,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.307692
Fiji,FJI,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,119
Fiji,FJI,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.307692
Fiji,FJI,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,149
Fiji,FJI,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.162106
Fiji,FJI,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,101
Fiji,FJI,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.412106
Fiji,FJI,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,143
Fiji,FJI,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.538461
Fiji,FJI,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,133
Fiji,FJI,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,94
Fiji,FJI,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,154
Fiji,FJI,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.351727
Fiji,FJI,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,2.102838
Fiji,FJI,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.600617
Fiji,FJI,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,42.222415884832
Fiji,FJI,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,99
Fiji,FJI,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.402761
Finland,FIN,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,1
Finland,FIN,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.323166
Finland,FIN,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,15
Finland,FIN,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.887269
Finland,FIN,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,16
Finland,FIN,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.562732
Finland,FIN,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,8
Finland,FIN,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.815046
Finland,FIN,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,8
Finland,FIN,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.279861
Finland,FIN,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,10
Finland,FIN,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,1
Finland,FIN,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,21
Finland,FIN,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.969148
Finland,FIN,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.683032
Finland,FIN,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,4.255264
Finland,FIN,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,92.7440242590531
Finland,FIN,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,11
Finland,FIN,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.003472
France,FRA,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,12
France,FRA,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.999365
France,FRA,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,17
France,FRA,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.838338
France,FRA,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,17
France,FRA,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.545295
France,FRA,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,19
France,FRA,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.589643
France,FRA,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,14
France,FRA,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.152037
France,FRA,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,16
France,FRA,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,14
France,FRA,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,17
France,FRA,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.844475
France,FRA,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,3.791702
France,FRA,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,3.897247
France,FRA,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,88.849750300177
France,FRA,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,12
France,FRA,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.99688
Gabon,GAB,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,153
Gabon,GAB,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.06746
Gabon,GAB,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,151
Gabon,GAB,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.074762
Gabon,GAB,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,153
Gabon,GAB,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.098679
Gabon,GAB,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,148
Gabon,GAB,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,1.95554
Gabon,GAB,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,135
Gabon,GAB,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.672265
Gabon,GAB,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,150
Gabon,GAB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,117
Gabon,GAB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,160
Gabon,GAB,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.161902
Gabon,GAB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,1.874066
Gabon,GAB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,2.449739
Gabon,GAB,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,36.2930602565592
Gabon,GAB,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,136
