SDG_IND,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",GRC,Greece,2017,2017,54.57507,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KAZ,Kazakhstan,2015,2015,16.11745,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KAZ,Kazakhstan,2016,2016,16.01006,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KAZ,Kazakhstan,2017,2017,15.97668,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",KAZ,Kazakhstan,2018,2018,18.78099,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BGR,Bulgaria,2014,2014,32.68535,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BGR,Bulgaria,2015,2015,42.05422,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BGR,Bulgaria,2016,2016,36.30495,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BGR,Bulgaria,2017,2017,44.40031,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BGR,Bulgaria,2019,2019,43.2,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",ROU,Romania,2014,2014,24.7217,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",ROU,Romania,2015,2015,15.8861,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",ROU,Romania,2016,2016,19.6212,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",PRT,Portugal,2014,2014,45.34729,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",PRT,Portugal,2015,2015,40.72089,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",PRT,Portugal,2016,2016,41.3635,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",PRT,Portugal,2017,2017,44.23666,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",HRV,Croatia,2014,2014,40.20271,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",HRV,Croatia,2015,2015,49.32418,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",HRV,Croatia,2016,2016,51.70615,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",HRV,Croatia,2017,2017,35.29504,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MKD,North Macedonia,2014,2014,49.83218,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MKD,North Macedonia,2015,2015,35.89527,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MKD,North Macedonia,2016,2016,31.59932,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",PRT,Portugal,2014,2014,55.70069,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",PRT,Portugal,2015,2015,45.71731,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",PRT,Portugal,2016,2016,44.7376,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",DNK,Denmark,2014,2014,67.76249,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",DNK,Denmark,2015,2015,67.54329,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",DNK,Denmark,2016,2016,61.8999,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",SGP,Singapore,2014,2014,21.58739,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",SGP,Singapore,2017,2017,36.4524,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",SVN,Slovenia,2014,2014,48.63373,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",SVN,Slovenia,2015,2015,41.8245,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",AZE,Azerbaijan,2017,2017,55.73322,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",AZE,Azerbaijan,2018,2018,54.97853,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",LTU,Lithuania,2015,2015,35.87767,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",LTU,Lithuania,2016,2016,38.66915,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",LTU,Lithuania,2017,2017,40.34793,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",DNK,Denmark,2014,2014,58.00041,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",DNK,Denmark,2015,2015,63.40801,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",DNK,Denmark,2016,2016,59.56418,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",DNK,Denmark,2017,2017,56.34806,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",DNK,Denmark,2019,2019,54.5,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",ITA,Italy,2014,2014,8.9111,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",ITA,Italy,2015,2015,4.8453,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",ITA,Italy,2016,2016,4.3462,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",PAK,Pakistan,2016,2016,3.69622,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",PAK,Pakistan,2019,2019,3.9,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",EST,Estonia,2014,2014,50.50733,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",EST,Estonia,2015,2015,47.78819,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",AZE,Azerbaijan,2017,2017,0.70557,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",AZE,Azerbaijan,2018,2018,0.7047,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BRA,Brazil,2014,2014,23.99535,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BRA,Brazil,2015,2015,22.89006,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BRA,Brazil,2016,2016,21.18728,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BRA,Brazil,2017,2017,20.80956,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",BRA,Brazil,2018,2018,20.01638,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",KAZ,Kazakhstan,2015,2015,15.5886,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",KAZ,Kazakhstan,2016,2016,12.28178,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",KAZ,Kazakhstan,2017,2017,13.30136,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",KAZ,Kazakhstan,2018,2018,15.59604,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",BIH,Bosnia and Herzegovina,2017,2017,2.08691,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",BIH,Bosnia and Herzegovina,2019,2019,2.13639,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ROU,Romania,2014,2014,17.2974,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ROU,Romania,2015,2015,9.9088,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ROU,Romania,2016,2016,13.23159,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PRT,Portugal,2014,2014,46.52291,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PRT,Portugal,2015,2015,35.95129,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PRT,Portugal,2016,2016,35.75471,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PRT,Portugal,2017,2017,38.00547,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PRT,Portugal,2019,2019,37.2,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",EGY,Egypt,2014,2014,1.50351,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",EGY,Egypt,2015,2015,1.84861,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",EGY,Egypt,2016,2016,10.80329,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",EGY,Egypt,2018,2018,13.70357,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",EGY,Egypt,2019,2019,16,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SRB,Serbia,2014,2014,44.15238,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SRB,Serbia,2015,2015,33.97899,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",BEL,Belgium,2014,2014,62.33409,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",BEL,Belgium,2015,2015,54.19769,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",BEL,Belgium,2016,2016,62.46328,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",BEL,Belgium,2017,2017,64.85681,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",MYS,Malaysia,2015,2015,33.6001,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",MYS,Malaysia,2017,2017,42.44226,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",MYS,Malaysia,2018,2018,43.36571,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",MYS,Malaysia,2019,2019,45,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SVK,Slovakia,2015,2015,23.118,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SVK,Slovakia,2016,2016,27.16436,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SVK,Slovakia,2017,2017,29.97387,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",SVK,Slovakia,2019,2019,32.6,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",HUN,Hungary,2015,2015,24.70317,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",HUN,Hungary,2016,2016,27.76832,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",HUN,Hungary,2017,2017,29.02355,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNE,Montenegro,2015,2015,1.19622,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNE,Montenegro,2016,2016,1.70635,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNE,Montenegro,2017,2017,2.94093,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNE,Montenegro,2018,2018,3.56127,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",MNE,Montenegro,2019,2019,4.1,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",BEL,Belgium,2014,2014,54.94181,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",BEL,Belgium,2015,2015,54.9422,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",BEL,Belgium,2016,2016,52.49525,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",BEL,Belgium,2017,2017,52.87236,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",POL,Poland,2014,2014,8.0854,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",POL,Poland,2015,2015,3.6633,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",POL,Poland,2016,2016,4.23261,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",POL,Poland,2017,2017,4.88098,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",POL,Poland,2018,2018,5.21423,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",KOR,Republic of Korea,2015,2015,47.78333,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",KOR,Republic of Korea,2016,2016,51.39956,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",KOR,Republic of Korea,2017,2017,48.41656,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",KOR,Republic of Korea,2018,2018,58.32352,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",KOR,Republic of Korea,2019,2019,57.5,,
ICTSKILLTRANSFERFILE_M,"Proportion of youth and adults who have transferred files between a computer and other devices, male (%)",PER,Peru,2018,2018,17.49818,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CIV,Côte d'Ivoire,2015,2015,10.44526,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CIV,Côte d'Ivoire,2016,2016,10.54333,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CIV,Côte d'Ivoire,2017,2017,10.63659,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CIV,Côte d'Ivoire,2018,2018,10.73357,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",CIV,Côte d'Ivoire,2019,2019,11.9,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BRA,Brazil,2014,2014,20.62403,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BRA,Brazil,2015,2015,20.09229,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BRA,Brazil,2016,2016,18.95998,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BRA,Brazil,2017,2017,17.69924,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",BRA,Brazil,2018,2018,17.76461,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",PAK,Pakistan,2016,2016,2.05067,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",SAU,Saudi Arabia,2017,2017,70,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",SAU,Saudi Arabia,2018,2018,70.2,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",SAU,Saudi Arabia,2019,2019,67.8,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MYS,Malaysia,2015,2015,52.93662,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MYS,Malaysia,2017,2017,55.19846,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MYS,Malaysia,2018,2018,57.41144,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",MYS,Malaysia,2019,2019,59,,
ICTSKILLSOFTWARE,"Proportion of youth and adults who have found, downloaded, installed and configured software, both sexes (%)",DOM,Dominican Republic,2015,2015,12.56631,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",EGY,Egypt,2014,2014,2.19266,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",EGY,Egypt,2015,2015,2.54381,,
ICTSKILLTRANSFERFILE_F,"Proportion of youth and adults who have transferred files between a computer and other devices, female (%)",EGY,Egypt,2016,2016,23.73157,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",GEO,Georgia,2016,2016,13.83119,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",GEO,Georgia,2017,2017,10.67279,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",GEO,Georgia,2018,2018,9.74816,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",KHM,Cambodia,2017,2017,0.14081,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MKD,North Macedonia,2014,2014,27.05314,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MKD,North Macedonia,2015,2015,19.19653,,
ICTSKILLFORMULA_F,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, female (%)",MKD,North Macedonia,2016,2016,21.31056,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ESP,Spain,2015,2015,40.0056,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ESP,Spain,2016,2016,46.75,,
ICTSKILLSOFTWARE_F,"Proportion of youth and adults who have found, downloaded, installed and configured software, female (%)",ESP,Spain,2019,2019,55.28956,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",LUX,Luxembourg,2014,2014,80.31415,,
ICTSKILLDUPLIC_F,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document, female (%)",LUX,Luxembourg,2015,2015,79.79303,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",CUW,Curaçao,2017,2017,4.10058,,
ICTSKILLATTACH_M,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), male (%)",KHM,Cambodia,2017,2017,37.00677,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2014,2014,37.71401,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2015,2015,40.26299,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2016,2016,50.97975,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2017,2017,50.97975,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2018,2018,53.86676,,
ICTSKILLDUPLIC,"Proportion of youth and adults who have used copy and paste tools to duplicate or move information within a document , both sexes (%)",SGP,Singapore,2019,2019,54.5,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",NLD,Netherlands,2014,2014,61.80556,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",NLD,Netherlands,2015,2015,59.31034,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",NLD,Netherlands,2016,2016,60.27397,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",NLD,Netherlands,2017,2017,62.58503,,
ICTSKILLTRANSFERFILE,"Proportion of youth and adults who have transferred files between a computer and other devices, both sexes (%)",NLD,Netherlands,2019,2019,63.8,,
ICTSKILLATTACH,"Proportion of youth and adults who have sent e-mails with attached files (e.g. document, picture, video), both sexes (%)",CUW,Curaçao,2017,2017,34.99753,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",CZE,Czechia,2014,2014,7.52889,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",CZE,Czechia,2015,2015,6.4637,,
ICTSKILLPROGLANG_M,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, male (%)",CZE,Czechia,2017,2017,7.04949,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PSE,Palestine,2014,2014,16.94418,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PSE,Palestine,2018,2018,4.85098,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",PSE,Palestine,2019,2019,7.6,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ITA,Italy,2014,2014,40.762,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ITA,Italy,2015,2015,35.2801,,
ICTSKILLFORMULA_M,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, male (%)",ITA,Italy,2016,2016,35.1795,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BEL,Belgium,2014,2014,42.53205,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BEL,Belgium,2015,2015,42.45239,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BEL,Belgium,2016,2016,44.48627,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BEL,Belgium,2017,2017,44.39047,,
ICTSKILLFORMULA,"Proportion of youth and adults who have used basic arithmetic formulae in a spreadsheet, both sexes (%)",BEL,Belgium,2019,2019,44.8,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",HUN,Hungary,2014,2014,6.5156,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",HUN,Hungary,2015,2015,3.19048,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",HUN,Hungary,2016,2016,3.43037,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",HUN,Hungary,2017,2017,4.02761,,
ICTSKILLPROGLANG,"Proportion of youth and adults who have wrote a computer program using a specialised programming language, both sexes (%)",HUN,Hungary,2019,2019,4.1,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MAR,Morocco,2014,2014,25.81131,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MAR,Morocco,2015,2015,25.78828,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MAR,Morocco,2016,2016,34.20635,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MAR,Morocco,2017,2017,39.23739,,
ICTSKILLSOFTWARE_M,"Proportion of youth and adults who have found, downloaded, installed and configured software, male (%)",MAR,Morocco,2018,2018,39.96291,,
