Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Time required to start a business (days),IC.REG.DURS,East Asia & Pacific (excluding high income),EAP,..,..,38.5,39.8055555555556,41.59,36.135,36.105,33.235,32.345,30.45,29.73,..
Time required to start a business (days),IC.REG.DURS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,37.9166666666667,39.1842105263158,40.9428571428571,35.747619047619,35.7190476190476,32.9857142857143,32.1380952380952,30.3333333333333,29.647619047619,..
Time required to start a business (days),IC.REG.DURS,Euro area,EMU,..,..,15.5526315789474,15.1578947368421,14.4210526315789,12.3947368421053,11.4210526315789,10.8947368421053,10.3684210526316,10.4473684210526,9.81578947368421,..
Time required to start a business (days),IC.REG.DURS,Europe & Central Asia,ECS,..,..,16.6170212765957,16.625,15.5040816326531,14.2040816326531,12.2612244897959,11.8795918367347,11.5938775510204,12.552,11.762,..
Time required to start a business (days),IC.REG.DURS,Europe & Central Asia (excluding high income),ECA,..,..,19.3421052631579,18.2368421052632,16.21,15.3,13.065,12.855,12.155,12.73,11.78,..
Time required to start a business (days),IC.REG.DURS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,20.3095238095238,19.4285714285714,17.4409090909091,16.6136363636364,14.5818181818182,14.3909090909091,13.7545454545455,14.2772727272727,13.2772727272727,..
Time required to start a business (days),IC.REG.DURS,European Union,EUU,..,..,16.6296296296296,16.3703703703704,15.7777777777778,14.3518518518519,13.2407407407407,12.7222222222222,12.3518518518519,13.2777777777778,12.1666666666667,..
Time required to start a business (days),IC.REG.DURS,Fragile and conflict affected situations,FCS,..,..,44.4242424242424,43.5555555555556,39.1972972972973,34.7108108108108,37.6526315789474,37.7736842105263,36.2868421052632,35.5236842105263,34.6105263157895,..
Time required to start a business (days),IC.REG.DURS,Heavily indebted poor countries (HIPC),HPC,..,..,33.8289473684211,32.3684210526316,26.7368421052632,23.4473684210526,24.1666666666667,23.5769230769231,22.9871794871795,23.025641025641,22.5384615384615,..
Time required to start a business (days),IC.REG.DURS,High income,HIC,..,..,16.9203703703704,17.1218181818182,16.3333333333333,15.0087719298246,12.4245614035088,12.3157894736842,11.6228070175439,11.9396551724138,10.9689655172414,..
Time required to start a business (days),IC.REG.DURS,IBRD only,IBD,..,..,41.8770491803279,41,32.5691176470588,30.0102941176471,29.2764705882353,29.3044117647059,26.6941176470588,24.3544117647059,23.4367647058824,..
Time required to start a business (days),IC.REG.DURS,IDA & IBRD total,IBT,..,..,37.3984375,36.7022900763359,30.645,27.6928571428571,27.5078014184397,27.0078014184397,25.2524822695035,23.8475177304965,22.9673758865248,..
Time required to start a business (days),IC.REG.DURS,IDA blend,IDB,..,..,43.4615384615385,44.3076923076923,37.92,29.32,28.8533333333333,26.0933333333333,23.56,20.56,19.18,..
Time required to start a business (days),IC.REG.DURS,IDA only,IDX,..,..,30.8796296296296,30.1785714285714,26.4350877192982,24.5,25.0862068965517,24.551724137931,24,24.1034482758621,23.3965517241379,..
Time required to start a business (days),IC.REG.DURS,IDA total,IDA,..,..,33.3208955223881,32.8405797101449,28.8277777777778,25.5041666666667,25.8602739726027,24.8684931506849,23.9095890410959,23.3753424657534,22.5301369863014,..
Time required to start a business (days),IC.REG.DURS,Late-demographic dividend,LTE,..,..,19.6466666666667,18.58,18.99375,18.2625,15.5270833333333,15.74375,14.3270833333333,12.3208333333333,11.26875,..
Time required to start a business (days),IC.REG.DURS,Latin America & Caribbean,LCN,..,..,53.9516129032258,53.4354838709677,35.6515151515151,30.8030303030303,31.7242424242424,32.1787878787879,31.9363636363636,28.7575757575758,28.0909090909091,..
Time required to start a business (days),IC.REG.DURS,Latin America & Caribbean (excluding high income),LAC,..,..,66.4347826086957,65.8260869565217,41.56,36.08,37.096,38.156,37.836,33.7,33.42,..
Time required to start a business (days),IC.REG.DURS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,58.0357142857143,57.4642857142857,37.6333333333333,32.2666666666667,33.1133333333333,33.9633333333333,33.6966666666667,30.2,29.8,..
Time required to start a business (days),IC.REG.DURS,Least developed countries: UN classification,LDC,..,..,36.0714285714286,35.125,31.1622222222222,27.7777777777778,28.1847826086957,27.3152173913043,26.8260869565217,27,26.2173913043478,..
Time required to start a business (days),IC.REG.DURS,Low & middle income,LMY,..,..,38.6041666666667,37.7235772357724,31.275,28.2954545454545,28.0947368421053,27.5721804511278,25.7112781954887,24.2330827067669,23.3601503759398,..
Time required to start a business (days),IC.REG.DURS,Low income,LIC,..,..,27.875,26.68,23.92,22.52,23.7115384615385,23.1730769230769,22.4807692307692,22.8461538461538,22.0769230769231,..
Time required to start a business (days),IC.REG.DURS,Lower middle income,LMC,..,..,38.9489795918367,38.06,34.4145454545455,30.3581818181818,29.0018181818182,27.84,27.1127272727273,25.5527272727273,24.5418181818182,..
Time required to start a business (days),IC.REG.DURS,Middle East & North Africa,MEA,..,..,23.26,24.4857142857143,23.1047619047619,22.347619047619,22.4,23.4190476190476,21.2047619047619,20.3714285714286,19.5190476190476,..
Time required to start a business (days),IC.REG.DURS,Middle East & North Africa (excluding high income),MNA,..,..,25.625,27.9615384615385,26.2307692307692,25.4615384615385,26.0769230769231,26.1923076923077,25.5,24.8076923076923,24.8846153846154,..
Time required to start a business (days),IC.REG.DURS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,22.2727272727273,26.1666666666667,24.4583333333333,23.9583333333333,24.625,24.75,24,23.25,23.3333333333333,..
Time required to start a business (days),IC.REG.DURS,Middle income,MIC,..,..,41.2864583333333,40.5408163265306,32.9934579439252,29.6448598130841,29.1598130841121,28.6411214953271,26.496261682243,24.5700934579439,23.6719626168224,..
Time required to start a business (days),IC.REG.DURS,North America,NAC,..,..,5.5,5.5,5.85,5.55,3.55,3.55,3.55,3.55,2.85,..
Time required to start a business (days),IC.REG.DURS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Time required to start a business (days),IC.REG.DURS,OECD members,OED,..,..,15.0142857142857,14.3714285714286,12.4131578947368,11.3315789473684,10.5184210526316,10.0947368421053,10.0947368421053,10.0421052631579,9.47894736842105,..
Time required to start a business (days),IC.REG.DURS,Other small states,OSS,..,..,36.08,35.6923076923077,33.6153846153846,29.5961538461538,24.9076923076923,24.6538461538462,18.5384615384615,18.1346153846154,15.5769230769231,..
Time required to start a business (days),IC.REG.DURS,Pacific island small states,PSS,..,..,26.1111111111111,23.8888888888889,24.3333333333333,24.3333333333333,24.3333333333333,20.4444444444444,20.4444444444444,20.4444444444444,20.4444444444444,..
Time required to start a business (days),IC.REG.DURS,Post-demographic dividend,PST,..,..,15.9264705882353,15.75,14.8694444444444,13.7555555555556,12.4666666666667,11.8666666666667,11.5888888888889,11.6166666666667,11.1888888888889,..
Time required to start a business (days),IC.REG.DURS,Pre-demographic dividend,PRE,..,..,38.4705882352941,36.1571428571429,31.1055555555556,26.05,26.1702702702703,25.3486486486486,21.3486486486486,21.2405405405405,20.6540540540541,..
Time required to start a business (days),IC.REG.DURS,Small states,SST,..,..,43.9468085106383,43.1354166666667,31.8645833333333,26.8958333333333,24.2104166666667,22.8854166666667,19.53125,19.3125,17.59375,..
Time required to start a business (days),IC.REG.DURS,South Asia,SAS,..,..,24.1,19.3,18.875,17.25,16.5,16.1875,16.1,14.0625,14.5625,..
Time required to start a business (days),IC.REG.DURS,South Asia (IDA & IBRD),TSA,..,..,24.1,19.3,18.875,17.25,16.5,16.1875,16.1,14.0625,14.5625,..
Time required to start a business (days),IC.REG.DURS,Sub-Saharan Africa,SSF,..,..,37.5,35.5652173913044,31.3468085106383,29.0914893617021,28.8916666666667,28.1958333333333,24.0708333333333,23.20625,21.525,..
Time required to start a business (days),IC.REG.DURS,Sub-Saharan Africa (excluding high income),SSA,..,..,37.6022727272727,35.6222222222222,31.3326086956522,29.0282608695652,28.8255319148936,28.1148936170213,23.9021276595745,23.0191489361702,21.3021276595745,..
Time required to start a business (days),IC.REG.DURS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,37.5,35.5652173913044,31.3468085106383,29.0914893617021,28.8916666666667,28.1958333333333,24.0708333333333,23.20625,21.525,..
Time required to start a business (days),IC.REG.DURS,Upper middle income,UMC,..,..,43.7234042553191,43.125,31.4903846153846,28.8903846153846,29.3269230769231,29.4884615384615,25.8442307692308,23.5307692307692,22.7519230769231,..
Time required to start a business (days),IC.REG.DURS,World,WLD,..,..,31.8747126436782,31.3578651685393,26.7687830687831,24.2883597883598,23.3936842105263,22.9952631578947,21.4847368421053,20.5,19.5973821989529,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/30/2021,,,,,,,,,,,,,,,
