Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tonga,TON,..,..,..,..,10,10,10,10,10,10,10,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Trinidad and Tobago,TTO,..,..,..,..,6,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tunisia,TUN,..,..,..,..,3,3,3,3,3,3,3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkey,TUR,..,..,..,..,2,2,2,2,4,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uganda,UGA,..,..,..,..,5,5,5,5,5,5,5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Ukraine,UKR,..,..,..,..,8,8,8,8,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Arab Emirates,ARE,..,..,..,..,2,2,2,2,2,6,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United Kingdom,GBR,..,..,..,..,7,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,United States,USA,..,..,..,..,11,11,11,11,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uruguay,URY,..,..,..,..,4,4,4,4,4,4,4,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Uzbekistan,UZB,..,..,..,..,1,1,6,6,6,6,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vanuatu,VUT,..,..,..,..,10,10,10,11,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Venezuela, RB",VEN,..,..,..,..,1,1,1,1,1,1,1,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Vietnam,VNM,..,..,..,..,7,7,7,7,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,West Bank and Gaza,PSE,..,..,..,..,0,0,0,0,8,8,8,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,"Yemen, Rep.",YEM,..,..,..,..,0,0,0,0,0,0,0,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zambia,ZMB,..,..,..,..,7,7,7,7,11,11,11,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Zimbabwe,ZWE,..,..,..,..,5,5,5,5,5,5,6,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Africa Eastern and Southern,AFE,..,..,..,..,4,4.04,3.923076923,4.076923077,4.307692308,4.538461538,4.538461538,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Africa Western and Central,AFW,..,..,..,..,5.409090909,5.409090909,5.590909091,5.681818182,5.863636364,5.863636364,5.863636364,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Arab World,ARB,..,..,..,..,1.476190476,1.476190476,1.409090909,1.409090909,1.772727273,2.363636364,3.136363636,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Caribbean small states,CSS,..,..,..,..,5,5.384615385,5.307692308,5.307692308,5.307692308,5.307692308,5.307692308,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Central Europe and the Baltics,CEB,..,..,..,..,6.545454545,7,7,7,7,7,7,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Early-demographic dividend,EAR,..,..,..,..,3.786885246,3.901639344,4.131147541,4.262295082,4.606557377,4.819672131,5.31147541,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific,EAS,..,..,..,..,6.137931034,6.275862069,6.344827586,6.586206897,7.275862069,7.275862069,7.275862069,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (excluding high income),EAP,..,..,..,..,5.6,5.8,5.85,6.25,6.9,6.9,6.9,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,5.80952381,6,6.047619048,6.428571429,7.047619048,7.047619048,7.047619048,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Euro area,EMU,..,..,..,..,4.631578947,4.631578947,4.631578947,4.631578947,4.631578947,4.842105263,4.842105263,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia,ECS,..,..,..,..,5.346938776,5.428571429,5.612244898,5.714285714,5.979591837,6.18,6.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (excluding high income),ECA,..,..,..,..,5.75,5.7,6.15,6.4,7.05,7.5,8.3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,5.772727273,5.727272727,6.136363636,6.363636364,6.954545455,7.363636364,8.090909091,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,European Union,EUU,..,..,..,..,5.296296296,5.481481481,5.481481481,5.481481481,5.481481481,5.62962963,5.62962963,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Fragile and conflict affected situations,FCS,..,..,..,..,4.135135135,4.243243243,4.236842105,4.447368421,4.815789474,4.894736842,4.868421053,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,4.657894737,4.657894737,4.666666667,4.820512821,5,5.128205128,5.076923077,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,High income,HIC,..,..,..,..,5.210526316,5.315789474,5.333333333,5.315789474,5.456140351,5.551724138,5.637931034,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IBRD only,IBD,..,..,..,..,4.264705882,4.485294118,4.779411765,4.867647059,5.191176471,5.382352941,5.632352941,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA & IBRD total,IBT,..,..,..,..,4.542857143,4.678571429,4.858156028,4.992907801,5.29787234,5.475177305,5.687943262,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA blend,IDB,..,..,..,..,4.266666667,4.266666667,4.6,5,5.2,5.4,5.533333333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA only,IDX,..,..,..,..,4.947368421,5.01754386,5.017241379,5.137931034,5.448275862,5.603448276,5.793103448,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,IDA total,IDA,..,..,..,..,4.805555556,4.861111111,4.931506849,5.109589041,5.397260274,5.561643836,5.739726027,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Late-demographic dividend,LTE,..,..,..,..,5,5.25,5.479166667,5.604166667,6.104166667,6.3125,6.4375,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean,LCN,..,..,..,..,4.242424242,4.696969697,5.151515152,5.151515152,5.212121212,5.242424242,5.242424242,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,3.72,4.28,4.88,4.88,4.92,4.96,4.96,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,3.9,4.4,4.9,4.9,4.933333333,4.966666667,4.966666667,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Least developed countries: UN classification,LDC,..,..,..,..,4.488888889,4.6,4.608695652,4.760869565,5,5.173913043,5.195652174,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low & middle income,LMY,..,..,..,..,4.454545455,4.590909091,4.781954887,4.92481203,5.308270677,5.496240602,5.721804511,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Low income,LIC,..,..,..,..,4.36,4.4,4.423076923,4.653846154,4.769230769,4.923076923,4.846153846,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Lower middle income,LMC,..,..,..,..,4.218181818,4.272727273,4.490909091,4.636363636,5.2,5.418181818,5.690909091,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa,MEA,..,..,..,..,1.428571429,1.428571429,1.428571429,1.428571429,1.80952381,2.333333333,3.238095238,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (excluding high income),MNA,..,..,..,..,1.153846154,1.153846154,1.153846154,1.153846154,1.769230769,2.307692308,3.384615385,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,1.25,1.25,1.25,1.25,1.25,1.833333333,3,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Middle income,MIC,..,..,..,..,4.476635514,4.635514019,4.869158879,4.990654206,5.439252336,5.635514019,5.934579439,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,North America,NAC,..,..,..,..,10,10,10,10,10,10,10,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,OECD members,OED,..,..,..,..,5.552631579,5.921052632,6.184210526,6.184210526,6.236842105,6.421052632,6.421052632,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Other small states,OSS,..,..,..,..,3.923076923,3.923076923,3.923076923,4.038461538,4.307692308,4.461538462,4.653846154,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pacific island small states,PSS,..,..,..,..,8.222222222,8.222222222,8.222222222,8.333333333,8.777777778,8.777777778,8.777777778,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Post-demographic dividend,PST,..,..,..,..,5.638888889,5.777777778,5.805555556,5.805555556,5.861111111,5.972222222,5.972222222,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Pre-demographic dividend,PRE,..,..,..,..,4.611111111,4.611111111,4.621621622,4.783783784,5.054054054,5.216216216,5.189189189,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Small states,SST,..,..,..,..,5.020833333,5.125,5.104166667,5.1875,5.416666667,5.5,5.604166667,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia,SAS,..,..,..,..,4.5,4.5,4.5,4.5,5.25,5.5,5.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,South Asia (IDA & IBRD),TSA,..,..,..,..,4.5,4.5,4.5,4.5,5.25,5.5,5.5,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa,SSF,..,..,..,..,4.659574468,4.680851064,4.6875,4.8125,5.020833333,5.145833333,5.145833333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,4.717391304,4.739130435,4.744680851,4.872340426,5.085106383,5.212765957,5.212765957,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,4.659574468,4.680851064,4.6875,4.8125,5.020833333,5.145833333,5.145833333,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,Upper middle income,UMC,..,..,..,..,4.75,5.019230769,5.269230769,5.365384615,5.692307692,5.865384615,6.192307692,..
Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,World,WLD,..,..,..,..,4.682539683,4.80952381,4.947368421,5.042105263,5.352631579,5.513089005,5.696335079,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/30/2021,,,,,,,,,,,,,,,
