Country,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Austria,The Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cyprus,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Ethiopia,Finland,France,The Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,"Iran, Islamic Rep.",Ireland,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kosovo,Kyrgyz Republic,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Rwanda,Senegal,Serbia,Sierra Leone,Singapore,Slovak Republic,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,"Venezuela, RB",Vietnam,Zambia,Zimbabwe,data_country,data_year
3.3 Civic participation,0.54,0.43,0.38,0.39,0.64,0.65,0.77,0.80,0.72,0.31,0.71,0.29,0.81,0.52,0.52,0.48,0.45,0.62,0.52,0.59,0.59,0.32,0.38,0.84,0.68,0.18,0.55,0.41,0.37,0.77,0.44,0.63,0.62,0.70,0.94,0.58,0.59,0.54,0.16,0.48,0.78,0.30,0.89,0.73,0.58,0.62,0.86,0.69,0.62,0.63,0.57,0.50,0.56,0.45,0.45,0.57,0.42,0.56,0.63,0.17,0.81,0.67,0.66,0.69,0.35,0.37,0.57,0.66,0.58,0.57,0.70,0.51,0.57,0.73,0.84,0.49,0.61,0.50,0.56,0.65,0.37,0.61,0.52,0.53,0.61,0.43,0.42,0.38,0.71,0.60,0.84,0.84,0.33,0.44,0.50,0.52,0.92,0.54,0.65,0.61,0.61,0.48,0.61,0.76,0.60,0.37,0.54,0.62,0.46,0.53,0.51,0.70,0.70,0.70,0.71,0.60,0.61,0.62,0.63,0.55,0.55,0.85,0.46,0.50,0.38,0.66,0.61,0.27,0.43,0.58,0.32,0.83,0.73,0.77,0.35,0.25,0.42,0.41,0.28,0.54,
3.4 Complaint mechanisms,0.42,0.55,0.46,0.61,0.60,0.63,0.86,0.69,0.58,0.47,0.60,0.50,0.91,0.50,0.41,0.51,0.53,0.58,0.57,0.62,0.50,0.29,0.38,0.81,0.75,0.42,0.70,0.43,0.43,0.78,0.40,0.64,0.64,0.71,0.86,0.53,0.63,0.63,0.30,0.58,0.78,0.40,0.86,0.80,0.38,0.55,0.84,0.62,0.63,0.51,0.64,0.46,0.51,0.41,0.52,0.80,0.44,0.71,0.60,0.29,0.84,0.60,0.61,0.72,0.34,0.53,0.69,0.71,0.64,0.48,0.75,0.47,0.62,0.74,0.79,0.56,0.58,0.44,0.56,0.77,0.25,0.52,0.62,0.57,0.47,0.46,0.52,0.46,0.74,0.62,0.92,0.84,0.56,0.46,0.60,0.49,0.86,0.53,0.71,0.66,0.61,0.46,0.69,0.72,0.73,0.59,0.63,0.32,0.39,0.51,0.61,0.76,0.63,0.75,0.75,0.58,0.57,0.56,0.62,0.51,0.37,0.89,0.34,0.57,0.35,0.66,0.50,0.38,0.54,0.57,0.42,0.77,0.81,0.76,0.55,0.44,0.55,0.40,0.47,0.42,
Factor 4: Fundamental Rights,0.40,0.58,0.45,0.39,0.70,0.69,0.78,0.85,0.68,0.31,0.73,0.41,0.84,0.51,0.53,0.47,0.59,0.58,0.48,0.60,0.56,0.33,0.36,0.82,0.72,0.27,0.51,0.41,0.40,0.78,0.45,0.67,0.72,0.79,0.92,0.62,0.57,0.52,0.24,0.50,0.82,0.33,0.90,0.71,0.52,0.63,0.85,0.58,0.65,0.63,0.53,0.49,0.56,0.43,0.41,0.61,0.56,0.49,0.51,0.22,0.82,0.73,0.63,0.78,0.48,0.45,0.47,0.75,0.59,0.48,0.75,0.47,0.51,0.75,0.85,0.46,0.58,0.51,0.51,0.73,0.40,0.63,0.49,0.56,0.58,0.43,0.41,0.27,0.65,0.51,0.84,0.82,0.34,0.48,0.43,0.59,0.91,0.38,0.63,0.53,0.61,0.39,0.61,0.77,0.67,0.42,0.50,0.60,0.56,0.51,0.67,0.73,0.76,0.64,0.80,0.53,0.70,0.67,0.71,0.38,0.53,0.87,0.43,0.47,0.46,0.59,0.55,0.31,0.36,0.61,0.45,0.80,0.66,0.79,0.44,0.29,0.45,0.41,0.34,0.40,
4.1 Equal treatment and absence of discrimination,0.32,0.58,0.58,0.47,0.72,0.65,0.66,0.73,0.56,0.42,0.66,0.68,0.80,0.52,0.69,0.39,0.60,0.63,0.48,0.58,0.67,0.44,0.46,0.65,0.57,0.46,0.48,0.55,0.50,0.69,0.60,0.62,0.64,0.71,0.78,0.56,0.52,0.45,0.47,0.50,0.81,0.42,0.85,0.62,0.51,0.58,0.78,0.57,0.55,0.70,0.43,0.57,0.56,0.51,0.41,0.73,0.41,0.45,0.44,0.44,0.77,0.66,0.61,0.82,0.66,0.56,0.46,0.72,0.56,0.49,0.77,0.39,0.48,0.75,0.71,0.62,0.56,0.54,0.57,0.67,0.41,0.57,0.36,0.54,0.57,0.61,0.55,0.40,0.56,0.53,0.81,0.74,0.38,0.61,0.52,0.62,0.82,0.37,0.48,0.46,0.46,0.42,0.60,0.68,0.71,0.58,0.69,0.66,0.63,0.49,0.83,0.63,0.71,0.52,0.73,0.55,0.64,0.76,0.65,0.32,0.51,0.74,0.56,0.51,0.60,0.61,0.59,0.38,0.44,0.67,0.62,0.69,0.48,0.74,0.57,0.48,0.58,0.49,0.45,0.32,
4.2 The right to life and security of the person is effectively guaranteed,0.28,0.69,0.54,0.31,0.77,0.82,0.89,0.95,0.82,0.16,0.81,0.42,0.94,0.64,0.43,0.43,0.67,0.64,0.40,0.66,0.50,0.26,0.18,0.93,0.77,0.33,0.48,0.19,0.21,0.91,0.29,0.74,0.82,0.94,0.99,0.77,0.63,0.52,0.13,0.55,0.94,0.24,0.95,0.76,0.37,0.75,0.95,0.52,0.78,0.69,0.58,0.43,0.58,0.32,0.28,0.61,0.80,0.41,0.50,0.21,0.90,0.87,0.57,0.92,0.62,0.54,0.31,0.93,0.65,0.49,0.86,0.50,0.49,0.86,0.95,0.38,0.55,0.57,0.44,0.77,0.48,0.69,0.40,0.69,0.68,0.37,0.27,0.12,0.76,0.42,0.94,0.92,0.21,0.41,0.28,0.70,0.95,0.25,0.72,0.52,0.75,0.17,0.72,0.85,0.79,0.45,0.35,0.59,0.58,0.42,0.77,0.88,0.92,0.63,0.88,0.40,0.85,0.79,0.88,0.26,0.59,0.98,0.31,0.38,0.39,0.57,0.58,0.34,0.23,0.66,0.50,0.94,0.73,0.85,0.49,0.05,0.47,0.32,0.28,0.28,
4.3 Due process of the law and rights of the accused,0.33,0.52,0.50,0.32,0.61,0.57,0.77,0.85,0.57,0.26,0.56,0.43,0.78,0.38,0.48,0.34,0.62,0.54,0.34,0.55,0.49,0.26,0.32,0.77,0.62,0.52,0.39,0.32,0.39,0.72,0.38,0.64,0.70,0.80,0.89,0.60,0.44,0.43,0.29,0.34,0.78,0.33,0.91,0.65,0.38,0.60,0.84,0.40,0.56,0.43,0.39,0.35,0.39,0.29,0.33,0.69,0.53,0.39,0.37,0.39,0.82,0.71,0.48,0.77,0.48,0.43,0.39,0.80,0.60,0.32,0.68,0.45,0.36,0.69,0.88,0.34,0.38,0.55,0.34,0.70,0.35,0.54,0.36,0.46,0.48,0.37,0.27,0.17,0.53,0.38,0.82,0.79,0.27,0.40,0.34,0.57,0.91,0.30,0.50,0.41,0.41,0.27,0.63,0.64,0.58,0.35,0.50,0.46,0.48,0.41,0.76,0.68,0.73,0.55,0.80,0.41,0.62,0.53,0.62,0.37,0.44,0.91,0.32,0.42,0.40,0.36,0.45,0.41,0.31,0.45,0.72,0.79,0.60,0.63,0.41,0.17,0.44,0.39,0.36,0.33,
4.4 Freedom of opinion and expression is effectively guaranteed,0.57,0.51,0.41,0.41,0.59,0.67,0.77,0.84,0.71,0.26,0.72,0.21,0.80,0.52,0.48,0.48,0.44,0.59,0.52,0.60,0.60,0.29,0.36,0.84,0.72,0.11,0.55,0.39,0.28,0.82,0.33,0.63,0.62,0.74,0.96,0.53,0.63,0.55,0.06,0.51,0.79,0.30,0.90,0.71,0.63,0.67,0.84,0.72,0.68,0.63,0.61,0.50,0.59,0.49,0.45,0.50,0.49,0.56,0.66,0.19,0.79,0.70,0.67,0.73,0.40,0.36,0.52,0.66,0.58,0.57,0.71,0.54,0.58,0.74,0.81,0.47,0.59,0.50,0.55,0.67,0.35,0.62,0.49,0.53,0.62,0.46,0.40,0.33,0.73,0.62,0.85,0.84,0.34,0.40,0.47,0.50,0.95,0.53,0.67,0.63,0.67,0.49,0.59,0.80,0.66,0.37,0.46,0.63,0.46,0.54,0.47,0.73,0.70,0.71,0.72,0.62,0.64,0.63,0.61,0.52,0.58,0.85,0.41,0.49,0.40,0.64,0.63,0.24,0.38,0.61,0.33,0.83,0.71,0.78,0.39,0.24,0.40,0.38,0.26,0.57,
4.5 Freedom of belief and religion is effectively guaranteed,0.38,0.77,0.18,0.49,0.64,0.76,0.84,0.83,0.71,0.48,0.82,0.53,0.84,0.53,0.72,0.63,0.66,0.62,0.57,0.72,0.69,0.43,0.59,0.83,0.77,0.16,0.61,0.65,0.68,0.84,0.73,0.70,0.78,0.80,0.82,0.72,0.64,0.65,0.20,0.61,0.82,0.48,0.84,0.73,0.68,0.64,0.85,0.71,0.68,0.66,0.64,0.68,0.73,0.48,0.59,0.76,0.52,0.57,0.42,0.03,0.73,0.76,0.73,0.69,0.37,0.56,0.64,0.72,0.72,0.57,0.69,0.40,0.64,0.76,0.87,0.57,0.71,0.43,0.69,0.69,0.29,0.79,0.76,0.62,0.62,0.44,0.64,0.20,0.76,0.59,0.81,0.83,0.56,0.62,0.50,0.72,0.89,0.43,0.71,0.72,0.70,0.62,0.54,0.82,0.72,0.49,0.53,0.75,0.70,0.74,0.80,0.68,0.74,0.71,0.78,0.63,0.62,0.69,0.82,0.47,0.64,0.84,0.59,0.62,0.70,0.74,0.58,0.19,0.57,0.75,0.44,0.86,0.70,0.86,0.55,0.57,0.30,0.62,0.50,0.38,
4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,0.32,0.56,0.44,0.21,0.71,0.66,0.81,0.95,0.62,0.11,0.75,0.21,0.90,0.44,0.23,0.40,0.54,0.41,0.49,0.38,0.34,0.12,0.08,0.89,0.82,0.14,0.49,0.19,0.11,0.83,0.09,0.59,0.82,0.77,0.99,0.58,0.50,0.39,0.20,0.49,0.90,0.17,0.98,0.64,0.42,0.50,0.82,0.45,0.62,0.46,0.57,0.23,0.47,0.39,0.21,0.41,0.57,0.44,0.38,0.12,0.87,0.80,0.63,0.85,0.44,0.25,0.26,0.87,0.51,0.23,0.78,0.42,0.41,0.73,0.90,0.23,0.56,0.40,0.32,0.84,0.36,0.58,0.45,0.52,0.46,0.21,0.19,0.13,0.57,0.35,0.83,0.79,0.12,0.22,0.25,0.44,0.92,0.23,0.58,0.31,0.68,0.25,0.53,0.83,0.55,0.18,0.26,0.37,0.40,0.39,0.59,0.72,0.75,0.60,0.88,0.38,0.76,0.60,0.76,0.14,0.38,0.98,0.25,0.40,0.16,0.38,0.41,0.22,0.08,0.43,0.32,0.80,0.76,0.79,0.28,0.02,0.46,0.25,0.12,0.32,
4.7 Freedom of assembly and association is effectively guaranteed,0.57,0.50,0.41,0.43,0.73,0.73,0.80,0.88,0.80,0.33,0.79,0.33,0.85,0.56,0.58,0.55,0.57,0.66,0.58,0.66,0.65,0.38,0.45,0.87,0.74,0.11,0.59,0.50,0.44,0.84,0.54,0.75,0.73,0.79,0.98,0.62,0.68,0.60,0.21,0.53,0.83,0.33,0.92,0.81,0.67,0.70,0.90,0.74,0.75,0.76,0.65,0.60,0.62,0.51,0.52,0.53,0.48,0.57,0.64,0.11,0.84,0.79,0.72,0.73,0.37,0.36,0.61,0.70,0.63,0.63,0.78,0.60,0.62,0.78,0.91,0.53,0.72,0.47,0.62,0.75,0.51,0.67,0.61,0.61,0.68,0.46,0.45,0.31,0.74,0.63,0.87,0.84,0.33,0.54,0.56,0.61,0.96,0.56,0.73,0.68,0.72,0.49,0.62,0.86,0.65,0.39,0.57,0.71,0.57,0.57,0.44,0.81,0.76,0.73,0.82,0.67,0.69,0.69,0.71,0.63,0.63,0.87,0.49,0.45,0.46,0.73,0.68,0.29,0.46,0.64,0.25,0.88,0.78,0.84,0.33,0.28,0.36,0.38,0.29,0.57,
4.8 Fundamental labor rights are effectively guaranteed,0.44,0.48,0.53,0.47,0.84,0.65,0.68,0.81,0.65,0.44,0.74,0.47,0.82,0.49,0.60,0.52,0.63,0.52,0.45,0.61,0.54,0.47,0.47,0.74,0.71,0.31,0.47,0.50,0.57,0.60,0.62,0.70,0.63,0.75,0.95,0.57,0.57,0.59,0.39,0.52,0.68,0.34,0.86,0.78,0.49,0.57,0.84,0.56,0.57,0.69,0.39,0.56,0.57,0.48,0.47,0.67,0.66,0.49,0.64,0.24,0.82,0.57,0.62,0.76,0.50,0.52,0.54,0.62,0.50,0.53,0.77,0.49,0.51,0.68,0.79,0.56,0.55,0.63,0.59,0.78,0.45,0.62,0.49,0.49,0.55,0.56,0.46,0.49,0.58,0.56,0.83,0.78,0.48,0.61,0.49,0.57,0.88,0.33,0.67,0.52,0.52,0.44,0.66,0.69,0.73,0.59,0.68,0.66,0.64,0.50,0.73,0.73,0.75,0.67,0.75,0.60,0.75,0.69,0.63,0.30,0.47,0.76,0.54,0.51,0.54,0.69,0.51,0.44,0.39,0.65,0.43,0.66,0.56,0.83,0.49,0.53,0.63,0.43,0.48,0.44,
Factor 5: Order and Security,0.30,0.78,0.75,0.57,0.78,0.62,0.87,0.91,0.74,0.63,0.78,0.80,0.81,0.70,0.77,0.59,0.78,0.71,0.64,0.77,0.56,0.67,0.48,0.90,0.67,0.81,0.56,0.48,0.63,0.69,0.68,0.85,0.81,0.89,0.92,0.74,0.64,0.62,0.63,0.67,0.89,0.61,0.92,0.76,0.70,0.79,0.89,0.72,0.71,0.77,0.59,0.72,0.63,0.53,0.65,0.93,0.90,0.60,0.68,0.74,0.94,0.75,0.63,0.92,0.76,0.79,0.55,0.83,0.82,0.76,0.83,0.64,0.60,0.89,0.93,0.71,0.69,0.78,0.48,0.92,0.64,0.76,0.53,0.81,0.76,0.68,0.49,0.64,0.75,0.73,0.85,0.89,0.71,0.62,0.34,0.79,0.93,0.37,0.67,0.71,0.61,0.63,0.86,0.79,0.83,0.70,0.82,0.71,0.77,0.67,0.93,0.90,0.90,0.61,0.82,0.56,0.77,0.75,0.76,0.64,0.64,0.92,0.69,0.71,0.74,0.66,0.67,0.70,0.59,0.75,0.91,0.83,0.81,0.70,0.90,0.50,0.77,0.68,0.67,0.30,
5.1 Crime is effectively controlled,0.46,0.88,0.65,0.48,0.81,0.56,0.89,0.91,0.76,0.75,0.90,0.89,0.84,0.67,0.81,0.58,0.85,0.66,0.53,0.84,0.71,0.83,0.59,0.91,0.74,0.81,0.49,0.56,0.55,0.69,0.67,0.97,0.84,0.90,0.95,0.84,0.62,0.57,0.75,0.54,0.91,0.60,0.94,0.82,0.59,0.91,0.89,0.76,0.81,0.88,0.55,0.75,0.67,0.40,0.57,0.93,0.93,0.78,0.85,0.76,0.91,0.81,0.66,0.93,0.86,0.77,0.59,0.92,0.87,0.80,0.82,0.70,0.48,0.88,0.91,0.65,0.70,0.76,0.60,0.87,0.60,0.83,0.37,0.83,0.85,0.65,0.61,0.84,0.70,0.78,0.90,0.88,0.68,0.70,0.49,0.78,0.96,0.59,0.59,0.64,0.53,0.69,0.94,0.91,0.92,0.77,0.73,0.69,0.88,0.60,0.98,0.89,0.96,0.49,0.86,0.83,0.81,0.80,0.77,0.60,0.76,0.90,0.69,0.79,0.75,0.70,0.75,0.79,0.54,0.75,0.92,0.90,0.84,0.68,0.90,0.32,0.89,0.61,0.61,0.46,
5.2 Civil conflict is effectively limited,0.04,1.00,1.00,0.94,1.00,1.00,1.00,1.00,1.00,0.92,1.00,1.00,0.92,1.00,0.98,1.00,1.00,1.00,1.00,1.00,0.54,1.00,0.53,1.00,1.00,1.00,0.94,0.56,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.85,1.00,1.00,0.76,1.00,0.92,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.77,0.89,1.00,1.00,1.00,1.00,1.00,1.00,0.74,1.00,1.00,1.00,1.00,0.92,1.00,1.00,1.00,1.00,1.00,1.00,0.48,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.63,0.56,1.00,1.00,1.00,1.00,1.00,0.63,0.08,1.00,1.00,0.19,1.00,1.00,1.00,0.68,1.00,1.00,1.00,0.94,0.94,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.54,1.00,1.00,1.00,0.80,1.00,1.00,0.98,0.85,1.00,1.00,0.89,0.75,1.00,0.94,1.00,0.89,0.92,1.00,1.00,1.00,1.00,1.00,1.00,0.04,
5.3 People do not resort to violence to redress personal grievances,0.39,0.46,0.61,0.30,0.54,0.29,0.72,0.81,0.46,0.21,0.45,0.52,0.68,0.44,0.53,0.19,0.47,0.47,0.40,0.49,0.42,0.18,0.32,0.80,0.26,0.62,0.26,0.32,0.35,0.37,0.37,0.57,0.59,0.79,0.83,0.37,0.29,0.30,0.28,0.47,0.77,0.48,0.81,0.54,0.51,0.44,0.78,0.41,0.32,0.42,0.23,0.41,0.21,0.18,0.39,0.87,0.79,0.32,0.43,0.58,0.92,0.45,0.23,0.84,0.42,0.59,0.33,0.58,0.60,0.49,0.68,0.31,0.32,0.79,0.89,0.47,0.36,0.59,0.37,0.90,0.32,0.44,0.23,0.60,0.43,0.37,0.23,0.52,0.55,0.41,0.64,0.79,0.46,0.53,0.44,0.60,0.83,0.33,0.40,0.49,0.30,0.51,0.63,0.45,0.57,0.38,0.79,0.43,0.43,0.41,0.81,0.81,0.73,0.35,0.61,0.32,0.50,0.45,0.50,0.52,0.18,0.87,0.40,0.49,0.48,0.29,0.37,0.55,0.24,0.58,0.82,0.70,0.67,0.42,0.79,0.20,0.42,0.42,0.39,0.39,
Factor 6: Regulatory Enforcement,0.36,0.43,0.48,0.43,0.63,0.50,0.81,0.82,0.50,0.40,0.62,0.46,0.81,0.41,0.48,0.41,0.48,0.60,0.49,0.52,0.49,0.27,0.40,0.80,0.64,0.49,0.52,0.35,0.48,0.67,0.50,0.57,0.65,0.71,0.89,0.53,0.41,0.48,0.36,0.50,0.79,0.38,0.87,0.76,0.37,0.56,0.86,0.54,0.57,0.56,0.42,0.36,0.45,0.31,0.37,0.81,0.46,0.48,0.55,0.45,0.81,0.61,0.55,0.79,0.55,0.52,0.43,0.74,0.47,0.43,0.71,0.44,0.42,0.74,0.85,0.38,0.47,0.57,0.48,0.58,0.28,0.62,0.44,0.45,0.50,0.53,0.40,0.45,0.59,0.51,0.85,0.86,0.39,0.47,0.43,0.47,0.88,0.39,0.51,0.47,0.48,0.48,0.61,0.61,0.58,0.48,0.59,0.55,0.47,0.36,0.86,0.65,0.65,0.55,0.71,0.50,0.61,0.59,0.55,0.36,0.45,0.84,0.44,0.46,0.49,0.51,0.52,0.41,0.42,0.44,0.71,0.80,0.71,0.71,0.44,0.19,0.44,0.43,0.35,0.36,
6.1 Government regulations are effectively enforced,0.31,0.46,0.44,0.41,0.55,0.46,0.70,0.86,0.45,0.43,0.59,0.61,0.76,0.43,0.49,0.47,0.42,0.55,0.50,0.65,0.45,0.25,0.44,0.77,0.61,0.52,0.49,0.33,0.47,0.66,0.48,0.61,0.69,0.73,0.87,0.39,0.41,0.51,0.47,0.41,0.84,0.34,0.83,0.69,0.38,0.55,0.78,0.46,0.62,0.48,0.40,0.36,0.48,0.30,0.35,0.72,0.51,0.40,0.58,0.34,0.69,0.60,0.55,0.72,0.43,0.61,0.44,0.60,0.40,0.49,0.79,0.46,0.41,0.82,0.78,0.35,0.42,0.51,0.41,0.64,0.23,0.69,0.52,0.54,0.59,0.53,0.44,0.49,0.50,0.49,0.77,0.78,0.42,0.48,0.39,0.45,0.84,0.41,0.49,0.45,0.50,0.48,0.61,0.63,0.59,0.54,0.61,0.56,0.48,0.38,0.84,0.70,0.71,0.43,0.67,0.55,0.52,0.50,0.52,0.34,0.45,0.78,0.59,0.53,0.49,0.43,0.50,0.40,0.39,0.42,0.63,0.76,0.69,0.68,0.59,0.31,0.59,0.48,0.42,0.31,
6.2 Government regulations are applied and enforced without improper influence,0.40,0.46,0.53,0.49,0.83,0.58,0.90,0.93,0.65,0.40,0.78,0.55,0.89,0.54,0.60,0.47,0.53,0.73,0.60,0.62,0.56,0.25,0.46,0.95,0.77,0.60,0.64,0.35,0.48,0.75,0.52,0.69,0.69,0.87,0.96,0.70,0.61,0.56,0.47,0.64,0.91,0.51,0.97,0.85,0.50,0.79,0.86,0.53,0.63,0.78,0.58,0.39,0.60,0.42,0.52,0.98,0.60,0.45,0.65,0.42,0.92,0.78,0.72,0.95,0.71,0.63,0.45,0.86,0.58,0.42,0.82,0.42,0.43,0.74,0.89,0.37,0.42,0.66,0.50,0.73,0.31,0.81,0.51,0.43,0.51,0.56,0.49,0.60,0.67,0.58,0.89,0.95,0.60,0.56,0.51,0.47,0.99,0.50,0.59,0.56,0.56,0.59,0.87,0.80,0.69,0.54,0.61,0.68,0.53,0.38,0.96,0.67,0.75,0.60,0.82,0.56,0.74,0.72,0.77,0.57,0.59,0.92,0.50,0.55,0.64,0.69,0.60,0.62,0.36,0.41,0.86,0.94,0.87,0.80,0.53,0.40,0.39,0.40,0.47,0.40,
6.3 Administrative proceedings are conducted without unreasonable delay,0.43,0.52,0.48,0.33,0.49,0.46,0.74,0.68,0.38,0.27,0.39,0.57,0.70,0.40,0.36,0.46,0.41,0.44,0.27,0.52,0.44,0.42,0.28,0.66,0.54,0.61,0.37,0.34,0.48,0.49,0.48,0.43,0.55,0.58,0.88,0.45,0.37,0.45,0.15,0.53,0.80,0.36,0.82,0.66,0.27,0.48,0.84,0.45,0.48,0.58,0.34,0.37,0.39,0.30,0.33,0.76,0.45,0.43,0.50,0.51,0.63,0.44,0.36,0.75,0.57,0.61,0.40,0.78,0.44,0.50,0.68,0.37,0.43,0.70,0.83,0.43,0.37,0.60,0.42,0.43,0.41,0.49,0.34,0.55,0.58,0.50,0.45,0.50,0.53,0.49,0.87,0.82,0.43,0.45,0.32,0.48,0.80,0.33,0.51,0.40,0.34,0.39,0.49,0.43,0.54,0.62,0.53,0.44,0.40,0.34,0.90,0.56,0.64,0.50,0.57,0.41,0.56,0.39,0.46,0.42,0.39,0.83,0.35,0.42,0.40,0.31,0.40,0.41,0.40,0.57,0.72,0.74,0.56,0.60,0.60,0.10,0.46,0.45,0.29,0.43,
6.4 Due process is respected in administrative proceedings,0.27,0.33,0.41,0.49,0.56,0.48,0.86,0.81,0.52,0.35,0.68,0.27,0.77,0.24,0.39,0.20,0.42,0.59,0.43,0.34,0.42,0.13,0.36,0.88,0.50,0.33,0.47,0.38,0.49,0.64,0.49,0.50,0.67,0.65,0.87,0.54,0.22,0.36,0.26,0.38,0.65,0.25,0.94,0.80,0.29,0.38,0.90,0.60,0.43,0.42,0.30,0.32,0.37,0.14,0.16,0.88,0.28,0.53,0.46,0.45,0.87,0.60,0.52,0.78,0.49,0.27,0.31,0.66,0.40,0.31,0.58,0.51,0.49,0.69,0.86,0.31,0.52,0.59,0.47,0.54,0.17,0.55,0.32,0.31,0.36,0.47,0.29,0.28,0.58,0.50,0.79,0.91,0.15,0.38,0.44,0.39,0.88,0.20,0.42,0.45,0.40,0.42,0.48,0.51,0.40,0.34,0.51,0.49,0.38,0.36,0.88,0.63,0.55,0.61,0.76,0.42,0.62,0.64,0.45,0.17,0.38,0.78,0.30,0.28,0.46,0.50,0.47,0.14,0.37,0.41,0.66,0.81,0.75,0.66,0.24,0.00,0.36,0.41,0.30,0.27,
6.5 The government does not expropriate without lawful process and adequate compensation,0.39,0.40,0.55,0.42,0.74,0.51,0.85,0.81,0.52,0.55,0.66,0.32,0.93,0.46,0.54,0.43,0.63,0.71,0.63,0.46,0.59,0.29,0.47,0.76,0.77,0.37,0.62,0.35,0.46,0.80,0.54,0.62,0.66,0.72,0.86,0.55,0.46,0.51,0.45,0.55,0.78,0.41,0.80,0.80,0.42,0.60,0.91,0.66,0.67,0.54,0.47,0.38,0.44,0.39,0.50,0.70,0.46,0.61,0.57,0.52,0.92,0.64,0.62,0.77,0.54,0.48,0.57,0.78,0.53,0.41,0.70,0.42,0.36,0.75,0.87,0.45,0.61,0.48,0.59,0.57,0.28,0.58,0.50,0.41,0.46,0.60,0.35,0.36,0.65,0.49,0.91,0.85,0.37,0.48,0.48,0.56,0.91,0.52,0.56,0.51,0.62,0.53,0.60,0.66,0.67,0.38,0.71,0.61,0.54,0.34,0.74,0.68,0.59,0.61,0.70,0.54,0.62,0.70,0.58,0.29,0.44,0.88,0.46,0.50,0.46,0.61,0.60,0.45,0.59,0.41,0.65,0.75,0.70,0.82,0.25,0.14,0.41,0.40,0.28,0.39,
Factor 7: Civil Justice,0.35,0.47,0.55,0.44,0.68,0.57,0.74,0.75,0.57,0.38,0.64,0.57,0.76,0.52,0.42,0.33,0.47,0.60,0.52,0.54,0.46,0.25,0.39,0.70,0.63,0.52,0.47,0.36,0.44,0.60,0.50,0.57,0.63,0.67,0.86,0.56,0.44,0.49,0.37,0.50,0.80,0.43,0.82,0.70,0.50,0.54,0.84,0.57,0.60,0.61,0.36,0.41,0.53,0.41,0.40,0.75,0.45,0.44,0.45,0.54,0.74,0.56,0.53,0.77,0.61,0.62,0.47,0.77,0.48,0.47,0.66,0.42,0.43,0.78,0.79,0.45,0.56,0.64,0.42,0.61,0.39,0.63,0.37,0.50,0.55,0.53,0.44,0.35,0.64,0.46,0.83,0.78,0.36,0.45,0.48,0.53,0.85,0.40,0.47,0.44,0.43,0.45,0.61,0.68,0.63,0.53,0.66,0.56,0.50,0.42,0.80,0.57,0.65,0.61,0.67,0.45,0.67,0.69,0.63,0.40,0.48,0.83,0.48,0.48,0.49,0.58,0.50,0.43,0.41,0.54,0.66,0.71,0.62,0.73,0.50,0.27,0.46,0.46,0.46,0.35,
