2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Name,Country Code,Indicator Name,Indicator Code,
,,,,,,,,,,0.499215334653854,Bhutan,BTN,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,,,,6.32679033279419,Bhutan,BTN,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,,,,6.33993196487427,Bhutan,BTN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,,,,6.08175611495972,Bhutan,BTN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.957491159439087,,,,,,,,0.969226539134979,,0.970300734043121,Bhutan,BTN,Probability of Survival to Age 5,HD.HCI.MORT,
0.960970401763916,,,,,,,,0.972060441970825,,0.973070383071899,Bhutan,BTN,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.954250395298004,,,,,,,,0.966460049152374,,0.967607259750366,Bhutan,BTN,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.773638486862183,,,,,,,,0.800723671913147,,0.806836605072021,Bhutan,BTN,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.769872307777405,,,,,,,,0.801745772361755,,0.80881142616272,Bhutan,BTN,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.776953399181366,,,,,,,,0.800079941749573,,0.805360317230225,Bhutan,BTN,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,,,,,Bolivia,BOL,Expected Years of School,HD.HCI.EYRS,
,,,,,,,,,,,Bolivia,BOL,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,,,,,Bolivia,BOL,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,,,,Bolivia,BOL,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Bolivia,BOL,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Bolivia,BOL,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,,,,,Bolivia,BOL,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,,,,,Bolivia,BOL,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,,,,,Bolivia,BOL,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,,,,,Bolivia,BOL,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,,,,,Bolivia,BOL,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,,,,,Bolivia,BOL,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,,,,,Bolivia,BOL,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,,,,,Bolivia,BOL,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
,,,,,,,,,,,Bolivia,BOL,Probability of Survival to Age 5,HD.HCI.MORT,
,,,,,,,,,,,Bolivia,BOL,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
,,,,,,,,,,,Bolivia,BOL,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
,,,,,,,,,,,Bolivia,BOL,Survival Rate from Age 15-60,HD.HCI.AMRT,
,,,,,,,,,,,Bolivia,BOL,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
,,,,,,,,,,,Bolivia,BOL,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,11.71,11.7166585922241,,11.7178030014038,Bosnia and Herzegovina,BIH,Expected Years of School,HD.HCI.EYRS,
,,,,,,,11.78,11.7848148345947,,11.7880620956421,Bosnia and Herzegovina,BIH,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,11.66,11.6577959060669,,11.6569013595581,Bosnia and Herzegovina,BIH,"Expected Years of School, Male",HD.HCI.EYRS.MA,
0.881870031356812,,,,,,,0.9111,0.911134362220764,,0.911134362220764,Bosnia and Herzegovina,BIH,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
0.892527401447296,,,,,,,0.9113,0.911306202411652,,0.911306202411652,Bosnia and Herzegovina,BIH,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
0.871550798416138,,,,,,,0.911,0.910957813262939,,0.910957813262939,Bosnia and Herzegovina,BIH,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
460.804229736328,,,,,,,461,460.804229736328,,416.134063720703,Bosnia and Herzegovina,BIH,Harmonized Test Scores,HD.HCI.HLOS,
460.302307128906,,,,,,,460,460.302307128906,,420.841094970703,Bosnia and Herzegovina,BIH,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
461.283233642578,,,,,,,461,461.283233642578,,411.6533203125,Bosnia and Herzegovina,BIH,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,0.618,0.619265019893646,,0.57968407869339,Bosnia and Herzegovina,BIH,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,0.627,0.62741082906723,,0.591636478900909,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,0.615,0.616975784301758,,0.580709517002106,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,0.639,0.637436866760254,,0.601753413677216,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,0.606,0.610277891159058,,0.570883631706238,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,0.61,0.6115403175354,,0.568520784378052,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,0.596,0.60054212808609,,0.557565450668335,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,0.623,0.62144273519516,,0.578377842903137,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,0.629,0.627376854419708,,0.588268458843231,Bosnia and Herzegovina,BIH,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,8.64,8.63853740692139,,7.80188322067261,Bosnia and Herzegovina,BIH,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,8.68,8.67932415008545,,7.93744134902954,Bosnia and Herzegovina,BIH,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,8.6,8.6040735244751,,7.67776346206665,Bosnia and Herzegovina,BIH,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.992819964885712,,,,,,,0.9943,0.994069695472717,,0.994194805622101,Bosnia and Herzegovina,BIH,Probability of Survival to Age 5,HD.HCI.MORT,
0.99358868598938,,,,,,,0.9948,0.99466997385025,,0.994780659675598,Bosnia and Herzegovina,BIH,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.992090702056885,,,,,,,0.9938,0.993500947952271,,0.993635296821594,Bosnia and Herzegovina,BIH,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.900770545005798,,,,,,,0.9063,0.911312162876129,,0.91362988948822,Bosnia and Herzegovina,BIH,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.931948244571686,,,,,,,0.9372,0.939412355422974,,0.941036880016327,Bosnia and Herzegovina,BIH,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.86981201171875,,,,,,,0.8764,0.883149325847626,,0.886294305324554,Bosnia and Herzegovina,BIH,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
7.82793712615967,,,,,,,8.41,8.10485172271729,,8.11846351623535,Botswana,BWA,Expected Years of School,HD.HCI.EYRS,
8.25241279602051,,,,,,,8.81,8.50017070770264,,8.51934337615967,Botswana,BWA,"Expected Years of School, Female",HD.HCI.EYRS.FE,
7.41070985794067,,,,,,,8.02,7.7189474105835,,7.72759485244751,Botswana,BWA,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,0.686,,,,Botswana,BWA,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,Botswana,BWA,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,Botswana,BWA,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
407.955810546875,,,,,,,391,391.318298339844,,391.318298339844,Botswana,BWA,Harmonized Test Scores,HD.HCI.HLOS,
418.159973144531,,,,,,,401,401.369598388672,,401.369598388672,Botswana,BWA,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
397.144805908203,,,,,,,381,380.806549072266,,380.806549072266,Botswana,BWA,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.367712110280991,,,,,,,0.424,0.412516504526138,,0.414028495550156,Botswana,BWA,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
0.391985714435577,,,,,,,0.446,0.438422560691834,,0.4402756690979,Botswana,BWA,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
0.364156454801559,,,,,,,0.415,0.41098615527153,,0.412431359291077,Botswana,BWA,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
0.417320489883423,,,,,,,0.474,0.455691426992416,,0.457401841878891,Botswana,BWA,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.345762521028519,,,,,,,0.398,0.387712359428406,,0.388916105031967,Botswana,BWA,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
0.3442342877388,,,,,,,0.393,0.386975705623627,,0.388421088457107,Botswana,BWA,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
0.316402018070221,,,,,,,0.363,0.354318827390671,,0.35556161403656,Botswana,BWA,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
0.369378745555878,,,,,,,0.421,0.41044482588768,,0.411709696054459,Botswana,BWA,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.386933922767639,,,,,,,0.445,0.429578989744186,,0.430983871221542,Botswana,BWA,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
5.10952377319336,,,,,,,5.27,5.07452297210693,,5.0830454826355,Botswana,BWA,Learning-Adjusted Years of School,HD.HCI.LAYS,
5.52132558822632,,,,,,,5.66,5.45873594284058,,5.4710488319397,Botswana,BWA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
4.70900011062622,,,,,,,4.89,4.70308113098145,,4.70835018157959,Botswana,BWA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.950161635875702,,,,,,,0.9624,0.962515234947205,,0.963533997535706,Botswana,BWA,Probability of Survival to Age 5,HD.HCI.MORT,
0.954252302646637,,,,,,,0.966,0.966136932373047,,0.967149615287781,Botswana,BWA,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.946158051490784,,,,,,,0.9591,0.9591264128685,,0.960170030593872,Botswana,BWA,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.635273098945618,,,,,,,0.7942,0.795901417732239,,0.798840999603271,Botswana,BWA,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.676150798797607,,,,,,,0.8366,0.836364388465881,,0.839711844921112,Botswana,BWA,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.58975613117218,,,,,,,0.7492,0.748916268348694,,0.752315640449524,Botswana,BWA,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
11.5381488800049,,,,,,,11.69,11.9070472717285,,11.9070472717285,Brazil,BRA,Expected Years of School,HD.HCI.EYRS,
,,,,,,,,,,,Brazil,BRA,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,,,,,Brazil,BRA,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,0.94,,,,Brazil,BRA,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,0.943,,,,Brazil,BRA,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,0.937,,,,Brazil,BRA,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
414.282165527344,,,,,,,408,408.099395751953,,413.244750976563,Brazil,BRA,Harmonized Test Scores,HD.HCI.HLOS,
415.667388916016,,,,,,,409,408.511383056641,,416.288604736328,Brazil,BRA,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
412.714447021484,,,,,,,408,407.662689208984,,410.198883056641,Brazil,BRA,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.532952487468719,,,,,,,0.56,0.545723736286163,,0.551497936248779,Brazil,BRA,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.528422653675079,,,,,,,0.552,0.540151596069336,,0.546363532543182,Brazil,BRA,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,,,,,Brazil,BRA,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.537389993667603,,,,,,,0.568,0.551261603832245,,0.556369066238403,Brazil,BRA,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
7.64807891845703,,,,,,,7.63,7.77481412887573,,7.87283945083618,Brazil,BRA,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,,,,,Brazil,BRA,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,,,,,Brazil,BRA,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.981290519237518,,,,,,,0.9852,0.985210776329041,,0.985649168491364,Brazil,BRA,Probability of Survival to Age 5,HD.HCI.MORT,
0.983595490455627,,,,,,,0.987,0.987006783485413,,0.987383961677551,Brazil,BRA,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.979096174240112,,,,,,,0.9835,0.983493745326996,,0.984004616737366,Brazil,BRA,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.843317210674286,,,,,,,0.8594,0.857953667640686,,0.861382365226746,Brazil,BRA,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.896428525447845,,,,,,,0.9077,0.907454431056976,,0.909704208374023,Brazil,BRA,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.790987014770508,,,,,,,0.8114,0.80916953086853,,0.813774883747101,Brazil,BRA,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Expected Years of School,HD.HCI.EYRS,
,,,,,,,,,,,British Virgin Islands,VGB,"Expected Years of School, Female",HD.HCI.EYRS.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,,,,British Virgin Islands,VGB,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,,,,,British Virgin Islands,VGB,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,,,,,British Virgin Islands,VGB,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,,,,,British Virgin Islands,VGB,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,,,,,British Virgin Islands,VGB,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Probability of Survival to Age 5,HD.HCI.MORT,
,,,,,,,,,,,British Virgin Islands,VGB,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
,,,,,,,,,,,British Virgin Islands,VGB,Survival Rate from Age 15-60,HD.HCI.AMRT,
,,,,,,,,,,,British Virgin Islands,VGB,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
,,,,,,,,,,,British Virgin Islands,VGB,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
13.346284866333,,,,,,,,13.0780124664307,,13.1694107055664,Brunei Darussalam,BRN,Expected Years of School,HD.HCI.EYRS,
13.4479856491089,,,,,,,,13.2131729125977,,13.3051643371582,Brunei Darussalam,BRN,"Expected Years of School, Female",HD.HCI.EYRS.FE,
13.2514305114746,,,,,,,,12.9522476196289,,13.0423545837402,Brunei Darussalam,BRN,"Expected Years of School, Male",HD.HCI.EYRS.MA,
,,,,,,,,0.802999973297119,,0.802999973297119,Brunei Darussalam,BRN,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
,,,,,,,,0.802999973297119,,0.802999973297119,Brunei Darussalam,BRN,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
,,,,,,,,0.802999973297119,,0.802999973297119,Brunei Darussalam,BRN,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
,,,,,,,,,,437.515930175781,Brunei Darussalam,BRN,Harmonized Test Scores,HD.HCI.HLOS,
,,,,,,,,,,445.112579345703,Brunei Darussalam,BRN,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
,,,,,,,,,,430.0654296875,Brunei Darussalam,BRN,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
,,,,,,,,,,0.626391351222992,Brunei Darussalam,BRN,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
,,,,,,,,,,0.644950985908508,Brunei Darussalam,BRN,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
,,,,,,,,,,0.636101305484772,Brunei Darussalam,BRN,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
,,,,,,,,,,0.653907418251038,Brunei Darussalam,BRN,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
,,,,,,,,,,0.618847072124481,Brunei Darussalam,BRN,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
,,,,,,,,,,0.609418213367462,Brunei Darussalam,BRN,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
,,,,,,,,,,0.59967702627182,Brunei Darussalam,BRN,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
,,,,,,,,,,0.619187653064728,Brunei Darussalam,BRN,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
,,,,,,,,,,0.633784651756287,Brunei Darussalam,BRN,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
,,,,,,,,,,9.21892356872559,Brunei Darussalam,BRN,Learning-Adjusted Years of School,HD.HCI.LAYS,
,,,,,,,,,,9.47567367553711,Brunei Darussalam,BRN,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
,,,,,,,,,,8.97450542449951,Brunei Darussalam,BRN,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.990344405174255,,,,,,,,0.988641262054443,,0.988447725772858,Brunei Darussalam,BRN,Probability of Survival to Age 5,HD.HCI.MORT,
0.991115212440491,,,,,,,,0.989602088928223,,0.989420831203461,Brunei Darussalam,BRN,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.98961466550827,,,,,,,,0.98772120475769,,0.987514972686768,Brunei Darussalam,BRN,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.874125123023987,,,,,,,,0.876307904720306,,0.878938317298889,Brunei Darussalam,BRN,Survival Rate from Age 15-60,HD.HCI.AMRT,
0.897800385951996,,,,,,,,0.899941384792328,,0.902452349662781,Brunei Darussalam,BRN,"Survival Rate from Age 15-60, Female",HD.HCI.AMRT.FE,
0.852583110332489,,,,,,,,0.854986608028412,,0.857575178146362,Brunei Darussalam,BRN,"Survival Rate from Age 15-60, Male",HD.HCI.AMRT.MA,
12.9036588668823,,,,,,,12.92,12.3093404769897,,12.3093404769897,Bulgaria,BGR,Expected Years of School,HD.HCI.EYRS,
12.8749094009399,,,,,,,12.86,12.2431049346924,,12.2431049346924,Bulgaria,BGR,"Expected Years of School, Female",HD.HCI.EYRS.FE,
12.9313306808472,,,,,,,12.98,12.3723249435425,,12.3723249435425,Bulgaria,BGR,"Expected Years of School, Male",HD.HCI.EYRS.MA,
0.934000015258789,,,,,,,,0.930000007152557,,0.930000007152557,Bulgaria,BGR,Fraction of Children Under 5 Not Stunted,HD.HCI.STNT,
0.934000015258789,,,,,,,,0.930000007152557,,0.930000007152557,Bulgaria,BGR,"Fraction of Children Under 5 Not Stunted, Female",HD.HCI.STNT.FE,
0.934000015258789,,,,,,,,0.930000007152557,,0.930000007152557,Bulgaria,BGR,"Fraction of Children Under 5 Not Stunted, Male",HD.HCI.STNT.MA,
446.714935302734,,,,,,,498,497.610931396484,,441.093322753906,Bulgaria,BGR,Harmonized Test Scores,HD.HCI.HLOS,
461.575439453125,,,,,,,506,506.173400878906,,451.369171142578,Bulgaria,BGR,"Harmonized Test Scores, Female",HD.HCI.HLOS.FE,
432.920013427734,,,,,,,490,489.723083496094,,432.011566162109,Bulgaria,BGR,"Harmonized Test Scores, Male",HD.HCI.HLOS.MA,
0.63661926984787,,,,,,,0.676,0.670277237892151,,0.613898158073425,Bulgaria,BGR,Human Capital Index (HCI) (scale 0-1),HD.HCI.OVRL,
0.664259910583496,,,,,,,0.707,0.688391983509064,,0.632297277450562,Bulgaria,BGR,"Human Capital Index (HCI), Female (scale 0-1)",HD.HCI.OVRL.FE,
0.648749470710754,,,,,,,0.686,0.673434257507324,,0.620419681072235,Bulgaria,BGR,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.FE,
0.680372893810272,,,,,,,0.726,0.70312887430191,,0.643712401390076,Bulgaria,BGR,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.FE,
0.621677160263062,,,,,,,0.652,0.65661096572876,,0.603253543376923,Bulgaria,BGR,"Human Capital Index (HCI), Lower Bound (scale 0-1)",HD.HCI.OVRL.LB,
0.611562728881836,,,,,,,0.648,0.653771042823792,,0.597585737705231,Bulgaria,BGR,"Human Capital Index (HCI), Male (scale 0-1)",HD.HCI.OVRL.MA,
0.594498991966248,,,,,,,0.622,0.638189673423767,,0.583654522895813,Bulgaria,BGR,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",HD.HCI.OVRL.LB.MA,
0.628699123859406,,,,,,,0.674,0.669789135456085,,0.612104177474976,Bulgaria,BGR,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",HD.HCI.OVRL.UB.MA,
0.651924610137939,,,,,,,0.698,0.683948636054993,,0.624876379966736,Bulgaria,BGR,"Human Capital Index (HCI), Upper Bound (scale 0-1)",HD.HCI.OVRL.UB,
9.22281169891357,,,,,,,10.29,9.80041980743408,,8.68730926513672,Bulgaria,BGR,Learning-Adjusted Years of School,HD.HCI.LAYS,
9.50838661193848,,,,,,,10.41,9.91541481018066,,8.84185600280762,Bulgaria,BGR,"Learning-Adjusted Years of School, Female",HD.HCI.LAYS.FE,
8.9571704864502,,,,,,,10.17,9.69442081451416,,8.55198001861572,Bulgaria,BGR,"Learning-Adjusted Years of School, Male",HD.HCI.LAYS.MA,
0.989258050918579,,,,,,,0.9925,0.992624580860138,,0.992944419384003,Bulgaria,BGR,Probability of Survival to Age 5,HD.HCI.MORT,
0.990447402000427,,,,,,,0.9933,0.993381917476654,,0.993660986423492,Bulgaria,BGR,"Probability of Survival to Age 5, Female",HD.HCI.MORT.FE,
0.988124907016754,,,,,,,0.9918,0.991900086402893,,0.992257058620453,Bulgaria,BGR,"Probability of Survival to Age 5, Male",HD.HCI.MORT.MA,
0.855502486228943,,,,,,,0.8665,0.863490521907806,,0.866138517856598,Bulgaria,BGR,Survival Rate from Age 15-60,HD.HCI.AMRT,
