Country,Product Name,Company,Type,Platforms,HW/SW,Cost,PR/OS,URL,Notes,Wikipedia,Developer,Ads,Active,data_country,data_year
Sweden,SecuriConnect,Advenica,Network,N/A,HW,Pay,PR,http://advenica.com/en/vpn/securiconnect ,Network encryptor box; utilizes Three Domain Separation technology with separation between administrative traffic and sensitive user traffic.,,,,A,,
Sweden,SecuriRAM,Advenica,USB,N/A,HW,Pay,PR,http://advenica.com/en/cds/securiram ,Self-erasing USB drive designed to transport a limited amount of information.,,,,,,
Sweden,SecuriVPN ISA,Advenica,VPN,,HW,Pay,PR,http://advenica.com/sv/vpn/securivpn,Hardware-based network encryptor.,,,,A,,
Sweden,Syncthing,Nym Networks,FileSync,Mac/Win/Lin/And,SW,Free,OS,http://syncthing.net,Open-source file synchronization client/server app. All communication is secured using TLS.,http://en.wikipedia.org/wiki/Syncthing,Jakob Borg ,,,,
Sweden,Ternety,Sectra,Telephone,,HW,Pay,PR,http://communications.sectra.com/security-solutions/ternety,"Micro SD card, using end-to-end encryption.  ",,,No,,,
Sweden,Tetra Crypto,Sectra,Network,,HW,Pay,PR,http://communications.sectra.com/security-solutions/sectra-tetra-crypto,Smart card products and services.,,,No,,,
Sweden,Tiger 7401,Sectra,Telephone,,HW,Pay,PR,http://communications.sectra.com/security-solutions/tiger-7401,Secure mobile phone.,,,No,A,,
Sweden,Tiger XS,Sectra,Telephone,,HW,Pay,PR,http://communications.sectra.com/security-solutions/tiger-xs,"Secures voice, data, and text message communication over different networks, such as GSM or satellite networks. ",,,,A,,
Sweden,Virtual Road ,Qurium,WebHosting,,SW,Free,OS,http://qurium.org,Offers secure hosting with DDoS mitigation and encrypted mail services to open-source websites run by independent online news outlets and human rights organizations under digital threat. ,,,,A,,
Sweden,YubiKey,Yubico ,Identification,,HW,Pay,PR,http://yubico.com/products/yubikey-hardware/yubikey-2,Authentication device; implements the HMAC-based One-time Password Algorithm (HOTP) and the Time-based One-time Password Algorithm (TOTP).,http://en.wikipedia.org/wiki/YubiKey,Stina Ehrensvärd ,,A,,
Switzerland,Blackphone 2,Silent Circle,Telephone,,HW,Pay,PR,http://silentcircle.com,Privacy-built smartphone developed by SGP Technologies; runs a custom-built Android OS called SilentOS.,http://en.wikipedia.org/wiki/Blackphone,,,A,,
Switzerland,Centurion Layer-2 Encryptor,Securosys,Network,,HW,Pay,PR,http://securosys.ch,Autonomous and operates independently in point to point or large WAN networks ,,,,A,,
Switzerland,Crypto,Crypto AG,Multi,,HW,Pay,PR,http://crypto.ch,HW for devices and networks.,,,No,A,,
Switzerland,EasyGPG,,DevTools,,SW,Free,OS,http://diasp.eu/posts/3716900,GUI interface for gpg (GNU PG) that uses Zenity.,,57B731E9 ,,A,,
Switzerland,Enigmabox,Enigmabox,Router,,HW,Pay,OS,http://enigmabox.net,Router encrypts Internet traffic; joins connected PC or network to a cjdns-based VPN and/ or meshnet.,,,,A,,
Switzerland,EnigMail,EnigMail Project,MailEncryption,Win,SW,Free,OS,http://enigmail.net,Thunderbird plug-in.,http://en.wikipedia.org/wiki/Enigmail,Patrick Brunschwig,,A,,
Switzerland,GhostMail,GhostCom GmbH ,Multi,Web-based,SW,Free,PR,http://ghostmail.com ,"Encrypted e-mail, chat, and storage.",,,,A,,
Switzerland,Kolab Now,Kolab Systems AG ,Multi,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://kolabnow.com,Mail and cloud.,http://en.wikipedia.org/wiki/Kolab_Now,Georg Greve ,,A,,
Switzerland,myEnigma,Qnective AG ,MessageEncryption,iOS/And/BlackBerry,SW,Free,PR,http://myenigma.com,End-to-end encryption of e-mail and attachments.,,,,A,,
Switzerland,Neomailbox,Trancecrypt,MailEncryption,Mac/Win/Browsers,SW,Pay,PR,http://neomailbox.com,"Globally accessible secure webmail service. Fast, load-balanced servers running OpenBSD.J510",,,,A,,
Switzerland,NoSpamProxy,Net at Work GmbH ,MailEncryption,Win,SW,Pay,PR,http://nospamproxy.de,Enables SSL encryption of e-mails with PGP or S/MIME.,,,,A,,
Switzerland,Omnicrypt,Omnisec AG,Network,,HW,Pay,PR,http://omnisec.ch,"Protects classified information exchanged between defence organizations, governmental authorities, and intelligence organizations.",,,,A,,
Switzerland,PEP Project (Pretty Easy Privacy),,MailEncryption,Win,SW,Free,OS,http://pep-project.org/2015-09,Outlook toolbar to simplify OpenPGP encryption.,,Sandro Koechli ,,A,,
Switzerland,Primus HSM,Securosys,Network,,HW,Pay,PR,http://securosys.ch,Network-attached hardware security modules.,,,,A,,
Switzerland,PrivaSphere Secure MessageEncryption  ,PrivaSphere,MailEncryption,Web-based,SW,Pay,PR,http://privasphere.com/hp/index.php?id=11&L=0,"Secure, HIPAA-compliant web-based e-mail.",,,,A,,
Switzerland,ProtonMail,ProtonMail,MailEncryption,Web-based,SW,Free,PR,http://protonmail.ch,Zero knowledge web-based encrypted e-mail service founded in 2013 at the CERN research facility.,http://en.wikipedia.org/wiki/ProtonMail,"Andy Yen, Jason Stockman, Wei Sun ",,A,,
Switzerland,Secude Secure Notebook,SECUDE,DiskEncryption,Win,SW,Pay,PR,http://secude.com/blog/secude-secure-notebook-with-additional-functionality,Full disk encryption.,,,,A,,
Switzerland,SecureSafe,DSwiss Ltd. ,CloudEncryption,Mac/Win/iOS/And,SW,Pay,PR,http://securesafe.com,Secure online data storage.,http://en.wikipedia.org/wiki/SecureSafe,,,A,,
Switzerland,Silent Phone,Silent Circle,Telephone,iOS/And,SW,Pay,PR,http://silentcircle.com,"Enables encrypted voice calls, video calls, and text messages on mobile devices. ",http://en.wikipedia.org/wiki/Silent_Circle_%28software%29,,,A,,
Switzerland,strongSwan,,VPN,Mac/Lin/FreeBSD/And,SW,Free,OS,http://strongswan.org,OpenSource IPsec implementation; originally based on the discontinued FreeS/WAN project.,http://en.wikipedia.org/wiki/StrongSwan,Andreas Steffen ,,A,,
Switzerland,Swissmail,iWay AG,MailEncryption,Web-based,SW,Pay,PR,http://swissmail.org,Account default settings do not allow unencrypted connections. ,,,,A,,
Switzerland,Threema,Threema GmbH,MessageEncryption,iOS/And,SW,Pay,PR,http://threema.ch,Encrypted private messenger.,http://en.wikipedia.org/wiki/Threema,Manuel Kasper ,,A,,
Switzerland,Titanium Backup Pro,Titanium Track LLC ,FileEncryption,And,SW,Pay,PR,http://titaniumtrack.com/titanium-backup.html,Encrypted backups for Android.,,,,A,,
Switzerland,TrueCrypt,,DiskEncryption,Mac/Win/Lin,SW,Free,OS,http://truecrypt.ch,Utility used for on-the-fly encryption. No longer maintained due to legal problems.,http://en.wikipedia.org/wiki/TrueCrypt,Joseph Doekbrijder,,A,,
Switzerland,Wire,Wire Swiss GmbH ,Multi,Mac/Win/iOS/And/Browsers,SW,Free,PR,http://wire.com,"End-to-end encryption for voice calls, and encryption to and from data centres for messages and media. ",http://en.wikipedia.org/wiki/Wire_%28software%29,"Jonathan Christensen, Alan Duric, Priidu Zilmer",,A,,
Taiwan,D-Link VPN Routers,"D--Link Systems, Inc.",VPN,,HW,Pay,PR,http://us.dlink.com/product-category/business-solutions/security/vpn-routers,,http://en.wikipedia.org/wiki/D-Link,,,A,,
Taiwan,Seed4Me,Seed4.Me ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://seed4.me,,,,,A,,
Taiwan,ZyWALL VPN Firewall,ZyXEL Communications Corp.,VPN,Network,HW,Pay,PR,http://zyxel.com/us/en/products_services/zywall_1100_310_110.shtml,Secure VPN connections with SHA-2 encryption.,,,,A,,
Tanzania,zuluCrypt,,DiskEncryption,Lin,SW,Free,OS,http://mhogomchungu.github.io/zuluCrypt,Front end to cryptsetup and tcplay. Allows easy management of encrypted block devices.,,Mhogo Mchungu ,,A,,
Thailand,DarkMatter,,Telephone,And,SW,Pay,PR,http://arstechnica.com/security/2014/10/the-secure-smartphone-that-wont-get-you-beaten-with-rubber-hoses,Secure Android fork that runs on regular Android devices. In development.,,theGrugq,,,,
Ukraine,CenterICQ,,MessageEncryption,Mac/Win/Lin,SW,Free,PR,http://thekonst.net/en/centericq,"Text mode menu- and window-driven instant MessageEncryption interface that supports the ICQ, Yahoo!, AIM, MSN, IRC, XMPP, LiveJournal, and Gadu-Gadu protocols.  ",http://en.wikipedia.org/wiki/Centericq,Konstantin Nickolayevich Klyagin ,,A,,
Ukraine,Crypo,,MessageEncryption,Web-based,SW,Free,PR,http://crypo.in.ua/tools,128-bit AES/DES/RCA encryption.,,,,A,,
United Arab Emirates,Kryptotel,"Kryptotel fz, LLC",VoIP ,iOS/And,SW,Pay,PR,http://www.kryptotel.net/,"Uses TLS to encrypt the call information, and SRTP to encrypt audio with RSA certificates of 4096 bit and AES 256.",,,,A,,
United Arab Emirates,Mail1Click,Kryptotel LLC,MailEncryption,Web-based,SW,Free,PR,http://www.mail1click.com,"Secure e-mail service using TLS, RSA and AES encryption.",http://en.wikipedia.org/wiki/Mail1Click,,,A,,
United Arab Emirates,Nxtty Crypto Messenger,Nxt Mobile App. Co.,MessageEncryption,Mac/And,SW,Free,OS,http://nxtty.com,Utilizes the Nxt peer-to-peer cryptographic platform for private chat message encryption. The Nxt crypto platform manages all encryption and key exchange.,,Lando Mata,,A,,
United Kingdom,ARM,ARM Holdings,Microprocessor,,HW,Pay,PR,http://infocenter.arm.com ,Has offices in US and elsewhere.,http://en.wikipedia.org/wiki/ARM_Holdings,,,A,,
United Kingdom,ArmourCC,Armour Communications Limited ,Telephone,iOS/And/BlackBerry,SW,Pay,PR,http://armourcomms.com,Will not allow calls without an ArmourCC Service License obtained from Armour Communications Limited.,,,,A,,
United Kingdom,Briar ,Briar Project/Akwizgran Discrepancy,MessageEncryption,And,SW,Free,OS,http://briarproject.org,Beta. Peer-to-peer encrypted MessageEncryption and forums; works if the Internet is down; dependent on Tor; FLOSS.,https://en.wikipedia.org/wiki/Briar_%28software%29,Michael Rogers,,A,,
United Kingdom,buddycloud,"Imaginator, Ltd.",DevTools,,SW,Free,OS,http://buddycloud.com,"Tools, libraries, and services for secure cloud an on-premise user and group MessageEncryption.  ",,Simon Tennant ,,A,,
United Kingdom,Cellcrypt NG Mobile Communications Platform ,Cellcrypt ,Telephone,Win/And/BlackBerry,SW,Pay,PR,http://cellcrypt.com,Has Virginia sales office.,,,,A,,
United Kingdom,Cloud Safe,Anenigma,CloudEncryption,Windows,SW,Pay,PR,http://anenigma.co.uk/the-cloud-safe,"Comes with either the Desktop Safe or Mobile Safe; provides a free, secure portal online where content from The Safe can be uploaded and accessed. ",,,No,A,,
United Kingdom,Cryptkeeper,,DiskEncryption,Lin,SW,Free,OS,http://github.com/tomm/cryptkeeper,"Encrypted folders manager, allows users to mount/unmount encfs folders, change password and create new crypted folders",,Tom Morton,,A,,
United Kingdom,cryptmount,,DevTools,Lin,SW,Free,OS,http://cryptmount.sourceforge.net,Utility for GNU/Linux OS allows an ordinary user to mount an encrypted filing system without requiring superuser privileges. Aimed at recent Linux systems using the 2.6 kernel series. ,http://en.wikipedia.org/wiki/Cryptmount,R.W. Penney,,A,,
United Kingdom,Crypto SSD,Integral,HardDrive,,HW,Pay,PR,http://integralmemory.com,Encrypted external hard drive.,,,,A,,
United Kingdom,Crypto++ ,,DevTools,,SW,Free,PR,http://cryptopp.com,C++ class library ofcryptographic algorithms and schemes.,http://en.wikipedia.org/wiki/Crypto%2B%2B,Wei Dai ,,A,,
United Kingdom,datAshur,iStorage,USB,,HW,Pay,PR,http://istorage-uk.com/datashur.php,Encrypted USB drive.,,,,A,,
United Kingdom,Desktop Safe,Anenigma,FileEncryption,Windows,SW,Pay,PR,http://www.anenigma.co.uk/the-desktop-safe,Employs AxCrypt AES encryption to secure files.,,,No,A,,
United Kingdom,DESlock,DESlock Limited ,Multi,Win,SW,Pay,PR,http://deslock.com/deslock+_standard.php,AES 256 bit AES 128 bit SHA 256 bit SHA1 160 bit RSA 1024 bit Triple DES 112 bit Blowfish 128 bit.,,,,A,,
United Kingdom,DESlock Mobile,DESlock Limited ,MailEncryption,iOS,SW,Pay,PR,http://deslock.com/deslock_mobile.php,"Supplement to Deslock for iOS devices; provides the means to read, reply to, and create encrypted e-mail messages and attachments.",,,,A,,
United Kingdom,DISK Protect,Becrypt,DiskEncryption,Win,SW,Pay,PR,http://becrypt.com ,"Full disk encryption solution securing data on touch-screen tablets, laptops, desktops, servers, and removable media; devices can be encrypted at any time—and once installed, all data is encrypted transparently.",,,No,A,,
United Kingdom,Encryption Compendium For LabVIEW,LVS Tools,DevTools,,SW,Pay,PR,http://lvs-tools.co.uk/software/encryption-compendium-labview-librarY,"API toolkit that comes complete with many symmetric and asymmetric encryption examples, including key generation, message signing, certificate generation, and secure communications over SSL, TLS, and SSH.",http://en.wikipedia.org/wiki/LabVIEW,,,A,,
United Kingdom,Etherpad,,MessageEncryption,Win/Lin,SW,Free,OS,http://etherpad.org,Web-based collaborative real-time editor and chat program. Connections are automatically encrypted.,http://en.wikipedia.org/wiki/Etherpad,John McLear ,,A,,
United Kingdom,forget-me-not messenger ,,MessageEncryption,iOS/And,SW,Free,PR,http://forgetmenot.me.uk,Auto-destruct MessageEncryption.,,Martin Podlubny ,,A,,
United Kingdom,Galaxkey,Galaxkey Limited ,Multi,Win,SW,Pay,PR,http://galaxkey.com,"Encrypts e-mail, documents, cloud uploads, shared files.",,,,A,,
United Kingdom,Guerilla Mail 02,,DiskEncryption,And,SW,Free,OS,http://github.com/neurodroid/cryptonite,EncFS and TrueCrypt on Android.,,Christoph Schmidt-Hieber ,,A,,
United Kingdom,Hide My Ass,Privax Ltd.,AnonProxy,Web-based,SW,Free,PR,http://hidemyass.com/proxy,Routes Internet traffic through remote servers.,http://en.wikipedia.org/wiki/Open_proxy,,,A,,
United Kingdom,Jiffy,,MessageEncryption,,SW,Free,OS,http://github.com/buanzo/jiffy,"Cross-platform, python3-based secure instant MessageEncryption system developed using OpenPGP and TLS (specifically, gnupg and openssl), and based on Enigform/mod_openpgp. ",,"Vinay Sajip, Kenneth Reitz",,A,,
United Kingdom,Keyper Plus,Ultra Electronics,Network,,HW,Pay,PR,http://ultra-aep.com/keyperplus-hsm,Hardware security module.,http://en.wikipedia.org/wiki/Ultra_Electronics,,,A,,
United Kingdom,Kruptos2,Kruptos2,FileEncryption,Win/iOS/And,SW,Pay,PR,http://kruptos2.com,256-bit password protection for files.,,Steve Beckett ,,A,,
United Kingdom,Libreboot,Libreboot Project,DevTools,,SW,Free,OS,http://libreboot.org,Free BIOS or UEFI replacement (free as in freedom); libre boot firmware that initializes the hardware and starts a bootloader for your operating system. ,http://en.wikipedia.org/wiki/Libreboot,Francis Rowe ,,A,,
United Kingdom,mbed TLS (formerly PolarSSL),ARM Ltd.,DevTools,Multi,SW,Free,OS,https://tls.mbed.org/,"SSL library written in C. Supports AES, Blowfish, Triple-DES (3DES), DES, ARC4, Camellia, XTEA.",http://en.wikipedia.org/wiki/Mbed_TLS,Paul Bakker,,A,,
United Kingdom,Mimix Protocol,,AnonRemailer,Win,SW,Free,OS,http://banana.mixmin.net/draft-mimix-01.html,Anonymous message transfer protocol that delivers messages via e-mail and is designed to provide resistance to traffic analysis. Based on Mixmaster.,,,,,,
United Kingdom,Mobile Safe,Anenigma,FileEncryption,Android,SW,Pay,PR,http://anenigma.co.uk/the-mobile-safe,"Incorporates unique color-coded pass-panel, eliminating the need for passwords; apps can also be locked to prevent unauthorized access.",,,No,A,,
United Kingdom,Mozy,EMC² Corporation ,CloudEncryption,Web-based,SW,Pay,PR,http://mozy.co.uk,All user data is encrypted locally with strong encryption prior to transfer via a 128-bit SSL connection.,http://en.wikipedia.org/wiki/Mozy,,,A,,
United Kingdom,Passopolis,We Are Wizards ,PasswordMgr,Browsers,SW,Free,OS,http://passopolis.com,Password manager for individuals and teams.,http://en.wikipedia.org/wiki/Passopolis,"Gautier Hayoun, Tom Hunger, Vincent Prouillet ",,A,,
United Kingdom,Photo Vault & Video Lock Apps Safe ,,PasswordProtection,iOS,SW,Free,PR,http://itunes.apple.com/us/app/photo-vault-videos-safe-app/id448033053?mt=8,Enables password protection of files.,,Mo Wellin ,,,,
United Kingdom,Pond,,MessageEncryption,Mac/Lin,SW,Free,OS,http://pond.imperialviolet.org,Developer “the Grugq” has an Android app of Pond.,,Adam Langley,,A,,
United Kingdom,PQChat,PQ Solutions Limited ,MessageEncryption,iOS,SW,Pay,PR,http://pq-chat.com,Post-quantum messenger; client-side encryption.,,"Martin Tomlinson, Cen Jung Tjhai",,A,,
United Kingdom,Profanity,,MessageEncryption,Mac/Win/Lin,SW,Free,OS,http://profanity.im,"Console-based XMPP client written in C using ncurses and libstrophe, inspired by Irssi.",http://en.wikipedia.org/wiki/Profanity_%28instant_MessageEncryption_client%29,James Booth,,A,,
United Kingdom,Pryvate,Criptyque -Pryvate Limited  ,Multi,iOS/And,SW,Pay,PR,http://pryvatenow.com,"Secure voice, e-mail, and chat app; RSA 4096/AES 256/ DH encryption.",,,,A,,
United Kingdom,PuTTY,,MessageEncryption,Win/Unix,SW,Free,OS,http://chiark.greenend.org.uk/~sgtatham/putty,"Free implementation of SSH and Telnet for Windows and Unix platforms, along with an xterm terminal emulator. ",http://en.wikipedia.org/wiki/PuTTY,Simon Tatham,,A,,
United Kingdom,Redact,Redact,MessageEncryption,iOS/And,SW,Free,PR,http://redactapp.com,"Encrypted, peer-to-peer instant MessageEncryption with auto-destruct feature.",,,,A,,
United Kingdom,Retroshare,RetroShare-Team,Multi,Mac/Win/Lin,SW,Free,OS,http://retroshare.sourceforge.net/,"Offers encrypted filesharing, serverless e-mail, IM, chatrooms, and BBS, based on a friend-to-friend network built on GPG (GNU Privacy Guard). ",http://en.wikipedia.org/wiki/RetroShare,Mark Fernie ,,A,,
United Kingdom,RSA Cipher Cat,Miasoft,MessageEncryption,,SW,Free,PR,http://play.google.com/store/apps/details?id=jp.co.Miasoft.RSACipher,RSA public-key encryption tool. No longer in Google Play store.,,,,N,,
United Kingdom,RSA Crypto Galdroid,Miasoft,MessageEncryption,,SW,Free,PR,http://play.google.com/store/apps/details?id=jp.co.Miasoft.RSACryptoGaldroid,RSA public-key encryption tool. No longer in Google Play store.,,,,N,,
United Kingdom,RSA Cryptographer Uncrackable ,Miasoft,MessageEncryption,And,SW,Free,PR,http://uk.androlib.com/android.application.jp-co-miasoft-rsa-ptipj.aspx,RSA public-key encryption tool. No longer in Google Play store.,,,,N,,
United Kingdom,SafeGuard,Sophos,DiskEncryption,Mac/Win,SW,Pay,PR,http://sophos.com/en-us/products/safeguard-encryption.aspx,Protects data on multiple devices and operating systems.,http://en.wikipedia.org/wiki/Sophos,,,A,,
United Kingdom,SafeToGo,CardWave Services Ltd.,USB,,HW,Pay,PR,http://cardwaveservices.com/single-product/?id=392,Encrypted USB drive with the ability to connect to a remote management system (SafeConsole),,,,A,,
United Kingdom,SecuBox,Aiko Solutions,DiskEncryption,Win,SW,Pay,PR,http://aikosolutions.com,On-the-fly encryption for Windows CE handhelds. It encrypts handheld's media cards and its memory with strong AES 256-bit encryption.  ,,,,A,,
United Kingdom,Security Guardian,Amba Defence,USB,,HW,Pay,PR,https://amba-defence.com/technology/security-guardian-gps-enabled-secure-usb,GPS-enabled secure USB; AES 256 encryption; users may create authorised access and exclusion locations.,,,,A,,
United Kingdom,SparkleShare,,FileSync,Mac/Win/Lin,SW,Free,OS,http://sparkleshare.org,Provides cloud storage and file synchronization services. ,http://en.wikipedia.org/wiki/SparkleShare,Hylke Bons ,,A,,
United Kingdom,tc-play,,DiskEncryption,Win/Lin,SW,Free,OS,http://github.com/bwalex/tc-play,Simple TrueCrypt Implementation based on dm-crypt.,,Alex Hornung ,,A,,
United Kingdom,TETRA,Sepura plc. ,Radio,,HW,Pay,PR,http://sepura.com,Mobile radio with end-to-end encryption options.,http://en.wikipedia.org/wiki/Sepura,,,A,,
United Kingdom,TrustCall 02,Ultra Electronics,Telephone,,SW,Pay,PR,http://ultra-aep.com/ultra-encrypt-overview,Mobile phone encryption for users of Ultra Encrypt system.,http://en.wikipedia.org/wiki/Ultra_Electronics,,,A,,
United Kingdom,Turnpike,Demon Internet,MailEncryption,Win,SW,Free,PR,http://en.wikipedia.org/wiki/Turnpike_(software),Combined e-mail and news client.,http://en.wikipedia.org/wiki/Turnpike_%28software%29,"Chris Hall, Richard Clayton ",,A,,
United Kingdom,Ultra Encrypt Net,Ultra Electronics,VPN,,SW,Pay,PR,http://ultra-aep.com/ultra-encrypt-overview,,http://en.wikipedia.org/wiki/Ultra_Electronics,,,A,,
United Kingdom,vim,,MessageEncryption,,SW,Free,OS,http://usevim.com,,,Alex Young ,,A,,
United Kingdom,VIPole,VIPole International LP ,MessageEncryption,Mac/Win/iOS/And,SW,Pay,PR,http://vipole.com,"Encrypts text chats, audio and video calls, audio and video conferencing file transfers.",,,,A,,
United Kingdom,X-Kryptor Confidential,Ultra Electronics,VPN,Win,HW,Pay,PR,http://ultra-aep.com/xkc,Personal encryption device connects to a client PC via USB.  ,http://en.wikipedia.org/wiki/Ultra_Electronics,,,A,,
unknown,bcrypt,,FileEncryption,Mac/Lin/FreeBSD,SW,Free,OS,http://bcrypt.sourceforge.net,Cross-platform file encryption utility using Blowfish. Passphrases must be between 8 and 56 characters and are hashed internally to a 448-bit key.  ,http://en.wikipedia.org/wiki/Bcrypt,Johnny Shelley,,A,,
unknown,CenoCipher,Cenocipher Team,MessageEncryption,Win/Lin,SW,Free,OS,http://gitlab.com/cenocipher/cenocipher,Works by combining message text and any number of file attachments into a single convenient cipher-file. Includes steganography feature.,,,,A,,
unknown,Ekboo,Ekboo Ltd ,MessageEncryption,BlackBerry,SW,Pay,PR,http://appworld.blackberry.com/webstore/content/62871,BBM-connected application.,,,,A,,
unknown,Encreep,,FileEncryption,Win/Lin,SW,Free,PR,http://encreep.com,Easy-to-use interface for encrypting and decrypting messages using GnuPG. ,,,,A,,
unknown,Encrypt File Free,MobilDev,FileEncryption,And,SW,Free,PR,http://play.google.com/store/apps/details?id=com.acr.encryptfilefree,"Encrypts and password-protects photos, videos, audios, pictures, doc, ppt, xls, pdf and other files.",,Albert Once,,A,,
unknown,HexChat,,MessageEncryption,Win/Lin,SW,Free,OS,http://hexchat.github.io,Cross-platform IRC client; IRC message encryption with FiSHLiM plugin.,,Tingping,,A,,
unknown,IRC w/Blowfish,,MessageEncryption,,SW,Free,OS,,,http://en.wikipedia.org/wiki/Internet_Relay_Chat,,,A,,
unknown,LibreCrypt,,DiskEncryption,Win,SW,Free,OS,http://github.com/t-d-k/LibreCrypt,Transparent on-the-fly disk encryption for Windows. LUKS compatible. ,,t-d-k,,A,,
unknown,oVPN.to Anonymous Services,oVPN.to,VPN,Mac/Win/Lin/And,SW,Pay,PR,http://vcp.ovpn.to,,,,,A,,
unknown,PGPigeon,Toolsley,MessageEncryption,Web-based,SW,Free,PR,http://toolsley.com/pgpigeon.html,"Enables users to encrypt, decrypt, sign, and verify PGP messages in the browser. ",,,,A,,
unknown,Rugged Inbox,Rugged Inbox,MailEncryption,,SW,Free,OS,http://ruggedinbox.com,Anonymous “offshore” e-mail service based on Tor. Having spam problems lately.,,,,A,,
unknown,Secure VPN,SecureVPN.to ,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://securevpn.to,,,,,A,,
unknown,ShadowCash,Aboutshadow ,Currency,Mac/Win/Lin/iOS/And,SW,Free,OS,http://shadow.cash,"Decentralized anonymous communication, commerce, and currency platform for transferring virtual currency ShadowCash.",,"Rynomster, Tecnovert ",,A,,
unknown,ShadowChat,Aboutshadow ,MessageEncryption,Mac/Win/Lin/iOS/And,SW,Free,OS,http://shadow.cash/downloads/shadowcoin-p2p-em.pdf,P2P encrypted instant MessageEncryption system.,,"Rynomster, Tecnovert ",,A,,
unknown,Yamn (Yet another Mix network),,AnonRemailer,Win,SW,Free,PR,http://banana.mixmin.net/yamn.html,Anonymous remailer (Mixmaster).,,Zax,,A,,
United States,16F²B³ Cipher,"Kenner Consulting, LLC ",DevTools,Win,SW,Pay,OS,http://kennerconsulting.com/cipher,The 16F²B³ Cipher is a symmetric key cipher algorithm for encryption that implements a permutable substitution and transposition upon a plaintext object into an encrypted data package. ,,,,A,,
United States,4SecureMail,"4SecureMail, LLC",MailEncryption,Web-based,SW,Pay,PR,http://www.4securemail.com,128-bit SSL.,,Steven Plautz ,No,A,,
United States,AceVPN,Acevpn,VPN,Mac/Win/Lin/iOS/And,SW,Pay,PR,http://acevpn.com,,http://en.wikipedia.org/wiki/AceVPN,,,A,,
United States,AdBlock Mobile,Baby Blue Wireless ,Adblocker,iOS,SW,Pay,PR,http://adbl0ck.com,Uses iOS VPN OnDemand feature. ,,Jennifer Hernandez,,A,,
United States,Advanced Encryption Package,InterCrypto Software,FileEncryption,Win,SW,Pay,PR,http://aeppro.com,Symmetric and asymmetric algorithms (17 data destruction algorithms). Support for public-private RSA key pair (one key for encryption and another for decryption) as well as for binary symmetric files (randomly generated).,,Mikhail Ledyaev ,,A,,
United States,AES Crypt,Packetizer,FileEncryption,Mac/Win/Lin,SW,Free,OS,http://aescrypt.com ,Used to easily and securely encrypt files.,,,,A,,
United States,AIM (AOL Instant Messenger),AOL,MessageEncryption,Mac/Win,SW,Free,PR,http://aim.com ,Encryption during transit only.,http://en.wikipedia.org/wiki/AOL_Instant_Messenger,,Yes,A,,
United States,Android 5.0 Full Disk Encryption,Google,DiskEncryption,And,SW,Pay,PR,http://source.android.com/security/encryption,"Based on dm-crypt, 128 AES with CBC and ESSIV:SHA256. Master key is encrypted with 128-bit AES via calls to the OpenSSL library. You must use 128 bits or more for the key (with 256 being optional).four kinds of encryption states: default; PIN; password; pattern.J596",,,,A,,
United States,Anonabox,"Sochule, Inc ",Router,,HW,Pay,PR,http://anonabox.com/buy-anonabox-original.html,Plug-and-play Tor router.,,August Germar ,,A,,
United States,Anonymizer,Anonymizer Inc. ,VPN,Mac/Win/Lin/ioS/And,SW,Pay,PR,http://anonymizer.com,,http://en.wikipedia.org/wiki/Anonymizer_%28company%29,Lance Cottrell,,A,,
United States,Ansa,Ansa,MessageEncryption,iOS/And,SW,Free,PR,http://ansa.com ,"OTR MessageEncryption, self-destructing media, synced deletion.",,,,A,,
United States,Arq,Haystack Software ,CloudEncryption,Mac/Win,SW,Pay,PR,http://arqbackup.com ,Encrypted cloud backup for desktops.,,,,A,,
United States,Balboa,PKC Security,CloudEncryption,,SW,Pay,PR,http://balboa.io,Team collaboration tool; all content is encrypted.,,Becker Polverini,,A,,
United States,Banter,"Banter Chat, Inc./Legit Corporation",MessageEncryption,iOS/And,SW,Free,PR,http://banter.me,Anonymous group social network chat.,,"Gilad Gam, Tony Chen, Andrew Busey",,A,,
United States,Bazaar ,Guardian Project,DevTools,,SW,Free,OS,http://dev.guardianproject.info/projects/bazaar/wiki,Secure app download tool for mobile devices. In development.,,Nathan Freitas,,A,,
United States,BDEncrypt Plus,"Zettaset, Inc ",FileEncryption,Win,SW,Pay,PR,http://zettaset.com/index.php/products/bdencrpyt-plus,AES 256-bit.,,,,A,,
United States,Bimil,,PasswordMgr,Win/And,SW,Free,OS,http://github.com/medo64/bimil,Small password manager.,,Josip Medved ,,A,,
United States,BitLocker,Microsoft,DiskEncryption,Win,SW,Pay,PR,http://windows.microsoft.com/en-us/windows-vista/bitlocker-drive-encryption-overview ,"Uses the AES encryption algorithm in cipher block chaining (CBC) mode with a 128-bit or 256-bit key, and also the Elephant diffuser (on Windows Vista and Windows 7) for additional disk encryption security not provided by AES. ",http://en.wikipedia.org/wiki/BitLocker,,No,A,,
United States,Bitmail,Cassiopeia ,MailEncryption,Win,SW,Free,PR,http://bitmail.sf.net ,Secure decentral P2P e-mail ,,Ben Kietzman,,,,
