Indicator,Country,Variable,Unit,Scope,Time,Value,Flags
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,35.7824,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,52.4126,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,55.14557,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,59.81628,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,70.8368,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,58.4533,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,72.43933,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Finland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,71.00658,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,70.3396,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,48.2314,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,43.42766,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,40.84349,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,67.8754,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,44.8257,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,31.51213,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,26.45914,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,70.3146,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,52.4761,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,49.23371,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",France,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,44.08022,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,37.0053,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,30.1189,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,29.66921,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,25.12184,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,18.6919,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,14.3501,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,7.116864,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,4.514897,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,48.2408,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,35.99,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,38.00789,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Germany,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,30.72625,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,26.4213,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,24.5729,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,20.19951,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,23.22381,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,21.431,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,16.4468,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,14.65973,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,10.18349,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,31.6372,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,28.7539,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,22.1976,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Greece,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,24.13234,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,47.4113,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,38.1815,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,44.82728,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,42.28547,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,37.0649,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,39.215,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,40.70298,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,31.76028,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,51.704,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,33.8669,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,48.80055,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Hungary,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,45.34193,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,21.3655,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,32.97199,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,25.92126,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,18.2777,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,40.58622,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,28.48528,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,32.31389,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Iceland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,30.84478,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,9.715,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,15.7849,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,15.07351,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,16.8304,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,3.618,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,9.5205,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,6.368696,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,7.293524,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,12.7261,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,21.0396,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,17.6795,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Ireland,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,22.57493,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,19.9586,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,15.1011,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,10.44738,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,8.159797,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,14.0314,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,10.174,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,6.723839,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,5.382449,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,22.8159,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,18.4985,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,12.89295,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Italy,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2019,10.26761,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2009,33.5413,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2015,13.573,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2017,11.99385,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",All individuals (aged 16-74),2019,11.26785,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2009,30.0314,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2015,7.7567,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2017,12.35955,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 16-24,2019,4.805576,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2009,33.266,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2015,15.5137,
"Individuals who did not buy online for payment security, privacy and post-transaction trust concerns",Latvia,"Individuals who, in the last 12 months, haven't bought / ordered goods or services over the internet for their own private use, because: Payment security concerns","Percentage of individuals who ordered goods or services, over the internet, for private use, more than a year ago or who never did",Individuals aged 55-74,2017,12.66286,
