country_code,country_name,wb_income,wb_region,skill_group_id,skill_group_category,skill_group_name,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,net_per_10K_2019,,data_country,data_year
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1655,Specialized Industry Skills,Army,-59.45,-309.82,-343.41,-136.25,-57.96,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,210,Specialized Industry Skills,Maintenance & Repair,-234.6,-175,-122.27,-100.28,-57.78,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5785,Specialized Industry Skills,Environmental Consulting,-201.45,-115.96,-109.14,-77.19,-57.65,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1802,Specialized Industry Skills,Hospitality Industry,-219.74,-319.04,-153.18,-42.37,-56.9,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11623,Specialized Industry Skills,Retail Packaging,-95.19,-232.04,-136.02,-134.62,-56.78,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,264,Specialized Industry Skills,Cooking,-108.98,-110.41,-132.16,-72.81,-54.52,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,8466,Specialized Industry Skills,Educational Administration,-95.25,-143.06,-128.64,-36.96,-54.45,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1735,Business Skills,Entrepreneurship,-198.84,-255.64,-238.09,-142.16,-54.34,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11305,Specialized Industry Skills,Oil & Gas,-213.46,-81.93,-32.21,-32.68,-54.31,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,635,Business Skills,Economics,-211.65,-266.67,-167.94,-87.55,-54.28,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,42956,Specialized Industry Skills,Delivery Operations,-140.36,-101.81,-82.92,-60.26,-52.87,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,154,Soft Skills,Leadership,-172.35,-202.27,-128.66,-92.78,-52.37,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,482,Specialized Industry Skills,Event Planning,-132.27,-197.49,-126.5,-116.69,-51.54,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2917,Specialized Industry Skills,Public Safety,-292.74,-159.13,-150.86,-87.52,-51.1,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,11477,Specialized Industry Skills,Naval Architecture,-215.55,-99.53,-149.86,-17.09,-51.06,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,559,Tech Skills,Social Media,-153.3,-180.99,-154.1,-88.58,-50.97,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1944,Specialized Industry Skills,Biomedical Engineering,-262.28,-270.21,-167.11,-102.08,-48.75,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6189,Specialized Industry Skills,Radio Production,-219.66,-280.84,-116.69,-148.61,-46.52,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,6874,Specialized Industry Skills,Food Manufacturing,-179.55,-174.95,-112.44,-73.23,-46.4,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3748,Specialized Industry Skills,Environmental Engineering,-269.81,-186.22,-158.54,-37.88,-44.82,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2269,Business Skills,Project Management,-239.66,-188.27,-119.6,-78.14,-44.57,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,45513,Business Skills,Employee Learning & Development,-130.11,-185.2,-115.43,-86.14,-42.91,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,158,Business Skills,Product Development,-259.29,-244.96,-154.83,-73.54,-42.67,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2420,Specialized Industry Skills,Printing,-146.61,-269.88,-229.67,-186.49,-42.53,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1235,Specialized Industry Skills,Mining,-152.34,-108.28,43.9,-46.96,-42.23,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2186,Business Skills,Manufacturing Operations,-202.75,-151.63,-103.11,-67.26,-38.85,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2597,Business Skills,Business Management,-172.18,-187.5,-113.32,-73.1,-38.72,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1225,Business Skills,Sales Operations,-280.96,-317.15,-179.73,-81.6,-38.53,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,3086,Business Skills,Tax Accounting,-167.07,-195.41,-86.09,-110.89,-37.22,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,49,Business Skills,Human Resources (HR),-184.48,-173.87,-116.79,-67.43,-34.2,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2935,Specialized Industry Skills,Geotechnical Engineering,-248.56,-53.75,-19.05,-63.11,-34.11,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,785,Business Skills,Corporate Communications,-194.63,-228.1,-171.41,-121.1,-32.03,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2521,Specialized Industry Skills,Cardiology,-379.04,-434.56,-182.03,-128.5,-31.7,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1379,Business Skills,Inside Sales,-264.85,-295.63,-163.07,-71.13,-30.32,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,342,Specialized Industry Skills,Inventory Management,-220.72,-189.19,-142.11,-47.18,-28.48,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1432,Business Skills,Financial Accounting,-181.36,-170.24,-83.34,-67.08,-27.39,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,44,Specialized Industry Skills,Recruiting,-171.25,-183.78,-116.04,-51.44,-27,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,256,Soft Skills,Negotiation,-197.19,-186.26,-105.18,-61.15,-25.75,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,9985,Specialized Industry Skills,Construction Engineering,-319.46,-141.2,-83.05,-53.11,-25.14,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,311,Business Skills,Auditing,-189.85,-190.79,-80.41,-85.54,-24.45,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,976,Business Skills,Capital Markets,-200.72,-128.17,-107.57,-74.92,-23.47,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,666,Business Skills,Product Marketing,-209.93,-222.79,-137.38,-79.44,-21.49,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,123,Specialized Industry Skills,Real Estate,-167.29,-172.58,-135.85,-42.78,-19.77,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,987,Business Skills,Bookkeeping,-202.65,-189.98,-78.33,-69.03,-18.21,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,28976,Specialized Industry Skills,Food Service Operations,-179.79,-274,-138.64,-52.85,-18.05,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,8798,Specialized Industry Skills,Ground Transportation,-232.81,-88.34,-61.71,-2.01,-15.49,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5457,Business Skills,Compensation & Benefits,-179.63,-169.27,-92.75,-65.61,-12.8,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1612,Business Skills,Commercial Banking,-197.3,-117.34,-104.49,-57.95,-6.07,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,12628,Specialized Industry Skills,Drilling Engineering,-265.11,-119.17,-58.44,-37.46,-5.88,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4020,Specialized Industry Skills,Dermatology,-266.27,-200.94,-54.57,-31.53,-5.85,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,337,Business Skills,Accounts Payable,-214.54,-207.56,-59.25,-76.18,-5.47,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,2776,Business Skills,Revenue Analysis,-143.89,-335.7,-122.64,-3.54,-3.34,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,613,Business Skills,Procurement,-211.1,-107.27,-52.69,-5.16,-0.44,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,43733,Business Skills,Growth Strategies,-82.49,-256.36,-208.42,-33.26,2.06,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,1315,Specialized Industry Skills,Criminal Law,-140.48,-76.02,-113.41,-52.92,8.03,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,20023,Business Skills,Management Accounting,-164.66,-156.65,-54.18,-28.72,9.35,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,133,Specialized Industry Skills,Retail,-196.04,-203.78,-109.32,-34.88,11.48,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,618,Business Skills,Investment Banking,-207.76,-172.11,-126.01,-114.98,17.91,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,4277,Business Skills,Partner Development,-456.71,-394.26,-460.76,-61.01,19.99,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,851,Specialized Industry Skills,Intellectual Property,-141.48,-230.74,-50,-64.86,21.43,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,24937,Business Skills,Payroll Services,-241.76,-180.36,-35.89,-10.02,24.59,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,881,Specialized Industry Skills,Labor and Employment Law,-228.51,-160.25,25.54,-116.38,68.53,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,17168,Specialized Industry Skills,Water Engineering,-198.36,-18.94,-27.78,36.69,75.04,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,14632,Business Skills,Competitive Strategies,-144.34,-241.97,-387.7,-13.93,84.79,,,
eg,"Egypt, Arab Rep.",Lower middle income,Middle East & North Africa,5035,Specialized Industry Skills,Gastroenterology,-218.85,-460.98,-61.83,-168.13,121.87,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2591,Business Skills,Customer Experience,-327.7,-214.6,-208.16,-159.36,-202.31,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,785,Business Skills,Corporate Communications,-100.37,-195.28,-114.19,-122.2,-196.82,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,613,Business Skills,Procurement,-152.25,-67.69,-103.81,-90.73,-161.34,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1989,Tech Skills,Enterprise Software,-64.86,-151.95,-152.3,-144.49,-157.95,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,4271,Specialized Industry Skills,Environmental Science,-36.04,-112.54,-60.52,-196.69,-150.49,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,86,Soft Skills,Writing,-23.89,-222.93,-56.2,-134.15,-144.68,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,635,Business Skills,Economics,-144.89,-333.89,-61.39,-196.66,-143.28,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,68,Tech Skills,Technical Support,-110.2,-193.74,-87.2,-160.68,-141.83,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,314,Specialized Industry Skills,Telecommunications,-136.69,-176.38,-114.07,-155.98,-141.18,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,3104,Specialized Industry Skills,International Law,-137.2,-102.46,-90.66,-163.8,-136.6,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,50061,Disruptive Tech Skills,Data Science,-142.34,-82.74,-113.31,-124.6,-132.92,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,25120,Tech Skills,Data Storage Technologies,-103.81,-107.81,-136.65,-125.46,-131.04,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1379,Business Skills,Inside Sales,-163.34,-185.91,-74.8,-113.17,-128,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1225,Business Skills,Sales Operations,-146.33,-211.03,-180.33,-132.63,-127.85,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,133,Specialized Industry Skills,Retail,-138.66,-213.99,-142.27,-107.84,-118.67,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2279,Disruptive Tech Skills,Development Tools,-89.7,-79.48,-145.52,-160.23,-117.88,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,764,Tech Skills,Web Development,-54.59,-47.12,-108.19,-133.14,-116.07,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,158,Business Skills,Product Development,-37.23,-96.9,-115.4,-109.29,-114.81,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,354,Specialized Industry Skills,Politics,-440.75,-234.41,-197.75,-204.89,-107.91,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,482,Specialized Industry Skills,Event Planning,19.57,-115.31,-101.51,18.29,-105.76,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,441,Business Skills,Management Consulting,-170.9,-165.15,-107.79,-125.16,-103.45,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2186,Business Skills,Manufacturing Operations,-141.86,-185.14,-170.68,-138.1,-101.54,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1530,Specialized Industry Skills,Higher Education,-53.67,-175.33,-65.59,-53.3,-100.78,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,666,Business Skills,Product Marketing,-77.46,-135.21,-99.98,-83.49,-96.78,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,236,Tech Skills,System Administration,-30.42,-54.28,-78.07,-96.07,-95.27,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,154,Soft Skills,Leadership,-105.68,-137.64,-108.64,-82.99,-91.54,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2269,Business Skills,Project Management,-97.43,-107.2,-103.95,-88.35,-89.03,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,7462,Specialized Industry Skills,Nonprofit Management,-76.57,-186.09,-147.99,-18.43,-85.34,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1836,Business Skills,Digital Marketing,-84.64,-154.55,-115.76,-86.83,-82.23,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,921,Soft Skills,Teamwork,-158.83,-13.86,-98.05,-72.41,-78.39,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,45513,Business Skills,Employee Learning & Development,193.79,-128.51,-83.16,-50.22,-76.5,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,49,Business Skills,Human Resources (HR),-37.98,-183.87,-67.01,-123.7,-73.87,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,256,Soft Skills,Negotiation,-106.02,-101.67,-109.87,-79.4,-73.76,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2247,Specialized Industry Skills,Foreign Languages,-51.46,-108.58,-95.02,-84.16,-73.25,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,69,Business Skills,Advertising,-120.57,-126.98,-91.7,-154.93,-73.1,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,2597,Business Skills,Business Management,-62.02,-90.3,-95.73,-84.1,-67.97,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1432,Business Skills,Financial Accounting,-129.89,-86.19,-129.92,-79.17,-59.04,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,26209,Tech Skills,Digital Literacy,5.33,-60.23,-51.21,-69.6,-54.02,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1774,Specialized Industry Skills,Public Policy,-135.74,-179.74,-96.13,-75.19,-53.53,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,1735,Business Skills,Entrepreneurship,94.65,11.57,-51.06,-35.16,-51.19,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,135,Soft Skills,Communication,-77.46,-16.29,-34.52,-19.13,-51.05,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,20023,Business Skills,Management Accounting,-99.47,-103.03,-80.99,-59.26,-50.93,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,207,Tech Skills,Graphic Design,16.16,-98.22,-90.65,-97.96,-42.46,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,559,Tech Skills,Social Media,-99.95,-76.92,-49.37,-54.99,-40.26,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,634,Specialized Industry Skills,Architecture,-71.67,-98.7,-166.07,-105.27,-33.07,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,12666,Specialized Industry Skills,Teaching,-89.44,-100.06,-14.43,-56.63,-22.34,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,976,Business Skills,Capital Markets,-154.48,-151.73,-115.34,-109.25,-21.19,,,
sv,El Salvador,Lower middle income,Latin America & Caribbean ,176,Specialized Industry Skills,Research,124.67,2.6,2.13,-42.37,-13.81,,,
ee,Estonia,High income,Europe & Central Asia,172,Specialized Industry Skills,Law,-121.42,-30.21,-32.62,88.52,66.11,,,
ee,Estonia,High income,Europe & Central Asia,43733,Business Skills,Growth Strategies,0,130.23,197.35,234.77,100.51,,,
ee,Estonia,High income,Europe & Central Asia,2917,Specialized Industry Skills,Public Safety,200.07,0,118.41,156.87,102.03,,,
ee,Estonia,High income,Europe & Central Asia,618,Business Skills,Investment Banking,-23.8,120.9,124.98,273.61,115.1,,,
ee,Estonia,High income,Europe & Central Asia,3104,Specialized Industry Skills,International Law,60.14,18.74,114.59,190.76,124.01,,,
ee,Estonia,High income,Europe & Central Asia,482,Specialized Industry Skills,Event Planning,81.01,47.65,43.52,89.93,136.77,,,
ee,Estonia,High income,Europe & Central Asia,20023,Business Skills,Management Accounting,60.93,43.26,75.9,186.37,136.93,,,
ee,Estonia,High income,Europe & Central Asia,976,Business Skills,Capital Markets,-9.19,171.42,111.95,323.61,137.21,,,
ee,Estonia,High income,Europe & Central Asia,1612,Business Skills,Commercial Banking,168.91,122.91,114.75,182.34,140.86,,,
ee,Estonia,High income,Europe & Central Asia,1432,Business Skills,Financial Accounting,32.92,57.54,112.95,161.54,145.11,,,
ee,Estonia,High income,Europe & Central Asia,613,Business Skills,Procurement,86.04,75.67,99.34,48.4,148.23,,,
ee,Estonia,High income,Europe & Central Asia,43756,Specialized Industry Skills,Personal Coaching,0,127.59,171.62,218.21,156.27,,,
ee,Estonia,High income,Europe & Central Asia,2186,Business Skills,Manufacturing Operations,81.64,104.14,123.99,208.2,159.12,,,
ee,Estonia,High income,Europe & Central Asia,59,Specialized Industry Skills,Music,64.49,141.95,77.29,219.39,161.16,,,
ee,Estonia,High income,Europe & Central Asia,256,Soft Skills,Negotiation,16.11,79.48,74.24,109.08,171.9,,,
ee,Estonia,High income,Europe & Central Asia,158,Business Skills,Product Development,3.73,44.01,42.78,101.66,174.99,,,
ee,Estonia,High income,Europe & Central Asia,1735,Business Skills,Entrepreneurship,2.6,-2.09,118.83,152.44,175.39,,,
ee,Estonia,High income,Europe & Central Asia,3252,Specialized Industry Skills,Travel Management,248.93,139.11,101.57,199.53,179.53,,,
ee,Estonia,High income,Europe & Central Asia,2597,Business Skills,Business Management,35.17,69.94,101.84,151.69,191.14,,,
ee,Estonia,High income,Europe & Central Asia,441,Business Skills,Management Consulting,60.6,62.23,98.19,218.94,193.63,,,
ee,Estonia,High income,Europe & Central Asia,1379,Business Skills,Inside Sales,-49.79,80.52,76.04,127.38,196.7,,,
ee,Estonia,High income,Europe & Central Asia,2269,Business Skills,Project Management,16.77,63.29,72.97,135.02,199.54,,,
ee,Estonia,High income,Europe & Central Asia,193,Specialized Industry Skills,Photography,43.29,54.18,247.24,87.17,204.03,,,
ee,Estonia,High income,Europe & Central Asia,1774,Specialized Industry Skills,Public Policy,80.33,50.89,151.92,107.6,205.58,,,
ee,Estonia,High income,Europe & Central Asia,9985,Specialized Industry Skills,Construction Engineering,-63.63,166.45,8.33,119.58,216.82,,,
ee,Estonia,High income,Europe & Central Asia,69,Business Skills,Advertising,103.83,48.88,175.93,165.14,227.13,,,
ee,Estonia,High income,Europe & Central Asia,75,Specialized Industry Skills,Editing,91.1,84.93,153.53,131.73,227.54,,,
ee,Estonia,High income,Europe & Central Asia,559,Tech Skills,Social Media,78.81,100.38,168.98,129.39,230.09,,,
ee,Estonia,High income,Europe & Central Asia,68,Tech Skills,Technical Support,113.83,169.73,129.88,232.64,231.15,,,
ee,Estonia,High income,Europe & Central Asia,1989,Tech Skills,Enterprise Software,97.24,187.85,224.84,243.1,231.99,,,
ee,Estonia,High income,Europe & Central Asia,1225,Business Skills,Sales Operations,130.72,23.39,148.03,240.24,233.38,,,
ee,Estonia,High income,Europe & Central Asia,12666,Specialized Industry Skills,Teaching,129.77,89.09,81.04,167.06,236.36,,,
ee,Estonia,High income,Europe & Central Asia,666,Business Skills,Product Marketing,88.85,81.7,112.95,142.13,238.31,,,
ee,Estonia,High income,Europe & Central Asia,133,Specialized Industry Skills,Retail,48.05,-28.66,157.19,143.71,239.51,,,
ee,Estonia,High income,Europe & Central Asia,4271,Specialized Industry Skills,Environmental Science,182.4,46.45,87.22,152.41,241.14,,,
ee,Estonia,High income,Europe & Central Asia,314,Specialized Industry Skills,Telecommunications,78.6,205.67,141.63,246.85,245.68,,,
ee,Estonia,High income,Europe & Central Asia,1530,Specialized Industry Skills,Higher Education,207.48,126.78,34.91,169.68,256.11,,,
ee,Estonia,High income,Europe & Central Asia,44,Specialized Industry Skills,Recruiting,97.69,85.5,59.61,160.59,261.04,,,
ee,Estonia,High income,Europe & Central Asia,154,Soft Skills,Leadership,63.09,106.03,144.88,178.98,262.66,,,
ee,Estonia,High income,Europe & Central Asia,86,Soft Skills,Writing,243.32,33.81,213.65,102.56,267.25,,,
ee,Estonia,High income,Europe & Central Asia,135,Soft Skills,Communication,110.28,101.38,106.54,215.1,271.11,,,
ee,Estonia,High income,Europe & Central Asia,176,Specialized Industry Skills,Research,126.47,134.14,124.3,186.35,274.07,,,
ee,Estonia,High income,Europe & Central Asia,49,Business Skills,Human Resources (HR),99.68,133.66,147.73,210.09,276.82,,,
ee,Estonia,High income,Europe & Central Asia,785,Business Skills,Corporate Communications,100.19,-12.83,168.3,75.98,291.34,,,
ee,Estonia,High income,Europe & Central Asia,342,Specialized Industry Skills,Inventory Management,26.66,0,145.06,60.12,295.46,,,
ee,Estonia,High income,Europe & Central Asia,421,Specialized Industry Skills,Video,53.59,-86.2,206.53,240.9,299.03,,,
ee,Estonia,High income,Europe & Central Asia,635,Business Skills,Economics,162.72,293.28,76,264.92,300.3,,,
ee,Estonia,High income,Europe & Central Asia,1836,Business Skills,Digital Marketing,52.55,92.95,154.48,220.61,300.44,,,
ee,Estonia,High income,Europe & Central Asia,634,Specialized Industry Skills,Architecture,110.68,121.43,173.02,196.98,302.75,,,
ee,Estonia,High income,Europe & Central Asia,7462,Specialized Industry Skills,Nonprofit Management,66.86,137.48,178.11,132.44,307.22,,,
ee,Estonia,High income,Europe & Central Asia,2591,Business Skills,Customer Experience,331.99,11.18,351.29,284.38,319.29,,,
ee,Estonia,High income,Europe & Central Asia,2549,Tech Skills,Information Management,215.5,112.06,334.35,365.26,321.56,,,
ee,Estonia,High income,Europe & Central Asia,774,Specialized Industry Skills,Translation,205.39,196.69,147.3,93.77,322.63,,,
ee,Estonia,High income,Europe & Central Asia,26209,Tech Skills,Digital Literacy,45.08,164.93,135.04,231.76,329.52,,,
ee,Estonia,High income,Europe & Central Asia,45513,Business Skills,Employee Learning & Development,229.97,91.5,127.99,202.82,332.64,,,
ee,Estonia,High income,Europe & Central Asia,561,Specialized Industry Skills,Electronics,130.25,230.57,222.26,241.41,338.28,,,
ee,Estonia,High income,Europe & Central Asia,236,Tech Skills,System Administration,164.5,251.84,164.53,282.28,344.53,,,
ee,Estonia,High income,Europe & Central Asia,1802,Specialized Industry Skills,Hospitality Industry,327.48,274.16,265.39,248.91,347.67,,,
ee,Estonia,High income,Europe & Central Asia,921,Soft Skills,Teamwork,69.08,255.64,162.29,255.5,355.03,,,
ee,Estonia,High income,Europe & Central Asia,354,Specialized Industry Skills,Politics,129.52,217.12,201.12,65.99,361.2,,,
ee,Estonia,High income,Europe & Central Asia,2265,Specialized Industry Skills,Cybersecurity,133.86,122.68,309.26,232.49,364.44,,,
ee,Estonia,High income,Europe & Central Asia,207,Tech Skills,Graphic Design,97.42,123,229.57,199.31,366.05,,,
ee,Estonia,High income,Europe & Central Asia,2247,Specialized Industry Skills,Foreign Languages,98.88,187.76,168.83,264.49,382.11,,,
ee,Estonia,High income,Europe & Central Asia,50321,Tech Skills,Software Testing,72.87,374.39,284.85,306.86,397.11,,,
ee,Estonia,High income,Europe & Central Asia,2263,Soft Skills,Time Management,204.05,554.21,383.51,379.11,416.34,,,
ee,Estonia,High income,Europe & Central Asia,2130,Tech Skills,Software Development Life Cycle (SDLC),49.9,225.18,234.42,307.62,426.38,,,
ee,Estonia,High income,Europe & Central Asia,1017,Soft Skills,Problem Solving,0,482.16,243.12,432.56,435.18,,,
ee,Estonia,High income,Europe & Central Asia,50061,Disruptive Tech Skills,Data Science,130.64,185.71,257.98,349.75,459.92,,,
ee,Estonia,High income,Europe & Central Asia,25120,Tech Skills,Data Storage Technologies,166.03,315.8,283.97,418.26,495.13,,,
ee,Estonia,High income,Europe & Central Asia,764,Tech Skills,Web Development,158.78,287.67,266.44,414.69,506.42,,,
ee,Estonia,High income,Europe & Central Asia,2279,Disruptive Tech Skills,Development Tools,184.72,331.98,324.87,414.53,521.59,,,
ee,Estonia,High income,Europe & Central Asia,4142,Disruptive Tech Skills,Human Computer Interaction,191.34,281.13,394.7,389.23,556.56,,,
ee,Estonia,High income,Europe & Central Asia,50370,Tech Skills,Computer Networking,152.49,276.46,276.26,380.64,585.11,,,
ee,Estonia,High income,Europe & Central Asia,6718,Tech Skills,Scientific Computing,130.41,582.46,506.28,738.19,617.33,,,
ee,Estonia,High income,Europe & Central Asia,50304,Tech Skills,Mobile Application Development,115.56,423.28,349.59,421.57,688.67,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,2279,Disruptive Tech Skills,Development Tools,-164.71,-239.6,-242.93,-194.99,-293.62,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,2265,Specialized Industry Skills,Cybersecurity,-100.78,-192.15,-154.69,-244.19,-247.56,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,6718,Tech Skills,Scientific Computing,69.33,-24.5,-60.68,-120.41,-218.73,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,764,Tech Skills,Web Development,-115.52,-245.16,-234.1,-125.92,-198.64,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,25120,Tech Skills,Data Storage Technologies,-152.98,-267.62,-275.45,-185.08,-187.31,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,236,Tech Skills,System Administration,-17.15,-126.8,-114.23,-65.94,-162.47,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,12628,Specialized Industry Skills,Drilling Engineering,92.59,-96.08,-148.05,12.66,-149.07,,,
et,Ethiopia,Low income,Sub-Saharan Africa ,342,Specialized Industry Skills,Inventory Management,212.23,-11.49,0,-26.91,-127.21,,,
