Country,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Austria,The Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,"Congo, Dem. Rep.",Costa Rica,Cote d'Ivoire,Croatia,Czech Republic,Denmark,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Estonia,Ethiopia,Finland,France,The Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,Iran,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kyrgyz Republic,Lebanon,Liberia,Madagascar,Malawi,Malaysia,Mali,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Republic of Korea,Romania,Russian Federation,Rwanda,Senegal,Serbia,Sierra Leone,Singapore,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Suriname,Sweden,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,"Venezuela, RB",Vietnam,Zambia,Zimbabwe,data_country,data_year
Factor 4: Fundamental Rights,0.41,0.59,0.47,0.39,0.70,0.70,0.79,0.85,0.66,0.32,0.73,0.47,0.84,0.50,0.54,0.46,0.59,0.58,0.51,0.61,0.57,0.35,0.36,0.82,0.72,0.29,0.53,0.41,0.79,0.45,0.67,0.79,0.92,0.63,0.58,0.52,0.28,0.54,0.82,0.35,0.91,0.73,0.55,0.61,0.85,0.61,0.65,0.63,0.54,0.50,0.56,0.41,0.65,0.58,0.51,0.52,0.22,0.73,0.64,0.77,0.48,0.46,0.47,0.60,0.51,0.50,0.52,0.47,0.58,0.52,0.54,0.40,0.64,0.52,0.54,0.57,0.45,0.41,0.31,0.66,0.52,0.84,0.81,0.37,0.49,0.46,0.59,0.91,0.38,0.64,0.62,0.41,0.64,0.78,0.73,0.70,0.44,0.51,0.60,0.57,0.51,0.68,0.75,0.64,0.79,0.54,0.70,0.66,0.70,0.55,0.87,0.43,0.49,0.46,0.59,0.57,0.32,0.37,0.61,0.46,0.79,0.72,0.78,0.41,0.31,0.46,0.42,0.34,,
4.1 Equal treatment and absence of discrimination,0.36,0.59,0.62,0.50,0.65,0.65,0.68,0.73,0.49,0.42,0.62,0.71,0.78,0.51,0.68,0.40,0.60,0.65,0.51,0.59,0.66,0.46,0.45,0.68,0.55,0.46,0.54,0.56,0.68,0.60,0.62,0.71,0.79,0.60,0.52,0.45,0.51,0.52,0.80,0.47,0.85,0.65,0.53,0.58,0.78,0.60,0.54,0.70,0.43,0.59,0.54,0.46,0.74,0.45,0.47,0.39,0.44,0.68,0.62,0.82,0.65,0.57,0.50,0.63,0.54,0.42,0.48,0.60,0.56,0.55,0.64,0.41,0.59,0.38,0.54,0.55,0.68,0.56,0.42,0.54,0.53,0.82,0.72,0.40,0.65,0.53,0.62,0.82,0.37,0.50,0.48,0.43,0.69,0.68,0.68,0.73,0.58,0.66,0.67,0.65,0.51,0.84,0.70,0.54,0.71,0.56,0.67,0.78,0.66,0.54,0.73,0.56,0.54,0.62,0.62,0.63,0.37,0.44,0.67,0.64,0.67,0.51,0.70,0.57,0.51,0.60,0.50,0.45,,
4.2 The right to life and security of the person is effectively guaranteed,0.29,0.71,0.56,0.30,0.81,0.79,0.90,0.97,0.82,0.19,0.83,0.62,0.95,0.58,0.48,0.46,0.70,0.60,0.48,0.64,0.57,0.22,0.18,0.94,0.83,0.34,0.50,0.17,0.92,0.31,0.72,0.95,0.99,0.77,0.59,0.53,0.20,0.61,0.94,0.25,1.00,0.84,0.39,0.73,0.95,0.60,0.77,0.70,0.61,0.45,0.56,0.29,0.69,0.81,0.47,0.51,0.23,0.86,0.58,0.90,0.61,0.60,0.31,0.65,0.52,0.59,0.52,0.38,0.62,0.55,0.42,0.48,0.70,0.46,0.68,0.63,0.35,0.26,0.16,0.75,0.40,0.93,0.92,0.34,0.41,0.27,0.68,0.94,0.23,0.73,0.73,0.18,0.75,0.89,0.90,0.82,0.45,0.39,0.57,0.61,0.43,0.80,0.91,0.62,0.86,0.40,0.86,0.74,0.83,0.61,0.99,0.31,0.40,0.40,0.55,0.59,0.35,0.24,0.61,0.50,0.91,0.85,0.85,0.51,0.10,0.47,0.36,0.26,,
4.3 Due process of the law and rights of the accused,0.33,0.53,0.54,0.33,0.60,0.57,0.77,0.83,0.56,0.28,0.57,0.43,0.79,0.38,0.49,0.33,0.63,0.58,0.35,0.58,0.47,0.27,0.29,0.78,0.63,0.48,0.43,0.30,0.73,0.38,0.65,0.81,0.88,0.59,0.43,0.42,0.34,0.35,0.79,0.33,0.91,0.67,0.43,0.59,0.83,0.45,0.55,0.43,0.39,0.35,0.36,0.33,0.71,0.56,0.40,0.41,0.40,0.71,0.49,0.75,0.48,0.43,0.40,0.60,0.35,0.45,0.38,0.34,0.40,0.58,0.37,0.37,0.56,0.38,0.44,0.50,0.39,0.25,0.18,0.55,0.39,0.83,0.77,0.29,0.41,0.35,0.56,0.89,0.31,0.49,0.44,0.31,0.64,0.65,0.78,0.61,0.36,0.52,0.45,0.49,0.40,0.74,0.72,0.54,0.79,0.39,0.62,0.53,0.61,0.45,0.92,0.32,0.42,0.39,0.36,0.46,0.41,0.30,0.44,0.72,0.78,0.63,0.63,0.38,0.18,0.44,0.39,0.36,,
4.4 Freedom of opinion and expression is effectively guaranteed,0.59,0.53,0.41,0.43,0.60,0.70,0.79,0.84,0.69,0.28,0.71,0.25,0.80,0.52,0.51,0.46,0.44,0.59,0.54,0.61,0.61,0.30,0.36,0.85,0.72,0.14,0.56,0.39,0.83,0.36,0.63,0.76,0.97,0.53,0.63,0.53,0.06,0.56,0.79,0.31,0.89,0.71,0.63,0.66,0.85,0.74,0.69,0.62,0.62,0.51,0.61,0.46,0.56,0.48,0.58,0.68,0.19,0.69,0.67,0.71,0.44,0.34,0.52,0.57,0.60,0.55,0.61,0.49,0.58,0.51,0.55,0.35,0.61,0.51,0.51,0.62,0.46,0.41,0.38,0.74,0.63,0.85,0.83,0.36,0.41,0.50,0.50,0.95,0.54,0.69,0.69,0.53,0.62,0.80,0.66,0.67,0.39,0.45,0.62,0.48,0.55,0.48,0.71,0.71,0.72,0.63,0.65,0.65,0.61,0.59,0.85,0.42,0.54,0.39,0.65,0.65,0.26,0.39,0.61,0.33,0.84,0.79,0.78,0.33,0.24,0.40,0.39,0.27,,
4.5 Freedom of belief and religion is effectively guaranteed,0.41,0.79,0.16,0.52,0.66,0.76,0.84,0.82,0.74,0.50,0.81,0.61,0.82,0.54,0.77,0.64,0.64,0.60,0.59,0.72,0.69,0.48,0.60,0.82,0.79,0.18,0.63,0.64,0.84,0.69,0.70,0.78,0.80,0.72,0.67,0.65,0.26,0.64,0.82,0.51,0.83,0.73,0.75,0.63,0.84,0.72,0.72,0.66,0.64,0.70,0.72,0.55,0.74,0.53,0.56,0.45,0.05,0.74,0.68,0.66,0.39,0.57,0.63,0.73,0.58,0.47,0.63,0.59,0.71,0.44,0.73,0.27,0.78,0.75,0.63,0.62,0.44,0.64,0.28,0.79,0.63,0.79,0.82,0.61,0.61,0.54,0.73,0.88,0.47,0.71,0.74,0.64,0.53,0.83,0.71,0.74,0.54,0.53,0.74,0.70,0.73,0.81,0.73,0.73,0.77,0.66,0.65,0.67,0.82,0.66,0.84,0.58,0.58,0.73,0.73,0.60,0.21,0.61,0.76,0.45,0.85,0.74,0.85,0.58,0.60,0.30,0.63,0.49,,
4.6 Freedom from arbitrary interference with privacy is effectively guaranteed,0.31,0.56,0.46,0.19,0.68,0.69,0.84,0.92,0.52,0.16,0.79,0.32,0.90,0.38,0.23,0.35,0.52,0.39,0.52,0.40,0.36,0.18,0.07,0.89,0.85,0.23,0.49,0.19,0.82,0.11,0.56,0.78,0.98,0.61,0.53,0.42,0.21,0.54,0.90,0.21,0.97,0.67,0.47,0.43,0.81,0.48,0.66,0.47,0.61,0.27,0.46,0.17,0.50,0.68,0.49,0.41,0.12,0.79,0.70,0.83,0.41,0.30,0.23,0.51,0.32,0.40,0.44,0.25,0.54,0.41,0.31,0.36,0.61,0.53,0.47,0.47,0.24,0.26,0.17,0.56,0.34,0.82,0.81,0.15,0.24,0.37,0.42,0.90,0.20,0.58,0.68,0.27,0.59,0.83,0.83,0.61,0.20,0.24,0.35,0.40,0.34,0.59,0.74,0.57,0.87,0.38,0.75,0.53,0.73,0.41,0.97,0.23,0.38,0.18,0.41,0.42,0.25,0.07,0.43,0.32,0.76,0.82,0.78,0.28,0.03,0.47,0.23,0.11,,
4.7 Freedom of assembly and association is effectively guaranteed,0.60,0.51,0.42,0.43,0.72,0.77,0.82,0.88,0.78,0.34,0.77,0.36,0.85,0.57,0.63,0.53,0.55,0.68,0.61,0.67,0.66,0.40,0.46,0.87,0.73,0.17,0.60,0.50,0.85,0.57,0.75,0.80,0.98,0.61,0.68,0.58,0.21,0.57,0.84,0.32,0.92,0.81,0.68,0.70,0.90,0.77,0.76,0.76,0.66,0.61,0.62,0.51,0.62,0.49,0.59,0.67,0.12,0.79,0.74,0.71,0.40,0.33,0.60,0.62,0.64,0.60,0.65,0.54,0.70,0.47,0.63,0.50,0.66,0.62,0.59,0.67,0.49,0.46,0.39,0.76,0.64,0.86,0.83,0.35,0.56,0.58,0.61,0.96,0.58,0.73,0.73,0.53,0.63,0.85,0.70,0.65,0.41,0.57,0.71,0.58,0.59,0.47,0.77,0.74,0.82,0.69,0.70,0.71,0.71,0.65,0.87,0.50,0.47,0.44,0.73,0.69,0.30,0.48,0.65,0.26,0.89,0.86,0.84,0.17,0.29,0.37,0.38,0.30,,
4.8 Fundamental labor rights are effectively guaranteed,0.41,0.49,0.58,0.41,0.86,0.65,0.72,0.82,0.64,0.42,0.70,0.46,0.81,0.52,0.57,0.53,0.64,0.58,0.47,0.63,0.52,0.49,0.46,0.73,0.70,0.31,0.51,0.50,0.64,0.60,0.69,0.74,0.95,0.57,0.59,0.57,0.42,0.51,0.67,0.37,0.87,0.79,0.51,0.56,0.85,0.53,0.55,0.67,0.40,0.53,0.59,0.51,0.68,0.64,0.50,0.61,0.24,0.58,0.63,0.77,0.50,0.51,0.55,0.45,0.55,0.50,0.48,0.61,0.53,0.63,0.69,0.50,0.61,0.50,0.48,0.53,0.58,0.46,0.48,0.62,0.61,0.82,0.75,0.48,0.66,0.51,0.58,0.92,0.31,0.68,0.49,0.43,0.68,0.69,0.60,0.75,0.57,0.76,0.66,0.67,0.50,0.73,0.77,0.66,0.74,0.61,0.71,0.69,0.63,0.51,0.77,0.55,0.58,0.52,0.66,0.52,0.39,0.39,0.66,0.45,0.65,0.56,0.80,0.47,0.54,0.61,0.46,0.47,,
Factor 5: Order and Security,0.29,0.79,0.74,0.60,0.78,0.62,0.87,0.90,0.75,0.63,0.79,0.80,0.81,0.70,0.76,0.59,0.76,0.71,0.64,0.77,0.62,0.67,0.48,0.91,0.67,0.78,0.56,0.48,0.68,0.68,0.85,0.90,0.93,0.74,0.63,0.63,0.57,0.65,0.89,0.63,0.91,0.75,0.71,0.79,0.89,0.72,0.71,0.77,0.59,0.72,0.62,0.66,0.93,0.89,0.59,0.68,0.73,0.75,0.61,0.92,0.76,0.78,0.58,0.84,0.76,0.66,0.61,0.70,0.69,0.79,0.51,0.65,0.75,0.53,0.80,0.77,0.68,0.55,0.65,0.74,0.73,0.85,0.89,0.70,0.64,0.35,0.79,0.93,0.37,0.66,0.63,0.65,0.86,0.79,0.84,0.83,0.66,0.84,0.69,0.77,0.67,0.93,0.89,0.61,0.82,0.71,0.78,0.74,0.75,0.65,0.92,0.69,0.71,0.73,0.68,0.68,0.69,0.59,0.75,0.91,0.84,0.81,0.69,0.90,0.48,0.77,0.69,0.67,,
5.1 Crime is effectively controlled,0.45,0.87,0.67,0.48,0.81,0.56,0.89,0.92,0.76,0.76,0.89,0.88,0.85,0.66,0.77,0.58,0.85,0.66,0.51,0.83,0.71,0.81,0.61,0.91,0.75,0.80,0.49,0.56,0.69,0.66,0.95,0.89,0.95,0.84,0.60,0.57,0.77,0.51,0.90,0.64,0.93,0.82,0.62,0.92,0.89,0.77,0.81,0.88,0.54,0.73,0.65,0.56,0.93,0.92,0.79,0.85,0.76,0.80,0.62,0.93,0.85,0.78,0.59,0.89,0.79,0.70,0.48,0.65,0.70,0.75,0.63,0.61,0.83,0.36,0.83,0.83,0.65,0.60,0.83,0.69,0.77,0.90,0.89,0.68,0.70,0.55,0.78,0.96,0.60,0.59,0.57,0.67,0.94,0.91,0.91,0.91,0.76,0.75,0.67,0.87,0.60,0.98,0.96,0.48,0.86,0.82,0.81,0.78,0.77,0.74,0.89,0.68,0.80,0.76,0.70,0.77,0.78,0.54,0.75,0.92,0.89,0.84,0.67,0.89,0.26,0.90,0.62,0.63,,
5.2 Civil conflict is effectively limited,0.04,1.00,0.94,1.00,1.00,1.00,0.98,1.00,1.00,0.92,1.00,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.73,1.00,0.53,1.00,1.00,0.92,0.94,0.56,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.66,1.00,1.00,0.83,1.00,0.89,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.69,0.77,0.85,1.00,1.00,1.00,1.00,1.00,0.83,1.00,1.00,0.92,1.00,1.00,1.00,1.00,0.48,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.63,1.00,1.00,1.00,1.00,0.95,0.69,0.08,1.00,1.00,0.19,1.00,1.00,0.77,1.00,1.00,1.00,1.00,0.83,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.83,1.00,1.00,0.92,0.75,1.00,0.94,1.00,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,,
5.3 People do not resort to violence to redress personal grievances,0.38,0.49,0.61,0.32,0.54,0.29,0.73,0.79,0.48,0.20,0.46,0.53,0.69,0.44,0.51,0.19,0.44,0.47,0.40,0.47,0.43,0.19,0.32,0.80,0.27,0.62,0.26,0.32,0.36,0.37,0.59,0.80,0.84,0.38,0.30,0.30,0.28,0.44,0.76,0.44,0.81,0.54,0.51,0.44,0.78,0.38,0.33,0.42,0.23,0.42,0.22,0.41,0.85,0.76,0.30,0.43,0.57,0.44,0.21,0.84,0.43,0.56,0.33,0.62,0.48,0.35,0.35,0.45,0.36,0.61,0.42,0.35,0.44,0.24,0.58,0.47,0.39,0.25,0.50,0.52,0.41,0.64,0.79,0.46,0.55,0.43,0.60,0.82,0.34,0.39,0.31,0.50,0.63,0.45,0.61,0.59,0.39,0.78,0.40,0.44,0.39,0.81,0.71,0.35,0.60,0.30,0.51,0.45,0.48,0.20,0.87,0.38,0.51,0.44,0.33,0.37,0.54,0.24,0.57,0.82,0.70,0.68,0.42,0.81,0.19,0.41,0.45,0.39,,
Factor 6: Regulatory Enforcement,0.37,0.44,0.47,0.40,0.60,0.53,0.82,0.84,0.51,0.41,0.60,0.51,0.80,0.43,0.50,0.40,0.49,0.61,0.51,0.53,0.48,0.27,0.42,0.81,0.64,0.49,0.52,0.35,0.67,0.52,0.56,0.71,0.90,0.53,0.42,0.49,0.37,0.51,0.79,0.39,0.86,0.76,0.38,0.57,0.85,0.55,0.58,0.56,0.42,0.37,0.47,0.39,0.81,0.47,0.49,0.55,0.46,0.61,0.54,0.79,0.60,0.51,0.45,0.44,0.44,0.45,0.43,0.37,0.45,0.57,0.49,0.28,0.63,0.45,0.43,0.47,0.56,0.40,0.46,0.58,0.51,0.85,0.85,0.43,0.47,0.43,0.48,0.87,0.39,0.51,0.49,0.48,0.62,0.62,0.72,0.57,0.49,0.59,0.57,0.48,0.37,0.87,0.65,0.56,0.70,0.47,0.61,0.60,0.57,0.47,0.84,0.44,0.47,0.49,0.51,0.53,0.41,0.42,0.43,0.73,0.81,0.71,0.70,0.44,0.20,0.45,0.43,0.36,,
6.1 Government regulations are effectively enforced,0.34,0.44,0.42,0.41,0.56,0.47,0.71,0.87,0.42,0.46,0.55,0.64,0.74,0.44,0.50,0.46,0.43,0.56,0.51,0.66,0.43,0.24,0.42,0.76,0.61,0.51,0.51,0.34,0.66,0.48,0.61,0.73,0.86,0.39,0.40,0.52,0.46,0.41,0.83,0.35,0.83,0.71,0.37,0.55,0.78,0.47,0.63,0.50,0.40,0.36,0.49,0.36,0.74,0.54,0.41,0.56,0.35,0.61,0.54,0.72,0.46,0.60,0.44,0.36,0.51,0.48,0.40,0.33,0.41,0.52,0.41,0.25,0.69,0.53,0.54,0.57,0.54,0.42,0.50,0.48,0.48,0.77,0.78,0.43,0.50,0.40,0.45,0.84,0.41,0.48,0.51,0.48,0.63,0.63,0.57,0.59,0.55,0.57,0.54,0.49,0.41,0.83,0.71,0.44,0.67,0.53,0.52,0.51,0.53,0.46,0.78,0.57,0.52,0.48,0.41,0.52,0.40,0.38,0.43,0.65,0.76,0.69,0.66,0.62,0.32,0.59,0.49,0.43,,
6.2 Government regulations are applied and enforced without improper influence,0.41,0.45,0.52,0.49,0.82,0.60,0.90,0.93,0.65,0.42,0.77,0.57,0.88,0.56,0.70,0.49,0.54,0.73,0.61,0.62,0.56,0.24,0.47,0.95,0.77,0.61,0.64,0.36,0.75,0.52,0.68,0.87,0.97,0.70,0.60,0.59,0.47,0.63,0.90,0.53,0.97,0.85,0.49,0.80,0.85,0.55,0.62,0.75,0.58,0.38,0.62,0.54,0.96,0.61,0.46,0.67,0.44,0.73,0.72,0.95,0.72,0.63,0.46,0.56,0.44,0.46,0.43,0.35,0.39,0.70,0.51,0.31,0.82,0.51,0.42,0.47,0.57,0.47,0.63,0.67,0.58,0.89,0.95,0.60,0.56,0.51,0.48,0.99,0.49,0.58,0.57,0.60,0.89,0.82,0.87,0.67,0.55,0.58,0.66,0.56,0.40,0.96,0.75,0.62,0.83,0.53,0.75,0.73,0.77,0.62,0.93,0.49,0.52,0.63,0.68,0.62,0.62,0.37,0.42,0.88,0.94,0.88,0.82,0.46,0.40,0.42,0.41,0.48,,
6.3 Administrative proceedings are conducted without unreasonable delay,0.48,0.55,0.47,0.29,0.46,0.49,0.77,0.72,0.40,0.30,0.32,0.64,0.68,0.37,0.36,0.46,0.41,0.42,0.30,0.55,0.40,0.42,0.30,0.71,0.55,0.61,0.35,0.36,0.45,0.48,0.46,0.63,0.88,0.45,0.39,0.46,0.17,0.53,0.80,0.38,0.80,0.67,0.23,0.50,0.83,0.46,0.50,0.58,0.37,0.37,0.38,0.40,0.76,0.47,0.40,0.52,0.51,0.45,0.37,0.75,0.61,0.56,0.45,0.39,0.53,0.39,0.41,0.42,0.33,0.57,0.39,0.37,0.49,0.33,0.46,0.53,0.53,0.47,0.52,0.55,0.50,0.84,0.82,0.45,0.45,0.34,0.54,0.81,0.38,0.55,0.35,0.38,0.48,0.45,0.79,0.50,0.61,0.59,0.45,0.42,0.37,0.90,0.70,0.52,0.58,0.38,0.53,0.37,0.49,0.37,0.84,0.38,0.49,0.39,0.37,0.40,0.42,0.38,0.55,0.77,0.77,0.56,0.58,0.58,0.11,0.48,0.42,0.30,,
6.4 Due process is respected in administrative proceedings,0.25,0.38,0.44,0.46,0.51,0.50,0.87,0.84,0.54,0.32,0.67,0.35,0.78,0.30,0.38,0.19,0.45,0.62,0.50,0.33,0.39,0.16,0.40,0.88,0.52,0.34,0.47,0.37,0.66,0.54,0.42,0.60,0.88,0.54,0.25,0.37,0.31,0.42,0.66,0.25,0.94,0.76,0.36,0.40,0.88,0.60,0.44,0.39,0.29,0.36,0.37,0.14,0.87,0.27,0.52,0.43,0.46,0.60,0.48,0.74,0.60,0.28,0.33,0.35,0.32,0.53,0.50,0.31,0.52,0.59,0.52,0.17,0.56,0.35,0.34,0.33,0.53,0.28,0.29,0.57,0.48,0.83,0.88,0.24,0.36,0.43,0.38,0.84,0.18,0.40,0.39,0.43,0.52,0.54,0.63,0.42,0.34,0.52,0.50,0.40,0.32,0.87,0.53,0.63,0.76,0.39,0.60,0.65,0.47,0.43,0.79,0.29,0.32,0.48,0.51,0.51,0.16,0.38,0.40,0.67,0.81,0.73,0.62,0.27,0.01,0.38,0.38,0.32,,
6.5 The government does not expropriate without lawful process and adequate compensation,0.38,0.38,0.48,0.36,0.67,0.58,0.85,0.82,0.53,0.57,0.69,0.34,0.91,0.48,0.57,0.42,0.62,0.72,0.63,0.50,0.60,0.30,0.49,0.76,0.77,0.39,0.65,0.33,0.80,0.59,0.62,0.73,0.90,0.55,0.44,0.50,0.44,0.58,0.78,0.43,0.77,0.83,0.45,0.60,0.91,0.67,0.70,0.57,0.46,0.38,0.46,0.49,0.73,0.45,0.64,0.58,0.54,0.64,0.59,0.76,0.62,0.46,0.55,0.55,0.43,0.39,0.41,0.45,0.61,0.49,0.62,0.30,0.59,0.54,0.41,0.44,0.63,0.37,0.38,0.65,0.51,0.91,0.83,0.42,0.48,0.49,0.56,0.90,0.51,0.53,0.63,0.53,0.58,0.69,0.77,0.66,0.38,0.70,0.67,0.54,0.37,0.79,0.58,0.62,0.67,0.54,0.65,0.72,0.58,0.47,0.89,0.48,0.49,0.46,0.61,0.61,0.46,0.60,0.37,0.65,0.77,0.70,0.82,0.29,0.14,0.41,0.43,0.26,,
Factor 7: Civil Justice,0.37,0.48,0.56,0.44,0.66,0.59,0.76,0.77,0.57,0.38,0.64,0.60,0.76,0.51,0.41,0.33,0.48,0.61,0.54,0.56,0.46,0.26,0.41,0.70,0.63,0.53,0.49,0.35,0.62,0.54,0.57,0.69,0.86,0.59,0.45,0.49,0.39,0.53,0.80,0.42,0.81,0.71,0.52,0.53,0.85,0.59,0.59,0.60,0.37,0.41,0.53,0.41,0.77,0.45,0.45,0.46,0.55,0.56,0.51,0.79,0.62,0.62,0.46,0.46,0.49,0.42,0.44,0.43,0.56,0.63,0.42,0.36,0.64,0.39,0.48,0.53,0.54,0.46,0.37,0.67,0.48,0.85,0.78,0.38,0.45,0.50,0.55,0.85,0.38,0.48,0.45,0.46,0.63,0.68,0.76,0.62,0.54,0.64,0.57,0.51,0.44,0.82,0.66,0.61,0.67,0.45,0.69,0.68,0.64,0.49,0.82,0.50,0.48,0.48,0.58,0.50,0.44,0.43,0.54,0.68,0.71,0.62,0.74,0.51,0.27,0.46,0.47,0.45,,
7.1 People can access and afford civil justice,0.49,0.53,0.55,0.48,0.75,0.73,0.60,0.72,0.62,0.45,0.73,0.61,0.72,0.52,0.41,0.47,0.57,0.51,0.63,0.69,0.38,0.36,0.50,0.58,0.68,0.61,0.57,0.35,0.68,0.49,0.68,0.64,0.76,0.76,0.53,0.59,0.50,0.59,0.72,0.44,0.70,0.65,0.45,0.65,0.79,0.57,0.64,0.56,0.35,0.46,0.56,0.45,0.63,0.54,0.41,0.52,0.65,0.62,0.48,0.71,0.60,0.54,0.44,0.60,0.60,0.50,0.52,0.41,0.47,0.58,0.40,0.39,0.63,0.41,0.50,0.53,0.52,0.46,0.37,0.51,0.46,0.80,0.72,0.48,0.43,0.61,0.61,0.70,0.39,0.58,0.49,0.51,0.63,0.69,0.68,0.57,0.59,0.71,0.54,0.59,0.51,0.63,0.70,0.51,0.73,0.45,0.66,0.62,0.67,0.48,0.76,0.48,0.58,0.56,0.58,0.58,0.55,0.40,0.62,0.59,0.52,0.45,0.82,0.46,0.46,0.49,0.47,0.40,,
7.2 Civil justice is free of discrimination,0.18,0.51,0.61,0.60,0.63,0.70,0.69,0.69,0.49,0.32,0.67,0.68,0.80,0.47,0.56,0.33,0.58,0.60,0.55,0.58,0.54,0.19,0.41,0.57,0.62,0.45,0.52,0.45,0.75,0.63,0.67,0.74,0.90,0.55,0.61,0.49,0.34,0.61,0.85,0.36,0.84,0.59,0.70,0.50,0.83,0.56,0.61,0.72,0.39,0.58,0.43,0.42,0.68,0.28,0.40,0.30,0.40,0.61,0.55,0.81,0.66,0.50,0.51,0.53,0.56,0.41,0.51,0.48,0.60,0.61,0.45,0.28,0.72,0.29,0.44,0.53,0.56,0.52,0.26,0.65,0.44,0.90,0.74,0.37,0.43,0.57,0.66,0.78,0.39,0.55,0.45,0.44,0.81,0.76,0.70,0.68,0.57,0.66,0.68,0.69,0.50,0.85,0.75,0.49,0.70,0.43,0.67,0.77,0.64,0.55,0.70,0.58,0.49,0.63,0.63,0.61,0.26,0.39,0.69,0.63,0.56,0.39,0.84,0.61,0.52,0.59,0.41,0.41,,
7.3 Civil justice is free of corruption,0.17,0.28,0.60,0.50,0.79,0.57,0.88,0.86,0.66,0.36,0.79,0.62,0.83,0.60,0.39,0.22,0.47,0.68,0.67,0.50,0.38,0.11,0.32,0.90,0.65,0.42,0.48,0.16,0.72,0.40,0.58,0.79,0.99,0.76,0.44,0.42,0.48,0.48,0.89,0.35,0.94,0.76,0.60,0.60,0.88,0.54,0.71,0.80,0.46,0.15,0.61,0.38,0.96,0.65,0.51,0.40,0.44,0.66,0.70,0.94,0.75,0.54,0.42,0.36,0.37,0.38,0.35,0.31,0.48,0.69,0.14,0.23,0.75,0.32,0.33,0.49,0.41,0.43,0.34,0.82,0.42,0.93,0.94,0.37,0.46,0.49,0.36,0.96,0.36,0.43,0.37,0.50,0.78,0.79,0.75,0.62,0.54,0.51,0.52,0.46,0.34,0.85,0.66,0.69,0.72,0.60,0.78,0.79,0.75,0.69,0.91,0.44,0.68,0.35,0.72,0.38,0.51,0.34,0.41,0.83,0.91,0.81,0.81,0.34,0.16,0.35,0.41,0.42,,
7.4 Civil justice is free of improper government influence,0.31,0.33,0.41,0.33,0.77,0.52,0.90,0.87,0.61,0.45,0.75,0.27,0.87,0.50,0.33,0.20,0.44,0.65,0.59,0.38,0.45,0.18,0.26,0.89,0.68,0.24,0.50,0.25,0.71,0.30,0.56,0.75,0.92,0.71,0.38,0.35,0.39,0.46,0.84,0.33,0.90,0.77,0.52,0.39,0.90,0.71,0.61,0.72,0.36,0.27,0.54,0.27,0.72,0.35,0.63,0.49,0.47,0.70,0.72,0.76,0.63,0.42,0.50,0.44,0.34,0.36,0.39,0.37,0.71,0.54,0.42,0.27,0.73,0.44,0.35,0.47,0.50,0.34,0.24,0.79,0.50,0.88,0.86,0.14,0.27,0.50,0.39,0.93,0.49,0.41,0.50,0.39,0.48,0.77,0.74,0.64,0.30,0.62,0.42,0.36,0.30,0.70,0.58,0.67,0.68,0.49,0.83,0.76,0.65,0.51,0.90,0.44,0.52,0.27,0.71,0.55,0.22,0.47,0.37,0.64,0.83,0.70,0.75,0.29,0.05,0.33,0.44,0.27,,
