Country Name,Indicator,data_col,higher_is_better,Pillar,Sub-Pillar,indicator_score,country_sub_pillar_score,country_sub_pillar_rank,country_pillar_score,country_pillar_rank,data_availability,country_pillar_availability,Data Source,Data Link,Year
Andorra,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.800514979385857,24,4.895257489692929,4,17.391304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
United Arab Emirates (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.0744545635461815,6,4.240026077216935,30,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Argentina,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.6518008434510065,77,3.0776726614315493,88,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Armenia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.6768051070508276,75,3.3263509129065847,69,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Antigua and Barbuda,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.315976676436774,95,3.6514344481597307,51,26.08695652173913,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Australia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.928454059206719,15,4.3467409942498385,21,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Austria,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.880540797238365,18,4.441968210350496,16,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Azerbaijan,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.7511821175863056,70,3.1461812935482953,83,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Burundi,% of population covered by electricity,11.0647974,True,Infrastructure,Connectivity Technology,1.074221545030556,1.4191290503416156,189,1.629078110858571,186,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Belgium,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.848999740550144,21,4.294276152593145,25,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Benin,% of population covered by electricity,40.31874084,True,Infrastructure,Connectivity Technology,1.5740240015530669,2.299665892201444,146,2.4033003812321887,147,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Burkina Faso,% of population covered by electricity,18.3791523,True,Infrastructure,Connectivity Technology,1.1991870066749115,1.9703412281430834,167,2.3682634660161237,148,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bangladesh,% of population covered by electricity,92.2,True,Infrastructure,Connectivity Technology,2.785909963499997,2.7478343747415774,122,2.4308874863558545,143,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bulgaria,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.253356726902802,50,3.572362599865106,54,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bahrain,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.787905133604446,26,3.8143928056838736,49,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bahamas (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.6635924997293174,76,3.219737972821492,75,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bosnia and Herzegovina,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.606091407359858,80,3.2316070638859413,74,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Belarus,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.9502747716741955,64,3.4465120212432776,62,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Belize,% of population covered by electricity,92.72,True,Infrastructure,Connectivity Technology,2.8018688836473657,3.2452724727829776,98,2.409279845414045,146,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bolivia (Plurinational State of),% of population covered by electricity,96.30310059,True,Infrastructure,Connectivity Technology,2.911835068639288,2.7501603382734716,121,2.573160379999786,127,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Brazil,% of population covered by electricity,99.8,True,Infrastructure,Connectivity Technology,3.862214035243639,3.498198902503127,86,3.180485552498047,81,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Barbados,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.9045747790816394,66,4.028459985807924,39,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Brunei Darussalam,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.932734377342631,65,3.264114879708779,71,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Bhutan,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.0534573884843725,106,2.7537961151489845,109,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Botswana,% of population covered by electricity,70.18318176,True,Infrastructure,Connectivity Technology,2.110208724670592,2.7118475386970773,123,2.8306032090300226,102,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Central African Republic (the),% of population covered by electricity,14.3,True,Infrastructure,Connectivity Technology,1.1294948523760908,1.276173090744752,193,1.2718410566505716,193,60.86956521739131,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Canada,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.632204000627188,35,4.3682749640130805,20,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Switzerland,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.287123330275479,1,5.027429882003226,3,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Chile,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.246934254720163,51,3.874603097652355,48,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
China,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.327765693659652,48,3.941770911537387,42,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Côte d'Ivoire,% of population covered by electricity,68.55010986,True,Infrastructure,Connectivity Technology,2.060089370734031,2.517014023027472,137,2.488217308007585,136,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Cameroon,% of population covered by electricity,63.45231247,True,Infrastructure,Connectivity Technology,1.9692601498873126,2.1422776505155703,156,2.1852420381564674,163,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Democratic Republic of the Congo (the),% of population covered by electricity,19.1,True,Infrastructure,Connectivity Technology,1.21150266086962,1.604743136822167,186,2.61930385532812,124,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Congo (the),% of population covered by electricity,48.32972336,True,Infrastructure,Connectivity Technology,1.7108913182916439,2.0482561735515246,165,1.933497148730991,175,65.21739130434783,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Colombia,% of population covered by electricity,99.7662735,True,Infrastructure,Connectivity Technology,3.819116301840097,3.325949229203172,94,2.9693045606531574,95,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Comoros (the),% of population covered by electricity,84.04824066,True,Infrastructure,Connectivity Technology,2.535730585869945,1.8086548061035868,174,1.6673341699690867,184,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Cabo Verde,% of population covered by electricity,95.53353882,True,Infrastructure,Connectivity Technology,2.8882170401087155,2.46403016084795,141,2.562097324058712,129,78.26086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Costa Rica,% of population covered by electricity,99.71,True,Infrastructure,Connectivity Technology,3.7472066669629243,3.4756969148502006,87,3.218452586614308,76,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Cuba,% of population covered by electricity,99.8,True,Infrastructure,Connectivity Technology,3.862214035243639,2.652613953779922,126,2.7228914108564037,111,60.86956521739131,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Cyprus,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.5626484058810055,37,4.289572048380803,26,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Czechia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.677371520568799,33,4.1733366006473,33,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Germany,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.7989339701348515,25,4.528515042886033,14,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Djibouti,% of population covered by electricity,61.27593613,True,Infrastructure,Connectivity Technology,1.932076846949694,1.670775242327688,182,1.6363821700360246,185,43.47826086956522,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Dominica,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.1937071767950584,100,2.6320592274952737,121,26.08695652173913,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Denmark,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.120657890603859,5,4.672965325276694,9,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Dominican Republic (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.3447676740369956,93,2.78130616513562,105,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Algeria,% of population covered by electricity,99.5,True,Infrastructure,Connectivity Technology,3.4788561409745995,2.7932916023323044,118,2.5074228734151833,134,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Ecuador,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.185414527935734,101,2.921312831519826,97,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Egypt,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.2300946649911153,99,2.767908983754512,107,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Eritrea,% of population covered by electricity,50.38573074,True,Infrastructure,Connectivity Technology,1.7460181223500444,1.3059124351298828,192,1.3059124351298828,192,21.73913043478261,50.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Spain,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.938026985281481,13,4.282576201094831,28,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Estonia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.913003818313813,16,4.388233354287055,19,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Ethiopia,% of population covered by electricity,48.2716217,True,Infrastructure,Connectivity Technology,1.7098986537486365,2.106507718662124,162,2.3067255791809664,154,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Finland,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.2297930435082,2,4.812701214493982,5,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Fiji,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.296139807901142,96,3.1883109391865867,79,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
France,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.698630741703835,32,4.327407388946764,22,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Micronesia (Federated States of),% of population covered by electricity,82.11694336,True,Infrastructure,Connectivity Technology,2.4764586255016203,1.670363559627479,183,1.670363559627479,181,17.391304347826086,50.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Gabon,% of population covered by electricity,90.68525696,True,Infrastructure,Connectivity Technology,2.7394221496170306,2.5579863613140077,130,3.2144054313504458,77,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
United Kingdom of Great Britain and Northern Ireland (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.968153099276509,12,4.512608157415462,15,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Georgia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.6840928420994996,73,3.3858421679289714,67,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Ghana,% of population covered by electricity,83.5,True,Infrastructure,Connectivity Technology,2.5189049533420977,2.672639947079252,125,2.595877464948969,125,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Guinea,% of population covered by electricity,42.41838837,True,Infrastructure,Connectivity Technology,1.6098963958330985,1.7976767161242455,176,1.7083978328696783,180,65.21739130434783,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Gambia (the),% of population covered by electricity,59.92128754,True,Infrastructure,Connectivity Technology,1.9089327298362049,2.2085809161125884,153,2.198785198087422,161,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Guinea-Bissau,% of population covered by electricity,31.0404129,True,Infrastructure,Connectivity Technology,1.4155041388773002,1.8693119117828572,172,1.5893271964929323,187,65.21739130434783,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Equatorial Guinea,% of population covered by electricity,66.59217834,True,Infrastructure,Connectivity Technology,2.0,1.6842184368670186,181,1.5024082785838853,189,21.73913043478261,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Greece,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.446170185861346,43,3.641659627133932,52,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Grenada,% of population covered by electricity,95.42874146,True,Infrastructure,Connectivity Technology,2.8850007849166097,2.8150617121167283,116,2.4228515327500935,144,26.08695652173913,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Guatemala,% of population covered by electricity,95.72457123,True,Infrastructure,Connectivity Technology,2.8940798689101563,2.897802221598132,113,2.5614521746572425,131,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Guyana,% of population covered by electricity,92.02169037,True,Infrastructure,Connectivity Technology,2.7804375997563877,2.60901796655608,128,2.0182723291427016,173,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Honduras,% of population covered by electricity,92.77952576,True,Infrastructure,Connectivity Technology,2.803695742975349,2.286071920590914,148,2.3650078652705693,149,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Croatia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.4372929569276325,44,3.8820627324527814,46,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Haiti,% of population covered by electricity,45.37134552,True,Infrastructure,Connectivity Technology,1.6603475509261814,1.7739091207704805,177,2.1903803069045,162,78.26086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Hungary,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.400214972995817,45,3.602282014436573,53,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Indonesia,% of population covered by electricity,98.85,True,Infrastructure,Connectivity Technology,2.99,2.9968134701551303,108,2.793618151442336,104,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
India,% of population covered by electricity,97.81528473,True,Infrastructure,Connectivity Technology,2.958244349290014,2.988158453719036,110,2.6731399318963183,116,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Ireland,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.7126723132108115,31,4.2187536767873315,31,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Iran (Islamic Republic of),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.447160665946561,88,3.139037203465609,84,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Iraq,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,2.947627654261285,112,3.2094347370068337,78,78.26086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Iceland,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.717516621394998,30,4.288877486599496,27,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Israel,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.394714037459004,46,4.147957854131135,35,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Italy,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.8652857256371345,19,4.142492888214145,36,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Jamaica,% of population covered by electricity,99.3837738,True,Infrastructure,Connectivity Technology,3.33033537000496,3.272159096312943,97,2.87153227775255,98,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Jordan,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.5127839681154973,85,3.1809659703533146,80,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Japan,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.845072743612525,22,4.577174517315105,12,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Kazakhstan,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.7337325831816566,71,3.0443349001171702,91,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Kenya,% of population covered by electricity,69.7,True,Infrastructure,Connectivity Technology,2.0953797648157746,2.5398598135174586,135,2.681596124247678,115,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Kyrgyzstan,% of population covered by electricity,99.88175201,True,Infrastructure,Connectivity Technology,3.9666816299298517,3.0301782049150194,107,2.4768099948428786,137,78.26086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Cambodia,% of population covered by electricity,93.0,True,Infrastructure,Connectivity Technology,2.8104621483421024,2.640736522803902,127,2.6319637276495262,122,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Kiribati,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,2.123973948147332,160,2.123973948147332,169,30.434782608695656,50.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Saint Kitts and Nevis,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.514778918644316,84,4.294583862615877,24,26.08695652173913,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Republic of Korea (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.222211781572111,3,4.794090005677122,6,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Kuwait,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.850172584563483,20,3.9575781008564084,41,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Lao People's Democratic Republic (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,2.8787276334307785,114,2.2547574132737656,156,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Lebanon,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.4315164278795733,89,2.993520285280634,93,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Liberia,% of population covered by electricity,27.64920998,True,Infrastructure,Connectivity Technology,1.3575655722885382,1.7705227350273538,178,2.09761214750701,171,78.26086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Libya,% of population covered by electricity,68.53218842,True,Infrastructure,Connectivity Technology,2.0595393575996352,2.1401205100319234,157,2.689656538561297,114,69.56521739130434,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Saint Lucia,% of population covered by electricity,99.54777527,True,Infrastructure,Connectivity Technology,3.5399062306590565,2.6839066601249018,124,2.5869828413406464,126,65.21739130434783,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Liechtenstein,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.207674998766193,4,5.207674998766193,2,30.434782608695656,50.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Sri Lanka,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.14055636714689,103,2.7142470834588233,113,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Lesotho,% of population covered by electricity,44.64067841,True,Infrastructure,Connectivity Technology,1.6478641325033896,2.5036151375229307,139,2.239154248421497,158,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Lithuania,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.556237670501798,38,4.090408597478155,37,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Luxembourg,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.744914165442234,29,4.569074202692052,13,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Latvia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.3701844188982495,47,3.721096946897595,50,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Morocco,% of population covered by electricity,99.6,True,Infrastructure,Connectivity Technology,3.6066421057309412,3.6211079074391597,79,3.05589672179019,89,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Monaco,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.067351138745219,7,5.263240518408198,1,30.434782608695656,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Republic of Moldova (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.031003545404101,58,3.4225154276064886,64,91.30434782608695,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Madagascar,% of population covered by electricity,26.9071846,True,Infrastructure,Connectivity Technology,1.3448880982759595,1.918092149534261,170,2.1245683045485,168,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Maldives,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.098777645810246,55,3.535135628397059,56,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mexico,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.5224744218806783,83,3.050097703521807,90,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Marshall Islands (the),% of population covered by electricity,97.44360352,True,Infrastructure,Connectivity Technology,2.9468373670771917,2.183081475345133,154,2.183081475345133,164,17.391304347826086,50.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
North Macedonia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.123343776888896,54,3.4938328060211257,59,95.65217391304348,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mali,% of population covered by electricity,48.02124786,True,Infrastructure,Connectivity Technology,1.7056210266814469,2.40469629627432,143,2.561527430811174,130,82.6086956521739,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Malta,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.668147728692782,34,3.9818405875885907,40,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Myanmar,% of population covered by electricity,68.35665131,True,Infrastructure,Connectivity Technology,2.054152083135424,2.6020048155937663,129,2.836604285172924,100,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Montenegro,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.018633118179221,61,3.451020893974398,61,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mongolia,% of population covered by electricity,99.12526703,True,Infrastructure,Connectivity Technology,3.0,3.0678895664931884,104,2.867067875088696,99,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mozambique,% of population covered by electricity,29.61616135,True,Infrastructure,Connectivity Technology,1.3911708579691726,1.9338652689013258,168,2.4650394088240257,138,73.91304347826086,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mauritania,% of population covered by electricity,45.81206894,True,Infrastructure,Connectivity Technology,1.6678772929732593,1.807934964189327,175,1.6685688861346009,182,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Mauritius,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,3.723995640678996,72,3.257417868505586,73,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Malawi,% of population covered by electricity,11.2,True,Infrastructure,Connectivity Technology,1.0765314760573532,1.9070468540017091,171,2.645070192098998,118,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Malaysia,% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,4.006577884822286,63,3.3531056057404234,68,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Namibia,% of population covered by electricity,55.19511795,True,Infrastructure,Connectivity Technology,1.8281863109519003,2.553991159555855,132,2.663583804309373,117,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Niger (the),% of population covered by electricity,18.77472496,True,Infrastructure,Connectivity Technology,1.2059453497887773,1.3965397962975943,190,1.3181064049486875,191,65.21739130434783,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Nigeria,% of population covered by electricity,55.4,True,Infrastructure,Connectivity Technology,1.831686712601934,2.2256255140783074,152,2.095858723245469,172,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Nicaragua,% of population covered by electricity,88.21266937,True,Infrastructure,Connectivity Technology,2.6635378651820596,2.76826097849766,120,2.6362937574466057,119,86.95652173913044,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
Netherlands (the),% of population covered by electricity,100.0,True,Infrastructure,Connectivity Technology,5.990000000000009,5.054593174402065,8,4.632755056973188,11,100.0,100.0,World Bank: World Development Indicators,https://datacatalog.worldbank.org,2019
