Country Name,Year,Indicator,data_col,new_rank_score,higher_is_better,Pillar,Sub-Pillar,UN Member States
Czechia,2017,% Making online transactions - Men,70.0,4.493,True,Foundations,Digital Payments,x
Germany,2017,% Making online transactions - Men,81.0,5.0419,True,Foundations,Digital Payments,x
Denmark,2017,% Making online transactions - Men,92.0,5.590800000000001,True,Foundations,Digital Payments,x
Dominican Republic (the),2017,% Making online transactions - Men,15.0,1.7485,True,Foundations,Digital Payments,x
Algeria,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Ecuador,2017,% Making online transactions - Men,15.0,1.7485,True,Foundations,Digital Payments,x
Egypt,2017,% Making online transactions - Men,4.0,1.1996,True,Foundations,Digital Payments,x
Spain,2017,% Making online transactions - Men,69.0,4.443099999999999,True,Foundations,Digital Payments,x
Estonia,2017,% Making online transactions - Men,75.0,4.7425,True,Foundations,Digital Payments,x
Ethiopia,2017,% Making online transactions - Men,1.0,1.0499,True,Foundations,Digital Payments,x
Finland,2017,% Making online transactions - Men,90.0,5.4910000000000005,True,Foundations,Digital Payments,x
France,2017,% Making online transactions - Men,68.0,4.3932,True,Foundations,Digital Payments,x
Gabon,2017,% Making online transactions - Men,21.0,2.0479000000000003,True,Foundations,Digital Payments,x
United Kingdom of Great Britain and Northern Ireland (the),2017,% Making online transactions - Men,85.0,5.2415,True,Foundations,Digital Payments,x
Georgia,2017,% Making online transactions - Men,14.0,1.6986,True,Foundations,Digital Payments,x
Ghana,2017,% Making online transactions - Men,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Guinea,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Greece,2017,% Making online transactions - Men,28.0,2.3972,True,Foundations,Digital Payments,x
Guatemala,2017,% Making online transactions - Men,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Honduras,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
Croatia,2017,% Making online transactions - Men,58.0,3.8942,True,Foundations,Digital Payments,x
Haiti,2017,% Making online transactions - Men,8.0,1.3992,True,Foundations,Digital Payments,x
Hungary,2017,% Making online transactions - Men,43.0,3.1457,True,Foundations,Digital Payments,x
Indonesia,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
India,2017,% Making online transactions - Men,5.0,1.2495,True,Foundations,Digital Payments,x
Ireland,2017,% Making online transactions - Men,70.0,4.493,True,Foundations,Digital Payments,x
Iran (Islamic Republic of),2017,% Making online transactions - Men,52.0,3.5948,True,Foundations,Digital Payments,x
Iraq,2017,% Making online transactions - Men,17.0,1.8483,True,Foundations,Digital Payments,x
Israel,2017,% Making online transactions - Men,52.0,3.5948,True,Foundations,Digital Payments,x
Italy,2017,% Making online transactions - Men,70.0,4.493,True,Foundations,Digital Payments,x
Jordan,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
Japan,2017,% Making online transactions - Men,54.0,3.6946,True,Foundations,Digital Payments,x
Kazakhstan,2017,% Making online transactions - Men,24.0,2.1976,True,Foundations,Digital Payments,x
Kenya,2017,% Making online transactions - Men,33.0,2.6467,True,Foundations,Digital Payments,x
Kyrgyzstan,2017,% Making online transactions - Men,5.0,1.2495,True,Foundations,Digital Payments,x
Cambodia,2017,% Making online transactions - Men,3.0,1.1497,True,Foundations,Digital Payments,x
Republic of Korea (the),2017,% Making online transactions - Men,77.0,4.8423,True,Foundations,Digital Payments,x
Kuwait,2017,% Making online transactions - Men,35.0,2.7465,True,Foundations,Digital Payments,x
Lao People's Democratic Republic (the),2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Lebanon,2017,% Making online transactions - Men,17.0,1.8483,True,Foundations,Digital Payments,x
Liberia,2017,% Making online transactions - Men,4.0,1.1996,True,Foundations,Digital Payments,x
Libya,2017,% Making online transactions - Men,21.0,2.0479000000000003,True,Foundations,Digital Payments,x
Sri Lanka,2017,% Making online transactions - Men,8.0,1.3992,True,Foundations,Digital Payments,x
Lesotho,2017,% Making online transactions - Men,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Lithuania,2017,% Making online transactions - Men,58.0,3.8942,True,Foundations,Digital Payments,x
Luxembourg,2017,% Making online transactions - Men,77.0,4.8423,True,Foundations,Digital Payments,x
Latvia,2017,% Making online transactions - Men,59.0,3.9441,True,Foundations,Digital Payments,x
Morocco,2017,% Making online transactions - Men,3.0,1.1497,True,Foundations,Digital Payments,x
Republic of Moldova (the),2017,% Making online transactions - Men,43.0,3.1457,True,Foundations,Digital Payments,x
Madagascar,2017,% Making online transactions - Men,2.0,1.0998,True,Foundations,Digital Payments,x
Mexico,2017,% Making online transactions - Men,15.0,1.7485,True,Foundations,Digital Payments,x
North Macedonia,2017,% Making online transactions - Men,20.0,1.998,True,Foundations,Digital Payments,x
Mali,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
Malta,2017,% Making online transactions - Men,57.0,3.8443,True,Foundations,Digital Payments,x
Myanmar,2017,% Making online transactions - Men,4.0,1.1996,True,Foundations,Digital Payments,x
Montenegro,2017,% Making online transactions - Men,18.0,1.8982,True,Foundations,Digital Payments,x
Mongolia,2017,% Making online transactions - Men,16.0,1.7984,True,Foundations,Digital Payments,x
Mozambique,2017,% Making online transactions - Men,11.0,1.5489000000000002,True,Foundations,Digital Payments,x
Mauritania,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Mauritius,2017,% Making online transactions - Men,18.0,1.8982,True,Foundations,Digital Payments,x
Malawi,2017,% Making online transactions - Men,12.0,1.5988,True,Foundations,Digital Payments,x
Malaysia,2017,% Making online transactions - Men,38.0,2.8962000000000003,True,Foundations,Digital Payments,x
Namibia,2017,% Making online transactions - Men,22.0,2.0978000000000003,True,Foundations,Digital Payments,x
Niger (the),2017,% Making online transactions - Men,5.0,1.2495,True,Foundations,Digital Payments,x
Nigeria,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
Nicaragua,2017,% Making online transactions - Men,10.0,1.499,True,Foundations,Digital Payments,x
Netherlands (the),2017,% Making online transactions - Men,89.0,5.4411000000000005,True,Foundations,Digital Payments,x
Norway,2017,% Making online transactions - Men,90.0,5.4910000000000005,True,Foundations,Digital Payments,x
Nepal,2017,% Making online transactions - Men,4.0,1.1996,True,Foundations,Digital Payments,x
New Zealand,2017,% Making online transactions - Men,79.0,4.9421,True,Foundations,Digital Payments,x
Pakistan,2017,% Making online transactions - Men,12.0,1.5988,True,Foundations,Digital Payments,x
Panama,2017,% Making online transactions - Men,13.0,1.6487,True,Foundations,Digital Payments,x
Peru,2017,% Making online transactions - Men,9.0,1.4491,True,Foundations,Digital Payments,x
Philippines (the),2017,% Making online transactions - Men,8.0,1.3992,True,Foundations,Digital Payments,x
Poland,2017,% Making online transactions - Men,65.0,4.2435,True,Foundations,Digital Payments,x
Portugal,2017,% Making online transactions - Men,38.0,2.8962000000000003,True,Foundations,Digital Payments,x
Paraguay,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Romania,2017,% Making online transactions - Men,19.0,1.9481,True,Foundations,Digital Payments,x
Russian Federation (the),2017,% Making online transactions - Men,39.0,2.9461000000000004,True,Foundations,Digital Payments,x
Rwanda,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Saudi Arabia,2017,% Making online transactions - Men,45.0,3.2455000000000003,True,Foundations,Digital Payments,x
Senegal,2017,% Making online transactions - Men,13.0,1.6487,True,Foundations,Digital Payments,x
Singapore,2017,% Making online transactions - Men,56.0,3.7944,True,Foundations,Digital Payments,x
Sierra Leone,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
El Salvador,2017,% Making online transactions - Men,6.0,1.2994,True,Foundations,Digital Payments,x
Serbia,2017,% Making online transactions - Men,23.0,2.1477000000000004,True,Foundations,Digital Payments,x
South Sudan,2017,% Making online transactions - Men,5.0,1.2495,True,Foundations,Digital Payments,x
Slovakia,2017,% Making online transactions - Men,58.0,3.8942,True,Foundations,Digital Payments,x
Slovenia,2017,% Making online transactions - Men,63.0,4.1437,True,Foundations,Digital Payments,x
Sweden,2017,% Making online transactions - Men,87.0,5.3413,True,Foundations,Digital Payments,x
Chad,2017,% Making online transactions - Men,4.0,1.1996,True,Foundations,Digital Payments,x
Togo,2017,% Making online transactions - Men,8.0,1.3992,True,Foundations,Digital Payments,x
Thailand,2017,% Making online transactions - Men,19.0,1.9481,True,Foundations,Digital Payments,x
Tajikistan,2017,% Making online transactions - Men,15.0,1.7485,True,Foundations,Digital Payments,x
Turkmenistan,2017,% Making online transactions - Men,3.0,1.1497,True,Foundations,Digital Payments,x
Trinidad and Tobago,2017,% Making online transactions - Men,26.0,2.2974,True,Foundations,Digital Payments,x
Tunisia,2017,% Making online transactions - Men,7.0,1.3493,True,Foundations,Digital Payments,x
Turkey,2017,% Making online transactions - Men,42.0,3.0958,True,Foundations,Digital Payments,x
United Republic of Tanzania (the),2017,% Making online transactions - Men,15.0,1.7485,True,Foundations,Digital Payments,x
Uganda,2017,% Making online transactions - Men,13.0,1.6487,True,Foundations,Digital Payments,x
Ukraine,2017,% Making online transactions - Men,32.0,2.5968,True,Foundations,Digital Payments,x
Uruguay,2017,% Making online transactions - Men,35.0,2.7465,True,Foundations,Digital Payments,x
United States of America (the),2017,% Making online transactions - Men,77.0,4.8423,True,Foundations,Digital Payments,x
Uzbekistan,2017,% Making online transactions - Men,10.0,1.499,True,Foundations,Digital Payments,x
Venezuela (Bolivarian Republic of),2017,% Making online transactions - Men,31.0,2.5469,True,Foundations,Digital Payments,x
Viet Nam,2017,% Making online transactions - Men,20.0,1.998,True,Foundations,Digital Payments,x
Kosovo (UNSCR 1244),2017,% Making online transactions - Men,18.0,1.8982,True,Foundations,Digital Payments,y
South Africa,2017,% Making online transactions - Men,17.0,1.8483,True,Foundations,Digital Payments,x
Zambia,2017,% Making online transactions - Men,14.0,1.6986,True,Foundations,Digital Payments,x
Zimbabwe,2017,% Making online transactions - Men,13.0,1.6487,True,Foundations,Digital Payments,x
Australia,2016,Open data index,79,4.95,True,Foundations,Data Exchange,x
United Kingdom of Great Britain and Northern Ireland (the),2016,Open data index,79,4.95,True,Foundations,Data Exchange,x
France,2016,Open data index,70,4.5,True,Foundations,Data Exchange,x
Finland,2016,Open data index,69,4.45,True,Foundations,Data Exchange,x
Canada,2016,Open data index,69,4.45,True,Foundations,Data Exchange,x
Norway,2016,Open data index,69,4.45,True,Foundations,Data Exchange,x
Brazil,2016,Open data index,68,4.4,True,Foundations,Data Exchange,x
New Zealand,2016,Open data index,68,4.4,True,Foundations,Data Exchange,x
United States of America (the),2016,Open data index,65,4.25,True,Foundations,Data Exchange,x
Denmark,2016,Open data index,65,4.25,True,Foundations,Data Exchange,x
Mexico,2016,Open data index,65,4.25,True,Foundations,Data Exchange,x
Colombia,2016,Open data index,64,4.2,True,Foundations,Data Exchange,x
Latvia,2016,Open data index,64,4.2,True,Foundations,Data Exchange,x
Japan,2016,Open data index,61,4.05,True,Foundations,Data Exchange,x
Argentina,2016,Open data index,60,4.0,True,Foundations,Data Exchange,x
Singapore,2016,Open data index,60,4.0,True,Foundations,Data Exchange,x
Uruguay,2016,Open data index,55,3.75,True,Foundations,Data Exchange,x
Netherlands (the),2016,Open data index,54,3.7,True,Foundations,Data Exchange,x
Sweden,2016,Open data index,53,3.65,True,Foundations,Data Exchange,x
Belgium,2016,Open data index,52,3.6,True,Foundations,Data Exchange,x
Chile,2016,Open data index,52,3.6,True,Foundations,Data Exchange,x
Germany,2016,Open data index,51,3.55,True,Foundations,Data Exchange,x
Romania,2016,Open data index,51,3.55,True,Foundations,Data Exchange,x
Czechia,2016,Open data index,50,3.5,True,Foundations,Data Exchange,x
Poland,2016,Open data index,49,3.45,True,Foundations,Data Exchange,x
Austria,2016,Open data index,49,3.45,True,Foundations,Data Exchange,x
Slovenia,2016,Open data index,49,3.45,True,Foundations,Data Exchange,x
Ukraine,2016,Open data index,48,3.4,True,Foundations,Data Exchange,x
India,2016,Open data index,47,3.35,True,Foundations,Data Exchange,x
Italy,2016,Open data index,47,3.35,True,Foundations,Data Exchange,x
Slovakia,2016,Open data index,47,3.35,True,Foundations,Data Exchange,x
Greece,2016,Open data index,46,3.3,True,Foundations,Data Exchange,x
Bulgaria,2016,Open data index,45,3.25,True,Foundations,Data Exchange,x
Paraguay,2016,Open data index,44,3.2,True,Foundations,Data Exchange,x
Russian Federation (the),2016,Open data index,43,3.15,True,Foundations,Data Exchange,x
Serbia,2016,Open data index,41,3.05,True,Foundations,Data Exchange,x
Israel,2016,Open data index,41,3.05,True,Foundations,Data Exchange,x
South Africa,2016,Open data index,40,3.0,True,Foundations,Data Exchange,x
Croatia,2016,Open data index,39,2.95,True,Foundations,Data Exchange,x
Portugal,2016,Open data index,37,2.85,True,Foundations,Data Exchange,x
Turkey,2016,Open data index,37,2.85,True,Foundations,Data Exchange,x
Albania,2016,Open data index,36,2.8,True,Foundations,Data Exchange,x
Switzerland,2016,Open data index,36,2.8,True,Foundations,Data Exchange,x
El Salvador,2016,Open data index,35,2.75,True,Foundations,Data Exchange,x
Montenegro,2016,Open data index,35,2.75,True,Foundations,Data Exchange,x
Thailand,2016,Open data index,34,2.7,True,Foundations,Data Exchange,x
North Macedonia,2016,Open data index,31,2.55,True,Foundations,Data Exchange,x
Bolivia (Plurinational State of),2016,Open data index,30,2.5,True,Foundations,Data Exchange,x
Philippines (the),2016,Open data index,30,2.5,True,Foundations,Data Exchange,x
Peru,2016,Open data index,29,2.45,True,Foundations,Data Exchange,x
Guatemala,2016,Open data index,28,2.4,True,Foundations,Data Exchange,x
Dominican Republic (the),2016,Open data index,27,2.35,True,Foundations,Data Exchange,x
Bosnia and Herzegovina,2016,Open data index,26,2.3,True,Foundations,Data Exchange,x
Kosovo (UNSCR 1244),2016,Open data index,26,2.3,True,Foundations,Data Exchange,y
Jamaica,2016,Open data index,26,2.3,True,Foundations,Data Exchange,x
Indonesia,2016,Open data index,25,2.25,True,Foundations,Data Exchange,x
Panama,2016,Open data index,25,2.25,True,Foundations,Data Exchange,x
Bangladesh,2016,Open data index,25,2.25,True,Foundations,Data Exchange,x
Costa Rica,2016,Open data index,23,2.15,True,Foundations,Data Exchange,x
Bhutan,2016,Open data index,23,2.15,True,Foundations,Data Exchange,x
Tunisia,2016,Open data index,22,2.1,True,Foundations,Data Exchange,x
Iran (Islamic Republic of),2016,Open data index,21,2.05,True,Foundations,Data Exchange,x
Trinidad and Tobago,2016,Open data index,21,2.05,True,Foundations,Data Exchange,x
Nepal,2016,Open data index,20,2.0,True,Foundations,Data Exchange,x
United Republic of Tanzania (the),2016,Open data index,20,2.0,True,Foundations,Data Exchange,x
Guyana,2016,Open data index,20,2.0,True,Foundations,Data Exchange,x
Pakistan,2016,Open data index,19,1.95,True,Foundations,Data Exchange,x
Zambia,2016,Open data index,19,1.95,True,Foundations,Data Exchange,x
Cambodia,2016,Open data index,17,1.85,True,Foundations,Data Exchange,x
Bahamas (the),2016,Open data index,17,1.85,True,Foundations,Data Exchange,x
Lesotho,2016,Open data index,16,1.8,True,Foundations,Data Exchange,x
Ghana,2016,Open data index,16,1.8,True,Foundations,Data Exchange,x
Namibia,2016,Open data index,15,1.75,True,Foundations,Data Exchange,x
Saint Lucia,2016,Open data index,15,1.75,True,Foundations,Data Exchange,x
Kenya,2016,Open data index,15,1.75,True,Foundations,Data Exchange,x
Oman,2016,Open data index,14,1.7,True,Foundations,Data Exchange,x
Venezuela (Bolivarian Republic of),2016,Open data index,14,1.7,True,Foundations,Data Exchange,x
Zimbabwe,2016,Open data index,13,1.65,True,Foundations,Data Exchange,x
Mozambique,2016,Open data index,12,1.6,True,Foundations,Data Exchange,x
Afghanistan,2016,Open data index,12,1.6,True,Foundations,Data Exchange,x
Cameroon,2016,Open data index,11,1.55,True,Foundations,Data Exchange,x
Malaysia,2016,Open data index,10,1.5,True,Foundations,Data Exchange,x
Botswana,2016,Open data index,9,1.45,True,Foundations,Data Exchange,x
Saint Vincent and the Grenadines,2016,Open data index,7,1.35,True,Foundations,Data Exchange,x
Antigua and Barbuda,2016,Open data index,5,1.25,True,Foundations,Data Exchange,x
Malawi,2016,Open data index,5,1.25,True,Foundations,Data Exchange,x
Barbados,2016,Open data index,4,1.2,True,Foundations,Data Exchange,x
Saint Kitts and Nevis,2016,Open data index,4,1.2,True,Foundations,Data Exchange,x
Myanmar,2016,Open data index,1,1.05,True,Foundations,Data Exchange,x
Afghanistan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Albania,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5.0,1.2495,True,Foundations,Digital Payments,x
United Arab Emirates (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,53.0,3.6447,True,Foundations,Digital Payments,x
Argentina,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Armenia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
Australia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,72.0,4.5928,True,Foundations,Digital Payments,x
Austria,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,48.0,3.3952,True,Foundations,Digital Payments,x
Azerbaijan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Belgium,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,68.0,4.3932,True,Foundations,Digital Payments,x
Benin,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Burkina Faso,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5.0,1.2495,True,Foundations,Digital Payments,x
Bangladesh,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Bulgaria,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,17.0,1.8483,True,Foundations,Digital Payments,x
Bahrain,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,45.0,3.2455000000000003,True,Foundations,Digital Payments,x
Bosnia and Herzegovina,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Belarus,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,34.0,2.6966,True,Foundations,Digital Payments,x
Bolivia (Plurinational State of),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Brazil,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,18.0,1.8982,True,Foundations,Digital Payments,x
Botswana,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,19.0,1.9481,True,Foundations,Digital Payments,x
Central African Republic (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,2.0,1.0998,True,Foundations,Digital Payments,x
Canada,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,75.0,4.7425,True,Foundations,Digital Payments,x
Switzerland,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,45.0,3.2455000000000003,True,Foundations,Digital Payments,x
Chile,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,35.0,2.7465,True,Foundations,Digital Payments,x
China,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,39.0,2.9461000000000004,True,Foundations,Digital Payments,x
Côte d'Ivoire,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Cameroon,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Democratic Republic of the Congo (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5.0,1.2495,True,Foundations,Digital Payments,x
Congo (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Colombia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,13.0,1.6487,True,Foundations,Digital Payments,x
Costa Rica,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,24.0,2.1976,True,Foundations,Digital Payments,x
Cyprus,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,32.0,2.5968,True,Foundations,Digital Payments,x
Czechia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,53.0,3.6447,True,Foundations,Digital Payments,x
Germany,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,51.0,3.5449,True,Foundations,Digital Payments,x
Denmark,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,85.0,5.2415,True,Foundations,Digital Payments,x
Dominican Republic (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,15.0,1.7485,True,Foundations,Digital Payments,x
Algeria,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Ecuador,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,9.0,1.4491,True,Foundations,Digital Payments,x
Egypt,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Spain,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,61.0,4.0439,True,Foundations,Digital Payments,x
Estonia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,75.0,4.7425,True,Foundations,Digital Payments,x
Ethiopia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,1.0,1.0499,True,Foundations,Digital Payments,x
Finland,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,83.0,5.1417,True,Foundations,Digital Payments,x
France,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,56.0,3.7944,True,Foundations,Digital Payments,x
Gabon,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,12.0,1.5988,True,Foundations,Digital Payments,x
United Kingdom of Great Britain and Northern Ireland (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,62.0,4.0938,True,Foundations,Digital Payments,x
Georgia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,14.0,1.6986,True,Foundations,Digital Payments,x
Ghana,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Guinea,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Greece,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,17.0,1.8483,True,Foundations,Digital Payments,x
Guatemala,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,6.0,1.2994,True,Foundations,Digital Payments,x
Honduras,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,5.0,1.2495,True,Foundations,Digital Payments,x
Croatia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,38.0,2.8962000000000003,True,Foundations,Digital Payments,x
Haiti,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,9.0,1.4491,True,Foundations,Digital Payments,x
Hungary,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,35.0,2.7465,True,Foundations,Digital Payments,x
Indonesia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
India,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
Ireland,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,58.0,3.8942,True,Foundations,Digital Payments,x
Iran (Islamic Republic of),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,38.0,2.8962000000000003,True,Foundations,Digital Payments,x
Iraq,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Israel,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,57.0,3.8443,True,Foundations,Digital Payments,x
Italy,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,61.0,4.0439,True,Foundations,Digital Payments,x
Jordan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Japan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,22.0,2.0978000000000003,True,Foundations,Digital Payments,x
Kazakhstan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,23.0,2.1477000000000004,True,Foundations,Digital Payments,x
Kenya,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,36.0,2.7964,True,Foundations,Digital Payments,x
Kyrgyzstan,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Cambodia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,1.0,1.0499,True,Foundations,Digital Payments,x
Republic of Korea (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,64.0,4.1936,True,Foundations,Digital Payments,x
Kuwait,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,42.0,3.0958,True,Foundations,Digital Payments,x
Lao People's Democratic Republic (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Lebanon,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
Liberia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,4.0,1.1996,True,Foundations,Digital Payments,x
Libya,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,14.0,1.6986,True,Foundations,Digital Payments,x
Sri Lanka,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
Lesotho,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,10.0,1.499,True,Foundations,Digital Payments,x
Lithuania,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,45.0,3.2455000000000003,True,Foundations,Digital Payments,x
Luxembourg,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,64.0,4.1936,True,Foundations,Digital Payments,x
Latvia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,59.0,3.9441,True,Foundations,Digital Payments,x
Morocco,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Republic of Moldova (the),2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,13.0,1.6487,True,Foundations,Digital Payments,x
Mexico,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,7.0,1.3493,True,Foundations,Digital Payments,x
North Macedonia,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,19.0,1.9481,True,Foundations,Digital Payments,x
Mali,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,3.0,1.1497,True,Foundations,Digital Payments,x
Malta,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,56.0,3.7944,True,Foundations,Digital Payments,x
Myanmar,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,1.0,1.0499,True,Foundations,Digital Payments,x
Montenegro,2017,Used a mobile phone or the internet to check account balance in the past year (% age 15+) - all,16.0,1.7984,True,Foundations,Digital Payments,x
