base_country_code,base_country_name,base_lat,base_long,base_country_wb_income,base_country_wb_region,target_country_code,target_country_name,target_lat,target_long,target_country_wb_income,target_country_wb_region,net_per_10K_2015,net_per_10K_2016,net_per_10K_2017,net_per_10K_2018,net_per_10K_2019,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,ca,Canada,56.130366,-106.346771,High Income,North America,-4.42,-4.91,-2.73,-4.32,-8.98,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,ci,Cote d'Ivoire,7.539989,-5.54708,Lower Middle Income,Sub-Saharan Africa,-2.21,-2,-0.34,-2.54,-2.21,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,-11.5,-15.03,-10.67,-9.58,-20.94,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,ng,Nigeria,9.081999,8.675277,Lower Middle Income,Sub-Saharan Africa,0.15,0,-0.44,-1.16,-2.37,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,sn,Senegal,14.497401,-14.452362,Low Income,Sub-Saharan Africa,-1.6,0.86,-0.54,-0.36,-0.92,,,,,,,,,
bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,us,United States,37.09024,-95.712891,High Income,North America,13.02,3.43,0,-0.67,-2.61,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,ar,Argentina,-38.416097,-63.616672,High Income,Latin America & Caribbean,0.42,0.4,0.1,-0.52,-0.28,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,0.21,1.02,-0.1,-0.5,-0.64,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,ca,Canada,56.130366,-106.346771,High Income,North America,0.21,0.06,-0.14,-0.13,-0.23,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,cl,Chile,-35.675147,-71.542969,High Income,Latin America & Caribbean,-0.24,-0.13,-0.42,-0.52,-0.83,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,co,Colombia,4.570868,-74.297333,Upper Middle Income,Latin America & Caribbean,0.1,0.36,0.28,-0.28,-0.38,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,0.16,-0.23,-0.71,-0.27,-0.64,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,mx,Mexico,23.634501,-102.552784,Upper Middle Income,Latin America & Caribbean,-0.05,0.23,0,-0.18,-0.38,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,pe,Peru,-9.189967,-75.015152,Upper Middle Income,Latin America & Caribbean,-0.03,0.47,0.02,0.16,-0.19,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,2.91,0.19,-1.08,-1.27,-1.68,,,,,,,,,
bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,us,United States,37.09024,-95.712891,High Income,North America,1.99,0.23,-0.64,-0.34,-1.06,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,af,Afghanistan,33.93911,67.709953,Low Income,South Asia,-0.03,-0.05,-0.01,-0.05,-0.11,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,al,Albania,41.153332,20.168331,Upper Middle Income,Europe & Central Asia,-0.01,-0.03,-0.01,-0.05,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ao,Angola,-11.202692,17.873887,Lower Middle Income,Sub-Saharan Africa,-0.08,-0.05,-0.02,-0.06,-0.06,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ar,Argentina,-38.416097,-63.616672,High Income,Latin America & Caribbean,-0.04,-0.13,-0.16,-0.12,0.06,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,-0.42,-0.7,-0.64,-0.63,-0.54,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,at,Austria,47.516231,14.550072,High Income,Europe & Central Asia,-0.02,-0.03,-0.05,-0.05,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,be,Belgium,50.503887,4.469936,High Income,Europe & Central Asia,-0.04,-0.07,-0.07,-0.08,-0.08,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,0,-0.02,0,0.01,0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ca,Canada,56.130366,-106.346771,High Income,North America,-0.59,-1.14,-1.29,-1.38,-1.24,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,cl,Chile,-35.675147,-71.542969,High Income,Latin America & Caribbean,-0.11,-0.14,-0.11,-0.12,-0.08,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,-0.01,-0.02,-0.03,-0.07,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,co,Colombia,4.570868,-74.297333,Upper Middle Income,Latin America & Caribbean,-0.06,-0.04,-0.02,-0.02,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,cr,Costa Rica,9.748917,-83.753428,Upper Middle Income,Latin America & Caribbean,-0.01,-0.02,-0.01,-0.02,-0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,cz,Czech Republic,49.817492,15.472962,High Income,Europe & Central Asia,0,-0.02,-0.04,-0.04,-0.03,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,dk,Denmark,56.26392,9.501785,High Income,Europe & Central Asia,-0.03,-0.05,-0.05,-0.04,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,do,Dominican Republic,18.735693,-70.162651,Upper Middle Income,Latin America & Caribbean,-0.01,0,0,0,0,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ec,Ecuador,-1.831239,-78.183406,Upper Middle Income,Latin America & Caribbean,-0.01,-0.01,-0.01,-0.01,-0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,fi,Finland,61.92411,25.748151,High Income,Europe & Central Asia,-0.01,-0.01,-0.02,-0.02,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,-0.04,-0.25,-0.34,-0.44,-0.46,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-0.32,-0.49,-0.59,-0.73,-0.67,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,hk,"Hong Kong SAR, China",22.396428,114.109497,High Income,East Asia & Pacific,-0.01,-0.01,-0.02,-0.04,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,hu,Hungary,47.162494,19.503304,High Income,Europe & Central Asia,0.03,-0.01,-0.02,-0.05,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,in,India,20.593684,78.96288,Lower Middle Income,South Asia,0.02,0.16,0.03,-0.01,0.06,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,id,Indonesia,-0.789275,113.921327,Lower Middle Income,East Asia & Pacific,-0.01,0,0,-0.02,-0.08,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ie,Ireland,53.41291,-8.24389,High Income,Europe & Central Asia,-0.63,-0.48,-0.75,-0.86,-0.88,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,il,Israel,31.046051,34.851612,High Income,Middle East & North Africa,-0.03,-0.03,-0.04,-0.06,-0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,-0.1,-0.27,-0.36,-0.45,-0.45,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,jp,Japan,36.204824,138.252924,High Income,East Asia & Pacific,0.02,-0.05,-0.08,-0.13,-0.13,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,kr,"Korea, Rep.",35.907757,127.766922,High Income,East Asia & Pacific,0,0,-0.01,-0.09,-0.06,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,lu,Luxembourg,49.815273,6.129583,High Income,Europe & Central Asia,-0.01,-0.02,-0.02,-0.04,-0.03,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,my,Malaysia,4.210484,101.975766,Upper Middle Income,East Asia & Pacific,0,-0.01,0,-0.01,-0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,mt,Malta,35.937496,14.375416,High Income,Middle East & North Africa,0,-0.02,-0.02,-0.04,-0.03,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,mx,Mexico,23.634501,-102.552784,Upper Middle Income,Latin America & Caribbean,-0.11,-0.17,-0.13,-0.11,-0.07,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,mz,Mozambique,-18.665695,35.529562,Low Income,Sub-Saharan Africa,0,-0.03,-0.01,-0.03,-0.03,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,nl,Netherlands,52.132633,5.291266,High Income,Europe & Central Asia,-0.1,-0.19,-0.25,-0.32,-0.28,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,nz,New Zealand,-40.900557,174.885971,High Income,East Asia & Pacific,-0.1,-0.15,-0.13,-0.14,-0.1,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,no,Norway,60.472024,8.468946,High Income,Europe & Central Asia,0,-0.02,-0.02,-0.03,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,pa,Panama,8.537981,-80.782127,High Income,Latin America & Caribbean,-0.04,-0.05,-0.02,0.03,0.04,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,py,Paraguay,-23.442503,-58.443832,Upper Middle Income,Latin America & Caribbean,-0.02,-0.03,-0.03,-0.05,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,pe,Peru,-9.189967,-75.015152,Upper Middle Income,Latin America & Caribbean,-0.05,-0.02,-0.02,-0.01,0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ph,Philippines,12.879721,121.774017,Lower Middle Income,East Asia & Pacific,0,-0.01,0,-0.01,0,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,pl,Poland,51.919438,19.145136,High Income,Europe & Central Asia,-0.03,-0.06,-0.07,-0.08,-0.08,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,pt,Portugal,39.399872,-8.224454,High Income,Europe & Central Asia,-0.51,-0.86,-1.67,-2.94,-3.15,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,qa,Qatar,25.354826,51.183884,High Income,Middle East & North Africa,-0.01,-0.02,-0.01,-0.02,-0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,sa,Saudi Arabia,23.885942,45.079162,High Income,Middle East & North Africa,-0.01,-0.01,-0.01,-0.03,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,sg,Singapore,1.352083,103.819836,High Income,East Asia & Pacific,-0.04,-0.02,-0.03,-0.02,-0.02,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,za,South Africa,-30.559482,22.937506,Upper Middle Income,Sub-Saharan Africa,-0.01,-0.02,-0.02,-0.05,-0.03,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,es,Spain,40.463667,-3.74922,High Income,Europe & Central Asia,-0.23,-0.49,-0.5,-0.54,-0.45,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,se,Sweden,60.128161,18.643501,High Income,Europe & Central Asia,-0.06,-0.09,-0.09,-0.12,-0.1,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ch,Switzerland,46.818188,8.227512,High Income,Europe & Central Asia,-0.11,-0.13,-0.11,-0.11,-0.09,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,th,Thailand,15.870032,100.992541,Upper Middle Income,East Asia & Pacific,-0.01,0,-0.01,-0.01,-0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,tr,Turkey,38.963745,35.243322,Upper Middle Income,Europe & Central Asia,-0.01,0,-0.01,-0.11,-0.08,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-0.09,-0.08,-0.07,-0.09,-0.1,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,-0.37,-0.58,-0.55,-0.96,-1.47,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,us,United States,37.09024,-95.712891,High Income,North America,4.63,2.59,0.92,-0.06,-1.4,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,uy,Uruguay,-32.522779,-55.765835,High Income,Latin America & Caribbean,-0.02,-0.03,-0.02,-0.01,0.01,,,,,,,,,
br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,ve,"Venezuela, RB",6.42375,-66.58973,Upper Middle Income,Latin America & Caribbean,0.04,0.07,0.1,0.15,0.17,,,,,,,,,
bs,"Bahamas, The",25.03428,-77.39628,High Income,Latin America & Caribbean,ca,Canada,56.130366,-106.346771,High Income,North America,-0.33,-3.82,-5.78,-3.75,-3.76,,,,,,,,,
bs,"Bahamas, The",25.03428,-77.39628,High Income,Latin America & Caribbean,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,2.95,-0.49,-0.27,2,1.46,,,,,,,,,
bs,"Bahamas, The",25.03428,-77.39628,High Income,Latin America & Caribbean,us,United States,37.09024,-95.712891,High Income,North America,10.71,1.37,-1.81,-2.92,-6.52,,,,,,,,,
bw,Botswana,-22.328474,24.684866,Upper Middle Income,Sub-Saharan Africa,in,India,20.593684,78.96288,Lower Middle Income,South Asia,2.03,-0.28,0.49,0.99,0.71,,,,,,,,,
bw,Botswana,-22.328474,24.684866,Upper Middle Income,Sub-Saharan Africa,za,South Africa,-30.559482,22.937506,Upper Middle Income,Sub-Saharan Africa,6.08,0.67,-0.15,-1.39,1.74,,,,,,,,,
bw,Botswana,-22.328474,24.684866,Upper Middle Income,Sub-Saharan Africa,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,15.88,9.05,3.4,1.21,0.58,,,,,,,,,
bw,Botswana,-22.328474,24.684866,Upper Middle Income,Sub-Saharan Africa,us,United States,37.09024,-95.712891,High Income,North America,11.83,7.15,2.51,0.54,0.71,,,,,,,,,
bw,Botswana,-22.328474,24.684866,Upper Middle Income,Sub-Saharan Africa,zw,Zimbabwe,-19.015438,29.154857,Low Income,Sub-Saharan Africa,-0.92,-0.06,-0.74,-0.54,0.41,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,ca,Canada,56.130366,-106.346771,High Income,North America,-0.42,-1.07,-1.38,-0.92,-1.2,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,-0.14,-0.23,-0.12,-0.52,-0.09,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,cz,Czech Republic,49.817492,15.472962,High Income,Europe & Central Asia,0,-0.23,-0.79,-1,-0.74,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-3.17,-3.33,-2.58,-3.42,-3.47,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,it,Italy,41.87194,12.56738,High Income,Europe & Central Asia,-0.67,-0.37,-0.84,-0.69,-0.98,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,lt,Lithuania,55.169438,23.881275,High Income,Europe & Central Asia,-0.99,-0.88,-0.05,-0.37,-0.31,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,pl,Poland,51.919438,19.145136,High Income,Europe & Central Asia,-3.2,-5.56,-6.04,-8.46,-7,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,tr,Turkey,38.963745,35.243322,Upper Middle Income,Europe & Central Asia,-0.18,-0.34,-0.05,-0.02,-0.04,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,ua,Ukraine,48.379433,31.16558,Lower Middle Income,Europe & Central Asia,3.8,1.36,0.41,0.23,-0.7,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,ae,United Arab Emirates,23.424076,53.847818,High Income,Middle East & North Africa,-1.02,-1.02,-0.88,-0.98,-0.81,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,gb,United Kingdom,55.378051,-3.435973,High Income,Europe & Central Asia,-1.3,-0.56,-1.84,-1.06,-1.29,,,,,,,,,
by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,us,United States,37.09024,-95.712891,High Income,North America,-1.3,-7.11,-14.99,-8.48,-9.41,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,af,Afghanistan,33.93911,67.709953,Low Income,South Asia,0.02,0.03,0.07,0.03,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,al,Albania,41.153332,20.168331,Upper Middle Income,Europe & Central Asia,0.02,0.03,0.03,0.05,0.06,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,dz,Algeria,28.033886,1.659626,Upper Middle Income,Middle East & North Africa,0.22,0.3,0.31,0.42,0.53,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,ao,Angola,-11.202692,17.873887,Lower Middle Income,Sub-Saharan Africa,-0.01,0,0,0.01,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,ar,Argentina,-38.416097,-63.616672,High Income,Latin America & Caribbean,0.01,0.03,0.06,0.06,0.11,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,am,Armenia,40.069099,45.038189,Upper Middle Income,Europe & Central Asia,0.02,0.05,0.04,0.04,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,au,Australia,-25.274398,133.775136,High Income,East Asia & Pacific,-0.09,-0.08,0.09,0.18,-0.06,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,at,Austria,47.516231,14.550072,High Income,Europe & Central Asia,-0.04,0,-0.01,-0.01,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,az,Azerbaijan,40.143105,47.576927,Upper Middle Income,Europe & Central Asia,0.03,0.03,0.04,0.06,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bs,"Bahamas, The",25.03428,-77.39628,High Income,Latin America & Caribbean,0,0.03,0.04,0.03,0.03,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bh,Bahrain,25.930414,50.637772,High Income,Middle East & North Africa,0.02,0.06,0.05,0.08,0.07,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bd,Bangladesh,23.684994,90.356331,Lower Middle Income,South Asia,0.32,0.5,0.54,0.72,0.82,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,by,Belarus,53.709807,27.953389,Upper Middle Income,Europe & Central Asia,0.01,0.03,0.04,0.03,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,be,Belgium,50.503887,4.469936,High Income,Europe & Central Asia,0.06,0.14,0.15,0.12,0.1,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bj,Benin,9.30769,2.315834,Low Income,Sub-Saharan Africa,0.05,0.07,0.04,0.06,0.13,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bo,Bolivia,-16.290154,-63.588653,Lower Middle Income,Latin America & Caribbean,-0.01,0,0.01,0.01,0.01,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,br,Brazil,-14.235004,-51.92528,Upper Middle Income,Latin America & Caribbean,1.14,2.34,2.79,3.12,2.95,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bg,Bulgaria,42.733883,25.48583,Upper Middle Income,Europe & Central Asia,0.01,0,0.02,0.01,0.03,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,bf,Burkina Faso,12.238333,-1.561593,Low Income,Sub-Saharan Africa,-0.02,0,0.02,0.02,0.03,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,kh,Cambodia,12.565679,104.990963,Lower Middle Income,East Asia & Pacific,-0.01,-0.02,0,0.01,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cm,Cameroon,7.369722,12.354722,Lower Middle Income,Sub-Saharan Africa,0.12,0.13,0.17,0.22,0.18,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cl,Chile,-35.675147,-71.542969,High Income,Latin America & Caribbean,-0.01,0.13,0.12,0.1,0.12,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cn,China,35.86166,104.195397,Upper Middle Income,East Asia & Pacific,0.96,1.19,1.19,1.03,1.07,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,co,Colombia,4.570868,-74.297333,Upper Middle Income,Latin America & Caribbean,0.09,0.38,0.43,0.55,0.79,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cd,"Congo, Dem. Rep.",-4.038333,21.758664,Low Income,Sub-Saharan Africa,0.01,0.02,0.03,0.05,0.05,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cr,Costa Rica,9.748917,-83.753428,Upper Middle Income,Latin America & Caribbean,-0.01,0.02,0.02,0.03,0.05,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,ci,Cote d'Ivoire,7.539989,-5.54708,Lower Middle Income,Sub-Saharan Africa,0.04,0.1,0.11,0.12,0.14,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,hr,Croatia,45.1,15.2,High Income,Europe & Central Asia,0.03,0.02,0.02,0.03,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cu,Cuba,21.521757,-77.781167,Upper Middle Income,Latin America & Caribbean,0.01,0.04,0.03,0.03,0.03,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cy,Cyprus,35.126413,33.429859,High Income,Europe & Central Asia,0.02,0.02,0.01,0.01,0.02,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,cz,Czech Republic,49.817492,15.472962,High Income,Europe & Central Asia,0.01,0.05,0.05,0.03,-0.01,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,dk,Denmark,56.26392,9.501785,High Income,Europe & Central Asia,-0.02,0,0,0.01,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,do,Dominican Republic,18.735693,-70.162651,Upper Middle Income,Latin America & Caribbean,0.04,0.05,0.08,0.14,0.11,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,ec,Ecuador,-1.831239,-78.183406,Upper Middle Income,Latin America & Caribbean,-0.04,0,0.03,0.07,0.11,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,eg,"Egypt, Arab Rep.",26.820553,30.802498,Lower Middle Income,Middle East & North Africa,0.3,0.35,0.38,0.47,0.38,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,sv,El Salvador,13.794185,-88.89653,Lower Middle Income,Latin America & Caribbean,0.02,0.03,0.04,0.06,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,et,Ethiopia,9.145,40.489673,Low Income,Sub-Saharan Africa,0.02,0.05,0.04,0.04,0.06,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,fi,Finland,61.92411,25.748151,High Income,Europe & Central Asia,0,0.05,0.05,0.02,0,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,fr,France,46.227638,2.213749,High Income,Europe & Central Asia,1.36,1.66,2.23,2.45,2.39,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,de,Germany,51.165691,10.451526,High Income,Europe & Central Asia,-0.25,-0.17,-0.08,-0.19,-0.07,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,gh,Ghana,7.946527,-1.023194,Lower Middle Income,Sub-Saharan Africa,0.09,0.12,0.12,0.15,0.26,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,gr,Greece,39.074208,21.824312,High Income,Europe & Central Asia,0.07,0.07,0.07,0.04,0.03,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,gt,Guatemala,15.783471,-90.230759,Upper Middle Income,Latin America & Caribbean,0,0.01,0.02,0.01,0.02,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,ht,Haiti,18.971187,-72.285215,Low Income,Latin America & Caribbean,0.03,0.1,0.08,0.11,0.1,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,hn,Honduras,15.199999,-86.241905,Lower Middle Income,Latin America & Caribbean,0.01,0.01,0.01,0.03,0.04,,,,,,,,,
ca,Canada,56.130366,-106.346771,High Income,North America,hk,"Hong Kong SAR, China",22.396428,114.109497,High Income,East Asia & Pacific,-0.12,0.04,0.1,0.13,0.22,,,,,,,,,
