Country Name,Business,Foundations,Government,Infrastructure,People,Regulation,Strategy,Ambition,Capabilities,Connectivity Technology,Culture,Cybersecurity,Data Exchange,Data standards and protection,Digital Legal Identity,Digital Literacy Skills,Digital Payments,Digital Public Services,Digital Wellbeing,Ethical Standards,Financing Incentives,Funding and procurement,Innovation Ecosystem,Leadership and coordination,Startup Environment,Technology Adoption,Usage and ownership
Kenya,55.56,92.31,0.0,65.96,71.43,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,50.0,100.0,100.0,0.0,36.84,0.0,50.0,55.56,81.25
Kiribati,5.56,30.77,0.0,25.53,22.86,0.0,100.0,100.0,0.0,42.86,20.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0
Kuwait,55.56,84.62,0.0,59.57,65.71,0.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,50.0,0.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
Kyrgyzstan,38.89,0.0,0.0,48.94,40.0,20.0,0.0,0.0,0.0,64.29,40.0,100.0,0.0,0.0,0.0,16.67,0.0,0.0,37.5,0.0,0.0,0.0,26.32,0.0,25.0,55.56,50.0
Lao People's Democratic Republic,11.11,0.0,0.0,8.51,5.71,0.0,0.0,0.0,0.0,3.57,20.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,25.0,0.0,0.0
Latvia,72.22,92.31,0.0,70.21,71.43,0.0,100.0,100.0,0.0,85.71,60.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,62.5,0.0,100.0,0.0,47.37,0.0,62.5,77.78,81.25
Lebanon,55.56,84.62,0.0,63.83,45.71,40.0,100.0,100.0,0.0,75.0,40.0,100.0,0.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,47.37,0.0,50.0,55.56,62.5
Lesotho,44.44,92.31,0.0,51.06,57.14,0.0,100.0,100.0,0.0,82.14,40.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,0.0,100.0,0.0,5.26,0.0,25.0,55.56,68.75
Liberia,22.22,84.62,0.0,48.94,34.29,20.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,12.5,100.0,100.0,0.0,5.26,0.0,25.0,11.11,50.0
Libya,16.67,84.62,0.0,53.19,45.71,20.0,100.0,100.0,0.0,82.14,40.0,100.0,0.0,0.0,100.0,33.33,87.5,0.0,25.0,0.0,100.0,0.0,10.53,0.0,12.5,11.11,62.5
Liechtenstein,0.0,30.77,0.0,25.53,22.86,0.0,100.0,100.0,0.0,42.86,20.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Lithuania,72.22,84.62,0.0,72.34,74.29,0.0,100.0,100.0,0.0,85.71,60.0,0.0,0.0,0.0,100.0,83.33,87.5,0.0,62.5,0.0,100.0,0.0,52.63,0.0,62.5,77.78,81.25
Luxembourg,77.78,84.62,0.0,72.34,71.43,0.0,100.0,100.0,0.0,85.71,60.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,62.5,0.0,100.0,0.0,52.63,0.0,62.5,88.89,81.25
Madagascar,55.56,84.62,0.0,63.83,51.43,20.0,100.0,100.0,0.0,85.71,40.0,0.0,0.0,0.0,100.0,33.33,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,68.75
Malawi,55.56,92.31,0.0,57.45,45.71,40.0,100.0,100.0,0.0,78.57,40.0,100.0,100.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,26.32,0.0,50.0,55.56,62.5
Malaysia,61.11,92.31,0.0,70.21,80.0,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,75.0,100.0,100.0,0.0,47.37,0.0,50.0,66.67,87.5
Maldives,5.56,30.77,0.0,44.68,34.29,0.0,100.0,100.0,0.0,67.86,40.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,25.0,0.0,0.0,0.0,10.53,0.0,12.5,0.0,43.75
Mali,55.56,84.62,0.0,57.45,45.71,20.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,26.32,0.0,50.0,55.56,62.5
Malta,55.56,84.62,0.0,70.21,62.86,0.0,100.0,100.0,0.0,85.71,40.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,37.5,0.0,100.0,0.0,47.37,0.0,50.0,55.56,81.25
Marshall Islands,5.56,30.77,0.0,21.28,20.0,0.0,100.0,100.0,0.0,35.71,20.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,25.0
Martinique,0.0,0.0,0.0,4.26,2.86,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Mauritania,22.22,84.62,0.0,48.94,37.14,20.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,25.0,100.0,100.0,0.0,5.26,0.0,25.0,11.11,50.0
Mauritius,55.56,84.62,0.0,63.83,62.86,20.0,100.0,100.0,0.0,85.71,40.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
Mayotte,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Mexico,66.67,92.31,0.0,68.09,82.86,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,75.0,100.0,100.0,0.0,42.11,0.0,50.0,77.78,93.75
Micronesia (Federated States of),0.0,0.0,0.0,2.13,8.57,0.0,0.0,0.0,0.0,3.57,20.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.0,30.77,0.0,29.79,20.0,0.0,100.0,100.0,0.0,39.29,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,31.25
Mongolia,55.56,84.62,0.0,63.83,62.86,20.0,100.0,100.0,0.0,85.71,40.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
Montenegro,55.56,92.31,0.0,63.83,62.86,0.0,100.0,100.0,0.0,85.71,40.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,0.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
Montserrat,0.0,0.0,0.0,4.26,2.86,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Morocco,55.56,84.62,0.0,68.09,71.43,40.0,100.0,100.0,0.0,85.71,60.0,100.0,0.0,0.0,100.0,83.33,87.5,0.0,37.5,100.0,100.0,0.0,42.11,0.0,50.0,55.56,87.5
Mozambique,55.56,92.31,0.0,55.32,48.57,20.0,100.0,100.0,0.0,75.0,40.0,0.0,100.0,0.0,100.0,16.67,87.5,0.0,50.0,100.0,100.0,0.0,26.32,0.0,50.0,55.56,62.5
Myanmar,27.78,92.31,0.0,53.19,40.0,40.0,100.0,100.0,0.0,75.0,40.0,100.0,100.0,0.0,100.0,16.67,87.5,0.0,25.0,100.0,100.0,0.0,21.05,0.0,37.5,11.11,56.25
Namibia,55.56,92.31,0.0,57.45,45.71,20.0,100.0,100.0,0.0,75.0,40.0,0.0,100.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,62.5
Nauru,0.0,30.77,0.0,21.28,17.14,0.0,100.0,100.0,0.0,35.71,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Nepal,55.56,92.31,0.0,48.94,40.0,20.0,100.0,100.0,0.0,64.29,40.0,0.0,100.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,26.32,0.0,50.0,55.56,50.0
Netherlands,72.22,100.0,0.0,61.7,82.86,20.0,100.0,100.0,0.0,82.14,80.0,0.0,100.0,0.0,100.0,83.33,100.0,0.0,75.0,100.0,100.0,0.0,31.58,0.0,50.0,88.89,87.5
New Caledonia,0.0,0.0,0.0,6.38,5.71,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
New Zealand,66.67,100.0,0.0,65.96,54.29,20.0,100.0,100.0,0.0,78.57,60.0,0.0,100.0,0.0,100.0,33.33,100.0,0.0,37.5,100.0,100.0,0.0,47.37,0.0,62.5,66.67,68.75
Nicaragua,22.22,84.62,0.0,48.94,40.0,40.0,100.0,100.0,0.0,75.0,40.0,100.0,0.0,0.0,100.0,16.67,87.5,0.0,25.0,100.0,100.0,0.0,10.53,0.0,25.0,11.11,56.25
Niger,22.22,84.62,0.0,51.06,40.0,20.0,100.0,100.0,0.0,75.0,40.0,0.0,0.0,0.0,100.0,33.33,87.5,0.0,12.5,100.0,0.0,0.0,15.79,0.0,37.5,11.11,56.25
Nigeria,55.56,84.62,0.0,61.7,57.14,40.0,100.0,100.0,0.0,78.57,60.0,100.0,0.0,0.0,100.0,33.33,87.5,0.0,50.0,100.0,100.0,0.0,36.84,0.0,50.0,55.56,68.75
Niue,0.0,0.0,0.0,2.13,2.86,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Norfolk Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Macedonia,38.89,7.69,0.0,59.57,54.29,20.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,25.0,66.67,0.0,0.0,37.5,100.0,0.0,0.0,31.58,0.0,25.0,55.56,62.5
Northern Mariana Islands,0.0,0.0,0.0,2.13,2.86,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Norway,77.78,100.0,0.0,74.47,80.0,20.0,100.0,100.0,0.0,85.71,80.0,0.0,100.0,0.0,100.0,83.33,100.0,0.0,75.0,100.0,100.0,0.0,57.89,0.0,62.5,88.89,81.25
Oman,55.56,38.46,0.0,61.7,51.43,0.0,100.0,100.0,0.0,75.0,40.0,0.0,100.0,0.0,100.0,50.0,0.0,0.0,37.5,0.0,100.0,0.0,42.11,0.0,50.0,55.56,62.5
Pakistan,55.56,92.31,0.0,65.96,65.71,40.0,100.0,100.0,0.0,85.71,40.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,37.5,100.0,100.0,0.0,36.84,0.0,50.0,55.56,81.25
Palau,5.56,30.77,0.0,6.38,11.43,0.0,100.0,100.0,0.0,10.71,20.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,6.25
Panama,55.56,92.31,0.0,61.7,60.0,20.0,100.0,100.0,0.0,82.14,40.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,75.0
Papua New Guinea,5.56,30.77,0.0,48.94,37.14,0.0,100.0,100.0,0.0,82.14,40.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,50.0
Paraguay,55.56,92.31,0.0,61.7,62.86,0.0,100.0,100.0,0.0,85.71,40.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,0.0,100.0,0.0,26.32,0.0,50.0,55.56,81.25
Peru,55.56,92.31,0.0,65.96,71.43,20.0,100.0,100.0,0.0,85.71,40.0,0.0,100.0,0.0,100.0,83.33,87.5,0.0,62.5,100.0,100.0,0.0,36.84,0.0,50.0,55.56,81.25
Philippines,55.56,92.31,0.0,61.7,62.86,40.0,100.0,100.0,0.0,82.14,40.0,100.0,100.0,0.0,100.0,50.0,87.5,0.0,50.0,100.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
Pitcairn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,83.33,100.0,0.0,74.47,88.57,20.0,100.0,100.0,0.0,85.71,80.0,0.0,100.0,0.0,100.0,83.33,100.0,0.0,100.0,100.0,100.0,0.0,57.89,0.0,62.5,100.0,87.5
Portugal,72.22,92.31,0.0,72.34,80.0,20.0,100.0,100.0,0.0,85.71,60.0,0.0,100.0,0.0,100.0,83.33,87.5,0.0,75.0,100.0,100.0,0.0,52.63,0.0,62.5,77.78,87.5
Puerto Rico,5.56,7.69,0.0,10.64,8.57,0.0,0.0,0.0,0.0,14.29,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,100.0,0.0,5.26,0.0,0.0,0.0,12.5
Qatar,55.56,30.77,0.0,63.83,60.0,0.0,100.0,100.0,0.0,85.71,60.0,0.0,0.0,0.0,100.0,66.67,0.0,0.0,37.5,0.0,100.0,0.0,31.58,0.0,50.0,55.56,68.75
Republic of Korea,11.11,0.0,0.0,8.51,2.86,20.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,100.0,0.0,0.0,15.79,0.0,25.0,0.0,0.0
Republic of Moldova,16.67,0.0,0.0,8.51,2.86,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,25.0,11.11,0.0
Romania,61.11,92.31,0.0,70.21,74.29,20.0,100.0,100.0,0.0,85.71,40.0,0.0,100.0,0.0,100.0,83.33,87.5,0.0,62.5,100.0,100.0,0.0,47.37,0.0,62.5,55.56,87.5
Russian Federation,55.56,84.62,0.0,53.19,54.29,20.0,100.0,100.0,0.0,75.0,40.0,0.0,0.0,0.0,100.0,66.67,87.5,0.0,12.5,100.0,100.0,0.0,21.05,0.0,50.0,55.56,75.0
Rwanda,55.56,84.62,0.0,59.57,45.71,40.0,100.0,100.0,0.0,78.57,40.0,100.0,0.0,0.0,100.0,16.67,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,62.5
Réunion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Barthélemy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Helena,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,0.0,7.69,0.0,25.53,22.86,0.0,0.0,0.0,0.0,39.29,20.0,0.0,100.0,0.0,0.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,5.26,0.0,0.0,0.0,25.0
Saint Lucia,0.0,7.69,0.0,42.55,34.29,0.0,0.0,0.0,0.0,71.43,40.0,0.0,100.0,0.0,0.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75
Saint Martin (French Part),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Pierre and Miquelon,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,0.0,7.69,0.0,42.55,34.29,0.0,0.0,0.0,0.0,71.43,40.0,0.0,100.0,0.0,0.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.75
Samoa,5.56,30.77,0.0,44.68,34.29,0.0,100.0,100.0,0.0,71.43,40.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,5.26,0.0,12.5,0.0,43.75
San Marino,5.56,30.77,0.0,25.53,17.14,0.0,100.0,100.0,0.0,39.29,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,5.26,0.0,12.5,0.0,25.0
Sao Tome and Principe,0.0,0.0,0.0,19.15,17.14,0.0,100.0,100.0,0.0,32.14,20.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75
Sark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,55.56,84.62,0.0,68.09,80.0,20.0,100.0,100.0,0.0,85.71,60.0,100.0,0.0,0.0,100.0,83.33,87.5,0.0,75.0,0.0,100.0,0.0,42.11,0.0,50.0,55.56,87.5
Senegal,55.56,84.62,0.0,59.57,48.57,20.0,100.0,100.0,0.0,78.57,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,50.0,100.0,100.0,0.0,31.58,0.0,50.0,55.56,62.5
Serbia,55.56,92.31,0.0,70.21,68.57,40.0,100.0,100.0,0.0,85.71,40.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,50.0,100.0,100.0,0.0,47.37,0.0,50.0,55.56,81.25
Seychelles,16.67,30.77,0.0,36.17,20.0,0.0,100.0,100.0,0.0,46.43,20.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,12.5,0.0,100.0,0.0,21.05,0.0,25.0,0.0,25.0
Sierra Leone,22.22,84.62,0.0,46.81,37.14,20.0,100.0,100.0,0.0,75.0,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,25.0,100.0,100.0,0.0,5.26,0.0,25.0,11.11,50.0
Singapore,61.11,92.31,0.0,70.21,77.14,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,62.5,100.0,100.0,0.0,47.37,0.0,50.0,66.67,87.5
Sint Maarten (Dutch part),0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovakia,44.44,7.69,0.0,57.45,57.14,0.0,0.0,0.0,0.0,71.43,40.0,0.0,100.0,0.0,0.0,66.67,0.0,0.0,37.5,0.0,0.0,0.0,36.84,0.0,37.5,55.56,68.75
Slovenia,72.22,92.31,0.0,70.21,71.43,20.0,100.0,100.0,0.0,85.71,60.0,0.0,100.0,0.0,100.0,66.67,87.5,0.0,62.5,100.0,100.0,0.0,47.37,0.0,50.0,88.89,81.25
Solomon Islands,5.56,30.77,0.0,42.55,31.43,0.0,100.0,100.0,0.0,71.43,40.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,37.5
Somalia,5.56,30.77,0.0,27.66,20.0,0.0,100.0,100.0,0.0,46.43,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,31.25
South Africa,66.67,92.31,0.0,65.96,62.86,40.0,100.0,100.0,0.0,78.57,60.0,100.0,100.0,0.0,100.0,33.33,87.5,0.0,75.0,100.0,100.0,0.0,47.37,0.0,62.5,66.67,68.75
South Georgia and the South Sandwich Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Sudan,5.56,84.62,0.0,40.43,37.14,0.0,100.0,100.0,0.0,67.86,40.0,0.0,0.0,0.0,100.0,33.33,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,56.25
Spain,83.33,84.62,0.0,74.47,85.71,20.0,100.0,100.0,0.0,85.71,60.0,0.0,0.0,0.0,100.0,83.33,87.5,0.0,100.0,100.0,100.0,0.0,57.89,0.0,62.5,100.0,87.5
Sri Lanka,55.56,84.62,0.0,63.83,54.29,40.0,100.0,100.0,0.0,85.71,40.0,100.0,0.0,0.0,100.0,33.33,87.5,0.0,37.5,100.0,100.0,0.0,31.58,0.0,50.0,55.56,75.0
State of Palestine,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sudan,11.11,30.77,0.0,42.55,25.71,20.0,100.0,100.0,0.0,71.43,40.0,100.0,0.0,0.0,100.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,11.11,37.5
Suriname,11.11,30.77,0.0,44.68,31.43,20.0,100.0,100.0,0.0,71.43,40.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,12.5,100.0,100.0,0.0,5.26,0.0,12.5,0.0,43.75
Svalbard and Jan Mayen Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,77.78,100.0,0.0,74.47,85.71,20.0,100.0,100.0,0.0,85.71,80.0,0.0,100.0,0.0,100.0,83.33,100.0,0.0,100.0,100.0,100.0,0.0,57.89,0.0,62.5,88.89,81.25
Switzerland,72.22,92.31,0.0,74.47,82.86,0.0,100.0,100.0,0.0,85.71,80.0,0.0,100.0,0.0,100.0,83.33,87.5,0.0,87.5,0.0,100.0,0.0,57.89,0.0,62.5,77.78,81.25
Syrian Arab Republic,16.67,30.77,0.0,23.4,14.29,0.0,100.0,100.0,0.0,35.71,20.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,0.0,0.0,100.0,0.0,5.26,0.0,12.5,11.11,18.75
Tajikistan,55.56,84.62,0.0,61.7,48.57,0.0,100.0,100.0,0.0,85.71,40.0,0.0,0.0,0.0,100.0,33.33,87.5,0.0,25.0,0.0,100.0,0.0,26.32,0.0,50.0,55.56,68.75
Thailand,61.11,92.31,0.0,65.96,77.14,40.0,100.0,100.0,0.0,85.71,40.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,62.5,100.0,100.0,0.0,36.84,0.0,50.0,66.67,93.75
Timor-Leste,11.11,30.77,0.0,38.3,28.57,0.0,100.0,100.0,0.0,60.71,40.0,0.0,0.0,0.0,100.0,16.67,0.0,0.0,12.5,0.0,100.0,0.0,5.26,0.0,12.5,0.0,37.5
Togo,22.22,84.62,0.0,48.94,40.0,20.0,100.0,100.0,0.0,71.43,40.0,0.0,0.0,0.0,100.0,16.67,87.5,0.0,25.0,100.0,0.0,0.0,15.79,0.0,37.5,11.11,56.25
Tokelau,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Tonga,5.56,30.77,0.0,42.55,34.29,0.0,100.0,100.0,0.0,71.43,40.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,43.75
Trinidad and Tobago,55.56,92.31,0.0,61.7,48.57,20.0,100.0,100.0,0.0,85.71,40.0,0.0,100.0,0.0,100.0,33.33,87.5,0.0,25.0,100.0,100.0,0.0,26.32,0.0,50.0,55.56,68.75
Tunisia,55.56,92.31,0.0,68.09,60.0,40.0,100.0,100.0,0.0,85.71,40.0,100.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,100.0,100.0,0.0,42.11,0.0,50.0,55.56,75.0
Turkey,72.22,92.31,0.0,74.47,88.57,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,83.33,87.5,0.0,100.0,100.0,100.0,0.0,57.89,0.0,50.0,88.89,93.75
Turkmenistan,0.0,84.62,0.0,34.04,34.29,0.0,100.0,100.0,0.0,46.43,20.0,0.0,0.0,0.0,100.0,33.33,87.5,0.0,25.0,0.0,0.0,0.0,15.79,0.0,0.0,0.0,43.75
Turks and Caicos Islands,0.0,0.0,0.0,4.26,2.86,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
Tuvalu,0.0,30.77,0.0,23.4,20.0,0.0,100.0,100.0,0.0,39.29,0.0,0.0,0.0,0.0,100.0,33.33,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Uganda,55.56,84.62,0.0,65.96,51.43,40.0,100.0,100.0,0.0,85.71,40.0,100.0,0.0,0.0,100.0,33.33,87.5,0.0,37.5,100.0,100.0,0.0,36.84,0.0,50.0,55.56,68.75
Ukraine,55.56,92.31,0.0,72.34,62.86,40.0,100.0,100.0,0.0,85.71,60.0,100.0,100.0,0.0,100.0,66.67,87.5,0.0,37.5,100.0,100.0,0.0,52.63,0.0,50.0,55.56,75.0
United Arab Emirates,55.56,84.62,0.0,61.7,65.71,40.0,100.0,100.0,0.0,82.14,60.0,100.0,0.0,0.0,100.0,83.33,87.5,0.0,25.0,100.0,100.0,0.0,31.58,0.0,50.0,55.56,81.25
United Kingdom of Great Britain and Northern Ireland,0.0,0.0,0.0,2.13,2.86,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United Republic of Tanzania,16.67,0.0,0.0,8.51,2.86,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,25.0,11.11,0.0
United States Minor Outlying Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States Virgin Islands,0.0,0.0,0.0,6.38,2.86,0.0,0.0,0.0,0.0,10.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
United States of America,16.67,7.69,0.0,29.79,0.0,0.0,0.0,0.0,0.0,39.29,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,25.0,11.11,0.0
