Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011]
Côte d'Ivoire,CIV,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,75.13873,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,78.17994,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,83.18164,..,..,..,..,..,..
Côte d'Ivoire,CIV,Access to internet (% age 15+),gwp2_n,..,..,26.00028,..,..,..,..,..,..
Côte d'Ivoire,CIV,Access to internet (% age 60+),gwp2_n_7,..,..,7.955625,..,..,..,..,..,..
Côte d'Ivoire,CIV,Access to internet (% ages 15-34),gwp2_n_5,..,..,32.51578,..,..,..,..,..,..
Côte d'Ivoire,CIV,Access to internet (% ages 35-59),gwp2_n_6,..,..,18.20263,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,19.88647,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,15.53254,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,32.92999,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,31.5841,..,..,..,..,..,..
Côte d'Ivoire,CIV,Account (% age 15+),account_t_d,..,..,41.33095,..,..,34.32202,..,..,..
Côte d'Ivoire,CIV,Account (% age 60+),account_t_d_7,..,..,41.13443,..,..,36.41064,..,..,..
Côte d'Ivoire,CIV,Account (% ages 15-34),account_t_d_5,..,..,37.68776,..,..,30.61008,..,..,..
Côte d'Ivoire,CIV,Account (% ages 35-59),account_t_d_6,..,..,48.24468,..,..,40.40006,..,..,..
Côte d'Ivoire,CIV,"Account, female (% age 15+)",account_t_d_1,..,..,35.56498,..,..,29.16058,..,..,..
Côte d'Ivoire,CIV,"Account, income, poorest 40% (% age 15+)",account_t_d_3,..,..,34.16769,..,..,24.17595,..,..,..
Côte d'Ivoire,CIV,"Account, income, richest 60% (% age 15+)",account_t_d_4,..,..,46.07309,..,..,41.07567,..,..,..
Côte d'Ivoire,CIV,"Account, male (% age 15+)",account_t_d_2,..,..,46.59711,..,..,39.20249,..,..,..
Côte d'Ivoire,CIV,Active account (% age 15+),gf7_n,..,..,39.0447,..,..,31.74425,..,..,..
Côte d'Ivoire,CIV,Active account (% age 60+),gf7_n_7,..,..,38.6524,..,..,33.02405,..,..,..
Côte d'Ivoire,CIV,Active account (% ages 15-34),gf7_n_5,..,..,36.20125,..,..,28.4517,..,..,..
Côte d'Ivoire,CIV,Active account (% ages 35-59),gf7_n_6,..,..,44.56564,..,..,37.44046,..,..,..
Côte d'Ivoire,CIV,"Active account, female (% age 15+)",gf7_n_1,..,..,33.73456,..,..,27.47203,..,..,..
Côte d'Ivoire,CIV,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,30.89034,..,..,21.97511,..,..,..
Côte d'Ivoire,CIV,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,44.44294,..,..,38.24699,..,..,..
Côte d'Ivoire,CIV,"Active account, male (% age 15+)",gf7_n_2,..,..,43.89453,..,..,35.78391,..,..,..
Côte d'Ivoire,CIV,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,..,..,..,72311.79,..,..,..
Côte d'Ivoire,CIV,"ATMs per 100,000 adults",i_ATMs_pop,..,..,..,6.864039,6.804838,6.655714,5.612539,4.352102,4.502323
Côte d'Ivoire,CIV,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,2.708495,..,..,2.705898,..,..,..
Côte d'Ivoire,CIV,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,4.405094,..,..,2.852048,..,..,..
Côte d'Ivoire,CIV,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,1.94643,..,..,2.600243,..,..,..
Côte d'Ivoire,CIV,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,3.823,..,..,2.868281,..,..,..
Côte d'Ivoire,CIV,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,1.438971,..,..,2.434774,..,..,..
Côte d'Ivoire,CIV,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,0.9202556,..,..,0.6550455,..,..,..
Côte d'Ivoire,CIV,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,3.892323,..,..,4.07103,..,..,..
Côte d'Ivoire,CIV,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,3.86797,..,..,2.962262,..,..,..
Côte d'Ivoire,CIV,"Branches per 100,000 adults",i_branches_A1_pop,..,..,5.248176,5.092911,4.954466,4.66522,4.491633,4.56641,4.349701
Côte d'Ivoire,CIV,"Debit cards per 1,000 adults",GPSS_5,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Disclosure index (0-5),GPFI2,..,..,..,..,..,..,1,..,..
Côte d'Ivoire,CIV,Dispute resolution index (0-1),GPFI3,..,..,..,..,..,..,0,..,..
Côte d'Ivoire,CIV,"E-money accounts per 1,000 adults",GPSS_1,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Getting credit: Distance to frontier (0-100),GPFI4,70,30,30,30,30,..,..,..,..
Côte d'Ivoire,CIV,Has a national identity card (% age 15+),fin48_a,..,..,68.07392,..,..,..,..,..,..
Côte d'Ivoire,CIV,Has a national identity card (% age 60+),fin48_a_7,..,..,91.93466,..,..,..,..,..,..
Côte d'Ivoire,CIV,Has a national identity card (% ages 15-34),fin48_a_5,..,..,54.96294,..,..,..,..,..,..
Côte d'Ivoire,CIV,Has a national identity card (% ages 35-59),fin48_a_6,..,..,86.70608,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,68.54071,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,62.14564,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,71.99848,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,67.64759,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Made or received digital payments in the past year (% age 15+),g20_t,..,..,38.31777,..,..,29.56973,..,..,..
Côte d'Ivoire,CIV,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,36.31103,..,..,27.75255,..,..,..
Côte d'Ivoire,CIV,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,36.12757,..,..,27.90617,..,..,..
Côte d'Ivoire,CIV,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,42.94629,..,..,32.83455,..,..,..
Côte d'Ivoire,CIV,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,33.18239,..,..,26.20476,..,..,..
Côte d'Ivoire,CIV,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,29.92957,..,..,20.71208,..,..,..
Côte d'Ivoire,CIV,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,43.87082,..,..,35.46575,..,..,..
Côte d'Ivoire,CIV,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,43.00798,..,..,32.75153,..,..,..
Côte d'Ivoire,CIV,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,34.92197,..,..,..,..,..,..
Côte d'Ivoire,CIV,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,33.15424,..,..,..,..,..,..
Côte d'Ivoire,CIV,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,33.7128,..,..,..,..,..,..
Côte d'Ivoire,CIV,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,37.75594,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,30.15323,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,27.4433,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,39.87291,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,39.27734,..,..,..,..,..,..
Côte d'Ivoire,CIV,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,30.52967,..,..,37.95624,..,..,..
Côte d'Ivoire,CIV,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,24.12394,..,..,45.51218,..,..,..
Côte d'Ivoire,CIV,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,34.55073,..,..,52.47349,..,..,..
Côte d'Ivoire,CIV,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,28.78443,..,..,27.84149,..,..,..
Côte d'Ivoire,CIV,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,28.87907,..,..,35.2646,..,..,..
Côte d'Ivoire,CIV,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,23.8931,..,..,28.50305,..,..,..
Côte d'Ivoire,CIV,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,33.47317,..,..,41.39161,..,..,..
Côte d'Ivoire,CIV,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,32.07224,..,..,40.4512,..,..,..
Côte d'Ivoire,CIV,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,295.0581,255.51,150.5311,86.08563,32.88804,17.93298
Côte d'Ivoire,CIV,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,2957012,2047050,1755726,1072328,490016.1,..,..
Côte d'Ivoire,CIV,"Outstanding loans per 1,000 adults",s_loans_A1,..,..,443.8633,404.2671,369.3893,283.0924,245.4408,205.7183,188.9297
Côte d'Ivoire,CIV,"POS terminals per 100,000 adults",GPSS_4,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Received wages or government transfers into an account (% age 15+),gf10_n,..,..,7.18125,..,..,3.942649,..,..,..
Côte d'Ivoire,CIV,Received wages or government transfers into an account (% age 60+),gf10_n_7,..,..,9.37411,..,..,5.109945,..,..,..
Côte d'Ivoire,CIV,Received wages or government transfers into an account (% ages 35-59),gf10_n_6,..,..,7.611401,..,..,5.345261,..,..,..
Côte d'Ivoire,CIV,"Received wages or government transfers into an account, (% ages 15-34)",gf10_n_5,..,..,6.840451,..,..,3.02087,..,..,..
Côte d'Ivoire,CIV,"Received wages or government transfers into an account, female (% age 15+)",gf10_n_1,..,..,4.797452,..,..,3.030822,..,..,..
Côte d'Ivoire,CIV,"Received wages or government transfers into an account, income, poorest 40% (% age 15+)",gf10_n_3,..,..,5.355236,..,..,0.5104925,..,..,..
Côte d'Ivoire,CIV,"Received wages or government transfers into an account, income, richest 60% (% age 15+)",gf10_n_4,..,..,8.390083,..,..,6.227235,..,..,..
Côte d'Ivoire,CIV,"Received wages or government transfers into an account, male (% age 15+)",gf10_n_2,..,..,9.358406,..,..,4.80484,..,..,..
Côte d'Ivoire,CIV,"Retail cashless transactions per 1,000 adults",GPSS_2,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,Saved at a financial institution (% age 15+),fin17a_t_a,..,..,6.438993,..,..,8.851811,..,..,..
Côte d'Ivoire,CIV,Saved at a financial institution (% age 60+),fin17a_t_a_7,..,..,6.631544,..,..,10.31202,..,..,..
Côte d'Ivoire,CIV,Saved at a financial institution (% ages 15-34),fin17a_t_a_5,..,..,5.399433,..,..,6.142921,..,..,..
Côte d'Ivoire,CIV,Saved at a financial institution (% ages 35-59),fin17a_t_a_6,..,..,8.343486,..,..,13.21748,..,..,..
Côte d'Ivoire,CIV,"Saved at a financial institution, female  (% age 15+)",fin17a_t_a_1,..,..,4.634934,..,..,7.228524,..,..,..
Côte d'Ivoire,CIV,"Saved at a financial institution, income, poorest 40% (% age 15+)",fin17a_t_a_3,..,..,3.44864,..,..,2.087797,..,..,..
Côte d'Ivoire,CIV,"Saved at a financial institution, income, richest 60% (% age 15+)",fin17a_t_a_4,..,..,8.418629,..,..,13.35422,..,..,..
Côte d'Ivoire,CIV,"Saved at a financial institution, male (% age 15+)",fin17a_t_a_2,..,..,8.086666,..,..,10.38673,..,..,..
Côte d'Ivoire,CIV,Saved for old age (% age 15+),fin16_t_a,..,..,9.648563,..,..,11.83447,..,..,..
Côte d'Ivoire,CIV,Saved for old age (% age 60+),fin16_t_a_7,..,..,17.39446,..,..,22.3016,..,..,..
Côte d'Ivoire,CIV,Saved for old age (% ages 15-34),fin16_t_a_5,..,..,7.561277,..,..,6.143719,..,..,..
Côte d'Ivoire,CIV,Saved for old age (% ages 35-59),fin16_t_a_6,..,..,11.94285,..,..,19.73397,..,..,..
Côte d'Ivoire,CIV,"Saved for old age, female (% age 15+)",fin16_t_a_1,..,..,6.240506,..,..,8.456152,..,..,..
Côte d'Ivoire,CIV,"Saved for old age, income, poorest 40% (% age 15+)",fin16_t_a_3,..,..,5.21116,..,..,5.932085,..,..,..
Côte d'Ivoire,CIV,"Saved for old age, income, richest 60% (% age 15+)",fin16_t_a_4,..,..,12.58616,..,..,15.76334,..,..,..
Côte d'Ivoire,CIV,"Saved for old age, male (% age 15+)",fin16_t_a_2,..,..,12.76119,..,..,15.02888,..,..,..
Côte d'Ivoire,CIV,SME deposit accounts (as a % of non-financial corporation borrowers),i_deposit_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,SME loan accounts (as a % of non-financial corporation borrowers),i_loan_acc_A1_sme_perNFC,..,..,..,..,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with a proportion of loans requiring collateral,fin11q2,..,..,..,88.71212,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with an account at a formal financial institution,fin15q2,..,..,..,87.70611,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with an outstanding loan or line of credit,fin14q2,..,..,..,19.41373,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with at least one female owner with a proportion of loans requiring collateral,fin11q1,..,..,..,86.01069,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with at least one female owner with an account at a formal financial institution,fin15q1,..,..,..,89.85436,..,..,..,..,..
Côte d'Ivoire,CIV,SMEs with at least one female owner with an outstanding loan or line of credit,fin14q1,..,..,..,24.20889,..,..,..,..,..
Côte d'Ivoire,CIV,Used a debit or credit card to make a purchase in the past year (% age 15+),fin4_t_d,..,..,1.454327,..,..,0.9515681,..,..,..
Côte d'Ivoire,CIV,Used a mobile phone or the internet to check account balance in the past year (% age 15+),fin6_a,..,..,5.523522,..,..,..,..,..,..
Côte d'Ivoire,CIV,Used a mobile phone or the internet to check account balance in the past year (% age 60+),fin6_a_7,..,..,0.5168587,..,..,..,..,..,..
Côte d'Ivoire,CIV,Used a mobile phone or the internet to check account balance in the past year (% ages 15-34),fin6_a_5,..,..,6.155344,..,..,..,..,..,..
Côte d'Ivoire,CIV,Used a mobile phone or the internet to check account balance in the past year (% ages 35-59),fin6_a_6,..,..,5.327423,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Used a mobile phone or the internet to check account balance in the past year, female  (% age 15+)",fin6_a_1,..,..,3.316632,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Used a mobile phone or the internet to check account balance in the past year, income, poorest 40% (% age 15+)",fin6_a_3,..,..,2.660871,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Used a mobile phone or the internet to check account balance in the past year, income, richest 60% (% age 15+)",fin6_a_4,..,..,7.418617,..,..,..,..,..,..
Côte d'Ivoire,CIV,"Used a mobile phone or the internet to check account balance in the past year, male (% age 15+)"",fin6_a_2,..,..,7.539106,..,..,..,..,..,..
Croatia,HRV,Access to a mobile phone (% age 15+),gwp1_n,..,..,86.69402,..,..,..,..,..,..
Croatia,HRV,Access to a mobile phone (% age 60+),gwp1_n_7,..,..,61.11508,..,..,..,..,..,..
Croatia,HRV,Access to a mobile phone (% ages 15-34),gwp1_n_5,..,..,98.39379,..,..,..,..,..,..
Croatia,HRV,Access to a mobile phone (% ages 35-59),gwp1_n_6,..,..,95.66526,..,..,..,..,..,..
Croatia,HRV,"Access to a mobile phone, female (% age 15+)",gwp1_n_1,..,..,83.3241,..,..,..,..,..,..
Croatia,HRV,"Access to a mobile phone, income, poorest 40% (% age 15+)",gwp1_n_3,..,..,79.65149,..,..,..,..,..,..
Croatia,HRV,"Access to a mobile phone, income, richest 60% (% age 15+)",gwp1_n_4,..,..,91.38656,..,..,..,..,..,..
Croatia,HRV,"Access to a mobile phone, male (% age 15+)",gwp1_n_2,..,..,90.30652,..,..,..,..,..,..
Croatia,HRV,Access to internet (% age 15+),gwp2_n,..,..,74.47534,..,..,..,..,..,..
Croatia,HRV,Access to internet (% age 60+),gwp2_n_7,..,..,33.49874,..,..,..,..,..,..
Croatia,HRV,Access to internet (% ages 15-34),gwp2_n_5,..,..,97.39641,..,..,..,..,..,..
Croatia,HRV,Access to internet (% ages 35-59),gwp2_n_6,..,..,85.83776,..,..,..,..,..,..
Croatia,HRV,"Access to internet, female (% age 15+)",gwp2_n_1,..,..,68.98185,..,..,..,..,..,..
Croatia,HRV,"Access to internet, income, poorest 40% (% age 15+)",gwp2_n_3,..,..,70.50111,..,..,..,..,..,..
Croatia,HRV,"Access to internet, income, richest 60% (% age 15+)",gwp2_n_4,..,..,77.12343,..,..,..,..,..,..
Croatia,HRV,"Access to internet, male (% age 15+)",gwp2_n_2,..,..,80.36426,..,..,..,..,..,..
Croatia,HRV,Account (% age 15+),account_t_d,..,..,86.14345,..,..,86.02509,..,..,88.39102
Croatia,HRV,Account (% age 60+),account_t_d_7,..,..,97.33852,..,..,86.94609,..,..,82.43005
Croatia,HRV,Account (% ages 15-34),account_t_d_5,..,..,71.50883,..,..,75.13857,..,..,85.11375
Croatia,HRV,Account (% ages 35-59),account_t_d_6,..,..,89.0688,..,..,92.8741,..,..,93.3726
Croatia,HRV,"Account, female (% age 15+)",account_t_d_1,..,..,82.69694,..,..,87.69241,..,..,87.18469
Croatia,HRV,"Account, income, poorest 40% (% age 15+)",account_t_d_3,..,..,80.99703,..,..,78.91113,..,..,81.35492
Croatia,HRV,"Account, income, richest 60% (% age 15+)",account_t_d_4,..,..,89.5726,..,..,90.75602,..,..,93.06661
Croatia,HRV,"Account, male (% age 15+)",account_t_d_2,..,..,89.83806,..,..,84.24692,..,..,89.72318
Croatia,HRV,Active account (% age 15+),gf7_n,..,..,78.45087,..,..,81.52654,..,..,..
Croatia,HRV,Active account (% age 60+),gf7_n_7,..,..,81.33838,..,..,82.60258,..,..,..
Croatia,HRV,Active account (% ages 15-34),gf7_n_5,..,..,67.71507,..,..,70.46252,..,..,..
Croatia,HRV,Active account (% ages 35-59),gf7_n_6,..,..,84.21864,..,..,89.26052,..,..,..
Croatia,HRV,"Active account, female (% age 15+)",gf7_n_1,..,..,72.26025,..,..,83.84908,..,..,..
Croatia,HRV,"Active account, income, poorest 40% (% age 15+)",gf7_n_3,..,..,70.48491,..,..,74.37214,..,..,..
Croatia,HRV,"Active account, income, richest 60% (% age 15+)",gf7_n_4,..,..,83.75872,..,..,86.28436,..,..,..
Croatia,HRV,"Active account, male (% age 15+)",gf7_n_2,..,..,85.08711,..,..,79.04957,..,..,..
Croatia,HRV,"Agents of payment service providers per 100,000 adults",GPSS_3,..,..,..,..,5575.937,5106.723,..,..,..
Croatia,HRV,"ATMs per 100,000 adults",i_ATMs_pop,..,..,140.3817,127.814,123.3977,117.0759,114.1183,113.0015,109.8555
Croatia,HRV,Borrowed from a financial institution or used a credit card (% age 15+),fin22a_t_d,..,..,38.06091,..,..,41.77967,..,..,..
Croatia,HRV,Borrowed from a financial institution or used a credit card (% age 60+),fin22a_t_d_7,..,..,15.16338,..,..,23.94054,..,..,..
Croatia,HRV,Borrowed from a financial institution or used a credit card (% ages 15-34),fin22a_t_d_5,..,..,34.47821,..,..,33.20108,..,..,..
Croatia,HRV,Borrowed from a financial institution or used a credit card (% ages 35-59),fin22a_t_d_6,..,..,56.21449,..,..,60.40117,..,..,..
Croatia,HRV,"Borrowed from a financial institution or used a credit card, female (% age 15+)",fin22a_t_d_1,..,..,33.16254,..,..,41.04584,..,..,..
Croatia,HRV,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",fin22a_t_d_3,..,..,32.01091,..,..,33.72585,..,..,..
Croatia,HRV,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",fin22a_t_d_4,..,..,42.09211,..,..,47.13561,..,..,..
Croatia,HRV,"Borrowed from a financial institution or used a credit card, male (% age 15+)",fin22a_t_d_2,..,..,43.31188,..,..,42.56229,..,..,..
Croatia,HRV,"Branches per 100,000 adults",i_branches_A1_pop,..,..,32.50286,32.83115,33.60058,33.91375,34.65344,35.61912,35.92758
Croatia,HRV,"Debit cards per 1,000 adults",GPSS_5,..,..,..,..,1809.316,1785.857,1728.177,1844.515,1951.875
Croatia,HRV,"Deposit accounts per 1,000 adults",i_deposit_acc_A1_pop,..,..,655.1391,828.8274,913.1814,946.1,1107.465,1108.469,1228.309
Croatia,HRV,Disclosure index (0-5),GPFI2,..,..,5,..,..,..,4,..,..
Croatia,HRV,Dispute resolution index (0-1),GPFI3,..,..,1,..,..,..,1,..,..
Croatia,HRV,"E-money accounts per 1,000 adults",GPSS_1,..,..,..,..,..,..,..,..,..
Croatia,HRV,Financial knowledge score (0-3),GPFI1_TOTL,..,..,..,..,..,..,..,..,..
Croatia,HRV,Getting credit: Distance to frontier (0-100),GPFI4,55,55,55,55,55,..,..,..,..
Croatia,HRV,Has a national identity card (% age 15+),fin48_a,..,..,99.39687,..,..,..,..,..,..
Croatia,HRV,Has a national identity card (% age 60+),fin48_a_7,..,..,99.03184,..,..,..,..,..,..
Croatia,HRV,Has a national identity card (% ages 15-34),fin48_a_5,..,..,99.34414,..,..,..,..,..,..
Croatia,HRV,Has a national identity card (% ages 35-59),fin48_a_6,..,..,99.68311,..,..,..,..,..,..
Croatia,HRV,"Has a national identity card, female (% age 15+)",fin48_a_1,..,..,99.26678,..,..,..,..,..,..
Croatia,HRV,"Has a national identity card, income, poorest 40% (% age 15+)",fin48_a_3,..,..,98.72118,..,..,..,..,..,..
Croatia,HRV,"Has a national identity card, income, richest 60% (% age 15+)",fin48_a_4,..,..,99.84709,..,..,..,..,..,..
Croatia,HRV,"Has a national identity card, male (% age 15+)",fin48_a_2,..,..,99.53632,..,..,..,..,..,..
Croatia,HRV,"Insurance policy holders per 1,000 adults (life)",s_policyholders_B2_life,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Insurance policy holders per 1,000 adults (non-life)",s_policyholders_B2_nonlife,..,..,..,..,..,..,..,..,..
Croatia,HRV,Interoperability of ATM networks and interoperability of POS terminals (0-1),GPSS,..,..,..,..,..,..,..,..,..
Croatia,HRV,Made or received digital payments in the past year (% age 15+),g20_t,..,..,83.13304,..,..,71.97953,..,..,..
Croatia,HRV,Made or received digital payments in the past year (% age 60+),g20_t_7,..,..,94.86936,..,..,55.77352,..,..,..
Croatia,HRV,Made or received digital payments in the past year (% ages 15-34),g20_t_5,..,..,67.66273,..,..,69.88355,..,..,..
Croatia,HRV,Made or received digital payments in the past year (% ages 35-59),g20_t_6,..,..,86.29209,..,..,85.7391,..,..,..
Croatia,HRV,"Made or received digital payments in the past year, female (% age 15+)",g20_t_1,..,..,79.11257,..,..,69.36498,..,..,..
Croatia,HRV,"Made or received digital payments in the past year, income, poorest 40% (% age 15+)",g20_t_3,..,..,77.27786,..,..,62.08655,..,..,..
Croatia,HRV,"Made or received digital payments in the past year, income, richest 60% (% age 15+)",g20_t_4,..,..,87.03443,..,..,78.55855,..,..,..
Croatia,HRV,"Made or received digital payments in the past year, male (% age 15+)",g20_t_2,..,..,87.44291,..,..,74.76794,..,..,..
Croatia,HRV,Made payment using a mobile phone or the internet (% age 15+),gf4_n,..,..,32.86216,..,..,..,..,..,..
Croatia,HRV,Made payment using a mobile phone or the internet (% age 60+),gf4_n_7,..,..,11.66604,..,..,..,..,..,..
Croatia,HRV,Made payment using a mobile phone or the internet (% ages 15-34),gf4_n_5,..,..,37.74047,..,..,..,..,..,..
Croatia,HRV,Made payment using a mobile phone or the internet (% ages 35-59),gf4_n_6,..,..,43.76516,..,..,..,..,..,..
Croatia,HRV,"Made payment using a mobile phone or the internet, female (% age 15+)",gf4_n_1,..,..,28.31522,..,..,..,..,..,..
Croatia,HRV,"Made payment using a mobile phone or the internet, income, poorest 40% (% age 15+)",gf4_n_3,..,..,24.51664,..,..,..,..,..,..
Croatia,HRV,"Made payment using a mobile phone or the internet, income, richest 60% (% age 15+)",gf4_n_4,..,..,38.42292,..,..,..,..,..,..
Croatia,HRV,"Made payment using a mobile phone or the internet, male (% age 15+)",gf4_n_2,..,..,37.73642,..,..,..,..,..,..
Croatia,HRV,Main source of emergency funds: savings (% age 15+),fin25a_t_a_s,..,..,26.25318,..,..,45.56565,..,..,..
Croatia,HRV,Main source of emergency funds: savings (% age 60+),fin25a_t_a_s_7,..,..,33.43548,..,..,70.75466,..,..,..
Croatia,HRV,Main source of emergency funds: savings (% ages 35-59),fin25a_t_a_s_6,..,..,30.16307,..,..,42.21078,..,..,..
Croatia,HRV,"Main source of emergency funds: savings, (% ages 15-34)",fin25a_t_a_s_5,..,..,15.95404,..,..,26.857,..,..,..
Croatia,HRV,"Main source of emergency funds: savings, female  (% age 15+)",fin25a_t_a_s_1,..,..,26.13218,..,..,47.32342,..,..,..
Croatia,HRV,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",fin25a_t_a_s_3,..,..,26.15956,..,..,33.44094,..,..,..
Croatia,HRV,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",fin25a_t_a_s_4,..,..,26.30286,..,..,51.47197,..,..,..
Croatia,HRV,"Main source of emergency funds: savings, male (% age 15+)",fin25a_t_a_s_2,..,..,26.364,..,..,43.81188,..,..,..
Croatia,HRV,"Mobile agent outlets per 100,000 adults",i_mob_agent_pop_registered,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Mobile money transactions per 100,000 adults",i_mob_transactions_number_pop,..,..,..,..,..,..,..,..,..
Croatia,HRV,"Outstanding loans per 1,000 adults",s_loans_A1,..,..,56.32034,55.75249,58.00027,59.4458,60.66192,61.67542,66.26535
